SEGMENT_KEY,CORRIDOR,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,TOTAL_CRASHES,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC,site_id_sort_key
C000024_071+0.482_078+0.036_N-24,C000024A,W-149,071+0.482,078+0.036,N-24,55,6.516,1964.5,12800.682,,LEWIS AND CLARK,,MT-200,NI-NHS,11.0,178.5909090909091,1163.6983636363636,"['W-', 149, '']"
C000024_078+0.036_082+0.983_N-24,C000024A,25-4-003,078+0.036,082+0.983,N-24,26,4.944,1913.75,9461.58,,LEWIS AND CLARK,,MT-200,NI-NHS,5.2,368.02884615384613,1819.534615384615,"['', 25, '-', 4, '-', 3, '']"
C000024_082+0.983_087+0.493_N-24,C000024A,25-4-004,082+0.983,087+0.493,N-24,25,4.497,1508.6,6784.1741999999995,,LEWIS AND CLARK,,MT-200,NI-NHS,5.0,301.71999999999997,1356.83484,"['', 25, '-', 4, '-', 4, '']"
C000024_087+0.493_100+0.431_N-24,C000024A,25-3-005,087+0.493,100+0.431,N-24,90,12.958,1355.0,17558.09,,LEWIS AND CLARK,,MT-200,NI-NHS,18.0,75.27777777777777,975.4494444444445,"['', 25, '-', 3, '-', 5, '']"
C000024_100+0.431_109+0.079_N-24,C000024A,25-3-006,100+0.431,109+0.079,N-24,35,8.632,1344.75,11607.882,,LEWIS AND CLARK,,MT-200,NI-NHS,7.0,192.1071428571429,1658.268857142857,"['', 25, '-', 3, '-', 6, '']"
C000024_109+0.079_110+0.340_N-24,C000024A,25-3-014,109+0.079,110+0.340,N-24,5,1.245,1372.75,1709.0737500000002,,LEWIS AND CLARK,,MT-200,NI-NHS,1.0,1372.75,1709.0737500000002,"['', 25, '-', 3, '-', 14, '']"
C000024_110+0.340_111+0.079_N-24,C000024A,25-3-014,110+0.340,111+0.079,N-24,1,0.735,1372.75,1008.97125,,LEWIS AND CLARK,,MT-200,NI-NHS,0.2,6863.75,5044.85625,"['', 25, '-', 3, '-', 14, '']"
C000024_111+0.079_112+0.452_N-24,C000024A,25-3-014,111+0.079,112+0.452,N-24,5,1.382,1372.75,1897.1404999999995,,LEWIS AND CLARK,,MT-200,NI-NHS,1.0,1372.75,1897.1404999999995,"['', 25, '-', 3, '-', 14, '']"
C000024_112+0.452_113+0.377_N-24,C000024A,25-3-014,112+0.452,113+0.377,N-24,2,0.923,1372.75,1267.04825,,LEWIS AND CLARK,,MT-200,NI-NHS,0.4,3431.875,3167.620625,"['', 25, '-', 3, '-', 14, '']"
C000024_113+0.377_113+0.561_N-24,C000024A,25-3-014,113+0.377,113+0.561,N-24,0,0.184,1372.75,252.586,,LEWIS AND CLARK,,MT-200,NI-NHS,0.0,,,"['', 25, '-', 3, '-', 14, '']"
C000024_113+0.561_113+0.970_N-24,C000024A,25-3-014,113+0.561,113+0.970,N-24,2,0.409,1372.75,561.45475,,LEWIS AND CLARK,,MT-200,NI-NHS,0.4,3431.875,1403.636875,"['', 25, '-', 3, '-', 14, '']"
C000024_113+0.970_116+0.820_N-24,C000024A,25-3-014,113+0.970,116+0.820,N-24,6,2.85,1372.75,3912.3375,,LEWIS AND CLARK,,MT-200,NI-NHS,1.2,1143.9583333333337,3260.28125,"['', 25, '-', 3, '-', 14, '']"
C000024_116+0.820_116+0.897_N-24,C000024A,07-1-013,116+0.820,116+0.897,N-24,0,0.077,1287.5,99.1375,,LEWIS AND CLARK,,MT-200,NI-NHS,0.0,,,"['', 7, '-', 1, '-', 13, '']"
C000024_116+0.897_124+0.630_N-24,C000024A,07-1-013,116+0.897,124+0.630,N-24,12,7.781,1287.5,10018.0375,,CASCADE,,MT-200,NI-NHS,2.4,536.4583333333334,4174.182291666667,"['', 7, '-', 1, '-', 13, '']"
C000024_124+0.630_127+0.475_N-24,C000024A,07-1-012,124+0.630,127+0.475,N-24,8,2.861,1493.0,4271.473,,CASCADE,,MT-200,NI-NHS,1.6,933.125,2669.6706249999997,"['', 7, '-', 1, '-', 12, '']"
C000024_127+0.475_133+0.579_N-24,C000024A,07-1-011,127+0.475,133+0.579,N-24,41,6.091,1961.0,11944.451,,CASCADE,,MT-200,NI-NHS,8.2,239.14634146341464,1456.6403658536587,"['', 7, '-', 1, '-', 11, '']"
C000024_133+0.579_139+0.437_N-24,C000024A,07-1-003,133+0.579,139+0.437,N-24,78,5.861,2284.6666666666665,13390.431333333332,,CASCADE,,MT-200,NI-NHS,15.6,146.45299145299143,858.3609829059828,"['', 7, '-', 1, '-', 3, '']"
