SEGMENT_KEY,CORRIDOR,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,TOTAL_CRASHES,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC,site_id_sort_key
C000015_084+0.942_085+0.661_I-15,C000015A,29-1-001,084+0.942,085+0.661,I-15,4,0.682,3773.5,2573.527,,BEAVERHEAD,,I-15,Interstate,0.8,4716.875,3216.90875,"['', 29, '-', 1, '-', 1, '']"
C000015_085+0.661_092+0.873_I-15,C000015A,29-1-001,085+0.661,092+0.873,I-15,38,7.251,3773.5,27361.648500000003,,BEAVERHEAD,,I-15,Interstate,7.6,496.5131578947369,3600.2169078947372,"['', 29, '-', 1, '-', 1, '']"
C000015_092+0.873_093+0.225_I-15,C000015A,47-2-001,092+0.873,093+0.225,I-15,1,0.353,4708.0,1661.924,,MADISON,,I-15,Interstate,0.2,23540.0,8309.619999999999,"['', 47, '-', 2, '-', 1, '']"
C000015_093+0.225_098+0.998_I-15,C000015A,47-2-001,093+0.225,098+0.998,I-15,33,5.738,4345.75,24935.9135,,SILVER BOW,,I-15,Interstate,6.6,658.4469696969697,3778.1687121212126,"['', 47, '-', 2, '-', 1, '']"
C000015_098+0.998_102+0.260_I-15,C000015A,47-2-001,098+0.998,102+0.260,I-15,24,3.251,4345.75,14128.03325,,SILVER BOW,,I-15,Interstate,4.8,905.3645833333334,2943.3402604166668,"['', 47, '-', 2, '-', 1, '']"
C000015_102+0.260_110+0.978_I-15,C000015A,47-2-004,102+0.260,110+0.978,I-15,34,8.753,4566.0,39966.198,,SILVER BOW,,I-15,Interstate,6.8,671.4705882352941,5877.38205882353,"['', 47, '-', 2, '-', 4, '']"
C000015_110+0.978_116+0.090_I-15,C000015A,47-2-004,110+0.978,116+0.090,I-15,33,5.122,4634.25,23736.6285,,SILVER BOW,,I-15,Interstate,6.6,702.159090909091,3596.4588636363637,"['', 47, '-', 2, '-', 4, '']"
C000015_116+0.090_119+0.690_I-15,C000015A,47-1B-001,116+0.090,119+0.690,I-15,17,3.602,5139.0,18510.678,,SILVER BOW,,I-15,Interstate,3.4,1511.470588235294,5444.31705882353,"['', 47, '-', 1, 'B-', 1, '']"
C000015_119+0.690_121+0.001_I-15,C000015A,47-1B-005,119+0.690,121+0.001,I-15,16,1.329,7456.0,9909.024,,SILVER BOW,,I-15,Interstate,3.2,2330.0,3096.5699999999997,"['', 47, '-', 1, 'B-', 5, '']"
C000015_121+0.001_121+0.395_I-15,C000015A,47-1B-005,121+0.001,121+0.395,I-15,12,0.394,7090.25,2793.5585,,SILVER BOW,,I-15,Interstate,2.4,2954.2708333333335,1163.9827083333334,"['', 47, '-', 1, 'B-', 5, '']"
C000015_121+0.395_122+0.110_I-15,C000015A,47-1B-004,121+0.395,122+0.110,I-15,14,0.716,18251.75,13068.253,,SILVER BOW,,I-15,Interstate,2.8,6518.482142857143,4667.233214285714,"['', 47, '-', 1, 'B-', 4, '']"
C000015_122+0.110_124+0.260_I-15,C000015A,47-1B-002,122+0.110,124+0.260,I-15,53,2.146,21648.0,46456.608,,SILVER BOW,,I-15,Interstate,10.6,2042.2641509433963,4382.698867924529,"['', 47, '-', 1, 'B-', 2, '']"
C000015_124+0.260_126+0.078_I-15,C000015A,W-129,124+0.260,126+0.078,I-15,48,1.788,13619.75,24352.113,,SILVER BOW,,I-15,Interstate,9.6,1418.7239583333337,2536.6784375,"['W-', 129, '']"
C000015_126+0.078_127+0.736_I-15,C000015A,47-1C-002,126+0.078,127+0.736,I-15,32,1.652,19755.0,32635.26,,SILVER BOW,,I-15,Interstate,6.4,3086.71875,5099.259375,"['', 47, '-', 1, 'C-', 2, '']"
C000015_127+0.736_128+0.991_I-15,C000015A,47-1C-003,127+0.736,128+0.991,I-15,26,1.254,14018.0,17578.572,,SILVER BOW,,I-15,Interstate,5.2,2695.7692307692305,3380.4946153846154,"['', 47, '-', 1, 'C-', 3, '']"
C000015_128+0.991_129+0.292_I-15,C000015A,47-1C-006,128+0.991,129+0.292,I-15,9,0.306,10903.5,3336.471,,SILVER BOW,,I-15,Interstate,1.8,6057.5,1853.595,"['', 47, '-', 1, 'C-', 6, '']"
C000015_129+0.292_133+0.636_I-15,C000015A,47-1C-006,129+0.292,133+0.636,I-15,56,4.362,4352.0,18983.424,,SILVER BOW,,I-15,Interstate,11.2,388.5714285714286,1694.9485714285715,"['', 47, '-', 1, 'C-', 6, '']"
C000015_133+0.636_133+0.783_I-15,C000015A,47-1C-006,133+0.636,133+0.783,I-15,3,0.147,4040.5,593.9535,,JEFFERSON,,I-15,Interstate,0.6,6734.166666666667,989.9225,"['', 47, '-', 1, 'C-', 6, '']"
C000015_133+0.783_138+0.380_I-15,C000015A,22-1-001,133+0.783,138+0.380,I-15,20,4.602,3151.0,14500.902000000002,,JEFFERSON,,I-15,Interstate,4.0,787.75,3625.225500000001,"['', 22, '-', 1, '-', 1, '']"
C000015_138+0.380_151+0.487_I-15,C000015A,22-1-001,138+0.380,151+0.487,I-15,85,12.583,2979.25,37487.90275,,JEFFERSON,,I-15,Interstate,17.0,175.25,2205.17075,"['', 22, '-', 1, '-', 1, '']"
C000015_151+0.487_156+0.645_I-15,C000015A,22-1-002,151+0.487,156+0.645,I-15,56,5.147,3182.0,16377.754,,JEFFERSON,,I-15,Interstate,11.2,284.1071428571429,1462.2994642857143,"['', 22, '-', 1, '-', 2, '']"
C000015_156+0.645_160+0.124_I-15,C000015A,22-2-006,156+0.645,160+0.124,I-15,37,3.5,3856.0,13496.0,,JEFFERSON,,I-15,Interstate,7.4,521.081081081081,1823.7837837837835,"['', 22, '-', 2, '-', 6, '']"
C000015_160+0.124_164+0.659_I-15,C000015A,22-2-006,160+0.124,164+0.659,I-15,57,4.533,3639.75,16498.98675,,JEFFERSON,,I-15,Interstate,11.4,319.2763157894737,1447.2795394736845,"['', 22, '-', 2, '-', 6, '']"
C000015_164+0.659_175+0.868_I-15,C000015A,22-2-007,164+0.659,175+0.868,I-15,156,11.2,5067.0,56750.399999999994,,JEFFERSON,,I-15,Interstate,31.2,162.40384615384616,1818.923076923077,"['', 22, '-', 2, '-', 7, '']"
C000015_175+0.868_181+0.904_I-15,C000015A,22-2-014,175+0.868,181+0.904,I-15,116,6.029,5987.0,36095.623,,JEFFERSON,,I-15,Interstate,23.2,258.0603448275862,1555.8458189655173,"['', 22, '-', 2, '-', 14, '']"
C000015_181+0.904_187+0.388_I-15,C000015A,22-2-001,181+0.904,187+0.388,I-15,165,5.527,7574.0,41861.498,,JEFFERSON,,I-15,Interstate,33.0,229.5151515151515,1268.5302424242425,"['', 22, '-', 2, '-', 1, '']"
C000015_187+0.388_189+0.900_I-15,C000015A,22-2-026,187+0.388,189+0.900,I-15,49,2.536,11815.0,29962.84,,JEFFERSON,,I-15,Interstate,9.8,1205.612244897959,3057.4326530612243,"['', 22, '-', 2, '-', 26, '']"
C000015_189+0.900_190+0.095_I-15,C000015A,22-2-026,189+0.900,190+0.095,I-15,1,0.177,11346.5,2008.3305,,LEWIS AND CLARK,,I-15,Interstate,0.2,56732.5,10041.652499999998,"['', 22, '-', 2, '-', 26, '']"
C000015_190+0.095_191+0.732_I-15,C000015A,A-003,190+0.095,191+0.732,I-15,17,1.607,15629.0,25115.803,,LEWIS AND CLARK,,I-15,Interstate,3.4,4596.764705882353,7387.000882352941,"['A-', 3, '']"
C000015_191+0.732_193+0.036_I-15,C000015A,25-7C-002,191+0.732,193+0.036,I-15,30,1.299,29620.0,38476.38,,LEWIS AND CLARK,,I-15,Interstate,6.0,4936.666666666667,6412.73,"['', 25, '-', 7, 'C-', 2, '']"
C000015_193+0.036_193+0.298_I-15,C000015A,25-7C-003,193+0.036,193+0.298,I-15,4,0.262,19202.0,5030.924,,LEWIS AND CLARK,,I-15,Interstate,0.8,24002.5,6288.655,"['', 25, '-', 7, 'C-', 3, '']"
C000015_193+0.298_193+0.639_I-15,C000015A,25-7C-003,193+0.298,193+0.639,I-15,7,0.342,18125.25,6198.8355,,LEWIS AND CLARK,,I-15,Interstate,1.4,12946.607142857143,4427.739642857143,"['', 25, '-', 7, 'C-', 3, '']"
C000015_193+0.639_194+0.022_I-15,C000015A,25-7B-087,193+0.639,194+0.022,I-15,13,0.355,16425.75,5831.14125,,LEWIS AND CLARK,,I-15,Interstate,2.6,6317.596153846153,2242.746634615384,"['', 25, '-', 7, 'B-', 87, '']"
C000015_194+0.022_199+0.908_I-15,C000015A,25-7B-087,194+0.022,199+0.908,I-15,100,5.888,11974.75,70507.328,,LEWIS AND CLARK,,I-15,Interstate,20.0,598.7375,3525.3664,"['', 25, '-', 7, 'B-', 87, '']"
C000015_199+0.908_208+0.822_I-15,C000015A,25-7A-001,199+0.908,208+0.822,I-15,82,8.922,4741.0,42299.202000000005,,LEWIS AND CLARK,,I-15,Interstate,16.4,289.0853658536586,2579.219634146342,"['', 25, '-', 7, 'A-', 1, '']"
C000015_208+0.822_216+0.293_I-15,C000015A,25-7-001,208+0.822,216+0.293,I-15,54,7.485,4806.0,35972.91,,LEWIS AND CLARK,,I-15,Interstate,10.8,444.99999999999994,3330.8250000000003,"['', 25, '-', 7, '-', 1, '']"
C000015_216+0.293_218+0.976_I-15,C000015A,25-7-001,216+0.293,218+0.976,I-15,39,2.681,4528.0,12139.568,,LEWIS AND CLARK,,I-15,Interstate,7.8,580.5128205128206,1556.354871794872,"['', 25, '-', 7, '-', 1, '']"
C000015_218+0.976_226+0.569_I-15,C000015A,25-5-001,218+0.976,226+0.569,I-15,76,7.715,5109.0,39415.935,,LEWIS AND CLARK,,I-15,Interstate,15.2,336.1184210526316,2593.1536184210527,"['', 25, '-', 5, '-', 1, '']"
C000015_226+0.569_228+0.271_I-15,C000015A,25-5-001,226+0.569,228+0.271,I-15,22,1.692,4710.25,7969.743,,LEWIS AND CLARK,,I-15,Interstate,4.4,1070.5113636363635,1811.305227272727,"['', 25, '-', 5, '-', 1, '']"
C000015_228+0.271_233+0.922_I-15,C000015A,W-125,228+0.271,233+0.922,I-15,64,5.669,4290.0,24320.01,,LEWIS AND CLARK,,I-15,Interstate,12.8,335.15625,1900.00078125,"['W-', 125, '']"
C000015_233+0.922_239+0.969_I-15,C000015A,25-5-003,233+0.922,239+0.969,I-15,55,6.085,4401.0,26780.085,,LEWIS AND CLARK,,I-15,Interstate,11.0,400.09090909090907,2434.5531818181817,"['', 25, '-', 5, '-', 3, '']"
C000015_239+0.969_240+0.055_I-15,C000015A,25-5-003,239+0.969,240+0.055,I-15,2,0.09,4332.25,389.9025,,CASCADE,,I-15,Interstate,0.4,10830.625,974.75625,"['', 25, '-', 5, '-', 3, '']"
C000015_240+0.055_243+0.758_I-15,C000015A,25-5-003,240+0.055,243+0.758,I-15,64,3.724,4332.25,16133.299,,CASCADE,,I-15,Interstate,12.8,338.45703125,1260.413984375,"['', 25, '-', 5, '-', 3, '']"
C000015_243+0.758_247+0.093_I-15,C000015A,25-5-003,243+0.758,247+0.093,I-15,59,3.336,4332.25,14452.386,,CASCADE,,I-15,Interstate,11.8,367.1398305084746,1224.778474576271,"['', 25, '-', 5, '-', 3, '']"
C000015_247+0.093_250+0.187_I-15,C000015A,07-3-005,247+0.093,250+0.187,I-15,49,2.767,4435.0,12271.645,,CASCADE,,I-15,Interstate,9.8,452.55102040816325,1252.2086734693878,"['', 7, '-', 3, '-', 5, '']"
C000015_250+0.187_254+0.724_I-15,C000015A,07-3-005,250+0.187,254+0.724,I-15,83,4.537,4384.25,19891.34225,,CASCADE,,I-15,Interstate,16.6,264.1114457831325,1198.273629518072,"['', 7, '-', 3, '-', 5, '']"
C000015_254+0.724_256+0.154_I-15,C000015A,07-3-003,254+0.724,256+0.154,I-15,14,1.416,4379.0,6200.664,,CASCADE,,I-15,Interstate,2.8,1563.9285714285716,2214.522857142857,"['', 7, '-', 3, '-', 3, '']"
C000015_256+0.154_270+0.161_I-15,C000015A,07-3-002,256+0.154,270+0.161,I-15,122,14.009,4910.0,68784.19,,CASCADE,,I-15,Interstate,24.4,201.22950819672133,2819.024180327869,"['', 7, '-', 3, '-', 2, '']"
C000015_270+0.161_277+0.545_I-15,C000015A,07-2A-001,270+0.161,277+0.545,I-15,81,7.392,6289.0,46488.288,,CASCADE,,I-15,Interstate,16.2,388.2098765432099,2869.6474074074076,"['', 7, '-', 2, 'A-', 1, '']"
C000015_277+0.545_278+0.765_I-15,C000015A,07-2A-002,277+0.545,278+0.765,I-15,31,1.202,14191.0,17057.582,,CASCADE,,I-15,Interstate,6.2,2288.8709677419356,2751.222903225806,"['', 7, '-', 2, 'A-', 2, '']"
C000015_278+0.765_280+0.247_I-15,C000015A,07-2A-003,278+0.765,280+0.247,I-15,27,1.534,10507.0,16117.738,,CASCADE,,I-15,Interstate,5.4,1945.7407407407409,2984.7662962962963,"['', 7, '-', 2, 'A-', 3, '']"
C000015_280+0.247_282+0.794_I-15,C000015A,07-2A-004,280+0.247,282+0.794,I-15,42,2.522,7121.0,17959.162,,CASCADE,,I-15,Interstate,8.4,847.7380952380952,2137.995476190476,"['', 7, '-', 2, 'A-', 4, '']"
C000015_282+0.794_286+0.413_I-15,C000015A,07-2A-005,282+0.794,286+0.413,I-15,73,3.451,9962.25,34379.72475,,CASCADE,,I-15,Interstate,14.6,682.3458904109589,2354.775667808219,"['', 7, '-', 2, 'A-', 5, '']"
C000015_286+0.413_290+0.374_I-15,C000015A,A-009,286+0.413,290+0.374,I-15,39,3.959,9109.0,36062.531,,CASCADE,,I-15,Interstate,7.8,1167.820512820513,4623.401410256411,"['A-', 9, '']"
C000015_290+0.374_297+0.584_I-15,C000015A,07-1-006,290+0.374,297+0.584,I-15,44,7.202,4051.0,29175.302,,CASCADE,,I-15,Interstate,8.8,460.34090909090907,3315.375227272727,"['', 7, '-', 1, '-', 6, '']"
C000015_297+0.584_301+0.417_I-15,C000015A,07-1-006,297+0.584,301+0.417,I-15,17,3.826,3827.75,14644.9715,,CASCADE,,I-15,Interstate,3.4,1125.8088235294117,4307.344558823529,"['', 7, '-', 1, '-', 6, '']"
C000015_301+0.417_302+0.356_I-15,C000015A,07-1-006,301+0.417,302+0.356,I-15,3,0.944,3827.75,3613.396,,TETON,,I-15,Interstate,0.6,6379.583333333334,6022.326666666667,"['', 7, '-', 1, '-', 6, '']"
C000015_302+0.356_313+0.018_I-15,C000015A,50-4-001,302+0.356,313+0.018,I-15,34,10.14,3937.0,39921.18,,TETON,,I-15,Interstate,6.8,578.9705882352941,5870.761764705882,"['', 50, '-', 4, '-', 1, '']"
C000015_313+0.018_320+0.827_I-15,C000015A,50-4-002,313+0.018,320+0.827,I-15,54,7.8,3405.0,26559.0,,TETON,,I-15,Interstate,10.8,315.27777777777777,2459.1666666666665,"['', 50, '-', 4, '-', 2, '']"
C000015_320+0.827_323+0.685_I-15,C000015A,37-4-001,320+0.827,323+0.685,I-15,7,2.465,3451.0,8506.715,,TETON,,I-15,Interstate,1.4,2465.0,6076.225,"['', 37, '-', 4, '-', 1, '']"
C000015_323+0.685_327+0.851_I-15,C000015A,37-4-001,323+0.685,327+0.851,I-15,8,4.161,3592.25,14947.352249999998,,PONDERA,,I-15,Interstate,1.6,2245.15625,9342.095156249998,"['', 37, '-', 4, '-', 1, '']"
C000015_327+0.851_335+0.280_I-15,C000015A,37-4-002,327+0.851,335+0.280,I-15,29,7.427,3248.0,24122.895999999997,,PONDERA,,I-15,Interstate,5.8,560.0,4159.12,"['', 37, '-', 4, '-', 2, '']"
C000015_335+0.280_339+0.028_I-15,C000015A,37-3-001,335+0.280,339+0.028,I-15,27,3.74,2960.0,11070.4,,PONDERA,,I-15,Interstate,5.4,548.1481481481482,2050.0740740740744,"['', 37, '-', 3, '-', 1, '']"
C000015_339+0.028_344+0.994_I-15,C000015A,37-3-002,339+0.028,344+0.994,I-15,46,5.965,3454.0,20603.11,,PONDERA,,I-15,Interstate,9.2,375.4347826086957,2239.4684782608697,"['', 37, '-', 3, '-', 2, '']"
C000015_344+0.994_348+0.018_I-15,C000015A,37-1-009,344+0.994,348+0.018,I-15,25,3.022,3019.0,9123.418,,PONDERA,,I-15,Interstate,5.0,603.8,1824.6836,"['', 37, '-', 1, '-', 9, '']"
C000015_348+0.018_351+0.934_I-15,C000015A,37-1-010,348+0.018,351+0.934,I-15,32,3.916,2621.0,10263.836,,PONDERA,,I-15,Interstate,6.4,409.53125,1603.7243749999998,"['', 37, '-', 1, '-', 10, '']"
C000015_351+0.934_354+0.321_I-15,C000015A,37-1-010,351+0.934,354+0.321,I-15,14,2.396,2599.75,6229.001,,PONDERA,,I-15,Interstate,2.8,928.4821428571428,2224.6432142857143,"['', 37, '-', 1, '-', 10, '']"
C000015_354+0.321_358+0.570_I-15,C000015A,37-1-010,354+0.321,358+0.570,I-15,49,4.27,2599.75,11100.9325,,TOOLE,,I-15,Interstate,9.8,265.28061224489795,1132.748214285714,"['', 37, '-', 1, '-', 10, '']"
C000015_358+0.570_363+0.210_I-15,C000015A,A-061,358+0.570,363+0.210,I-15,8,4.516,3040.0,13728.64,,TOOLE,,I-15,Interstate,1.6,1900.0,8580.4,"['A-', 61, '']"
C000015_363+0.210_364+0.397_I-15,C000015A,51-3-002,363+0.210,364+0.397,I-15,4,1.185,2041.0,2418.585,,TOOLE,,I-15,Interstate,0.8,2551.25,3023.23125,"['', 51, '-', 3, '-', 2, '']"
C000015_364+0.397_368+0.978_I-15,C000015A,51-3-003,364+0.397,368+0.978,I-15,8,4.6,2054.0,9448.4,,TOOLE,,I-15,Interstate,1.6,1283.75,5905.249999999999,"['', 51, '-', 3, '-', 3, '']"
C000015_368+0.978_373+0.008_I-15,C000015A,51-1-019,368+0.978,373+0.008,I-15,12,4.015,2046.0,8214.689999999999,,TOOLE,,I-15,Interstate,2.4,852.5,3422.7874999999995,"['', 51, '-', 1, '-', 19, '']"
C000015_373+0.008_378+0.968_I-15,C000015A,51-1-019,373+0.008,378+0.968,I-15,6,5.957,2074.25,12356.30725,,TOOLE,,I-15,Interstate,1.2,1728.5416666666667,10296.922708333334,"['', 51, '-', 1, '-', 19, '']"
C000015_378+0.968_385+0.015_I-15,C000015A,51-1-001,378+0.968,385+0.015,I-15,9,6.042,1943.0,11739.606,,TOOLE,,I-15,Interstate,1.8,1079.4444444444443,6522.003333333333,"['', 51, '-', 1, '-', 1, '']"
C000015_385+0.015_389+0.535_I-15,C000015A,51-1-001,385+0.015,389+0.535,I-15,15,4.524,1990.75,9006.153,,TOOLE,,I-15,Interstate,3.0,663.5833333333334,3002.051,"['', 51, '-', 1, '-', 1, '']"
C000015_389+0.535_393+0.841_I-15,C000015A,W-136,389+0.535,393+0.841,I-15,5,4.303,1910.0,8218.73,,TOOLE,,I-15,Interstate,1.0,1910.0,8218.73,"['W-', 136, '']"
C000015_393+0.841_397+0.620_I-15,C000015A,W-136,393+0.841,397+0.620,I-15,23,3.778,1578.25,5962.6285,,TOOLE,,I-15,Interstate,4.6,343.09782608695656,1296.2235869565218,"['W-', 136, '']"
C000015_397+0.620_398+0.163_I-15,C000015A,51-1-018,397+0.620,398+0.163,I-15,1,0.544,1996.0,1085.824,,TOOLE,,I-15,Interstate,0.2,9980.0,5429.12,"['', 51, '-', 1, '-', 18, '']"
