SEGMENT_KEY,CORRIDOR,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,TOTAL_CRASHES,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC,site_id_sort_key
C000090_101+0.481_104+0.596_I-90,C000090A,32-3A-002,101+0.481,104+0.596,I-90,94,3.111,27328.0,85017.40800000001,,MISSOULA,,I-90,Interstate,18.8,1453.6170212765958,4522.20255319149,"['', 32, '-', 3, 'A-', 2, '']"
C000090_104+0.596_105+0.368_I-90,C000090A,32-3A-003,104+0.596,105+0.368,I-90,31,0.771,24156.0,18624.276,,MISSOULA,,I-90,Interstate,6.2,3896.129032258064,3003.915483870968,"['', 32, '-', 3, 'A-', 3, '']"
C000090_105+0.368_106+0.981_I-90,C000090A,32-3A-004,105+0.368,106+0.981,I-90,54,1.614,30568.0,49336.752,,MISSOULA,,I-90,Interstate,10.8,2830.37037037037,4568.217777777778,"['', 32, '-', 3, 'A-', 4, '']"
C000090_106+0.981_109+0.801_I-90,C000090A,32-3A-005,106+0.981,109+0.801,I-90,146,2.83,20587.0,58261.21,,MISSOULA,,I-90,Interstate,29.2,705.0342465753425,1995.2469178082192,"['', 32, '-', 3, 'A-', 5, '']"
C000090_109+0.801_113+0.648_I-90,C000090A,32-3B-012,109+0.801,113+0.648,I-90,106,4.32,12431.0,53701.920000000006,,MISSOULA,,I-90,Interstate,21.2,586.367924528302,2533.1094339622646,"['', 32, '-', 3, 'B-', 12, '']"
C000090_113+0.648_120+0.660_I-90,C000090A,W-121,113+0.648,120+0.660,I-90,159,6.869,11252.0,77289.988,,MISSOULA,,I-90,Interstate,31.8,353.8364779874214,2430.5027672955976,"['W-', 121, '']"
C000090_120+0.660_125+0.747_I-90,C000090A,32-4-007,120+0.660,125+0.747,I-90,106,5.021,13690.0,68737.49,,MISSOULA,,I-90,Interstate,21.2,645.7547169811321,3242.3344339622645,"['', 32, '-', 4, '-', 7, '']"
C000090_125+0.747_130+0.177_I-90,C000090A,32-4-007,125+0.747,130+0.177,I-90,78,4.423,12613.0,55787.299,,MISSOULA,,I-90,Interstate,15.6,808.525641025641,3576.10891025641,"['', 32, '-', 4, '-', 7, '']"
C000090_130+0.177_131+0.640_I-90,C000090A,20-1-001,130+0.177,131+0.640,I-90,18,1.46,11802.0,17230.92,,MISSOULA,,I-90,Interstate,3.6,3278.333333333333,4786.366666666666,"['', 20, '-', 1, '-', 1, '']"
C000090_131+0.640_137+0.824_I-90,C000090A,20-1-001,131+0.640,137+0.824,I-90,109,6.177,11356.25,70147.55625,,GRANITE,,I-90,Interstate,21.8,520.9288990825688,3217.777809633027,"['', 20, '-', 1, '-', 1, '']"
C000090_137+0.824_153+0.130_I-90,C000090A,20-1-007,137+0.824,153+0.130,I-90,304,15.293,13081.0,200047.733,,GRANITE,,I-90,Interstate,60.8,215.14802631578948,3290.258766447368,"['', 20, '-', 1, '-', 7, '']"
C000090_153+0.130_154+0.279_I-90,C000090A,20-1-008,153+0.130,154+0.279,I-90,34,1.157,8721.0,10090.197,,GRANITE,,I-90,Interstate,6.8,1282.5,1483.8525,"['', 20, '-', 1, '-', 8, '']"
C000090_154+0.279_154+0.599_I-90,C000090A,20-1-009,154+0.279,154+0.599,I-90,8,0.32,9509.5,3043.04,,GRANITE,,I-90,Interstate,1.6,5943.4375,1901.9,"['', 20, '-', 1, '-', 9, '']"
C000090_154+0.599_160+0.294_I-90,C000090A,20-1-009,154+0.599,160+0.294,I-90,64,5.699,9509.5,54194.6405,,GRANITE,,I-90,Interstate,12.8,742.9296875,4233.9562890625,"['', 20, '-', 1, '-', 9, '']"
C000090_160+0.294_161+0.658_I-90,C000090A,20-1-009,160+0.294,161+0.658,I-90,13,1.387,9509.5,13189.6765,,POWELL,,I-90,Interstate,2.6,3657.5,5072.952499999999,"['', 20, '-', 1, '-', 9, '']"
C000090_161+0.658_166+0.088_I-90,C000090A,39-3-001,161+0.658,166+0.088,I-90,39,4.023,11983.0,48207.609,,POWELL,,I-90,Interstate,7.8,1536.2820512820513,6180.462692307692,"['', 39, '-', 3, '-', 1, '']"
C000090_166+0.088_169+1.052_I-90,C000090A,39-3-001,166+0.088,169+1.052,I-90,75,3.947,10880.5,42945.3335,,POWELL,,I-90,Interstate,15.0,725.3666666666667,2863.0222333333336,"['', 39, '-', 3, '-', 1, '']"
C000090_169+1.052_173+0.870_I-90,C000090A,39-3-002,169+1.052,173+0.870,I-90,65,3.837,10271.0,39409.827000000005,,POWELL,,I-90,Interstate,13.0,790.0769230769231,3031.5251538461544,"['', 39, '-', 3, '-', 2, '']"
C000090_173+0.870_175+0.649_I-90,C000090A,39-3-003,173+0.870,175+0.649,I-90,41,1.781,10463.0,18634.603,,POWELL,,I-90,Interstate,8.2,1275.9756097560976,2272.5125609756096,"['', 39, '-', 3, '-', 3, '']"
C000090_175+0.649_178+0.883_I-90,C000090A,39-3-003,175+0.649,178+0.883,I-90,36,3.229,9267.25,29923.95025,,POWELL,,I-90,Interstate,7.2,1287.1180555555554,4156.104201388889,"['', 39, '-', 3, '-', 3, '']"
C000090_178+0.883_184+0.694_I-90,C000090A,39-3-003,178+0.883,184+0.694,I-90,58,5.424,9267.25,50265.564000000006,,POWELL,,I-90,Interstate,11.6,798.9008620689656,4333.23827586207,"['', 39, '-', 3, '-', 3, '']"
C000090_184+0.694_187+0.740_I-90,C000090A,39-3-004,184+0.694,187+0.740,I-90,48,3.029,8741.0,26476.489,,POWELL,,I-90,Interstate,9.6,910.5208333333334,2757.9676041666667,"['', 39, '-', 3, '-', 4, '']"
C000090_187+0.740_194+0.909_I-90,C000090A,39-3-005,187+0.740,194+0.909,I-90,80,7.169,10708.0,76765.652,,POWELL,,I-90,Interstate,16.0,669.25,4797.85325,"['', 39, '-', 3, '-', 5, '']"
C000090_194+0.909_195+0.410_I-90,C000090A,39-3-005,194+0.909,195+0.410,I-90,6,0.515,9971.5,5135.3225,,POWELL,,I-90,Interstate,1.2,8309.583333333334,4279.435416666667,"['', 39, '-', 3, '-', 5, '']"
C000090_195+0.410_197+0.302_I-90,C000090A,39-3-005,195+0.410,197+0.302,I-90,26,1.873,9971.5,18676.6195,,DEER LODGE,,I-90,Interstate,5.2,1917.5961538461536,3591.657596153846,"['', 39, '-', 3, '-', 5, '']"
C000090_197+0.302_201+0.234_I-90,C000090A,12-1-001,197+0.302,201+0.234,I-90,43,3.929,11628.0,45686.412,,DEER LODGE,,I-90,Interstate,8.6,1352.093023255814,5312.373488372093,"['', 12, '-', 1, '-', 1, '']"
C000090_201+0.234_208+0.189_I-90,C000090A,12-1-002,201+0.234,208+0.189,I-90,91,6.174,10417.0,64314.558000000005,,DEER LODGE,,I-90,Interstate,18.2,572.3626373626374,3533.7669230769234,"['', 12, '-', 1, '-', 2, '']"
C000090_208+0.189_210+0.511_I-90,C000090A,12-1-003,208+0.189,210+0.511,I-90,39,2.325,15011.0,34900.575000000004,,DEER LODGE,,I-90,Interstate,7.8,1924.4871794871792,4474.432692307693,"['', 12, '-', 1, '-', 3, '']"
C000090_210+0.511_211+0.645_I-90,C000090A,12-1-003,210+0.511,211+0.645,I-90,33,1.132,14373.0,16270.236,,SILVER BOW,,I-90,Interstate,6.6,2177.727272727273,2465.187272727273,"['', 12, '-', 1, '-', 3, '']"
C000090_211+0.645_216+0.549_I-90,C000090A,12-1-003,211+0.645,216+0.549,I-90,116,5.04,14373.0,72439.92,,SILVER BOW,,I-90,Interstate,23.2,619.5258620689656,3122.4103448275864,"['', 12, '-', 1, '-', 3, '']"
C000090_216+0.549_219+0.215_I-90,C000090A,47-1B-003,216+0.549,219+0.215,I-90,51,2.743,14721.0,40379.703,,SILVER BOW,,I-90,Interstate,10.2,1443.235294117647,3958.794411764706,"['', 47, '-', 1, 'B-', 3, '']"
C000090_226+0.731_228+0.380_I-90,C000090A,47-1C-004,226+0.731,228+0.380,I-90,36,1.594,10440.25,16641.7585,,SILVER BOW,,I-90,Interstate,7.2,1450.0347222222222,2311.355347222222,"['', 47, '-', 1, 'C-', 4, '']"
C000090_228+0.380_232+0.954_I-90,C000090A,47-1C-005,228+0.380,232+0.954,I-90,126,4.629,11226.0,51965.153999999995,,SILVER BOW,,I-90,Interstate,25.2,445.4761904761905,2062.1092857142858,"['', 47, '-', 1, 'C-', 5, '']"
C000090_232+0.954_232+0.982_I-90,C000090A,22-3-001,232+0.954,232+0.982,I-90,0,0.028,10054.0,281.512,,SILVER BOW,,I-90,Interstate,0.0,,,"['', 22, '-', 3, '-', 1, '']"
C000090_232+0.982_241+0.777_I-90,C000090A,22-3-001,232+0.982,241+0.777,I-90,239,8.971,9300.0,83430.3,,JEFFERSON,,I-90,Interstate,47.8,194.56066945606696,1745.4037656903768,"['', 22, '-', 3, '-', 1, '']"
C000090_241+0.777_248+0.716_I-90,C000090A,22-3-001,241+0.777,248+0.716,I-90,63,6.957,9310.0,64769.67,,JEFFERSON,,I-90,Interstate,12.6,738.8888888888889,5140.45,"['', 22, '-', 3, '-', 1, '']"
C000090_248+0.716_256+0.019_I-90,C000090A,W-124,248+0.716,256+0.019,I-90,58,7.268,10349.0,75216.53199999999,,JEFFERSON,,I-90,Interstate,11.6,892.1551724137931,6484.183793103448,"['W-', 124, '']"
C000090_256+0.019_267+0.446_I-90,C000090A,22-4-001,256+0.019,267+0.446,I-90,206,11.4,11197.0,127645.8,,JEFFERSON,,I-90,Interstate,41.2,271.7718446601942,3098.1990291262136,"['', 22, '-', 4, '-', 1, '']"
C000090_267+0.446_271+0.745_I-90,C000090A,04-2-007,267+0.446,271+0.745,I-90,38,4.294,12033.0,51669.702,,JEFFERSON,,I-90,Interstate,7.6,1583.2894736842106,6798.645,"['', 4, '-', 2, '-', 7, '']"
C000090_271+0.745_274+0.569_I-90,C000090A,04-2-007,271+0.745,274+0.569,I-90,36,2.821,11039.25,31141.724250000003,,BROADWATER,,I-90,Interstate,7.2,1533.2291666666667,4325.239479166667,"['', 4, '-', 2, '-', 7, '']"
C000090_274+0.569_277+0.433_I-90,C000090A,04-2-008,274+0.569,277+0.433,I-90,49,2.868,17149.0,49183.331999999995,,BROADWATER,,I-90,Interstate,9.8,1749.8979591836733,5018.707346938774,"['', 4, '-', 2, '-', 8, '']"
C000090_277+0.433_278+0.056_I-90,C000090A,04-2-008,277+0.433,278+0.056,I-90,28,0.647,15761.25,10197.52875,,GALLATIN,,I-90,Interstate,5.6,2814.508928571429,1820.9872767857144,"['', 4, '-', 2, '-', 8, '']"
C000090_278+0.056_283+0.040_I-90,C000090A,W-104,278+0.056,283+0.040,I-90,130,4.926,19524.0,96175.224,,GALLATIN,,I-90,Interstate,26.0,750.9230769230769,3699.047076923077,"['W-', 104, '']"
C000090_283+0.040_288+0.502_I-90,C000090A,W-104,283+0.040,288+0.502,I-90,122,5.478,18464.25,101147.1615,,GALLATIN,,I-90,Interstate,24.4,756.7315573770492,4145.375471311476,"['W-', 104, '']"
C000090_288+0.502_297+0.381_I-90,C000090A,16-1-002,288+0.502,297+0.381,I-90,249,8.875,19452.0,172636.5,,GALLATIN,,I-90,Interstate,49.8,390.60240963855426,3466.5963855421687,"['', 16, '-', 1, '-', 2, '']"
C000090_297+0.381_299+0.094_I-90,C000090A,16-3-084,297+0.381,299+0.094,I-90,42,1.715,29540.0,50661.100000000006,,GALLATIN,,I-90,Interstate,8.4,3516.6666666666665,6031.083333333334,"['', 16, '-', 3, '-', 84, '']"
C000090_299+0.094_304+0.846_I-90,C000090A,16-3A-039,299+0.094,304+0.846,I-90,294,5.753,31107.0,178958.571,,GALLATIN,,I-90,Interstate,58.8,529.030612244898,3043.513112244898,"['', 16, '-', 3, 'A-', 39, '']"
C000090_304+0.846_306+0.640_I-90,C000090A,16-3A-001,304+0.846,306+0.640,I-90,60,1.792,26583.0,47636.736,,GALLATIN,,I-90,Interstate,12.0,2215.25,3969.728000000001,"['', 16, '-', 3, 'A-', 1, '']"
C000090_306+0.640_309+0.101_I-90,C000090A,16-3A-002,306+0.640,309+0.101,I-90,138,2.455,21232.0,52124.560000000005,,GALLATIN,,I-90,Interstate,27.6,769.2753623188405,1888.5710144927536,"['', 16, '-', 3, 'A-', 2, '']"
C000090_309+0.101_313+0.308_I-90,C000090A,16-3A-003,309+0.101,313+0.308,I-90,135,3.725,19638.0,73151.55,,GALLATIN,,I-90,Interstate,27.0,727.3333333333334,2709.3166666666666,"['', 16, '-', 3, 'A-', 3, '']"
C000090_313+0.308_316+0.578_I-90,C000090A,16-3A-003,313+0.308,316+0.578,I-90,183,3.315,18922.75,62728.91625,,GALLATIN,,I-90,Interstate,36.6,517.0150273224043,1713.9048155737703,"['', 16, '-', 3, 'A-', 3, '']"
C000090_316+0.578_319+0.450_I-90,C000090A,16-3-006,316+0.578,319+0.450,I-90,197,2.865,16544.0,47398.560000000005,,GALLATIN,,I-90,Interstate,39.4,419.8984771573605,1203.0091370558378,"['', 16, '-', 3, '-', 6, '']"
C000090_319+0.450_321+0.717_I-90,C000090A,16-3-006,319+0.450,321+0.717,I-90,155,2.269,11016.5,24996.4385,,GALLATIN,,I-90,Interstate,31.0,355.3709677419355,806.3367258064516,"['', 16, '-', 3, '-', 6, '']"
C000090_321+0.717_324+0.392_I-90,C000090A,16-3-006,321+0.717,324+0.392,I-90,111,2.692,11016.5,29656.418,,PARK,,I-90,Interstate,22.2,496.23873873873873,1335.8746846846848,"['', 16, '-', 3, '-', 6, '']"
C000090_324+0.392_330+0.791_I-90,C000090A,34-2A-001,324+0.392,330+0.791,I-90,179,6.476,16471.0,106666.196,,PARK,,I-90,Interstate,35.8,460.0837988826816,2979.502681564246,"['', 34, '-', 2, 'A-', 1, '']"
C000090_330+0.791_332+1.011_I-90,C000090A,34-2A-002,330+0.791,332+1.011,I-90,77,2.197,18921.0,41569.437,,PARK,,I-90,Interstate,15.4,1228.6363636363635,2699.3140909090907,"['', 34, '-', 2, 'A-', 2, '']"
C000090_332+1.011_337+0.935_I-90,C000090A,34-2A-003,332+1.011,337+0.935,I-90,108,4.958,12794.0,63432.652,,PARK,,I-90,Interstate,21.6,592.3148148148148,2936.6968518518515,"['', 34, '-', 2, 'A-', 3, '']"
C000090_337+0.935_340+0.191_I-90,C000090A,34-2A-004,337+0.935,340+0.191,I-90,59,2.257,15703.0,35441.671,,PARK,,I-90,Interstate,11.8,1330.7627118644068,3003.531440677966,"['', 34, '-', 2, 'A-', 4, '']"
C000090_340+0.191_342+0.798_I-90,C000090A,34-2-001,340+0.191,342+0.798,I-90,31,2.598,11531.0,29957.537999999997,,PARK,,I-90,Interstate,6.2,1859.8387096774193,4831.8609677419345,"['', 34, '-', 2, '-', 1, '']"
C000090_342+0.798_350+0.276_I-90,C000090A,34-2-001,342+0.798,350+0.276,I-90,133,7.458,10954.75,81700.5255,,PARK,,I-90,Interstate,26.6,411.8327067669173,3071.448327067669,"['', 34, '-', 2, '-', 1, '']"
C000090_350+0.276_352+0.537_I-90,C000090A,34-2-001,350+0.276,352+0.537,I-90,54,2.268,10954.75,24845.372999999996,,PARK,,I-90,Interstate,10.8,1014.3287037037036,2300.4974999999995,"['', 34, '-', 2, '-', 1, '']"
C000090_352+0.537_354+0.033_I-90,C000090A,49-3A-001,352+0.537,354+0.033,I-90,32,1.49,12180.0,18148.2,,PARK,,I-90,Interstate,6.4,1903.125,2835.65625,"['', 49, '-', 3, 'A-', 1, '']"
C000090_354+0.033_354+0.044_I-90,C000090A,49-3A-001,354+0.033,354+0.044,I-90,1,0.011,11449.5,125.9445,,PARK,,I-90,Interstate,0.2,57247.5,629.7225,"['', 49, '-', 3, 'A-', 1, '']"
C000090_354+0.044_361+0.785_I-90,C000090A,49-3A-001,354+0.044,361+0.785,I-90,108,7.751,11449.5,88745.0745,,SWEET GRASS,,I-90,Interstate,21.6,530.0694444444445,4108.568263888888,"['', 49, '-', 3, 'A-', 1, '']"
C000090_361+0.785_367+0.395_I-90,C000090A,49-3A-001,361+0.785,367+0.395,I-90,66,5.603,11449.5,64151.5485,,SWEET GRASS,,I-90,Interstate,13.2,867.3863636363637,4859.9657954545455,"['', 49, '-', 3, 'A-', 1, '']"
C000090_367+0.395_370+0.545_I-90,C000090A,49-3A-002,367+0.395,370+0.545,I-90,52,3.179,9953.0,31640.587,,SWEET GRASS,,I-90,Interstate,10.4,957.0192307692308,3042.3641346153845,"['', 49, '-', 3, 'A-', 2, '']"
C000090_370+0.545_377+0.812_I-90,C000090A,49-3A-003,370+0.545,377+0.812,I-90,109,7.253,12306.0,89255.418,,SWEET GRASS,,I-90,Interstate,21.8,564.4954128440367,4094.2852293577985,"['', 49, '-', 3, 'A-', 3, '']"
C000090_377+0.812_384+0.808_I-90,C000090A,49-3-001,377+0.812,384+0.808,I-90,100,7.007,10845.0,75990.915,,SWEET GRASS,,I-90,Interstate,20.0,542.25,3799.54575,"['', 49, '-', 3, '-', 1, '']"
C000090_384+0.808_391+0.162_I-90,C000090A,49-3-001,384+0.808,391+0.162,I-90,90,6.294,10431.5,65655.86099999999,,SWEET GRASS,,I-90,Interstate,18.0,579.5277777777778,3647.5478333333326,"['', 49, '-', 3, '-', 1, '']"
C000090_391+0.162_391+0.940_I-90,C000090A,49-3-001,391+0.162,391+0.940,I-90,11,0.777,10431.5,8105.275500000001,,STILLWATER,,I-90,Interstate,2.2,4741.590909090909,3684.216136363637,"['', 49, '-', 3, '-', 1, '']"
C000090_391+0.940_396+0.801_I-90,C000090A,49-3-001,391+0.940,396+0.801,I-90,56,4.909,10431.5,51208.233499999995,,STILLWATER,,I-90,Interstate,11.2,931.3839285714288,4572.163705357143,"['', 49, '-', 3, '-', 1, '']"
C000090_396+0.801_400+0.427_I-90,C000090A,49-3-001,396+0.801,400+0.427,I-90,77,3.633,10431.5,37897.6395,,STILLWATER,,I-90,Interstate,15.4,677.3701298701299,2460.8856818181816,"['', 49, '-', 3, '-', 1, '']"
C000090_400+0.427_408+0.636_I-90,C000090A,48-2-001,400+0.427,408+0.636,I-90,184,8.22,11721.0,96346.62,,STILLWATER,,I-90,Interstate,36.8,318.50543478260875,2618.114673913044,"['', 48, '-', 2, '-', 1, '']"
C000090_408+0.636_426+0.365_I-90,C000090A,W-120,408+0.636,426+0.365,I-90,300,17.784,12321.0,219116.664,,STILLWATER,,I-90,Interstate,60.0,205.35,3651.9444,"['W-', 120, '']"
C000090_426+0.365_429+0.213_I-90,C000090A,56-4B-001,426+0.365,429+0.213,I-90,53,2.846,15159.0,43142.514,,STILLWATER,,I-90,Interstate,10.6,1430.0943396226417,4070.0484905660383,"['', 56, '-', 4, 'B-', 1, '']"
C000090_429+0.213_432+0.252_I-90,C000090A,56-4B-001,429+0.213,432+0.252,I-90,39,3.038,16288.0,49482.944,,YELLOWSTONE,,I-90,Interstate,7.8,2088.2051282051284,6343.967179487179,"['', 56, '-', 4, 'B-', 1, '']"
C000090_432+0.252_434+0.157_I-90,C000090A,56-4B-002,432+0.252,434+0.157,I-90,40,1.883,19198.0,36149.834,,YELLOWSTONE,,I-90,Interstate,8.0,2399.75,4518.72925,"['', 56, '-', 4, 'B-', 2, '']"
C000090_434+0.157_437+0.234_I-90,C000090A,56-4B-003,434+0.157,437+0.234,I-90,79,3.077,22204.0,68321.708,,YELLOWSTONE,,I-90,Interstate,15.8,1405.3164556962024,4324.158734177215,"['', 56, '-', 4, 'B-', 3, '']"
C000090_437+0.234_443+0.138_I-90,C000090A,W-203,437+0.234,443+0.138,I-90,189,5.9,24793.0,146278.7,,YELLOWSTONE,,I-90,Interstate,37.8,655.899470899471,3869.806878306879,"['W-', 203, '']"
C000090_443+0.138_445+0.539_I-90,C000090A,56-4A-333,443+0.138,445+0.539,I-90,90,2.401,30457.0,73127.257,,YELLOWSTONE,,I-90,Interstate,18.0,1692.0555555555557,4062.6253888888887,"['', 56, '-', 4, 'A-', 333, '']"
C000090_445+0.539_446+0.403_I-90,C000090A,56-4A-002,445+0.539,446+0.403,I-90,33,0.865,18901.0,16349.365,,YELLOWSTONE,,I-90,Interstate,6.6,2863.787878787879,2477.176515151515,"['', 56, '-', 4, 'A-', 2, '']"
C000090_446+0.403_446+0.867_I-90,C000090A,56-4A-334,446+0.403,446+0.867,I-90,25,0.464,32023.75,14859.02,,YELLOWSTONE,,I-90,Interstate,5.0,6404.75,2971.804,"['', 56, '-', 4, 'A-', 334, '']"
C000090_446+0.867_449+0.870_I-90,C000090A,A-059,446+0.867,449+0.870,I-90,92,2.998,27985.0,83899.03000000001,,YELLOWSTONE,,I-90,Interstate,18.4,1520.9239130434785,4559.729891304349,"['A-', 59, '']"
C000090_449+0.870_452+0.652_I-90,C000090A,56-4A-004,449+0.870,452+0.652,I-90,131,2.774,29488.0,81799.712,,YELLOWSTONE,,I-90,Interstate,26.2,1125.496183206107,3122.1264122137404,"['', 56, '-', 4, 'A-', 4, '']"
