YEAR,DEPT_ID,DEPT_RBD,SEC_LNT_MI,CORR_ID,CORR_RBD,CORRIDOR,CORR_MP,CORR_ENDMP,CORR_MIOFF,CORR_ENDMI,SITE_ID,TYC_CCS,TYC_REMARK,TYC_ACTEST,TYC_AADT,TYC_MC_NUM,TYC_RV_NUM,BUS_NUM,COMM_NUM,LG_TRK_NUM,TYC_MC,TYC_RV,TYC_BUS,TYC_COMM,TYC_LG_TRK,FACTOR_GRP,TYC_VC_GRP,FUT_FACT,TYC_DHV,FLEXESAL_P,FLEXESAL_N,RESAL_P,RESAL_N,ONE_WAY,NUM_LANES,COIN_RT,CNTY_NM,JCT_DESC,LINK_DESC,PCT_DH_SU,PCT_DH_CU,SEGMENT_KEY,CORR_MP_FLOAT,CORR_ENDMP_FLOAT,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,YEARS_WITH_DATA,TOTAL_CRASHES,COUNTY,CRASHES,MILES_DRIVEN,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC,LOCATION,ROUTE_FILE_NAME
2023.0,U-1216,A,1.433,C000345,A,C000345A,009+0.110,010+0.548,9.09,10.524,16-3A-024,nan,nan,A,4724.0,35.0,nan,1.0,80.0,33.0,7.0,nan,0.0,17.0,7.0,UMA_UC,5203.0,15.0,112.0,32.0,32.0,48.0,48.0,nan,2.0,nan,GALLATIN,nan,ENT U-1216A,0.611,0.815,C000345_009+0.110_010+0.548_U-1216,9.11,10.548,COTTONWOOD RD,S-345,Urban,1,14,GALLATIN,14.0,6769.492,2.8,1687.1428571428573,2417.6757142857145,,S-345
2023.0,S-345,A,2.982,C000345,A,C000345A,005+0.545,008+0.535,5.539,8.521,16-3A-022,nan,nan,E,1419.75,35.0,nan,1.0,80.0,33.0,19.0,nan,1.0,43.0,18.0,RMA_RMC_12,5203.0,15.0,112.0,30.0,30.0,46.0,46.0,nan,2.0,nan,GALLATIN,nan,nan,1.136,1.136,C000345_005+0.545_008+0.535_S-345,5.545,8.535,COTTONWOOD RD,S-345,Urban,4,24,GALLATIN,24.0,4233.6945000000005,4.8,295.78125,882.0196875000001,,S-345
2023.0,U-1216,A,0.503,C000345,A,C000345A,000+0.000,000+0.503,0.0,0.503,16-3A-019,nan,nan,E,5236.75,35.0,nan,1.0,80.0,33.0,6.0,nan,0.0,14.0,6.0,UMA_UC,5203.0,15.0,112.0,33.0,33.0,49.0,49.0,nan,4.0,nan,GALLATIN,JCT N-50 W OF BOZEMAN,ENT U-1216A/,1.272,0.954,C000345_000+0.000_000+0.503_U-1216,0.0,0.503,COTTONWOOD RD,S-345,Urban,4,1,GALLATIN,1.0,2634.08525,0.2,26183.75,13170.42625,,S-345
2023.0,U-1216,A,0.01,C000345,A,C000345A,000+0.503,000+0.513,0.503,0.513,16-3A-019,nan,nan,E,5521.0,35.0,nan,1.0,80.0,33.0,6.0,nan,0.0,14.0,6.0,UMA_UC,5203.0,15.0,112.0,33.0,33.0,49.0,49.0,nan,2.0,nan,GALLATIN,nan,BEGIN 2 LANES,1.272,0.954,C000345_000+0.503_000+0.513_U-1216,0.503,0.513,COTTONWOOD RD,S-345,Urban,1,0,GALLATIN,,55.21,0.0,None,None,,S-345
2023.0,S-345,A,2.509,C000345,A,C000345A,003+0.030,005+0.545,3.03,5.539,16-3A-021,nan,nan,E,1083.75,35.0,nan,1.0,80.0,33.0,29.0,nan,1.0,67.0,28.0,RMA_RMC_12,5203.0,15.0,112.0,30.0,30.0,45.0,45.0,nan,2.0,nan,GALLATIN,nan,nan,1.204,1.045,C000345_003+0.030_005+0.545_S-345,3.03,5.545,COTTONWOOD RD,S-345,Urban,4,10,GALLATIN,10.0,2719.12875,2.0,541.875,1359.564375,,S-345
2023.0,S-345,A,2.005,C000345,A,C000345A,001+0.024,003+0.030,1.025,3.03,16-3A-020,nan,nan,E,2826.0,35.0,nan,1.0,80.0,33.0,12.0,nan,0.0,28.0,12.0,UMA_UC,5203.0,15.0,112.0,31.0,31.0,47.0,47.0,nan,2.0,nan,GALLATIN,nan,nan,1.204,1.045,C000345_001+0.024_003+0.030_S-345,1.024,3.03,COTTONWOOD RD,S-345,Urban,1,21,GALLATIN,21.0,5666.13,4.2,672.8571428571428,1349.0785714285714,,S-345
2023.0,S-345,A,0.512,C000345,A,C000345A,000+0.513,001+0.024,0.513,1.025,16-3A-019,nan,nan,E,5521.0,35.0,nan,1.0,80.0,33.0,6.0,nan,0.0,14.0,6.0,UMA_UC,5203.0,15.0,112.0,33.0,33.0,49.0,49.0,nan,2.0,nan,GALLATIN,nan,ENT S-345A,1.272,0.954,C000345_000+0.513_001+0.024_S-345,0.513,1.024,COTTONWOOD RD,S-345,Urban,1,6,GALLATIN,6.0,2826.752,1.2,4600.833333333334,2355.6266666666666,,S-345
2023.0,U-1216,A,1.515,C000345,A,C000345A,010+0.548,012+0.067,10.524,12.039,16-3A-023,nan,nan,E,6767.0,35.0,nan,1.0,80.0,33.0,5.0,nan,0.0,12.0,5.0,UMA_UC,5203.0,15.0,112.0,35.0,35.0,50.0,50.0,nan,2.0,nan,GALLATIN,nan,nan,1.204,1.045,C000345_010+0.548_012+0.067_U-1216,10.548,12.067,COTTONWOOD RD,S-345,Urban,1,6,GALLATIN,6.0,10252.005,1.2,5639.166666666667,8543.3375,,S-345
2023.0,S-345,A,0.57,C000345,A,C000345A,008+0.535,009+0.110,8.521,9.09,16-3A-024,nan,nan,A,4724.0,35.0,nan,1.0,80.0,33.0,7.0,nan,0.0,17.0,7.0,UMA_UC,5203.0,15.0,112.0,32.0,32.0,48.0,48.0,nan,2.0,nan,GALLATIN,nan,nan,0.611,0.815,C000345_008+0.535_009+0.110_S-345,8.535,9.11,COTTONWOOD RD,S-345,Urban,1,4,GALLATIN,4.0,2692.68,0.8,5905.0,3365.8499999999995,,S-345
