SEGMENT_KEY,CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C001805_000+0.393_000+0.746_N-120,C001805,D,000+0.635,BUTTE,SILVER BOW,AUGUST,2020,TUE,364733.94000,198446.99100,45.9947471557784,-112.53903615057,0.635
C001805_000+0.746_000+0.790_N-120,C001805,D,000+0.789,BUTTE,SILVER BOW,OCTOBER,2020,SAT,364724.35687,198199.10037,,,0.789
C001805_000+0.790_000+0.907_U-1805,C001805,D,000+0.830,BUTTE,SILVER BOW,JULY,2023,SUN,364719.34775,198133.06028,45.991810000000001,-112.539,0.83
C001805_000+0.790_000+0.907_U-1805,C001805,D,000+0.874,BUTTE,SILVER BOW,APRIL,2023,WED,364718.41000,198063.00100,0,0,0.874
C001805_000+0.790_000+0.907_U-1805,C001805,D,000+0.901,BUTTE,SILVER BOW,SEPTEMBER,2019,FRI,364712.94720,198018.57017,45.9906923876754,-112.53911067159,0.901
C001805_000+0.907_001+0.443_U-1805,C001805,D,000+0.911,BUTTE,SILVER BOW,JULY,2023,FRI,364714.30555,198003.16979,45.990639999999999,-112.539,0.911
C001805_000+0.907_001+0.443_U-1805,C001805,D,000+0.914,BUTTE,SILVER BOW,AUGUST,2021,FRI,364716.86404,197998.32739,45.990597340513197,-112.53896456159001,0.914
C001805_000+0.907_001+0.443_U-1805,C001805,D,000+0.914,BUTTE,SILVER BOW,JULY,2023,SAT,364714.13316,197998.72909,45.990600000000001,-112.539,0.914
C001805_000+0.000_000+0.393_N-120,C001805,A,000+0.003,BUTTE,SILVER BOW,FEBRUARY,2022,SUN,364765.40261,199460.85848,46.003768353099098,-112.539070839926,0.003
C001805_000+0.000_000+0.393_N-120,C001805,A,000+0.005,BUTTE,SILVER BOW,JULY,2023,FRI,364763.02446,199457.79837,46.003740000000001,-112.5391,0.005
C001805_000+0.000_000+0.393_N-120,C001805,A,000+0.005,BUTTE,SILVER BOW,MARCH,2019,TUE,364763.08765,199458.56992,46.0038187166115,-112.539097943606,0.005
C001805_000+0.000_000+0.393_N-120,C001805,A,000+0.005,BUTTE,SILVER BOW,OCTOBER,2020,TUE,364762.19900,199459.15900,46.0038187166115,-112.539097943606,0.005
C001805_000+0.000_000+0.393_N-120,C001805,A,000+0.005,BUTTE,SILVER BOW,OCTOBER,2022,SAT,364761.66207,199458.62955,46.003746999999997,-112.539118,0.005
C001805_000+0.000_000+0.393_N-120,C001805,A,000+0.005,BUTTE,SILVER BOW,SEPTEMBER,2020,THU,364762.58414,199457.90668,46.0038187166115,-112.539097943606,0.005
C001805_000+0.000_000+0.393_N-120,C001805,A,000+0.023,BUTTE,SILVER BOW,SEPTEMBER,2021,FRI,364759.44732,199428.95187,46.0034793042432,-112.539131714791,0.023
C001805_000+0.000_000+0.393_N-120,C001805,A,000+0.032,BUTTE,SILVER BOW,MARCH,2019,FRI,364760.69259,199414.85758,,,0.032
C001805_000+0.000_000+0.393_N-120,C001805,A,000+0.033,BUTTE,SILVER BOW,AUGUST,2020,THU,364761.13182,199414.14251,,,0.033
C001805_000+0.000_000+0.393_N-120,C001805,A,000+0.035,BUTTE,SILVER BOW,DECEMBER,2021,WED,364759.42298,199411.03871,46.003318183921103,-112.539123053992,0.035
C001805_000+0.000_000+0.393_N-120,C001805,A,000+0.039,BUTTE,SILVER BOW,OCTOBER,2023,MON,364759.25144,199403.54429,46.003250718821398,-112.539121513087,0.039
C001805_000+0.000_000+0.393_N-120,C001805,A,000+0.059,BUTTE,SILVER BOW,FEBRUARY,2023,FRI,364751.92631,199371.50519,46.002960000000002,-112.53919999999999,0.059
C001805_000+0.000_000+0.393_N-120,C001805,A,000+0.077,BUTTE,SILVER BOW,AUGUST,2020,MON,364759.69600,199342.56900,46.0028145096843,-112.539093106375,0.077
C001805_000+0.000_000+0.393_N-120,C001805,A,000+0.079,BUTTE,SILVER BOW,DECEMBER,2020,TUE,364757.33457,199339.48452,,,0.079
C001805_000+0.000_000+0.393_N-120,C001805,A,000+0.080,BUTTE,SILVER BOW,SEPTEMBER,2020,WED,364759.68300,199338.28100,,,0.08
C001805_000+0.000_000+0.393_N-120,C001805,A,000+0.109,BUTTE,SILVER BOW,JANUARY,2023,MON,364755.72610,199291.74947,46.002243999999997,-112.53911100000001,0.109
C001805_000+0.000_000+0.393_N-120,C001805,A,000+0.124,BUTTE,SILVER BOW,DECEMBER,2022,WED,364755.41845,199267.85672,46.002029,-112.539103,0.124
C001805_000+0.000_000+0.393_N-120,C001805,A,000+0.164,BUTTE,SILVER BOW,FEBRUARY,2019,TUE,364754.27247,199203.03021,,,0.164
C001805_000+0.000_000+0.393_N-120,C001805,A,000+0.199,BUTTE,SILVER BOW,FEBRUARY,2020,SAT,364753.48700,199146.01900,46.0009321478298,-112.539058854566,0.199
C001805_000+0.000_000+0.393_N-120,C001805,A,000+0.202,BUTTE,SILVER BOW,DECEMBER,2021,MON,364752.67700,199142.60400,46.0009321478298,-112.539058854566,0.202
C001805_000+0.000_000+0.393_N-120,C001805,A,000+0.202,BUTTE,SILVER BOW,JULY,2022,TUE,364749.23751,199142.56918,46.000900000000001,-112.53912,0.202
C001805_000+0.000_000+0.393_N-120,C001805,A,000+0.243,BUTTE,SILVER BOW,SEPTEMBER,2021,FRI,364750.88299,199076.79307,46.0003089811865,-112.539065810561,0.243
