SEGMENT_KEY,CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C000028_001+0.643_003+0.649_P-28,C000028,A,002+0.087,NOT IN CITY LIMITS,PARK,JULY,2020,TUE,563314.55223,85359.51977,,,2.087
C000028_001+0.643_003+0.649_P-28,C000028,A,002+0.573,NOT IN CITY LIMITS,PARK,JULY,2023,FRI,564055.85307,85502.07694,45.018294202124601,-109.956025745848,2.573
C000028_001+0.643_003+0.649_P-28,C000028,A,002+0.947,NOT IN CITY LIMITS,PARK,JUNE,2023,SUN,564652.02894,85482.77465,45.018151489840001,-109.94846078816801,2.947
C000028_003+0.649_006+0.274_P-28,C000028,A,004+0.831,NOT IN CITY LIMITS,PARK,SEPTEMBER,2019,THU,567506.46164,86320.96590,,,4.8309999999999995
C000028_003+0.649_006+0.274_P-28,C000028,A,005+0.595,NOT IN CITY LIMITS,PARK,JULY,2023,SAT,568673.22314,86497.96069,45.0274818264201,-109.89751007150301,5.595
C000028_003+0.649_006+0.274_P-28,C000028,A,005+0.832,NOT IN CITY LIMITS,PARK,AUGUST,2023,TUE,569034.59374,86388.98016,45.026517592918999,-109.892917727171,5.832
C000028_006+0.274_008+0.724_P-28,C000028,A,008+0.371,NOT IN CITY LIMITS,PARK,JULY,2019,SAT,571440.25948,84269.22431,,,8.371
C000028_044+0.977_049+0.132_P-28,C000028,A,047+0.551,NOT IN CITY LIMITS,CARBON,JULY,2023,SAT,607039.44592,87483.61682,45.037030390222,-109.410660443051,47.551
C000028_044+0.977_049+0.132_P-28,C000028,A,048+0.089,NOT IN CITY LIMITS,CARBON,JUNE,2019,THU,607624.07218,87592.55762,,,48.089
C000028_044+0.977_049+0.132_P-28,C000028,A,049+0.121,NOT IN CITY LIMITS,CARBON,OCTOBER,2019,SAT,607335.05931,88138.23080,,,49.121
C000028_049+0.132_061+0.276_P-28,C000028,A,049+0.654,NOT IN CITY LIMITS,CARBON,MAY,2020,SUN,606798.73370,87602.76956,,,49.654
C000028_049+0.132_061+0.276_P-28,C000028,A,051+0.279,NOT IN CITY LIMITS,CARBON,JULY,2019,SAT,605614.11844,85964.49944,,,51.279
C000028_049+0.132_061+0.276_P-28,C000028,A,051+1.021,NOT IN CITY LIMITS,CARBON,JUNE,2021,WED,606388.78731,86672.07644,45.0297341562122,-109.418928785827,52.021
C000028_049+0.132_061+0.276_P-28,C000028,A,051+1.023,NOT IN CITY LIMITS,CARBON,JUNE,2019,SAT,606382.67742,86674.94374,,,52.023
C000028_049+0.132_061+0.276_P-28,C000028,A,052+0.014,NOT IN CITY LIMITS,CARBON,AUGUST,2021,FRI,606409.53046,86674.92036,45.0297595535338,-109.418665526046,52.014
