YEAR,DEPT_ID,DEPT_RBD,SEC_LNT_MI,CORR_ID,CORR_RBD,CORRIDOR,CORR_MP,CORR_ENDMP,CORR_MIOFF,CORR_ENDMI,SITE_ID,TYC_CCS,TYC_REMARK,TYC_ACTEST,TYC_AADT,TYC_MC_NUM,TYC_RV_NUM,BUS_NUM,COMM_NUM,LG_TRK_NUM,TYC_MC,TYC_RV,TYC_BUS,TYC_COMM,TYC_LG_TRK,FACTOR_GRP,TYC_VC_GRP,FUT_FACT,TYC_DHV,FLEXESAL_P,FLEXESAL_N,RESAL_P,RESAL_N,ONE_WAY,NUM_LANES,COIN_RT,CNTY_NM,JCT_DESC,LINK_DESC,PCT_DH_SU,PCT_DH_CU,SEGMENT_KEY,CORR_MP_FLOAT,CORR_ENDMP_FLOAT,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,YEARS_WITH_DATA,TOTAL_CRASHES,COUNTY,CRASHES,MILES_DRIVEN,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC,PER_100M_VMT,LOCATION,ROUTE_FILE_NAME
2023.0,L-32-942,A,0.074,C008119,A,C008119A,000+0.144,000+0.218,0.144,0.218,32-3A-223,nan,nan,E,5299.8,14.0,nan,30.0,63.0,13.0,3.0,nan,7.0,14.0,3.0,UMA_UC,9113.0,10.0,92.0,37.0,37.0,50.0,50.0,nan,4.0,nan,MISSOULA,JCT U-8106(SPRUCE ST),ENT L-32-942A/JCT U-8106(SPRUCE ST),0.786,0.0,C008119_000+0.144_000+0.218_L-32-942,0.144,0.218,HIGGINS AVE,,Urban,5,6,MISSOULA,6.0,392.1852,1.2,4416.5,326.821,837.7218070846429,,HIGGINS AVE
2023.0,U-8119,A,0.144,C008119,A,C008119A,000+0.000,000+0.144,0.0,0.144,32-3A-223,nan,nan,E,5299.8,14.0,nan,30.0,63.0,13.0,3.0,nan,7.0,14.0,3.0,UMA_UC,9113.0,10.0,92.0,37.0,37.0,50.0,50.0,nan,4.0,nan,MISSOULA,JCT N-131 (BROADWAY),ENT U-8119A/,0.786,0.0,C008119_000+0.000_000+0.144_U-8119,0.0,0.144,HIGGINS AVE,,Urban,5,13,MISSOULA,13.0,763.1712,2.6,2038.3846153846155,293.5273846153846,932.7411787215585,,HIGGINS AVE
2023.0,U-8117,A,0.498,C008117,A,C008117A,000+0.983,001+0.481,0.983,1.481,32-3A-188,nan,nan,A,8646.0,50.0,nan,10.0,74.0,32.0,6.0,nan,1.0,9.0,4.0,UMA_UC,8130.0,10.0,103.0,27.0,27.0,34.0,34.0,nan,2.0,nan,MISSOULA,JCT U-8120(SOUTH AVE),JCT U-8120(SOUTH AVE),0.858,0.572,C008117_000+0.983_001+0.481_U-8117,0.983,1.4809999999999999,HIGGINS AVE,,Urban,1,11,MISSOULA,11.0,4305.708,2.2,3929.9999999999995,1957.1399999999996,139.89039042337808,,HIGGINS AVE
2023.0,U-8117,A,0.556,C008117,A,C008117A,000+0.428,000+0.983,0.428,0.983,32-3A-191,nan,nan,E,8612.0,50.0,nan,10.0,74.0,32.0,6.0,nan,1.0,9.0,4.0,UMA_UC,8130.0,10.0,103.0,27.0,27.0,34.0,34.0,nan,2.0,nan,MISSOULA,JCT HILL ST,JCT HILL ST,0.858,0.572,C008117_000+0.428_000+0.983_U-8117,0.428,0.983,HIGGINS AVE,,Urban,1,24,MISSOULA,24.0,4788.272000000001,4.8,1794.1666666666667,997.5566666666668,274.45566538897714,,HIGGINS AVE
2023.0,U-8117,A,0.015,C008117,A,C008117A,000+0.413,000+0.428,0.413,0.428,32-3A-191,nan,nan,E,8612.0,50.0,nan,10.0,74.0,32.0,6.0,nan,1.0,9.0,4.0,UMA_UC,8130.0,10.0,103.0,27.0,27.0,34.0,34.0,nan,2.0,nan,MISSOULA,nan,nan,0.858,0.572,C008117_000+0.413_000+0.428_U-8117,0.413,0.428,HIGGINS AVE,,Urban,1,4,MISSOULA,4.0,129.18,0.8,10765.0,161.475,1695.526110625237,,HIGGINS AVE
2023.0,U-8117,A,0.206,C008117,A,C008117A,000+0.207,000+0.413,0.207,0.413,32-3A-197,nan,nan,E,8774.0,50.0,nan,10.0,74.0,32.0,6.0,nan,1.0,8.0,4.0,UMA_UC,8130.0,10.0,103.0,27.0,27.0,34.0,34.0,nan,2.0,nan,MISSOULA,nan,nan,1.114,0.223,C008117_000+0.207_000+0.413_U-8117,0.207,0.413,HIGGINS AVE,,Urban,1,13,MISSOULA,13.0,1807.444,2.6,3374.6153846153843,695.1707692307692,393.83859453147454,,HIGGINS AVE
2023.0,U-8113,A,0.072,C008113,A,C008113A,000+0.454,000+0.526,0.454,0.526,32-3A-214,nan,nan,E,9786.0,67.0,nan,69.0,140.0,26.0,7.0,nan,8.0,15.0,3.0,UMA_UC,8127.0,10.0,105.0,83.0,83.0,112.0,112.0,nan,4.0,nan,MISSOULA,JCT U-8108(MAIN ST),JCT U-8108(MAIN ST),0.591,0.084,C008113_000+0.454_000+0.526_U-8113,0.454,0.526,HIGGINS AVE,,Urban,4,21,MISSOULA,21.0,704.592,4.2,2330.0,167.76,1632.0045226109332,,HIGGINS AVE
2023.0,U-8113,A,0.079,C008113,A,C008113A,000+0.375,000+0.454,0.375,0.454,32-3A-214,nan,nan,E,9786.0,67.0,nan,69.0,140.0,26.0,7.0,nan,8.0,15.0,3.0,UMA_UC,8127.0,10.0,105.0,83.0,83.0,112.0,112.0,nan,4.0,nan,MISSOULA,JCT U-8110(FRONT ST),JCT U-8110(FRONT ST),0.591,0.084,C008113_000+0.375_000+0.454_U-8113,0.375,0.454,HIGGINS AVE,,Urban,4,27,MISSOULA,27.0,773.094,5.4,1812.2222222222222,143.16555555555556,1912.3669632041315,,HIGGINS AVE
2023.0,U-8113,A,0.305,C008113,A,C008113A,000+0.070,000+0.375,0.07,0.375,32-3A-299,nan,nan,E,11197.0,67.0,nan,69.0,140.0,26.0,6.0,nan,6.0,13.0,2.0,UMA_UC,8127.0,10.0,105.0,85.0,85.0,114.0,114.0,nan,4.0,nan,MISSOULA,nan,nan,0.464,0.066,C008113_000+0.070_000+0.375_U-8113,0.07,0.375,HIGGINS AVE,,Urban,1,34,MISSOULA,34.0,3415.085,6.8,1646.6176470588236,502.2183823529412,545.1514487193815,,HIGGINS AVE
2023.0,U-8113,A,0.07,C008113,A,C008113A,000+0.000,000+0.070,0.0,0.07,32-3A-206,nan,nan,A,13537.0,67.0,nan,69.0,140.0,26.0,5.0,nan,5.0,10.0,2.0,UMA_UC,8127.0,10.0,105.0,90.0,90.0,118.0,118.0,nan,4.0,nan,MISSOULA,JCT N-107/U-8114(S 5TH ST),ENT U-8113A/,0.764,0.064,C008113_000+0.000_000+0.070_U-8113,0.0,0.07,HIGGINS AVE,,Urban,1,19,MISSOULA,19.0,947.5900000000001,3.8,3562.3684210526317,249.36578947368426,1097.9255786893048,,HIGGINS AVE
