YEAR,DEPT_ID,DEPT_RBD,SEC_LNT_MI,CORR_ID,CORR_RBD,CORRIDOR,CORR_MP,CORR_ENDMP,CORR_MIOFF,CORR_ENDMI,SITE_ID,TYC_CCS,TYC_REMARK,TYC_ACTEST,TYC_AADT,TYC_MC_NUM,TYC_RV_NUM,BUS_NUM,COMM_NUM,LG_TRK_NUM,TYC_MC,TYC_RV,TYC_BUS,TYC_COMM,TYC_LG_TRK,FACTOR_GRP,TYC_VC_GRP,FUT_FACT,TYC_DHV,FLEXESAL_P,FLEXESAL_N,RESAL_P,RESAL_N,ONE_WAY,NUM_LANES,COIN_RT,CNTY_NM,JCT_DESC,LINK_DESC,PCT_DH_SU,PCT_DH_CU,SEGMENT_KEY,CORR_MP_FLOAT,CORR_ENDMP_FLOAT,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,YEARS_WITH_DATA,TOTAL_CRASHES,COUNTY,CRASHES,MILES_DRIVEN,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC,PER_100M_VMT,LOCATION,ROUTE_FILE_NAME
2023.0,S-552,A,11.784,C000552,A,C000552A,017+0.000,028+0.791,17.032,28.816,51-2-004,nan,nan,E,22.25,0.0,nan,0.0,7.0,2.0,0.0,nan,0.0,636.0,182.0,RMA_RMC_345,5364.0,10.0,155.0,2.0,2.0,2.0,2.0,nan,2.0,nan,TOOLE,nan,nan,45.455,0.0,C000552_017+0.000_028+0.791_S-552,17.0,28.791,E 1ST ST N,S-552,Secondary,4,1,TOOLE,1.0,262.194,0.2,111.25,1310.97,208.84160485229268,,S-552
2023.0,S-552,A,2.779,C000552,A,C000552A,000+0.053,002+0.764,0.053,2.832,51-1-014,nan,nan,E,217.5,1.0,nan,0.0,48.0,38.0,5.0,nan,0.0,247.0,196.0,RMA_RMC_345,5363.0,10.0,159.0,19.0,19.0,30.0,30.0,nan,2.0,nan,TOOLE,JCT I-15 ON RAMP SUNBURST INTERCHANGE,JCT I-15 ON RAMP SUNBURST INTERCHANGE,3.846,15.385,C000552_000+0.053_002+0.764_S-552,0.053,2.7640000000000002,E 1ST ST N,S-552,Secondary,4,0,TOOLE,,604.4325,0.0,None,None,0.0,,S-552
2023.0,S-552,A,0.053,C000552,A,C000552A,000+0.000,000+0.053,0.0,0.053,51-1-014,nan,nan,E,217.5,1.0,nan,0.0,48.0,38.0,5.0,nan,0.0,247.0,196.0,RMA_RMC_345,5363.0,10.0,159.0,19.0,19.0,30.0,30.0,nan,2.0,nan,TOOLE,nan,ENT S-552A,3.846,15.385,C000552_000+0.000_000+0.053_S-552,0.0,0.053,E 1ST ST N,S-552,Secondary,4,0,TOOLE,,11.5275,0.0,None,None,0.0,,S-552
2023.0,S-552,A,4.241,C000552,A,C000552A,028+0.791,033+0.041,28.816,33.057,51-2-005,nan,nan,E,123.33333333333333,0.0,nan,0.0,7.0,2.0,0.0,nan,0.0,200.0,57.0,RMA_RMC_345,5364.0,10.0,155.0,2.0,2.0,2.0,2.0,nan,2.0,nan,TOOLE,nan,nan,45.455,0.0,C000552_028+0.791_033+0.041_S-552,28.791,33.041,E 1ST ST N,S-552,Secondary,3,0,TOOLE,,523.0566666666666,0.0,None,None,0.0,,S-552
2023.0,S-552,A,14.2,C000552,A,C000552A,002+0.764,017+0.000,2.832,17.032,51-1-009,nan,nan,E,132.75,1.0,nan,0.0,48.0,38.0,6.0,nan,0.0,310.0,245.0,RMA_RMC_345,5363.0,10.0,159.0,19.0,19.0,30.0,30.0,nan,2.0,nan,TOOLE,nan,nan,3.846,15.385,C000552_002+0.764_017+0.000_S-552,2.7640000000000002,17.0,E 1ST ST N,S-552,Secondary,4,0,TOOLE,,1885.05,0.0,None,None,0.0,,S-552
