SEGMENT_KEY,CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C000306_000+0.000_000+0.215_S-306,C000306,A,000+0.008,COLUMBUS,STILLWATER,MARCH,2019,MON,619286.69219,154169.38868,45.6368340944632,-109.252412203093,0.008
C000306_000+0.000_000+0.215_S-306,C000306,A,000+0.034,COLUMBUS,STILLWATER,APRIL,2019,SAT,619249.77359,154187.91033,,,0.034
C000306_000+0.000_000+0.215_S-306,C000306,A,000+0.087,COLUMBUS,STILLWATER,JUNE,2019,FRI,619166.18972,154204.58654,,,0.087
C000306_000+0.000_000+0.215_S-306,C000306,A,000+0.119,COLUMBUS,STILLWATER,JANUARY,2023,MON,619114.79300,154215.33800,45.637475899999998,109.25466349,0.119
C000306_000+0.000_000+0.215_S-306,C000306,A,000+0.142,COLUMBUS,STILLWATER,JULY,2020,FRI,619080.21400,154226.47700,45.6374658384311,-109.2552645132,0.142
C000306_000+0.215_000+0.811_S-306,C000306,A,000+0.391,COLUMBUS,STILLWATER,SEPTEMBER,2023,TUE,618698.55400,154348.85900,45.6385617269619,-109.260116356506,0.391
C000306_000+0.215_000+0.811_S-306,C000306,A,000+0.447,COLUMBUS,STILLWATER,FEBRUARY,2019,THU,618612.74749,154379.19612,,,0.447
C000306_000+0.215_000+0.811_S-306,C000306,A,000+0.809,COLUMBUS,STILLWATER,AUGUST,2023,TUE,618067.58498,154568.33511,45.640549999999998,-109.26818,0.809
C000306_000+0.811_001+0.437_S-306,C000306,A,001+0.036,NOT IN CITY LIMITS,STILLWATER,DECEMBER,2022,MON,617709.33294,154628.68269,45.641102588308101,-109.272774356962,1.036
C000306_000+0.811_001+0.437_S-306,C000306,A,001+0.114,COLUMBUS,STILLWATER,JANUARY,2019,MON,617585.40300,154650.90600,45.641304662183,-109.274379229738,1.114
C000306_000+0.811_001+0.437_S-306,C000306,A,001+0.135,NOT IN CITY LIMITS,STILLWATER,MAY,2023,FRI,617580.25257,154683.72143,45.641601305593497,-109.27442852369199,1.135
C000306_001+0.437_010+0.474_S-306,C000306,A,001+0.442,NOT IN CITY LIMITS,STILLWATER,DECEMBER,2020,FRI,617581.14560,155177.95083,,,1.442
C000306_001+0.437_010+0.474_S-306,C000306,A,001+0.768,NOT IN CITY LIMITS,STILLWATER,NOVEMBER,2023,MON,617585.97621,155702.32312,45.650768780196302,-109.274317426571,1.768
C000306_001+0.437_010+0.474_S-306,C000306,A,002+0.456,NOT IN CITY LIMITS,STILLWATER,FEBRUARY,2022,TUE,617561.96788,156850.88335,45.661106702266501,-109.274583106677,2.456
C000306_001+0.437_010+0.474_S-306,C000306,A,002+0.559,NOT IN CITY LIMITS,STILLWATER,NOVEMBER,2021,SAT,617528.13800,157007.90800,45.6624146224516,-109.274933453171,2.559
C000306_001+0.437_010+0.474_S-306,C000306,A,002+0.565,NOT IN CITY LIMITS,STILLWATER,APRIL,2021,FRI,617527.37358,157016.19657,45.6625954555663,-109.275021045139,2.565
C000306_001+0.437_010+0.474_S-306,C000306,A,004+0.556,NOT IN CITY LIMITS,STILLWATER,JANUARY,2022,SAT,615945.84983,159738.24551,45.687133671384501,-109.29522982514401,4.556
C000306_001+0.437_010+0.474_S-306,C000306,A,007+0.592,NOT IN CITY LIMITS,STILLWATER,NOVEMBER,2020,FRI,616964.31509,164310.96757,,,7.592
C000306_001+0.437_010+0.474_S-306,C000306,A,007+0.649,NOT IN CITY LIMITS,STILLWATER,SEPTEMBER,2020,SAT,617029.80609,164368.38685,,,7.649
C000306_001+0.437_010+0.474_S-306,C000306,A,008+0.036,NOT IN CITY LIMITS,STILLWATER,NOVEMBER,2020,THU,617154.18451,164980.71036,,,8.036
C000306_010+0.474_024+0.045_S-306,C000306,A,011+1.009,NOT IN CITY LIMITS,STILLWATER,JUNE,2022,SAT,617391.49725,171336.84398,45.791490000000003,-109.27624,12.009
C000306_010+0.474_024+0.045_S-306,C000306,A,014+0.876,NOT IN CITY LIMITS,STILLWATER,JANUARY,2022,TUE,617416.02770,175974.89090,45.833234190772899,-109.275753547714,14.876
C000306_010+0.474_024+0.045_S-306,C000306,A,015+0.892,NOT IN CITY LIMITS,STILLWATER,JANUARY,2019,TUE,618840.49818,176792.84267,,,15.892
C000306_010+0.474_024+0.045_S-306,C000306,A,016+0.539,NOT IN CITY LIMITS,STILLWATER,SEPTEMBER,2020,TUE,618952.23265,177814.45145,,,16.539
C000306_010+0.474_024+0.045_S-306,C000306,A,021+0.859,NOT IN CITY LIMITS,STILLWATER,FEBRUARY,2019,MON,618920.24890,186455.14403,,,21.859
