SEGMENT_KEY,CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C000069_000+0.000_000+0.151_P-69,C000069,A,000+0.000,WHITEHALL,JEFFERSON,AUGUST,2019,FRI,398170.97190,183375.72350,45.8699065493251,-112.100939854567,0.0
C000069_000+0.000_000+0.151_P-69,C000069,A,000+0.000,WHITEHALL,JEFFERSON,JUNE,2019,SAT,398170.97190,183375.72350,45.8699065493251,-112.100939854567,0.0
C000069_000+0.000_000+0.151_P-69,C000069,A,000+0.029,WHITEHALL,JEFFERSON,JULY,2020,MON,398217.28521,183367.49269,,,0.029
C000069_000+0.000_000+0.151_P-69,C000069,A,000+0.056,WHITEHALL,JEFFERSON,JUNE,2019,MON,398258.96069,183359.84512,,,0.056
C000069_000+0.000_000+0.151_P-69,C000069,A,000+0.151,WHITEHALL,JEFFERSON,JANUARY,2022,WED,398410.46070,183330.79460,45.8695739056924,-112.097836666825,0.151
C000069_000+0.000_000+0.151_P-69,C000069,A,000+0.151,WHITEHALL,JEFFERSON,NOVEMBER,2021,WED,398410.46070,183330.79460,45.8695739056924,-112.097836666825,0.151
C000069_000+0.151_000+0.613_P-69,C000069,A,000+0.194,WHITEHALL,JEFFERSON,JULY,2023,WED,398477.85700,183319.79400,0,0,0.194
C000069_000+0.613_004+0.259_P-69,C000069,A,000+0.808,NOT IN CITY LIMITS,JEFFERSON,JANUARY,2022,FRI,399450.74478,183153.51534,45.868288839464199,-112.08436517367601,0.808
C000069_000+0.613_004+0.259_P-69,C000069,A,001+0.339,NOT IN CITY LIMITS,JEFFERSON,JANUARY,2021,SUN,400275.20406,183015.32425,45.86729,-112.07369,1.339
C000069_000+0.613_004+0.259_P-69,C000069,A,001+0.370,NOT IN CITY LIMITS,JEFFERSON,DECEMBER,2020,WED,400328.47625,182999.08568,,,1.37
C000069_000+0.613_004+0.259_P-69,C000069,A,001+0.513,NOT IN CITY LIMITS,JEFFERSON,DECEMBER,2022,SAT,400557.39851,182979.47262,45.867050870971703,-112.070041049083,1.513
C000069_000+0.613_004+0.259_P-69,C000069,A,001+0.530,NOT IN CITY LIMITS,JEFFERSON,JUNE,2023,SAT,400582.88162,182966.82483,45.866944618102401,-112.069707561128,1.53
