SEGMENT_KEY,CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C000008_036+0.833_040+0.344_N-8,C000008,D,040+0.306,NOT IN CITY LIMITS,LEWIS AND CLARK,SEPTEMBER,2021,SUN,401852.30076,264746.72113,46.603019122704502,-112.08817109155299,40.306
C000008_040+0.344_041+0.261_N-8,C000008,D,040+0.355,NOT IN CITY LIMITS,LEWIS AND CLARK,SEPTEMBER,2021,MON,401928.17295,264770.76093,46.603257945596702,-112.08719115103101,40.355
C000008_040+0.344_041+0.261_N-8,C000008,D,041+0.030,HELENA,LEWIS AND CLARK,JANUARY,2022,SAT,402904.74620,265200.12990,46.6074102012609,-112.074628757799,41.03
C000008_040+0.344_041+0.261_N-8,C000008,D,041+0.030,HELENA,LEWIS AND CLARK,NOVEMBER,2021,FRI,402904.74620,265200.12990,46.6074102012609,-112.074628757799,41.03
C000008_040+0.344_041+0.261_N-8,C000008,D,041+0.098,HELENA,LEWIS AND CLARK,SEPTEMBER,2019,TUE,403014.37357,265205.39638,,,41.098
C000008_040+0.344_041+0.261_N-8,C000008,D,041+0.139,HELENA,LEWIS AND CLARK,MAY,2022,THU,403081.07621,265210.76906,46.6075580510512,-112.07233160182599,41.139
C000008_040+0.344_041+0.261_N-8,C000008,D,041+0.250,NOT IN CITY LIMITS,LEWIS AND CLARK,JULY,2019,SAT,403260.76433,265202.36852,,,41.25
C000008_041+0.261_041+0.726_N-8,C000008,D,041+0.411,HELENA,LEWIS AND CLARK,JANUARY,2019,SAT,403490.05500,265079.68100,46.6064036165875,-112.067005493565,41.411
C000008_041+0.261_041+0.726_N-8,C000008,D,041+0.496,HELENA,LEWIS AND CLARK,NOVEMBER,2023,SAT,403613.46698,265019.00053,46.605989999999998,-112.06529999999999,41.496
C000008_041+0.261_041+0.726_N-8,C000008,D,041+0.497,HELENA,LEWIS AND CLARK,APRIL,2023,SAT,403613.35784,265015.66936,46.605960000000003,-112.06529999999999,41.497
C000008_041+0.726_041+0.987_N-8,C000008,D,041+0.754,HELENA,LEWIS AND CLARK,OCTOBER,2023,TUE,403982.67934,264830.17439,46.604399999999998,-112.0604,41.754
C000008_041+0.726_041+0.987_N-8,C000008,D,041+0.929,HELENA,LEWIS AND CLARK,DECEMBER,2022,TUE,404231.13082,264696.44688,46.603270000000002,-112.05710000000001,41.929
C000008_041+0.987_042+0.183_N-8,C000008,D,042+0.017,HELENA,LEWIS AND CLARK,DECEMBER,2023,FRI,404359.45908,264637.79004,46.602780000000003,-112.05540000000001,42.017
C000008_041+0.987_042+0.183_N-8,C000008,D,042+0.023,HELENA,LEWIS AND CLARK,OCTOBER,2023,WED,404366.93114,264631.98831,46.602730000000001,-112.0553,42.023
C000008_041+0.987_042+0.183_N-8,C000008,D,042+0.027,HELENA,LEWIS AND CLARK,OCTOBER,2022,TUE,404373.37800,264630.05200,46.6026299146036,-112.055387801035,42.027
C000008_041+0.987_042+0.183_N-8,C000008,D,042+0.097,HELENA,LEWIS AND CLARK,JANUARY,2023,FRI,404472.41072,264577.41442,46.602269999999997,-112.0539,42.097
C000008_041+0.987_042+0.183_N-8,C000008,D,042+0.153,HELENA,LEWIS AND CLARK,DECEMBER,2019,MON,404555.47504,264540.24683,,,42.153
C000008_042+0.183_042+0.618_N-8,C000008,D,042+0.206,HELENA,LEWIS AND CLARK,AUGUST,2023,THU,404630.77837,264499.99864,46.601619999999997,-112.0518,42.206
C000008_042+0.183_042+0.618_N-8,C000008,D,042+0.218,HELENA,LEWIS AND CLARK,DECEMBER,2023,FRI,404645.65099,264486.17506,46.601500000000001,-112.05159999999999,42.218
C000008_042+0.183_042+0.618_N-8,C000008,D,042+0.280,HELENA,LEWIS AND CLARK,JUNE,2020,SUN,404737.02794,264445.40446,,,42.28
C000008_042+0.183_042+0.618_N-8,C000008,D,042+0.329,HELENA,LEWIS AND CLARK,DECEMBER,2021,SUN,404803.84244,264403.21189,46.6008,-112.04949999999999,42.329
C000008_042+0.183_042+0.618_N-8,C000008,D,042+0.364,HELENA,LEWIS AND CLARK,MARCH,2023,FRI,404856.87509,264384.81172,46.600650000000002,-112.0488,42.364
C000008_042+0.183_042+0.618_N-8,C000008,D,042+0.407,HELENA,LEWIS AND CLARK,MARCH,2019,THU,404917.01964,264349.50701,,,42.407
C000008_042+0.183_042+0.618_N-8,C000008,D,042+0.411,HELENA,LEWIS AND CLARK,FEBRUARY,2019,TUE,404924.67325,264349.25795,,,42.411
C000008_042+0.183_042+0.618_N-8,C000008,D,042+0.458,HELENA,LEWIS AND CLARK,MAY,2020,FRI,404991.44500,264315.07000,46.5999564691668,-112.047111127873,42.458
C000008_042+0.183_042+0.618_N-8,C000008,D,042+0.464,HELENA,LEWIS AND CLARK,JUNE,2019,SAT,404999.98139,264309.01440,,,42.464
C000008_042+0.183_042+0.618_N-8,C000008,D,042+0.475,HELENA,LEWIS AND CLARK,JULY,2023,SAT,405015.07203,264301.85412,46.59995,-112.0467,42.475
C000008_042+0.183_042+0.618_N-8,C000008,D,042+0.537,HELENA,LEWIS AND CLARK,JULY,2023,FRI,405105.61661,264258.89324,46.599589999999999,-112.0455,42.537
C000008_042+0.618_042+0.925_N-8,C000008,D,042+0.627,HELENA,LEWIS AND CLARK,DECEMBER,2023,FRI,405233.63775,264190.26155,46.59901,-112.0438,42.627
C000008_042+0.618_042+0.925_N-8,C000008,D,042+0.664,HELENA,LEWIS AND CLARK,DECEMBER,2019,SAT,405302.81065,264196.90718,,,42.664
C000008_042+0.618_042+0.925_N-8,C000008,D,042+0.686,HELENA,LEWIS AND CLARK,APRIL,2019,WED,405316.49559,264146.44213,,,42.686
C000008_042+0.618_042+0.925_N-8,C000008,D,042+0.688,HELENA,LEWIS AND CLARK,MAY,2019,THU,405324.32976,264151.74557,,,42.688
C000008_042+0.618_042+0.925_N-8,C000008,D,042+0.690,HELENA,LEWIS AND CLARK,MAY,2019,SUN,405324.14947,264146.19358,,,42.69
C000008_042+0.618_042+0.925_N-8,C000008,D,042+0.711,HELENA,LEWIS AND CLARK,JUNE,2020,TUE,405354.26024,264129.65389,,,42.711
C000008_042+0.618_042+0.925_N-8,C000008,D,042+0.759,HELENA,LEWIS AND CLARK,AUGUST,2023,WED,405422.06414,264094.10575,46.598199999999999,-112.04130000000001,42.759
C000008_042+0.618_042+0.925_N-8,C000008,D,042+0.759,HELENA,LEWIS AND CLARK,DECEMBER,2022,THU,405422.06414,264094.10575,46.598199999999999,-112.04130000000001,42.759
C000008_042+0.618_042+0.925_N-8,C000008,D,042+0.759,HELENA,LEWIS AND CLARK,JULY,2022,FRI,405422.06414,264094.10575,46.5980721233681,-112.041272207563,42.759
C000008_042+0.618_042+0.925_N-8,C000008,D,042+0.759,HELENA,LEWIS AND CLARK,JUNE,2023,SAT,405422.06414,264094.10575,46.598199999999999,-112.04130000000001,42.759
C000008_042+0.618_042+0.925_N-8,C000008,D,042+0.759,HELENA,LEWIS AND CLARK,MAY,2023,TUE,405422.06414,264094.10575,46.598199999999999,-112.04130000000001,42.759
C000008_042+0.618_042+0.925_N-8,C000008,D,042+0.759,HELENA,LEWIS AND CLARK,SEPTEMBER,2023,WED,405422.06414,264094.10575,46.598199999999999,-112.04130000000001,42.759
C000008_042+0.618_042+0.925_N-8,C000008,D,042+0.760,HELENA,LEWIS AND CLARK,OCTOBER,2019,FRI,405424.50000,264093.48900,46.5980721233681,-112.041272207563,42.76
C000008_042+0.618_042+0.925_N-8,C000008,D,042+0.764,HELENA,LEWIS AND CLARK,SEPTEMBER,2019,THU,405429.92400,264091.45100,46.5980721233681,-112.041272207563,42.764
C000008_042+0.618_042+0.925_N-8,C000008,D,042+0.777,HELENA,LEWIS AND CLARK,MAY,2019,TUE,405449.68800,264085.81600,46.5980721233681,-112.041272207563,42.777
C000008_042+0.618_042+0.925_N-8,C000008,D,042+0.783,HELENA,LEWIS AND CLARK,JULY,2021,SAT,405460.15370,264087.31177,46.598149999999997,-112.0408,42.783
C000008_042+0.618_042+0.925_N-8,C000008,D,042+0.798,HELENA,LEWIS AND CLARK,FEBRUARY,2019,MON,405482.82733,264077.68351,46.5979983492697,-112.040579963439,42.798
C000008_042+0.618_042+0.925_N-8,C000008,D,042+0.826,HELENA,LEWIS AND CLARK,APRIL,2019,THU,405529.12100,264079.71700,46.5980017254213,-112.039896771513,42.826
C000008_042+0.618_042+0.925_N-8,C000008,D,042+0.831,HELENA,LEWIS AND CLARK,NOVEMBER,2023,THU,405536.65721,264083.71814,46.598140000000001,-112.0398,42.831
C000008_042+0.618_042+0.925_N-8,C000008,D,042+0.845,HELENA,LEWIS AND CLARK,MAY,2019,WED,405559.51104,264079.64216,,,42.845
C000008_042+0.618_042+0.925_N-8,C000008,D,042+0.889,HELENA,LEWIS AND CLARK,DECEMBER,2020,TUE,405630.21970,264072.52160,46.5980019429541,-112.038573769004,42.889
C000008_042+0.618_042+0.925_N-8,C000008,D,042+0.889,HELENA,LEWIS AND CLARK,JULY,2020,FRI,405630.21970,264072.52160,46.5980019429541,-112.038573769004,42.889
