SEGMENT_KEY,CORRIDOR,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,TOTAL_CRASHES,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC,PER_100M_VMT
C008128_002+0.026_002+0.329_N-131,C008128A,32-3A-013,002+0.026,002+0.329,N-131,87,0.302,14000.75,4228.2265,,MISSOULA,W BROADWAY ST,BR I-90,NI-NHS,17.4,804.6408045977012,243.00152298850574,1126.6805053158473
C223239_000+0.000_001+0.536_L-45-135,C223239A,091126F,000+0.000,001+0.536,L-45-135,1,1.536,31.666666666666668,48.64,,SANDERS,,,,0.2,158.33333333333334,243.2,1125.7610144457656
C000001_120+0.687_120+0.835_N-1,C000001A,15-7C-004,120+0.687,120+0.835,N-1,51,0.149,16702.75,2488.70975,,FLATHEAD,,US-2,NI-NHS,10.2,1637.5245098039218,243.99115196078432,1122.1106852153987
C002421_015+0.117_015+0.468_L-16-6,C002421A,16-2-016,015+0.117,015+0.468,L-16-6,2,0.351,279.0,97.92899999999999,,GALLATIN,,,,0.4,697.5,244.82249999999996,1118.3003143633048
C006715_000+0.337_000+0.476_U-6715,C006715A,15-7C-024,000+0.337,000+0.476,U-6715,3,0.139,1057.0,146.923,,FLATHEAD,2ND ST,,Urban,0.6,1761.6666666666667,244.87166666666667,1118.0757759365524
C000426_016+0.914_023+0.420_S-426,C000426A,398652V,016+0.914,023+0.420,S-426,6,6.53,45.0,293.85,,FERGUS,INDIAN BUTTE RD,S-426,Secondary,1.2,37.5,244.87500000000003,1118.0605562560902
C010403_000+0.000_000+0.364_U-10403,C010403A,42-4A-036,000+0.000,000+0.364,U-10403,6,0.364,807.8,294.0392,,RICHLAND,12TH AVE SW,,Urban,1.2,673.1666666666666,245.03266666666667,1117.3411383783255
C006718_000+0.563_000+0.702_U-6718,C006718A,15-7C-038,000+0.563,000+0.702,U-6718,5,0.139,1766.5,245.54350000000002,,FLATHEAD,11TH ST W/E,,Urban,1.0,1766.5,245.54350000000002,1115.0166007783146
C000096_000+0.947_001+0.010_P-96,C000096A,20-1-024,000+0.947,001+0.010,P-96,1,0.062,792.3333333333334,49.12466666666667,,GRANITE,FRONT ST,,Primary,0.2,3961.6666666666665,245.62333333333333,1114.6541942807148
C027456_000+0.395_000+0.772_L-27-456,C027456A,27-3A-034,000+0.395,000+0.772,L-27-456,2,0.377,261.5,98.5855,,LINCOLN,,,,0.4,653.75,246.46374999999998,1110.8533352803815
C042352_000+0.000_001+0.223_L-42-352,C042352A,060900E,000+0.000,001+0.223,L-42-352,2,1.223,80.66666666666667,98.65533333333335,,RICHLAND,,,,0.4,201.66666666666666,246.63833333333335,1110.067015994581
C043230_000+0.000_002+0.966_L-43-230,C043230A,059611G,000+0.000,002+0.966,L-43-230,2,2.966,33.333333333333336,98.86666666666667,,ROOSEVELT,,,,0.4,83.33333333333333,247.16666666666669,1107.694182251693
C226312_000+0.000_000+0.214_L-56-4590,C226312A,,000+0.000,000+0.214,L-56-4590,16,0.214,3696.0,790.944,,YELLOWSTONE,,,,3.2,1155.0,247.17,1107.6792438937175
C010430_000+0.000_000+0.407_L-56-2400,C010430A,56-4A-178,000+0.000,000+0.407,L-56-2400,37,0.407,4504.0,1833.128,,YELLOWSTONE,,,,7.4,608.6486486486486,247.71999999999997,1105.2199205280565
C005211_000+0.338_000+0.509_N-104,C005211A,07-2A-212,000+0.338,000+0.509,N-104,60,0.171,17390.0,2973.69,,CASCADE,9TH ST N,,NI-NHS,12.0,1449.1666666666667,247.8075,1104.8296710681077
C001027_002+0.356_002+0.614_U-1027,C001027A,56-4A-276,002+0.356,002+0.614,U-1027,21,0.258,4044.75,1043.5455,,YELLOWSTONE,GOVERNORS BLVD,,Urban,4.2,963.0357142857142,248.46321428571426,1101.91393724134
C008108_000+0.297_000+0.503_U-8108,C008108A,32-3A-216,000+0.297,000+0.503,U-8108,15,0.206,3619.25,745.5654999999999,,MISSOULA,MAIN ST,,Urban,3.0,1206.4166666666667,248.52183333333332,1101.6540279018147
C008113_000+0.000_000+0.070_U-8113,C008113A,32-3A-206,000+0.000,000+0.070,U-8113,19,0.07,13537.0,947.5900000000001,,MISSOULA,HIGGINS AVE,,Urban,3.8,3562.3684210526317,249.36578947368426,1097.9255786893048
C229131_000+0.000_000+0.088_R090E446ONY,C229131A,56-4-065,000+0.000,000+0.088,R090E446ONY,11,0.088,6235.6,548.7328,,YELLOWSTONE,,,,2.2,2834.3636363636365,249.42399999999998,1097.6693450237753
C006568_000+0.983_001+0.180_L-32-4327,C006568A,32-3A-131,000+0.983,001+0.180,L-32-4327,2,0.197,506.6,99.8002,,MISSOULA,,,,0.4,1266.5,249.5005,1097.3327857587865
C002302_017+0.106_017+0.523_L-5-303,C002302A,05-3-033,017+0.106,017+0.523,L-5-303,1,0.416,120.0,49.919999999999995,,CARBON,,,,0.2,600.0,249.59999999999997,1096.8953474086945
C072949_000+0.499_000+0.692_L-32-1231,C072949A,32-3A-095,000+0.499,000+0.692,L-32-1231,4,0.193,1035.5,199.85150000000002,,MISSOULA,,,,0.8,1294.375,249.814375,1095.9540607429421
C228441_000+0.000_000+0.256_R015S302ONA,C228441A,50-4-033,000+0.000,000+0.256,R015S302ONA,1,0.256,195.4,50.022400000000005,,TETON,,,,0.2,977.0,250.11200000000002,1094.6499116924024
C223619_001+0.009_001+0.591_L-56-3105,C223619A,087461B,001+0.009,001+0.591,L-56-3105,17,0.582,1461.6666666666667,850.6899999999999,,YELLOWSTONE,,,,3.4,429.90196078431376,250.20294117647057,1094.2520396676987
C008112_003+0.003_003+0.183_U-8112,C008112A,32-3A-270,003+0.003,003+0.183,U-8112,5,0.181,1384.75,250.63975,,MISSOULA,E MISSOULA HWY-SPEEDWAY AVE,,Urban,1.0,1384.75,250.63975,1092.3450039876361
C065611_000+0.000_000+0.391_L-27-1540,C065611A,27-3A-019,000+0.000,000+0.391,L-27-1540,2,0.391,256.75,100.38925,,LINCOLN,,,,0.4,641.875,250.973125,1090.8940099192298
C000060_093+0.577_094+0.200_N-60,C000060A,07-2A-010,093+0.577,094+0.200,N-60,153,0.244,31504.75,7687.159,,CASCADE,,US-89,Primary,30.6,1029.5669934640523,251.21434640522872,1089.8465100857459
C229066_000+0.000_000+0.165_R090E313ONA,C229066A,16-3-049,000+0.000,000+0.165,R090E313ONA,2,0.165,610.0,100.65,,GALLATIN,,,,0.4,1525.0,251.625,1088.0678736739599
C006712_000+0.000_000+0.133_U-6712,C006712A,15-7B-057,000+0.000,000+0.133,U-6712,13,0.133,4924.5,654.9585000000001,,FLATHEAD,HELENA FLATS RD,,Urban,2.6,1894.0384615384614,251.9071153846154,1086.849326567021
C004415_000+0.000_000+0.312_L-4-415,C004415A,060122T,000+0.000,000+0.312,L-4-415,1,0.312,162.0,50.544,,BROADWATER,,,,0.2,810.0,252.71999999999997,1083.3534295394513
C001030_001+0.372_001+0.588_N-115,C001030A,56-4A-239,001+0.372,001+0.588,N-115,43,0.216,10062.25,2173.446,,YELLOWSTONE,1ST AVE N,BR I-90,NI-NHS,8.6,1170.0290697674418,252.72627906976743,1083.3265132575675
C007404_000+0.210_000+0.281_U-7404,C007404A,34-2A-024,000+0.210,000+0.281,U-7404,2,0.071,1424.0,101.10399999999998,,PARK,FRONT ST,,Urban,0.4,3560.0,252.75999999999996,1083.1819857303774
C008036_000+0.000_000+0.635_L-22-1577,C008036A,091458A,000+0.000,000+0.635,L-22-1577,1,0.635,79.66666666666667,50.58833333333334,,JEFFERSON,,,,0.2,398.3333333333333,252.9416666666667,1082.4040274630254
C000109_000+0.000_000+0.394_N-109,C000109A,15-7B-101,000+0.000,000+0.394,N-109,67,0.394,8606.5,3390.9610000000002,,FLATHEAD,KALISPELL ALTERNATE RT,ALT US-93,NI-NHS,13.4,642.276119402985,253.05679104477613,1081.9116040429292
C005220_000+0.000_000+0.420_U-5220,C005220A,07-2A-125,000+0.000,000+0.420,U-5220,91,0.42,10967.4,4606.308,,CASCADE,FOX FARM RD,,Urban,18.2,602.6043956043956,253.09384615384616,1081.7532029079307
C075795_000+0.000_000+0.491_L-47-1740,C075795A,842458B,000+0.000,000+0.491,L-47-1740,4,0.491,412.6666666666667,202.61933333333334,,SILVER BOW,,,,0.8,515.8333333333334,253.27416666666667,1080.9830403016895
C229251_000+0.000_000+0.265_R090W201OFA,C229251A,12-1-023,000+0.000,000+0.265,R090W201OFA,1,0.265,191.2,50.668,,DEER LODGE,,,,0.2,955.9999999999999,253.33999999999997,1080.7021343380836
C008110_000+0.080_000+0.155_U-8110,C008110A,32-3A-215,000+0.080,000+0.155,U-8110,8,0.074,5478.0,405.37199999999996,,MISSOULA,FRONT ST,,Urban,1.6,3423.75,253.35749999999996,1080.627487693122
C066912_000+0.000_000+0.194_L-14-662,C066912A,14-6A-039,000+0.000,000+0.194,L-14-662,1,0.194,261.25,50.682500000000005,,FERGUS,,,,0.2,1306.25,253.41250000000002,1080.392951070725
C004876_000+0.000_000+0.449_L-15-6399,C004876A,15-7C-018,000+0.000,000+0.449,L-15-6399,6,0.449,682.0,306.218,,FLATHEAD,,,,1.2,568.3333333333334,255.1816666666667,1072.9026198846968
C050079_000+0.000_006+0.015_L-50-79,C050079A,088660G,000+0.000,006+0.015,L-50-79,2,6.015,17.0,102.255,,TETON,,,,0.4,42.5,255.6375,1070.9895015919424
C229260_000+0.000_000+0.150_R090W340ONA,C229260A,34-2-041,000+0.000,000+0.150,R090W340ONA,3,0.15,1023.8,153.57,,PARK,,,,0.6,1706.3333333333333,255.95,1069.6818859668301
C000007_000+0.009_000+0.175_N-7,C000007A,41-5-001,000+0.009,000+0.175,N-7,3,0.166,929.75,154.3385,,RAVALLI,,US-93,NI-NHS,0.6,1549.5833333333335,257.23083333333335,1064.3556029631366
C005209_000+0.612_000+0.687_U-5209,C005209A,07-2A-080,000+0.612,000+0.687,U-5209,3,0.075,2059.75,154.48125,,CASCADE,6TH ST S & N,BR I-15,Urban,0.6,3432.916666666667,257.46875,1063.3720741379689
C001005_000+0.000_000+0.516_U-1005,C001005A,56-4A-143,000+0.000,000+0.516,U-1005,224,0.516,22376.0,11546.016,,YELLOWSTONE,24TH ST W,,Urban,44.8,499.4642857142857,257.72357142857146,1062.320676357266
C037144_000+0.000_000+0.464_X-37144,C037144A,37-1-022,000+0.000,000+0.464,X-37144,1,0.464,111.2,51.5968,,PONDERA,,,,0.2,556.0,257.984,1061.2482894800069
C008003_000+0.125_000+0.188_U-8003,C008003A,09-2A-072,000+0.125,000+0.188,U-8003,3,0.063,2458.4,154.8792,,CUSTER,PLEASANT ST,,Urban,0.6,4097.333333333334,258.132,1060.639822700053
C000004_054+0.674_054+0.768_N-4,C000004A,56-4B-005,054+0.674,054+0.768,N-4,22,0.094,12093.0,1136.742,,YELLOWSTONE,,US-310,NI-NHS,4.4,2748.4090909090905,258.3504545454545,1059.7429727573403
C229287_000+0.000_000+0.262_R090W437OFA,C229287A,56-4-057,000+0.000,000+0.262,R090W437OFA,16,0.262,3163.0,828.706,,YELLOWSTONE,,,,3.2,988.4375,258.970625,1057.2051510213182
C251113_000+0.240_000+0.354_R015N194OFA,C251113A,25-7-035,000+0.240,000+0.354,R015N194OFA,11,0.115,4960.0,570.4,,LEWIS AND CLARK,,,,2.2,2254.5454545454545,259.27272727272725,1055.9733049948497
C002853_000+0.000_000+0.101_L-20-274,C002853A,20-1-017,000+0.000,000+0.101,L-20-274,1,0.101,514.8,51.9948,,GRANITE,,,,0.2,2573.9999999999995,259.974,1053.1248459969465
C007105_000+0.000_000+0.161_U-7105,C007105A,14-6A-035,000+0.000,000+0.161,U-7105,4,0.161,1291.8,207.9798,,FERGUS,7TH AVE,,Urban,0.8,1614.7499999999998,259.97475,1053.1218078417621
C008106_001+0.400_001+0.545_U-8106,C008106A,32-3A-220,001+0.400,001+0.545,U-8106,13,0.145,4673.0,677.5849999999999,,MISSOULA,TOOLE ST,,Urban,2.6,1797.3076923076922,260.6096153846153,1050.5563208370113
C000010_000+0.684_000+0.836_N-10,C000010A,07-2A-023,000+0.684,000+0.836,N-10,18,0.153,6137.25,938.99925,,CASCADE,15TH ST,US-87,NI-NHS,3.6,1704.7916666666665,260.833125,1049.6560922360231
C042314_002+0.769_004+0.807_L-42-314,C042314A,060673B,002+0.769,004+0.807,L-42-314,2,2.038,51.333333333333336,104.61733333333333,,RICHLAND,,,,0.4,128.33333333333334,261.5433333333333,1046.805801638518
C032211_000+0.000_001+0.699_X-32211,C032211A,060389J,000+0.000,001+0.699,X-32211,7,1.699,215.66666666666666,366.41766666666666,,MISSOULA,,,,1.4,154.04761904761904,261.7269047619048,1046.0715873374759
C000029_089+0.134_089+0.315_N-29,C000029A,47-1C-021,089+0.134,089+0.315,N-29,17,0.181,4919.6,890.4476000000001,,SILVER BOW,MAIN ST,MT-287,Primary,3.4,1446.9411764705883,261.8963529411765,1045.3947740719548
C003976_000+0.000_001+0.162_L-41-2899,C003976A,41-2A-023,000+0.000,001+0.162,L-41-2899,20,1.162,903.25,1049.5765,,RAVALLI,,,,4.0,225.8125,262.394125,1043.4116187365482
C008108_000+0.503_000+0.562_U-8108,C008108A,32-3A-216,000+0.503,000+0.562,U-8108,4,0.058,3619.25,209.9165,,MISSOULA,MAIN ST,,Urban,0.8,4524.0625,262.395625,1043.4056540127533
C006371_001+0.004_001+0.442_L-32-4579,C006371A,32-3A-085,001+0.004,001+0.442,L-32-4579,9,0.438,1079.5,472.821,,MISSOULA,,,,1.8,599.7222222222222,262.67833333333334,1042.2826855909068
C072174_000+0.000_000+0.557_L-7-2540,C072174A,07-2A-152,000+0.000,000+0.557,L-7-2540,58,0.557,5479.0,3051.8030000000003,,CASCADE,,,,11.6,472.32758620689657,263.08646551724144,1040.6657680961835
C073951_000+0.000_000+0.290_L-32-4609,C073951A,32-3A-229,000+0.000,000+0.290,L-32-4609,5,0.29,907.8,263.26199999999994,,MISSOULA,,,,1.0,907.8,263.26199999999994,1039.9718862320055
C001018_000+0.125_000+0.199_U-1018,C001018A,56-4A-242,000+0.125,000+0.199,U-1018,17,0.074,12096.5,895.141,,YELLOWSTONE,4TH AVE N,,Urban,3.4,3557.794117647059,263.27676470588233,1039.9135640361847
C008107_001+0.009_001+0.041_N-130,C008107A,32-3A-203,001+0.009,001+0.041,N-130,11,0.033,17556.25,579.35625,,MISSOULA,STEPHENS AVE,BR US-93,NI-NHS,2.2,7980.113636363636,263.34375,1039.6490469707753
C228503_000+0.000_000+0.346_R094E093ONA,C228503A,44-5-035,000+0.000,000+0.346,R094E093ONA,1,0.346,152.8,52.8688,,ROSEBUD,,,,0.2,764.0,264.344,1035.7151239037396
C006715_000+0.476_000+0.753_U-6715,C006715A,15-7C-025,000+0.476,000+0.753,U-6715,9,0.277,1721.75,476.92475,,FLATHEAD,2ND ST,,Urban,1.8,956.5277777777777,264.9581944444445,1033.3142527909868
C005802_001+0.595_001+0.861_U-5802,C005802A,25-7C-029,001+0.595,001+0.861,U-5802,93,0.266,18600.25,4947.6665,,LEWIS AND CLARK,CUSTER AVE,,Urban,18.6,1000.0134408602149,266.0035752688172,1029.2533791567619
C027004_011+0.298_015+0.734_L-27-4,C027004A,27-3-022,011+0.298,015+0.734,L-27-4,2,4.437,24.0,106.488,,LINCOLN,,,,0.4,60.0,266.21999999999997,1028.4166430516495
C006096_000+0.378_000+0.874_L-32-4573,C006096A,32-3A-279,000+0.378,000+0.874,L-32-4573,12,0.496,1288.25,638.972,,MISSOULA,,,,2.4,536.7708333333334,266.23833333333334,1028.3458256569995
C118124_000+0.000_000+0.418_L-8-124,C118124A,091556R,000+0.000,000+0.418,L-8-124,1,0.418,127.5,53.294999999999995,,CHOUTEAU,,,,0.2,637.5,266.47499999999997,1027.4325122927485
C003890_000+0.000_000+0.553_L-7-3086,C003890A,07-2A-273,000+0.000,000+0.553,L-7-3086,35,0.553,3375.6,1866.7068000000002,,CASCADE,,,,7.0,482.2285714285714,266.67240000000004,1026.6719717271458
C228640_000+0.222_000+0.250_R315E000OFA,C228640A,07-2-045,000+0.222,000+0.250,R315E000OFA,1,0.028,1906.0,53.368,,CASCADE,,,,0.2,9530.0,266.84,1026.027127541636
C025300_000+0.000_001+0.158_L-25-300,C025300A,25-3-008,000+0.000,001+0.158,L-25-300,1,1.158,46.4,53.731199999999994,,LEWIS AND CLARK,,,,0.2,231.99999999999997,268.65599999999995,1019.091621676829
C047225_000+0.000_000+0.962_L-47-225,C047225A,399463C,000+0.000,000+0.962,L-47-225,1,0.962,56.0,53.872,,SILVER BOW,,,,0.2,280.0,269.35999999999996,1016.4281211509137
C006728_000+0.000_000+0.143_U-6728,C006728A,15-7C-068,000+0.000,000+0.143,U-6728,12,0.143,4527.75,647.4682499999999,,FLATHEAD,7TH AVE EN,,Urban,2.4,1886.5625,269.7784375,1014.8515991505444
C007011_017+0.247_021+0.759_L-7-11,C007011A,088179B,017+0.247,021+0.759,L-7-11,2,4.513,24.0,108.312,,CASCADE,,,,0.4,60.0,270.78,1011.0978606736471
C005813_000+0.973_001+0.115_L-25-3481,C005813A,25-7C-063,000+0.973,001+0.115,L-25-3481,4,0.142,1527.0,216.83399999999997,,LEWIS AND CLARK,,,,0.8,1908.75,271.04249999999996,1010.1186297839274
C006724_000+0.143_000+0.208_U-6724,C006724A,15-7C-077,000+0.143,000+0.208,U-6724,7,0.065,5840.5,379.6325,,FLATHEAD,3RD AVE EN/E,,Urban,1.4,4171.785714285715,271.16607142857146,1009.6583148136531
C000030_023+0.785_024+0.126_P-30,C000030A,46-2-019,023+0.785,024+0.126,P-30,2,0.39,278.3333333333333,108.55,,SHERIDAN,,MT-5,Primary,0.4,695.8333333333333,271.375,1008.8809901914699
C008127_000+0.000_000+0.072_L-32-943,C008127A,32-3A-222,000+0.000,000+0.072,L-32-943,2,0.072,1508.2,108.59039999999999,,MISSOULA,PATTEE ST,,Urban,0.4,3770.5,271.47599999999994,1008.5056458516045
C000291_000+0.000_000+0.067_N-291,C000291A,16-3-018,000+0.000,000+0.067,N-291,31,0.067,25135.25,1684.06175,,GALLATIN,JACKRABBIT LN,S-291,NI-NHS,6.2,4054.072580645161,271.62286290322584,1007.9603601363804
C228297_000+0.000_000+0.359_R015N339OFA,C228297A,37-3-027,000+0.000,000+0.359,R015N339OFA,2,0.359,302.8,108.7052,,PONDERA,,,,0.4,757.0,271.763,1007.4405960826534
C006716_000+0.136_000+0.277_U-6716,C006716A,15-7C-030,000+0.136,000+0.277,U-6716,5,0.141,1928.6,271.9326,,FLATHEAD,4TH ST W/E,,Urban,1.0,1928.6,271.9326,1006.8122715452658
C007623_000+0.000_000+0.575_L-40-723,C007623A,40-2-014,000+0.000,000+0.575,L-40-723,2,0.575,189.8,109.135,,PRAIRIE,,,,0.4,474.5,272.8375,1003.473051590086
C228931_000+0.000_000+0.262_R090E005OFA,C228931A,31-1-051,000+0.000,000+0.262,R090E005OFA,1,0.262,209.0,54.758,,MINERAL,,,,0.2,1045.0,273.79,999.9820253230947
C020011_000+0.000_000+0.039_X-20011,C020011A,20-1-022,000+0.000,000+0.039,X-20011,1,0.039,1406.8,54.8652,,GRANITE,,,,0.2,7033.999999999999,274.32599999999996,998.0281807528639
C229284_000+0.000_000+0.274_R090W298OFA,C229284A,16-3-054,000+0.000,000+0.274,R090W298OFA,37,0.274,7409.8,2030.2852000000003,,GALLATIN,,,,7.4,1001.3243243243243,274.3628648648649,997.894080337952
C228937_000+0.000_000+0.272_R090E047ONA,C228937A,31-2-039,000+0.000,000+0.272,R090E047ONA,4,0.272,807.4,219.61280000000002,,MINERAL,,,,0.8,1009.2499999999999,274.516,997.3374182678247
C000060_074+0.435_074+0.462_N-60,C000060A,07-2-015,074+0.435,074+0.462,N-60,2,0.027,4074.0,109.998,,CASCADE,,US-89,Primary,0.4,10185.0,274.995,995.6002062336048
C000238_068+0.515_068+0.706_S-238,C000238A,19-2-011,068+0.515,068+0.706,S-238,1,0.191,289.3333333333333,55.26266666666666,,GOLDEN VALLEY,1ST AVE S,,Urban,0.2,1446.6666666666665,276.3133333333333,990.850044803762
C029091_001+0.703_002+0.344_L-22-91,C029091A,22-3-008,001+0.703,002+0.344,L-22-91,3,0.641,259.4,166.2754,,JEFFERSON,,,,0.6,432.3333333333333,277.1256666666667,987.9455844215446
C008114_000+0.000_000+0.288_U-8114,C008114A,32-3A-205,000+0.000,000+0.288,U-8114,18,0.288,3464.25,997.704,,MISSOULA,S 5TH ST,,Urban,3.6,962.2916666666666,277.14,987.8944891145635
C325940_000+0.000_000+0.262_L-7-3532,C325940A,927497F,000+0.000,000+0.262,L-7-3532,1,0.262,211.75,55.478500000000004,,CASCADE,,,,0.2,1058.75,277.3925,986.9952457734443
C006703_000+0.000_000+0.258_U-6703,C006703A,15-7B-041,000+0.000,000+0.258,U-6703,8,0.258,1720.75,443.9535,,FLATHEAD,NORTHRIDGE DR,,Urban,1.6,1075.46875,277.4709375,986.7162347884096
C005215_000+0.000_000+0.468_U-5215,C005215A,07-2A-110,000+0.000,000+0.468,U-5215,62,0.468,7372.6,3450.3768000000005,,CASCADE,13TH ST S,,Urban,12.4,594.5645161290323,278.2561935483871,983.9316610417175
C003470_000+0.000_000+0.819_L-7-2802,C003470A,088707A,000+0.000,000+0.819,L-7-2802,9,0.819,613.5,502.45649999999995,,CASCADE,,,,1.8,340.8333333333333,279.1425,980.8075757479071
C007407_000+0.328_000+0.751_U-7407,C007407A,34-2A-037,000+0.328,000+0.751,U-7407,3,0.423,396.0,167.50799999999998,,PARK,ROGERS LN,,Urban,0.6,660.0,279.18,980.6758317687877
C005226_000+0.688_000+0.992_U-5226,C005226A,07-2A-153,000+0.688,000+0.992,U-5226,51,0.304,9388.75,2854.18,,CASCADE,26TH ST S,,Urban,10.2,920.4656862745098,279.821568627451,978.4273601786653
C008126_000+0.215_000+0.499_U-8126,C008126A,32-3A-196,000+0.215,000+0.499,U-8126,9,0.285,1768.0,503.87999999999994,,MISSOULA,BECKWITH ST,,Urban,1.8,982.2222222222222,279.9333333333333,978.0367184325203
C229149_000+0.000_000+0.256_R090W016ONA,C229149A,31-1-024,000+0.000,000+0.256,R090W016ONA,2,0.256,438.4,112.2304,,MINERAL,,,,0.4,1095.9999999999998,280.57599999999996,975.7964997476981
C027468_000+0.000_002+0.443_L-27-468,C027468A,27-3A-038,000+0.000,002+0.443,L-27-468,2,2.443,46.0,112.378,,LINCOLN,,,,0.4,115.0,280.945,974.514864878215
C003462_000+0.653_001+0.143_L-7-2518,C003462A,07-2A-160,000+0.653,001+0.143,L-7-2518,39,0.489,4487.4,2194.3385999999996,,CASCADE,,,,7.8,575.3076923076923,281.32546153846147,973.1969414214557
C000053_001+0.156_001+0.298_N-53,C000053A,56-4A-024,001+0.156,001+0.298,N-53,27,0.142,10702.25,1519.7195,,YELLOWSTONE,27TH ST,MT-3,NI-NHS,5.4,1981.898148148148,281.429537037037,972.8370433170957
C229063_000+0.000_000+0.219_R090E319OFA,C229063A,16-3-059,000+0.000,000+0.219,R090E319OFA,2,0.219,514.25,112.62075,,GALLATIN,,,,0.4,1285.625,281.551875,972.4143329296248
C008107_001+0.077_001+0.214_N-130,C008107A,32-3A-208,001+0.077,001+0.214,N-130,44,0.137,18105.75,2480.4877500000002,,MISSOULA,STEPHENS AVE,BR US-93,NI-NHS,8.8,2057.4715909090905,281.87360795454543,971.3044108668744
C082534_000+0.000_000+0.120_L-16-2074,C082534A,060076U,000+0.000,000+0.120,L-16-2074,10,0.12,4706.0,564.72,,GALLATIN,,,,2.0,2353.0,282.36,969.6312463281275
C000354_000+0.000_000+0.217_U-354,C000354A,24-2-022,000+0.000,000+0.217,U-354,9,0.217,2343.0,508.431,,LAKE,MAIN ST,S-354,Urban,1.8,1301.6666666666667,282.46166666666664,969.2822461332574
C000180_000+0.000_000+0.294_L-16-4333,C000180A,16-3-026,000+0.000,000+0.294,L-16-4333,1,0.294,192.8,56.6832,,GALLATIN,,,,0.2,964.0,283.416,966.0184277288866
C002266_000+0.247_000+0.639_L-26-593,C002266A,26-2-016,000+0.247,000+0.639,L-26-593,1,0.393,144.25,56.69025,,LIBERTY,,,,0.2,721.25,283.45124999999996,965.8982936685238
C001251_001+0.505_002+0.006_L-56-2389,C001251A,56-4A-295,001+0.505,002+0.006,L-56-2389,35,0.501,3961.6,1984.7616,,YELLOWSTONE,,,,7.0,565.9428571428572,283.5373714285714,965.6049124451374
C003404_000+0.000_000+0.198_L-7-1482,C003404A,07-2A-274,000+0.000,000+0.198,L-7-1482,9,0.198,2579.0,510.642,,CASCADE,,,,1.8,1432.7777777777778,283.69,965.0854055948753
C005098_000+0.555_000+0.898_L-15-6472,C005098A,15-7C-034,000+0.555,000+0.898,L-15-6472,4,0.343,662.0,227.06600000000003,,FLATHEAD,,,,0.8,827.5,283.83250000000004,964.600878029155
C001022_003+0.170_003+0.387_U-1022,C001022A,56-4A-226,003+0.170,003+0.387,U-1022,14,0.216,3684.0,795.744,,YELLOWSTONE,STATE AVE,,NI-NHS,2.8,1315.7142857142858,284.19428571428574,963.3729194275902
C223620_000+0.442_001+0.437_L-56-933,C223620A,087462H,000+0.442,001+0.437,L-56-933,19,0.996,1086.6666666666667,1082.3200000000002,,YELLOWSTONE,,,,3.8,285.9649122807018,284.821052631579,961.2529557895984
C000291_000+0.722_000+0.829_N-291,C000291A,060090P,000+0.722,000+0.829,N-291,32,0.107,17039.5,1823.2265,,GALLATIN,JACKRABBIT LN,S-291,NI-NHS,6.4,2662.421875,284.879140625,961.0569524765821
C010435_000+0.000_000+0.253_L-56-2401,C010435A,56-4A-173,000+0.000,000+0.253,L-56-2401,17,0.253,3831.75,969.43275,,YELLOWSTONE,,,,3.4,1126.985294117647,285.12727941176473,960.2205698383042
C007413_000+0.216_000+0.449_U-7413,C007413A,34-2A-055,000+0.216,000+0.449,U-7413,1,0.234,244.0,57.096000000000004,,PARK,GUTHRIE LN,,Urban,0.2,1220.0,285.48,959.0341835267272
C001004_002+0.604_002+0.861_U-1004,C001004A,56-4A-090,002+0.604,002+0.861,U-1004,63,0.257,14000.0,3598.0,,YELLOWSTONE,GRAND AVE,,Urban,12.6,1111.111111111111,285.55555555555554,958.7804312913973
C008111_000+0.283_000+0.358_L-32-941,C008111A,32-3A-224,000+0.283,000+0.358,L-32-941,2,0.075,1524.0,114.3,,MISSOULA,RYMAN ST,,Urban,0.4,3810.0,285.75,958.1280094950487
C223591_000+0.000_001+0.387_L-56-3079,C223591A,087392V,000+0.000,001+0.387,L-56-3079,26,1.387,1072.6666666666667,1487.7886666666668,,YELLOWSTONE,,,,5.2,206.2820512820513,286.11320512820515,956.911718179974
C228435_000+0.000_000+0.193_R015S286ONA,C228435A,07-1-026,000+0.000,000+0.193,R015S286ONA,1,0.193,296.6,57.24380000000001,,CASCADE,,,,0.2,1483.0,286.219,956.5580157613928
C007477_000+0.000_000+0.108_U-10412,C007477A,42-4A-052,000+0.000,000+0.108,U-10412,3,0.108,1592.4,171.97920000000002,,RICHLAND,14TH ST SW,,Urban,0.6,2654.0000000000005,286.63200000000006,955.1797381772101
C036113_000+0.000_004+0.201_L-36-113,C036113A,059467S,000+0.000,004+0.201,L-36-113,1,4.201,13.666666666666666,57.41366666666666,,PHILLIPS,,,,0.2,68.33333333333333,287.06833333333327,953.7279000233749
C055124_001+0.019_002+0.092_L-55-124,C055124A,092852F,001+0.019,002+0.092,L-55-124,1,1.073,53.666666666666664,57.584333333333326,,WIBAUX,,,,0.2,268.3333333333333,287.9216666666666,950.9012707618746
