YEAR,DEPT_ID,DEPT_RBD,SEC_LNT_MI,CORR_ID,CORR_RBD,CORRIDOR,CORR_MP,CORR_ENDMP,CORR_MIOFF,CORR_ENDMI,SITE_ID,TYC_CCS,TYC_REMARK,TYC_ACTEST,TYC_AADT,TYC_MC_NUM,TYC_RV_NUM,BUS_NUM,COMM_NUM,LG_TRK_NUM,TYC_MC,TYC_RV,TYC_BUS,TYC_COMM,TYC_LG_TRK,FACTOR_GRP,TYC_VC_GRP,FUT_FACT,TYC_DHV,FLEXESAL_P,FLEXESAL_N,RESAL_P,RESAL_N,ONE_WAY,NUM_LANES,COIN_RT,CNTY_NM,JCT_DESC,LINK_DESC,PCT_DH_SU,PCT_DH_CU
2023.0,L-7-92,A,11.6,C007092,A,C007092A,000+0.000,011+0.600,0.0,11.6,091571T,,,A,134.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,RMA_RMC_345,0.0,11.0,155.0,0.0,0.0,0.0,0.0,,2.0,,CASCADE,JCT N-10,ENT L-7-92A/,0.0,0.0
2023.0,L-7-89,A,3.224,C007089,A,C007089A,004+0.318,007+0.542,4.318,7.542,091567D,,,A,26.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,RMA_RMC_345,0.0,11.0,155.0,0.0,0.0,0.0,0.0,,2.0,,CASCADE,,,0.0,0.0
2023.0,L-7-60,A,9.018,C007060,A,C007060A,000+0.000,009+0.018,0.0,9.018,07-1-036,,,E,37.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,RMA_RMC_345,0.0,11.0,155.0,0.0,0.0,0.0,0.0,,2.0,,CASCADE,JCT NEUMAN RD,ENT L-7-60A/,0.0,0.0
2023.0,L-5-3880,A,0.445,C007050,A,C007050A,000+0.000,000+0.445,0.0,0.445,05-3-022,,,E,361.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,UMA_UC,0.0,13.0,116.0,0.0,0.0,0.0,0.0,,2.0,,CARBON,JCT PARK,ENT L-5-3880A/,0.0,0.0
2023.0,L-43-176,A,0.495,C007015,A,C007015A,000+0.000,000+0.495,0.0,0.495,43-4-017,,,A,203.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,UMA_UC,0.0,13.0,116.0,0.0,0.0,0.0,0.0,,2.0,,ROOSEVELT,JCT 1STA VE,ENT L-43-176A/,0.0,0.0
2023.0,L-7-11,A,4.513,C007011,A,C007011A,017+0.247,021+0.759,17.247,21.759,088179B,,,A,19.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,RMA_RMC_345,0.0,11.0,155.0,0.0,0.0,0.0,0.0,,2.0,,CASCADE,,ENT L-7-11A,0.0,0.0
2023.0,L-50-3,A,17.247,C007011,A,C007011A,000+0.000,017+0.247,0.0,17.247,088179B,,,A,19.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,RMA_RMC_345,0.0,11.0,155.0,0.0,0.0,0.0,0.0,,2.0,,TETON,JCT S-221,ENT L-50-3A/,0.0,0.0
2023.0,L-24-1307,A,0.08,C006977,A,C006977A,000+0.000,000+0.080,0.0,0.08,24-2-026,,,A,436.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,UMA_UC,0.0,13.0,116.0,0.0,0.0,0.0,0.0,,2.0,,LAKE,JCT N-5 (US 93),ENT L-24-1307A/,0.0,0.0
2023.0,L-24-1815,A,0.046,C006955,A,C006955A,000+0.940,000+0.986,0.94,0.986,24-2-025,,,A,384.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,UMA_UC,0.0,13.0,116.0,0.0,0.0,0.0,0.0,,1.0,,LAKE,,BEGIN 1 LANE,0.0,0.0
2023.0,L-24-1815,A,0.94,C006955,A,C006955A,000+0.000,000+0.940,0.0,0.94,24-2-025,,,A,384.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,UMA_UC,0.0,13.0,116.0,0.0,0.0,0.0,0.0,,2.0,,LAKE,JCT 6TH ST W,ENT L-24-1815A/,0.0,0.0
2023.0,U-6907,A,0.068,C006907,A,C006907A,000+0.432,000+0.500,0.432,0.5,56-4B-014,,,E,1585.0,7.0,,4.0,19.0,2.0,4.0,,3.0,12.0,1.0,UMA_UC,9072.0,10.0,113.0,8.0,8.0,12.0,12.0,,2.0,,YELLOWSTONE,,,0.0,0.0
2023.0,U-6907,A,0.432,C006907,A,C006907A,000+0.000,000+0.432,0.0,0.432,56-4B-013,,,E,1112.0,8.0,,4.0,22.0,2.0,7.0,,4.0,20.0,2.0,UMA_UC,9072.0,10.0,113.0,9.0,9.0,14.0,14.0,,2.0,,YELLOWSTONE,JCT U-6905(8TH AVE),ENT U-6907A/,0.0,0.0
2023.0,U-6906,A,0.068,C006906,A,C006906A,002+0.182,002+0.250,2.182,2.25,56-4B-017,,,E,725.0,7.0,,0.0,6.0,2.0,10.0,,0.0,8.0,3.0,UMA_UC,9071.0,15.0,134.0,1.0,1.0,2.0,2.0,,2.0,,YELLOWSTONE,,,0.0,0.847
2023.0,U-6906,A,0.433,C006906,A,C006906A,001+0.749,002+0.182,1.749,2.182,56-4B-016,,,E,1475.0,7.0,,0.0,6.0,2.0,5.0,,0.0,4.0,1.0,UMA_UC,9071.0,15.0,134.0,2.0,2.0,2.0,2.0,,2.0,,YELLOWSTONE,JCT U-6901(1ST AVE),JCT U-6901(1ST AVE),0.741,0.0
2023.0,U-6906,A,0.677,C006906,A,C006906A,000+0.214,000+0.891,0.214,0.891,56-4B-036,,,A,1028.0,7.0,,0.0,6.0,2.0,7.0,,0.0,6.0,2.0,UMA_UC,9071.0,15.0,134.0,2.0,2.0,2.0,2.0,,2.0,,YELLOWSTONE,,,0.0,0.847
2023.0,U-6904,A,0.652,C006904,A,C006904A,000+0.851,001+0.503,0.851,1.503,56-4B-023,,,E,3137.0,25.0,,23.0,63.0,24.0,8.0,,7.0,20.0,8.0,UMA_UC,8104.0,10.0,100.0,31.0,31.0,41.0,41.0,,2.0,,YELLOWSTONE,JCT I-90 OFF RAMP W LAUREL INTERCHANGE,,0.984,0.328
2023.0,U-6904,A,0.329,C006904,A,C006904A,000+0.521,000+0.851,0.521,0.851,56-4B-022,,,E,3159.0,25.0,,23.0,63.0,24.0,8.0,,7.0,20.0,8.0,UMA_UC,8104.0,10.0,100.0,31.0,31.0,41.0,41.0,,2.0,,YELLOWSTONE,JCT U-6905(8TH AVE),JCT U-6905(8TH AVE),2.273,0.325
2023.0,U-6904,A,0.213,C006904,A,C006904A,000+0.308,000+0.521,0.308,0.521,56-4B-021,,,E,5461.0,25.0,,23.0,63.0,24.0,5.0,,4.0,12.0,4.0,UMA_UC,8104.0,10.0,100.0,33.0,33.0,43.0,43.0,,2.0,,YELLOWSTONE,,,0.659,5.107
2023.0,U-6904,A,0.308,C006904,A,C006904A,000+0.000,000+0.308,0.0,0.308,56-4B-020,,,E,6014.0,25.0,,23.0,63.0,24.0,4.0,,4.0,10.0,4.0,UMA_UC,8104.0,10.0,100.0,34.0,34.0,44.0,44.0,,2.0,,YELLOWSTONE,JCT N-4/U-6901,ENT U-6904A/,0.775,1.357
2023.0,U-6903,A,1.965,C006903,A,C006903A,000+0.825,002+0.790,0.825,2.79,56-4B-030,,,E,1855.0,8.0,,8.0,78.0,40.0,4.0,,4.0,42.0,22.0,UMA_UC,9069.0,35.0,111.0,33.0,33.0,47.0,47.0,,2.0,,YELLOWSTONE,,,1.682,0.756
2023.0,U-6903,A,0.415,C006903,A,C006903A,000+0.410,000+0.825,0.41,0.825,56-4B-043,,,E,2671.0,8.0,,8.0,78.0,40.0,3.0,,3.0,29.0,15.0,UMA_UC,9069.0,35.0,111.0,34.0,34.0,48.0,48.0,,2.0,,YELLOWSTONE,,,1.682,0.756
2023.0,U-6903,A,0.41,C006903,A,C006903A,000+0.000,000+0.410,0.0,0.41,56-4B-029,,,E,2911.0,8.0,,8.0,78.0,40.0,3.0,,3.0,27.0,14.0,UMA_UC,9069.0,35.0,111.0,34.0,34.0,48.0,48.0,,2.0,,YELLOWSTONE,JCT N-4(1ST AVE),ENT U-6903A/,1.049,1.049
2023.0,U-6902,A,0.53,C006902,A,C006902A,000+0.000,000+0.530,0.0,0.53,56-4B-028,,,E,1718.0,9.0,,1.0,99.0,22.0,5.0,,1.0,58.0,13.0,UMA_UC,9068.0,10.0,118.0,38.0,38.0,56.0,56.0,,2.0,,YELLOWSTONE,JCT N-4(1ST AVE),ENT U-6902A/,0.913,0.457
2023.0,L-46-1187,A,0.139,C006898,A,C006898A,000+0.131,000+0.270,0.131,0.27,46-1-027,,,E,1127.0,2.0,,11.0,15.0,3.0,2.0,,10.0,13.0,3.0,UMA_UC,9180.0,13.0,124.0,10.0,10.0,13.0,13.0,,2.0,,SHERIDAN,,,0.714,0.0
2023.0,L-45-782,A,0.498,C006866,A,C006866A,000+0.000,000+0.498,0.0,0.498,45-4-020,,,A,798.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,UMA_UC,0.0,13.0,116.0,0.0,0.0,0.0,0.0,,2.0,,SANDERS,JCT P-6 (E RAILROAD AVE),ENT L-45-782A/,0.0,0.0
2023.0,L-45-101,A,12.224,C006865,A,C006865A,011+0.919,024+0.143,11.919,24.143,45-3-003,,,E,41.0,4.0,,1.0,14.0,3.0,98.0,,24.0,341.0,73.0,RMA_RMC_12,5422.0,14.0,216.0,3.0,3.0,5.0,5.0,,2.0,,SANDERS,,,0.0,0.0
2023.0,L-45-101,A,11.919,C006865,A,C006865A,000+0.000,011+0.919,0.0,11.919,45-4-008,,,A,668.0,4.0,,1.0,14.0,3.0,6.0,,1.0,21.0,4.0,RMA_RMC_12,5422.0,14.0,216.0,4.0,4.0,5.0,5.0,,2.0,,SANDERS,JCT P-6,ENT L-45-101A/,0.0,0.0
2023.0,L-45-777,A,0.666,C006844,A,C006844A,000+0.000,000+0.666,0.0,0.666,45-4-023,,,E,3413.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,UMA_UC,0.0,13.0,116.0,0.0,0.0,0.0,0.0,,2.0,,SANDERS,JCT W 4TH ST,ENT L-45-777A/,0.0,0.0
2023.0,L-20-588,A,0.384,C006819,A,C006819A,000+0.000,000+0.384,0.0,0.384,20-3-012,,,A,71.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,UMA_UC,0.0,13.0,116.0,0.0,0.0,0.0,0.0,,2.0,,GRANITE,JCT SOUTH ST,ENT L-20-588A/,0.0,0.0
2023.0,L-46-1156,A,0.425,C006769,A,C006769A,000+0.000,000+0.425,0.0,0.425,46-1-010,,,E,49.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,UMA_UC,0.0,13.0,116.0,0.0,0.0,0.0,0.0,,2.0,,SHERIDAN,JCT UDELAND ST,ENT L-46-1156A/,0.0,0.0
2023.0,U-6733,A,0.004,C006733,A,C006733A,000+0.185,000+0.189,0.185,0.189,15-7B-092,,,E,2936.0,29.0,,3.0,47.0,3.0,10.0,,1.0,16.0,1.0,UMA_UC,9067.0,10.0,127.0,19.0,19.0,27.0,27.0,,4.0,,FLATHEAD,,BEGIN 4 LANES,0.571,0.0
2023.0,U-6733,A,0.185,C006733,A,C006733A,000+0.000,000+0.185,0.0,0.185,15-7B-092,,,E,2936.0,29.0,,3.0,47.0,3.0,10.0,,1.0,16.0,1.0,UMA_UC,9067.0,10.0,127.0,19.0,19.0,27.0,27.0,,2.0,,FLATHEAD,JCT U-6730 (AIRPORT RD),ENT U-6733A/,0.571,0.0
2023.0,U-6732,A,0.238,C006732,A,C006732A,000+0.327,000+0.565,0.327,0.565,15-7C-092,,,E,1615.0,0.0,,7.0,22.0,2.0,0.0,,4.0,14.0,1.0,UMA_UC,9066.0,10.0,122.0,7.0,7.0,10.0,10.0,,2.0,,FLATHEAD,JCT U-6721(5TH AVE W),JCT U-6721(5TH AVE W),0.0,0.0
2023.0,U-6731,A,0.138,C006731,A,C006731A,000+0.430,000+0.568,0.43,0.568,15-7C-091,,,E,1273.0,10.0,,6.0,33.0,7.0,8.0,,5.0,26.0,5.0,UMA_UC,8102.0,35.0,127.0,9.0,9.0,13.0,13.0,,2.0,,FLATHEAD,JCT U-6720(7TH AVE W),JCT U-6720(7TH AVE W),0.3,0.901
2023.0,U-6728,A,1.054,C006728,A,C006728A,000+0.507,001+0.561,0.507,1.561,15-7B-063,,,E,7204.0,12.0,,3.0,51.0,17.0,2.0,,0.0,7.0,2.0,UMA_UC,8099.0,10.0,101.0,19.0,19.0,24.0,24.0,,2.0,,FLATHEAD,,,1.165,0.519
2023.0,U-6728,A,0.28,C006728,A,C006728A,000+0.143,000+0.422,0.143,0.422,15-7C-075,,,A,5573.0,12.0,,3.0,51.0,17.0,2.0,,1.0,9.0,3.0,UMA_UC,8099.0,10.0,101.0,18.0,18.0,22.0,22.0,,2.0,,FLATHEAD,JCT U-6719(OREGON ST),JCT U-6719(OREGON ST),0.38,0.759
2023.0,U-6726,A,0.299,C006726,A,C006726A,000+0.714,001+0.013,0.714,1.013,15-7C-089,,,A,4187.0,15.0,,1.0,32.0,7.0,4.0,,0.0,8.0,2.0,UMA_UC,8098.0,10.0,116.0,8.0,8.0,9.0,9.0,,2.0,,FLATHEAD,,,0.0,0.472
2023.0,U-6726,A,0.182,C006726,A,C006726A,000+0.533,000+0.714,0.533,0.714,15-7C-065,,,E,4539.0,15.0,,1.0,32.0,7.0,3.0,,0.0,7.0,2.0,UMA_UC,8098.0,10.0,116.0,9.0,9.0,9.0,9.0,,2.0,,FLATHEAD,JCT U-6718(11TH ST E),JCT U-6718(11TH ST E),0.477,0.873
2023.0,L-15-7334,A,0.345,C006725,A,C006725A,000+0.279,000+0.624,0.279,0.624,15-7C-061,,,E,1243.0,2.0,,4.0,24.0,2.0,2.0,,3.0,19.0,2.0,UMA_UC,8097.0,10.0,127.0,8.0,8.0,11.0,11.0,Yes,2.0,,FLATHEAD,,,0.0,0.0
2023.0,L-15-7334,A,0.21,C006725,A,C006725A,000+0.069,000+0.279,0.069,0.279,15-7C-060,,,E,659.0,2.0,,2.0,9.0,1.0,3.0,,3.0,14.0,2.0,UMA_UC,9064.0,14.0,141.0,3.0,3.0,4.0,4.0,Yes,2.0,,FLATHEAD,,BEGIN ONEWAY ROADWAY,0.0,0.0
2023.0,U-6724,A,0.171,C006724,A,C006724A,000+0.208,000+0.378,0.208,0.378,15-7C-058,,,E,4094.0,2.0,,0.0,25.0,3.0,0.0,,0.0,6.0,1.0,UMA_UC,8096.0,10.0,117.0,6.0,6.0,6.0,6.0,,2.0,,FLATHEAD,,,1.351,0.676
2023.0,U-6733,A,0.1,C006733,A,C006733A,000+0.189,000+0.289,0.189,0.289,15-7B-093,,,E,2296.0,29.0,,3.0,47.0,3.0,13.0,,1.0,20.0,1.0,UMA_UC,9067.0,10.0,127.0,18.0,18.0,27.0,27.0,,4.0,,FLATHEAD,JCT N-5(US-93),JCT N-5(US-93),0.571,0.0
2023.0,U-6724,A,0.065,C006724,A,C006724A,000+0.143,000+0.208,0.143,0.208,15-7C-077,,,E,5569.0,2.0,,0.0,25.0,3.0,0.0,,0.0,4.0,1.0,UMA_UC,8096.0,10.0,117.0,7.0,7.0,7.0,7.0,,2.0,,FLATHEAD,JCT N-1(IDAHO ST),JCT N-1(IDAHO ST),1.351,0.676
2023.0,U-6724,A,0.143,C006724,A,C006724A,000+0.000,000+0.143,0.0,0.143,15-7C-059,,,E,1492.0,7.0,,3.0,3.0,0.0,5.0,,2.0,2.0,0.0,UMA_UC,9062.0,10.0,119.0,2.0,2.0,3.0,3.0,,2.0,,FLATHEAD,JCT U-6719(OREGON ST),ENT U-6724A/,0.0,0.0
2023.0,U-6723,A,0.485,C006723,A,C006723A,000+0.258,000+0.743,0.258,0.743,15-7C-051,,,A,2988.0,12.0,,1.0,23.0,4.0,4.0,,0.0,8.0,1.0,UMA_UC,9061.0,10.0,108.0,6.0,6.0,7.0,7.0,,2.0,,FLATHEAD,JCT U-6718(11TH ST E),JCT U-6718(11TH ST E),0.339,0.0
2023.0,U-6722,A,0.137,C006722,A,C006722A,001+0.044,001+0.181,1.044,1.181,15-7C-049,,,A,3697.0,14.0,,16.0,31.0,3.0,4.0,,4.0,8.0,1.0,UMA_UC,9060.0,10.0,120.0,17.0,17.0,24.0,24.0,,4.0,,FLATHEAD,JCT U-6715(2ND ST W),JCT U-6715(2ND ST W),0.0,0.0
2023.0,U-6722,A,0.139,C006722,A,C006722A,000+0.905,001+0.044,0.905,1.044,15-7C-073,,,E,4095.0,14.0,,16.0,31.0,3.0,3.0,,4.0,8.0,1.0,UMA_UC,9060.0,10.0,120.0,17.0,17.0,24.0,24.0,,4.0,,FLATHEAD,JCT U-6716(4TH ST W),BEGIN 4 LANES/JCT U-6716(4TH ST W),0.0,0.0
2023.0,U-6722,A,0.485,C006722,A,C006722A,000+0.420,000+0.905,0.42,0.905,15-7C-047,,,E,3255.0,14.0,,16.0,31.0,3.0,4.0,,5.0,10.0,1.0,UMA_UC,9060.0,10.0,120.0,17.0,17.0,24.0,24.0,,2.0,,FLATHEAD,JCT U-6718(11TH ST W),JCT U-6718(11TH ST W),0.0,0.0
2023.0,U-6722,A,0.225,C006722,A,C006722A,000+0.126,000+0.351,0.126,0.351,15-7B-098,,,E,2566.0,2.0,,4.0,84.0,2.0,1.0,,2.0,33.0,1.0,UMA_UC,8095.0,10.0,117.0,24.0,24.0,34.0,34.0,,2.0,,FLATHEAD,,,0.0,0.0
2023.0,U-6722,A,0.126,C006722,A,C006722A,000+0.000,000+0.126,0.0,0.126,15-7B-091,,,E,2258.0,2.0,,4.0,88.0,2.0,1.0,,2.0,39.0,1.0,UMA_UC,8095.0,10.0,117.0,25.0,25.0,35.0,35.0,,2.0,,FLATHEAD,JCT U-6730(AIRPORT RD),ENT U-6722A/,0.0,0.0
2023.0,U-6721,A,0.071,C006721,A,C006721A,000+0.933,001+0.004,0.933,1.004,15-7C-081,,,A,5304.0,17.0,,7.0,41.0,15.0,3.0,,1.0,8.0,3.0,UMA_UC,8094.0,10.0,113.0,15.0,15.0,17.0,17.0,,2.0,,FLATHEAD,,,1.417,0.81
2023.0,U-6721,A,0.172,C006721,A,C006721A,000+0.761,000+0.933,0.761,0.933,15-7C-044,,,E,5684.0,17.0,,7.0,41.0,15.0,3.0,,1.0,7.0,3.0,UMA_UC,8094.0,10.0,113.0,15.0,15.0,18.0,18.0,,2.0,,FLATHEAD,JCT U-6714(CENTER ST),JCT U-6714(CENTER ST),1.417,0.81
2023.0,U-6721,A,0.139,C006721,A,C006721A,000+0.485,000+0.624,0.485,0.624,15-7C-043,,,E,3755.0,17.0,,7.0,41.0,15.0,5.0,,2.0,11.0,4.0,UMA_UC,8094.0,10.0,113.0,13.0,13.0,16.0,16.0,,2.0,,FLATHEAD,JCT U-6716(4TH ST W),JCT U-6716(4TH ST W),1.417,0.81
2023.0,U-6721,A,0.208,C006721,A,C006721A,000+0.277,000+0.485,0.277,0.485,15-7C-079,,,E,2826.0,17.0,,7.0,41.0,15.0,6.0,,2.0,15.0,5.0,UMA_UC,8094.0,10.0,113.0,13.0,13.0,15.0,15.0,,2.0,,FLATHEAD,JCT U-6731(7TH ST),JCT U-6731(7TH ST),1.417,0.81
2023.0,U-6720,A,0.137,C006720,A,C006720A,000+0.624,000+0.761,0.624,0.761,15-7C-041,,,E,918.0,2.0,,3.0,11.0,2.0,2.0,,3.0,12.0,2.0,UMA_UC,9058.0,10.0,111.0,3.0,3.0,4.0,4.0,,2.0,,FLATHEAD,JCT U-6715(2ND ST W),JCT U-6715(2ND ST W),0.0,0.0
2023.0,U-6720,A,0.347,C006720,A,C006720A,000+0.277,000+0.624,0.277,0.624,15-7C-071,,,E,1216.0,2.0,,4.0,14.0,2.0,2.0,,3.0,12.0,2.0,UMA_UC,9058.0,10.0,111.0,4.0,4.0,5.0,5.0,,2.0,,FLATHEAD,JCT U-6731(7TH ST),JCT U-6731(7TH ST),0.0,0.0
2023.0,U-6719,A,0.209,C006719,A,C006719A,000+0.277,000+0.486,0.277,0.486,15-7C-020,,,A,4266.0,8.0,,1.0,21.0,7.0,2.0,,0.0,5.0,2.0,UMA_UC,9057.0,10.0,114.0,8.0,8.0,10.0,10.0,,2.0,,FLATHEAD,JCT U-6725(4TH AVE EN),JCT U-6725(4TH AVE EN),0.0,0.226
2023.0,U-6719,A,0.033,C006719,A,C006719A,000+0.210,000+0.243,0.21,0.243,15-7C-019,,,E,3841.0,8.0,,1.0,21.0,7.0,2.0,,0.0,5.0,2.0,UMA_UC,9057.0,10.0,114.0,8.0,8.0,9.0,9.0,,2.0,,FLATHEAD,JCT U-6724(3RD AVE EN),JCT U-6724(3RD AVE EN),0.0,0.226
2023.0,U-6719,A,0.21,C006719,A,C006719A,000+0.000,000+0.210,0.0,0.21,15-7C-019,,,E,3841.0,8.0,,1.0,21.0,7.0,2.0,,0.0,5.0,2.0,UMA_UC,9057.0,10.0,114.0,8.0,8.0,9.0,9.0,,2.0,,FLATHEAD,JCT N-5(SUNSET BLVD),ENT U-6719A/,0.0,0.226
2023.0,U-6718,A,0.4,C006718,A,C006718A,000+0.772,001+0.172,0.772,1.172,15-7C-039,,,E,1465.0,12.0,,1.0,19.0,2.0,8.0,,1.0,13.0,1.0,UMA_UC,8093.0,10.0,107.0,5.0,5.0,6.0,6.0,,2.0,,FLATHEAD,,,0.73,0.0
2023.0,U-6718,A,0.07,C006718,A,C006718A,000+0.702,000+0.772,0.702,0.772,15-7C-038,,,E,1743.0,12.0,,1.0,19.0,2.0,7.0,,1.0,11.0,1.0,UMA_UC,8093.0,10.0,107.0,5.0,5.0,6.0,6.0,,2.0,,FLATHEAD,JCT U-6724(3RD AVE E),JCT U-6724(3RD AVE E),0.977,0.108
2023.0,U-6718,A,0.139,C006718,A,C006718A,000+0.563,000+0.702,0.563,0.702,15-7C-038,,,E,1743.0,12.0,,1.0,19.0,2.0,7.0,,1.0,11.0,1.0,UMA_UC,8093.0,10.0,107.0,5.0,5.0,6.0,6.0,,2.0,,FLATHEAD,JCT U-6723(1ST AVE E),JCT U-6723(1ST AVE E),0.977,0.108
2023.0,U-6718,A,0.279,C006718,A,C006718A,000+0.138,000+0.417,0.138,0.417,15-7C-037,,,E,3508.0,12.0,,1.0,19.0,2.0,3.0,,0.0,5.0,1.0,UMA_UC,8093.0,10.0,107.0,7.0,7.0,8.0,8.0,,2.0,,FLATHEAD,JCT U-6721(5TH AVE W),JCT U-6721(5TH AVE W),0.977,0.108
2023.0,U-6718,A,0.138,C006718,A,C006718A,000+0.000,000+0.138,0.0,0.138,15-7C-072,,,E,2074.0,12.0,,1.0,19.0,2.0,6.0,,0.0,9.0,1.0,UMA_UC,8093.0,10.0,107.0,5.0,5.0,7.0,7.0,,2.0,,FLATHEAD,JCT U-6720(7TH AVE W),ENT U-6718A/,0.794,0.0
2023.0,U-6716,A,0.141,C006716,A,C006716A,000+0.136,000+0.277,0.136,0.277,15-7C-030,,,E,1646.0,5.0,,4.0,19.0,3.0,3.0,,2.0,12.0,2.0,UMA_UC,9056.0,10.0,119.0,9.0,9.0,12.0,12.0,,2.0,,FLATHEAD,,,0.426,0.0
2023.0,U-6716,A,0.136,C006716,A,C006716A,000+0.000,000+0.136,0.0,0.136,15-7C-083,,,E,1020.0,6.0,,5.0,23.0,3.0,6.0,,5.0,23.0,3.0,UMA_UC,9056.0,10.0,119.0,10.0,10.0,15.0,15.0,,2.0,,FLATHEAD,JCT U-6721(5TH AVE W),ENT U-6716A/,0.426,0.0
2023.0,U-6715,A,0.273,C006715,A,C006715A,001+0.274,001+0.548,1.274,1.548,15-7C-028,,,E,7744.0,18.0,,6.0,56.0,5.0,2.0,,1.0,7.0,1.0,UMA_UC,9055.0,10.0,116.0,18.0,18.0,20.0,20.0,,2.0,,FLATHEAD,JCT U-6726(WOODLAND AVE),JCT U-6726(WOODLAND AVE),1.781,0.509
2023.0,U-6715,A,0.374,C006715,A,C006715A,000+0.900,001+0.274,0.9,1.274,15-7C-027,,,E,2900.0,18.0,,2.0,21.0,3.0,6.0,,1.0,7.0,1.0,UMA_UC,9054.0,10.0,109.0,10.0,10.0,13.0,13.0,,2.0,,FLATHEAD,JCT U-6723(1ST AVE E),JCT U-6723(1ST AVE E),2.963,0.741
2023.0,U-6715,A,0.277,C006715,A,C006715A,000+0.476,000+0.753,0.476,0.753,15-7C-025,,,E,1955.0,18.0,,2.0,21.0,3.0,9.0,,1.0,11.0,2.0,UMA_UC,9054.0,10.0,109.0,9.0,9.0,13.0,13.0,,2.0,,FLATHEAD,JCT U-6721(5TH AVE W),JCT U-6721(5TH AVE W),2.963,0.741
2023.0,U-6715,A,0.139,C006715,A,C006715A,000+0.337,000+0.476,0.337,0.476,15-7C-024,,,A,1396.0,18.0,,2.0,21.0,3.0,13.0,,1.0,15.0,2.0,UMA_UC,9054.0,10.0,109.0,8.0,8.0,12.0,12.0,,2.0,,FLATHEAD,JCT U-6720(7TH AVE W),JCT U-6720(7TH AVE W),2.963,0.741
2023.0,U-6715,A,0.337,C006715,A,C006715A,000+0.000,000+0.337,0.0,0.337,15-7C-024,,,A,1396.0,18.0,,2.0,21.0,3.0,13.0,,1.0,15.0,2.0,UMA_UC,9054.0,10.0,109.0,8.0,8.0,12.0,12.0,,2.0,,FLATHEAD,JCT U-6713(MERIDIAN RD),ENT U-6715A/,2.963,0.741
2023.0,U-6714,A,0.142,C006714,A,C006714A,001+0.071,001+0.213,1.071,1.213,15-7C-023,,,E,6000.0,15.0,,5.0,20.0,2.0,3.0,,1.0,3.0,0.0,UMA_UC,8091.0,10.0,108.0,9.0,9.0,11.0,11.0,,2.0,,FLATHEAD,JCT U-6725(4TH AVE E),JCT U-6725(4TH AVE E),0.0,0.144
2023.0,U-6714,A,0.072,C006714,A,C006714A,000+0.790,000+0.863,0.79,0.863,15-7C-023,,,E,6000.0,15.0,,5.0,20.0,2.0,3.0,,1.0,3.0,0.0,UMA_UC,8091.0,10.0,108.0,9.0,9.0,11.0,11.0,,2.0,,FLATHEAD,JCT N-5(MAIN ST),JCT N-5(MAIN ST),0.0,0.144
2023.0,U-6714,A,0.14,C006714,A,C006714A,000+0.299,000+0.439,0.299,0.439,15-7C-021,,,A,4845.0,15.0,,5.0,20.0,2.0,3.0,,1.0,4.0,0.0,UMA_UC,8091.0,10.0,108.0,8.0,8.0,10.0,10.0,,2.0,,FLATHEAD,JCT U-6720(7TH AVE W),JCT U-6720(7TH AVE W),0.181,0.362
2023.0,U-6714,A,0.299,C006714,A,C006714A,000+0.000,000+0.299,0.0,0.299,15-7C-021,,,A,4845.0,15.0,,5.0,20.0,2.0,3.0,,1.0,4.0,0.0,UMA_UC,8091.0,10.0,108.0,8.0,8.0,10.0,10.0,,2.0,,FLATHEAD,JCT U-6713(MERIDIAN RD),ENT U-6714A/,0.181,0.362
2023.0,U-6712,A,0.593,C006712,A,C006712A,000+0.543,001+0.136,0.543,1.136,15-7B-059,,,E,5692.0,18.0,,50.0,122.0,15.0,3.0,,9.0,21.0,3.0,UMA_UC,9053.0,25.0,114.0,66.0,66.0,90.0,90.0,,2.0,,FLATHEAD,,,1.085,0.181
2023.0,U-6712,A,0.133,C006712,A,C006712A,000+0.000,000+0.133,0.0,0.133,15-7B-057,,,E,5057.0,15.0,,42.0,104.0,13.0,3.0,,8.0,21.0,3.0,UMA_UC,9053.0,25.0,114.0,56.0,56.0,77.0,77.0,,2.0,,FLATHEAD,JCT P-52 E OF KALISPELL,ENT U-6712A/,1.085,0.181
