CORRIDOR,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,CRASHES,CARS_PER_ACC,MILES_PER_ACC
C007011,4.513,26.0,117.338,088179B,CASCADE,088179B,017+0.247,021+0.759,L-7-11,1,26.0,117.338
C220018,1.072,26.0,27.872,906484W,BEAVERHEAD,906484W,000+0.742,001+0.814,L-1-278,1,26.0,27.872
C014312,3.784,26.0,98.384,088597S,FERGUS,088597S,000+0.000,003+0.784,L-14-312,1,26.0,98.384
C065768,5.078,27.0,137.106,27-3A-028,LINCOLN,27-3A-028,000+0.000,005+0.078,L-27-905,1,27.0,137.106
C050002,18.01,27.0,486.27000000000004,088182J,TETON,088182J,002+0.994,021+0.004,L-50-2,1,27.0,486.27000000000004
C228170,0.243,27.0,6.561,01-8-020,BEAVERHEAD,01-8-020,000+0.000,000+0.243,R015N000OFA,1,27.0,6.561
C042210,9.443,81.0,764.8829999999999,060674H,RICHLAND,060674H,000+0.000,009+0.443,L-42-210,3,27.0,254.96099999999998
C045102,25.123,84.0,2110.332,090972P,SANDERS,090972P,000+0.000,025+0.123,L-45-102,3,28.0,703.444
C003571,1.562,140.0,218.68,088526V,CASCADE,088526V,000+0.000,001+0.562,L-7-2863,5,28.0,43.736000000000004
C015402,47.711,84.0,4007.7239999999997,15-4-014,FLATHEAD,15-4-014,005+0.941,053+0.652,L-15-402,3,28.0,1335.908
C007112,6.943,85.0,590.155,14-6-013,FERGUS,14-6-013,002+0.325,009+0.269,L-14-304,3,28.333333333333332,196.71833333333333
C041001,3.32,57.0,189.23999999999998,41-1-020,RAVALLI,41-1-020,000+0.000,003+0.320,L-41-1,2,28.5,94.61999999999999
C007321,12.645,59.0,746.055,07-2-016,CASCADE,07-2-016,000+0.000,012+0.645,L-7-321,2,29.5,373.0275
C228405,0.306,60.0,18.36,25-5-027,LEWIS AND CLARK,25-5-027,000+0.000,000+0.306,R015S219ONA,2,30.0,9.18
C027274,11.256,30.0,337.68,059280W,FLATHEAD,059280W,000+0.583,011+0.838,L-15-3909,1,30.0,337.68
C229304,0.25,90.0,22.5,49-3-025,SWEET GRASS,49-3-025,000+0.000,000+0.250,R090W377OFA,3,30.0,7.5
C228303,0.358,30.0,10.74,37-1-025,PONDERA,37-1-025,000+0.000,000+0.358,R015N352OFA,1,30.0,10.74
C000279,8.263,310.0,2561.5299999999997,25-4-005,LEWIS AND CLARK,25-4-005,022+0.039,030+0.424,S-279,10,31.0,256.15299999999996
C025300,10.116,31.0,313.596,25-3-009,LEWIS AND CLARK,25-3-009,001+0.158,011+0.275,L-25-300,1,31.0,313.596
C000537,15.658,31.0,485.39799999999997,53-3-004,VALLEY,53-3-004,007+0.445,024+0.000,S-537,1,31.0,485.39799999999997
C011318,1.35,31.0,41.85,060826C,DAWSON,060826C,000+0.000,001+0.350,L-11-319,1,31.0,41.85
C223239,1.536,31.0,47.616,091126F,SANDERS,091126F,000+0.000,001+0.536,L-45-135,1,31.0,47.616
C000335,8.783,93.0,816.819,11-5-002,DAWSON,11-5-002,005+0.852,015+0.000,S-335,3,31.0,272.27299999999997
C228335,0.255,62.0,15.81,01-6-020,BEAVERHEAD,01-6-020,000+0.000,000+0.255,R015S037OFA,2,31.0,7.905
C025500,11.436,95.0,1086.42,25-4-013,LEWIS AND CLARK,25-4-013,003+0.383,014+0.819,L-25-500,3,31.666666666666668,362.14000000000004
C229001,0.204,32.0,6.528,39-3-063,POWELL,39-3-063,000+0.000,000+0.204,R090E170OFA,1,32.0,6.528
C023201,4.159,33.0,137.24699999999999,088327T,JUDITH BASIN,088327T,000+0.000,004+0.159,L-23-201,1,33.0,137.24699999999999
C039006,7.469,34.0,253.946,39-3-010,POWELL,39-3-010,000+0.000,007+0.469,L-39-6,1,34.0,253.946
C021401,6.548,34.0,222.632,091578R,HILL,091578R,000+0.000,006+0.548,L-21-401,1,34.0,222.632
C039003,8.967,35.0,313.845,39-3-025,POWELL,39-3-025,000+0.000,008+0.967,L-39-3,1,35.0,313.845
C007427,1.049,180.0,188.82,42-4A-046,RICHLAND,42-4A-046,000+0.000,001+0.049,L-42-1118,5,36.0,37.763999999999996
C047235,8.559,108.0,924.372,47-2-015,SILVER BOW,47-2-015,000+0.000,008+0.559,L-47-235,3,36.0,308.12399999999997
C025635,4.078,73.0,297.694,25-7A-028,LEWIS AND CLARK,25-7A-028,000+0.572,004+0.650,L-25-635,2,36.5,148.847
C041367,5.549,146.0,810.1540000000001,091352E,RAVALLI,091352E,000+0.000,005+0.549,L-41-367,4,36.5,202.53850000000003
C229413,15.775,73.0,1151.575,39-2-009,POWELL,39-2-009,000+0.000,015+0.775,L-39-107,2,36.5,575.7875
C000007,13.481,1069.0,14411.189,41-5-003,RAVALLI,41-5-003,012+0.914,026+0.475,N-7,29,36.86206896551724,496.93755172413796
C007060,9.018,37.0,333.66600000000005,07-1-036,CASCADE,07-1-036,000+0.000,009+0.018,L-7-60,1,37.0,333.66600000000005
C000225,10.366,185.0,1917.71,07-2-036,CASCADE,07-2-036,001+0.115,011+0.480,S-225,5,37.0,383.54200000000003
C000306,13.724,74.0,1015.576,48-2-009,STILLWATER,48-2-009,010+0.474,024+0.045,S-306,2,37.0,507.788
C027466,6.285,75.0,471.375,27-3A-027,LINCOLN,27-3A-027,000+0.000,006+0.285,L-27-466,2,37.5,235.6875
C044300,8.917,38.0,338.846,44-7-012,ROSEBUD,44-7-012,000+0.000,008+0.917,L-44-300,1,38.0,338.846
C224709,4.959,38.0,188.44199999999998,094843N,YELLOWSTONE,094843N,000+0.000,004+0.959,L-56-36,1,38.0,188.44199999999998
C023107,4.779,39.0,186.381,23-3-002,JUDITH BASIN,23-3-002,019+0.977,024+0.755,L-23-107,1,39.0,186.381
C023107,14.962,39.0,583.518,23-3-002,JUDITH BASIN,23-3-002,005+0.014,019+0.977,L-23-107,1,39.0,583.518
C007418,11.497,39.0,448.383,07-3-010,CASCADE,07-3-010,000+0.000,011+0.497,L-7-418,1,39.0,448.383
C229091,0.204,39.0,7.9559999999999995,48-2-043,STILLWATER,48-2-043,000+0.000,000+0.204,R090E396OFA,1,39.0,7.9559999999999995
C000236,13.278,39.0,517.842,14-1-001,FERGUS,14-1-001,033+0.552,047+0.896,S-236,1,39.0,517.842
C000080,10.424,157.0,1636.568,08-5-012,CHOUTEAU,08-5-012,035+0.639,046+0.074,P-80,4,39.25,409.142
C031179,7.622,119.0,907.018,31-1-007,MINERAL,31-1-007,005+0.282,012+0.905,L-31-179,3,39.666666666666664,302.33933333333334
C006865,12.224,40.0,488.96000000000004,45-3-003,SANDERS,45-3-003,011+0.919,024+0.143,L-45-101,1,40.0,488.96000000000004
C029101,17.891,81.0,1449.1709999999998,29-1-007,MADISON,29-1-007,000+0.000,017+0.891,L-29-101,2,40.5,724.5854999999999
C229005,0.228,41.0,9.348,39-3-059,POWELL,39-3-059,000+0.000,000+0.228,R090E162OFA,1,41.0,9.348
C016838,20.203,124.0,2505.172,16-1-031,GALLATIN,16-1-031,000+0.000,020+0.203,L-16-838,3,41.333333333333336,835.0573333333333
C000081,14.513,375.0,5442.375,14-4-007,FERGUS,14-4-007,027+0.887,043+0.000,P-81,9,41.666666666666664,604.7083333333334
C000112,5.527,42.0,232.13400000000001,081577G,ROOSEVELT,081577G,000+0.000,005+0.527,L-43-345,1,42.0,232.13400000000001
C045001,28.851,170.0,4904.67,913782N,SANDERS,913782N,000+0.000,028+0.851,L-45-1,4,42.5,1226.1675
C032100,17.397,388.0,6750.035999999999,32-3-015,MISSOULA,32-3-015,000+0.184,017+0.581,L-32-100,9,43.111111111111114,750.0039999999999
C025401,28.095,90.0,2528.5499999999997,25-3-018,LEWIS AND CLARK,25-3-018,000+0.000,028+0.095,L-25-401,2,45.0,1264.2749999999999
C004011,6.195,45.0,278.77500000000003,04-1-018,BROADWATER,04-1-018,000+0.000,006+0.195,L-4-11,1,45.0,278.77500000000003
C027462,0.321,46.0,14.766,059206S,LINCOLN,059206S,000+0.000,000+0.321,L-27-462,1,46.0,14.766
C025300,1.158,46.0,53.267999999999994,25-3-008,LEWIS AND CLARK,25-3-008,000+0.000,001+0.158,L-25-300,1,46.0,53.267999999999994
C015516,52.097,92.0,4792.924,15-4-015,FLATHEAD,15-4-015,003+0.805,055+0.901,L-15-516,2,46.0,2396.462
C081024,9.804,325.0,3186.3,41-2-005,RAVALLI,41-2-005,003+0.782,013+0.432,X-81024,7,46.42857142857143,455.1857142857143
C229064,0.253,47.0,11.891,16-3-080,GALLATIN,16-3-080,000+0.000,000+0.253,R090E316ONA,1,47.0,11.891
C000384,5.787,47.0,271.989,02-2-004,BIG HORN,02-2-004,025+0.754,031+0.560,S-384,1,47.0,271.989
C039208,7.641,95.0,725.895,060211K,LEWIS AND CLARK,060211K,002+0.096,009+0.737,L-25-604,2,47.5,362.9475
C025031,6.904,95.0,655.88,060164E,JEFFERSON,060164E,001+0.213,008+0.117,L-22-203,2,47.5,327.94
C021425,3.306,48.0,158.688,091576C,HILL,091576C,000+0.000,003+0.306,L-21-425,1,48.0,158.688
C003971,0.709,387.0,274.383,07-2A-281,CASCADE,07-2A-281,000+0.000,000+0.709,L-7-3108,8,48.375,34.297875
C221906,3.406,49.0,166.894,27-5-010,LINCOLN,27-5-010,000+0.000,003+0.406,L-27-1400,1,49.0,166.894
C228262,0.29,49.0,14.209999999999999,07-3-023,CASCADE,07-3-023,000+0.000,000+0.290,R015N244OFA,1,49.0,14.209999999999999
C014206,3.289,49.0,161.161,060149C,BROADWATER,060149C,000+0.000,003+0.289,L-4-206,1,49.0,161.161
C000405,1.755,50.0,87.75,43-5-010,ROOSEVELT,43-5-010,000+0.000,002+0.000,S-405,1,50.0,87.75
C047518,10.869,50.0,543.45,812491U,SILVER BOW,812491U,000+0.000,010+0.869,L-47-518,1,50.0,543.45
C228508,0.262,50.0,13.100000000000001,44-6-011,ROSEBUD,44-6-011,000+0.000,000+0.262,R094E106OFA,1,50.0,13.100000000000001
C007420,1.108,201.0,222.70800000000003,42-4A-042,RICHLAND,42-4A-042,000+0.000,001+0.108,L-42-1113,4,50.25,55.67700000000001
C007089,4.318,51.0,220.218,07-2-002,CASCADE,07-2-002,000+0.000,004+0.318,L-7-89,1,51.0,220.218
C000563,1.772,102.0,180.744,34-2-008,PARK,34-2-008,000+0.373,002+0.145,L-34-563,2,51.0,90.372
C025124,5.899,362.0,2135.438,25-7A-037,LEWIS AND CLARK,25-7A-037,000+0.000,005+0.899,L-25-124,7,51.714285714285715,305.06257142857146
C081001,19.432,260.0,5052.32,01-4-036,BEAVERHEAD,01-4-036,002+0.638,022+0.091,X-81001,5,52.0,1010.4639999999999
C228951,0.283,52.0,14.716,31-1-029,MINERAL,31-1-029,000+0.000,000+0.283,R090E022ONA,1,52.0,14.716
C005472,0.81,208.0,168.48000000000002,27-3A-021,LINCOLN,27-3A-021,000+0.000,000+0.810,L-27-1500,4,52.0,42.120000000000005
C005470,0.317,52.0,16.484,27-3A-031,LINCOLN,27-3A-031,000+0.240,000+0.556,L-27-1498,1,52.0,16.484
C000280,6.232,470.0,2929.04,25-7A-006,LEWIS AND CLARK,25-7A-006,008+0.487,014+0.708,S-280,9,52.22222222222222,325.44888888888886
C044319,8.414,53.0,445.942,060536U,ROSEBUD,060536U,000+0.000,008+0.414,L-44-319,1,53.0,445.942
C000213,10.657,159.0,1694.463,18-3-002,GLACIER,18-3-002,007+0.409,018+0.034,S-213,3,53.0,564.821
C000427,7.104,160.0,1136.64,23-1-005,JUDITH BASIN,23-1-005,005+0.249,013+0.000,S-427,3,53.333333333333336,378.88000000000005
C000438,16.912,54.0,913.2479999999999,53-2-007,VALLEY,53-2-007,031+0.330,048+0.253,S-438,1,54.0,913.2479999999999
C042346,0.382,54.0,20.628,060887T,RICHLAND,060887T,000+0.000,000+0.382,L-42-346,1,54.0,20.628
C230697,1.471,109.0,160.339,091067F,MISSOULA,091067F,000+0.000,001+0.471,L-32-32,2,54.5,80.1695
C231506,0.867,164.0,142.188,060231W,MISSOULA,060231W,000+0.000,000+0.867,L-32-5284,3,54.666666666666664,47.395999999999994
C117211,4.123,55.0,226.76500000000001,088295P,CASCADE,088295P,000+0.000,004+0.123,L-7-211,1,55.0,226.76500000000001
C000236,14.914,110.0,1640.54,08-3-001,CHOUTEAU,08-3-001,067+0.794,082+0.925,S-236,2,55.0,820.27
C055200,7.539,56.0,422.18399999999997,55-2-011,WIBAUX,55-2-011,000+0.000,007+0.539,L-55-200,1,56.0,422.18399999999997
C043001,21.006,56.0,1176.336,43-1-005,VALLEY,43-1-005,003+0.994,025+0.000,L-53-1,1,56.0,1176.336
C000060,10.977,448.0,4917.696,07-4-004,CASCADE,07-4-004,039+0.044,049+0.932,P-60,8,56.0,614.712
C015200,7.14,1188.0,8482.32,059334A,FLATHEAD,059334A,000+0.000,007+0.140,L-15-200,21,56.57142857142857,403.91999999999996
C231196,1.961,286.0,560.846,060246L,MISSOULA,060246L,000+0.000,001+0.961,L-32-5135,5,57.2,112.1692
C025103,27.148,233.0,6325.484,25-7A-032,LEWIS AND CLARK,25-7A-032,000+0.000,027+0.148,L-25-103,4,58.25,1581.371
C056788,11.389,118.0,1343.9019999999998,56-3-032,YELLOWSTONE,56-3-032,038+0.106,049+0.496,X-56788,2,59.0,671.9509999999999
C015175,15.673,59.0,924.707,15-1-002,FLATHEAD,15-1-002,018+0.287,033+0.960,L-15-175,1,59.0,924.707
C228496,0.248,59.0,14.632,52-1-020,TREASURE,52-1-020,000+0.000,000+0.248,R094E072OFA,1,59.0,14.632
C015402,5.941,119.0,706.9789999999999,15-4-013,FLATHEAD,15-4-013,000+0.000,005+0.941,L-15-402,2,59.5,353.48949999999996
C000032,18.471,179.0,3306.309,43-1-001,ROOSEVELT,43-1-001,016+0.620,035+0.189,P-32,3,59.666666666666664,1102.103
C015003,2.003,180.0,360.54,15-4A-085,FLATHEAD,15-4A-085,006+0.992,008+0.996,L-15-3,3,60.0,120.18
C115009,1.254,180.0,225.72,059350J,FLATHEAD,059350J,000+0.000,001+0.254,L-15-9,3,60.0,75.24
C025139,1.221,60.0,73.26,25-7B-061,LEWIS AND CLARK,25-7B-061,000+0.000,001+0.221,L-25-139,1,60.0,73.26
C000250,15.48,60.0,928.8000000000001,43-1-003,ROOSEVELT,43-1-003,031+0.065,046+0.549,S-250,1,60.0,928.8000000000001
C024648,4.46,60.0,267.6,24-2-027,LAKE,24-2-027,000+0.000,004+0.460,L-24-648,1,60.0,267.6
C000384,9.091,60.0,545.4599999999999,52-2-003,TREASURE,52-2-003,036+0.791,045+0.949,S-384,1,60.0,545.4599999999999
C008712,2.503,60.0,150.18,086341G,HILL,086341G,000+0.000,002+0.503,L-21-212,1,60.0,150.18
C038002,35.088,60.0,2105.28,38-2-015,POWDER RIVER,38-2-015,000+0.000,035+0.088,L-38-2,1,60.0,2105.28
C000566,6.428,60.0,385.68,44-9-001,ROSEBUD,44-9-001,018+0.049,024+0.489,S-566,1,60.0,385.68
C025534,10.085,121.0,1220.285,25-6-009,LEWIS AND CLARK,25-6-009,000+0.000,010+0.085,L-25-534,2,60.5,610.1425
C020011,16.866,364.0,6139.224,20-1-021,GRANITE,20-1-021,000+0.039,016+1.071,X-20011,6,60.666666666666664,1023.2040000000001
C000080,6.403,243.0,1555.9289999999999,23-2-003,JUDITH BASIN,23-2-003,054+0.912,061+0.327,P-80,4,60.75,388.98224999999996
C012159,2.803,61.0,170.983,090383A,DEER LODGE,090383A,000+0.000,002+0.803,L-12-159,1,61.0,170.983
C000241,12.437,61.0,758.6569999999999,03-4-002,BLAINE,03-4-002,005+0.895,018+0.364,S-241,1,61.0,758.6569999999999
C000447,24.311,61.0,1482.971,44-7-003,ROSEBUD,44-7-003,007+0.910,032+0.317,S-447,1,61.0,1482.971
C000447,11.281,61.0,688.1410000000001,44-7-004,ROSEBUD,44-7-004,032+0.317,043+0.722,S-447,1,61.0,688.1410000000001
C000454,2.961,184.0,544.824,25-7A-029,LEWIS AND CLARK,25-7A-029,003+0.330,006+0.289,L-25-600,3,61.333333333333336,181.60799999999998
C002001,8.586,62.0,532.332,103973M,BIG HORN,103973M,000+0.000,008+0.586,L-2-1,1,62.0,532.332
C229011,0.246,125.0,30.75,32-4-011,MISSOULA,32-4-011,000+0.000,000+0.246,R090E130OFA,2,62.5,15.375
C103007,14.872,125.0,1859.0,059396X,BLAINE,059396X,000+0.000,014+0.872,L-3-7,2,62.5,929.5
C024274,6.146,126.0,774.396,090329G,LAKE,090329G,000+0.000,006+0.146,L-24-274,2,63.0,387.198
C000213,7.202,128.0,921.856,18-3-005,GLACIER,18-3-005,031+0.439,038+0.647,S-213,2,64.0,460.928
C000382,7.382,384.0,2834.688,45-6-008,SANDERS,45-6-008,000+0.000,007+0.373,S-382,6,64.0,472.44800000000004
C229269,0.186,64.0,11.904,34-2-037,PARK,34-2-037,000+0.000,000+0.186,R090W324OFA,1,64.0,11.904
C000003,8.605,579.0,4982.295,50-1-001,TETON,50-1-001,046+0.526,055+0.168,P-3,9,64.33333333333333,553.5883333333334
C000295,6.678,130.0,868.14,34-2-003,PARK,34-2-003,002+0.282,008+0.985,S-295,2,65.0,434.07
C000083,14.421,1304.0,18804.984,32-2-002,MISSOULA,32-2-002,027+0.748,042+0.164,P-83,20,65.2,940.2492
C000284,10.904,263.0,2867.752,25-7A-012,BROADWATER,25-7A-012,016+0.019,026+0.933,S-284,4,65.75,716.938
C000279,8.363,461.0,3855.343,25-4-006,LEWIS AND CLARK,25-4-006,030+0.424,039+0.000,S-279,7,65.85714285714286,550.7632857142856
C025401,22.182,199.0,4414.218,25-3-017,LEWIS AND CLARK,25-3-017,028+0.095,050+0.276,L-25-401,3,66.33333333333333,1471.406
C053415,2.925,68.0,198.89999999999998,059503K,VALLEY,059503K,000+0.000,002+0.925,L-53-415,1,68.0,198.89999999999998
C000330,7.157,68.0,486.676,07-3-009,CASCADE,07-3-009,017+0.188,024+0.200,S-330,1,68.0,486.676
C000533,2.518,344.0,866.1919999999999,398424H,MISSOULA,398424H,008+0.471,010+0.989,L-32-518,5,68.8,173.23839999999998
C048001,7.443,69.0,513.567,48-1-002,SWEET GRASS,48-1-002,031+0.148,038+0.591,L-49-2,1,69.0,513.567
C003556,0.489,623.0,304.647,07-2A-249,CASCADE,07-2A-249,001+0.466,001+0.955,L-7-2856,9,69.22222222222223,33.849666666666664
C025007,3.636,70.0,254.52,25-7A-018,LEWIS AND CLARK,25-7A-018,001+0.671,005+0.308,L-25-7,1,70.0,254.52
C015819,0.123,70.0,8.61,09-2A-065,CUSTER,09-2A-065,000+0.064,000+0.187,L-9-535,1,70.0,8.61
C005225,7.206,352.0,2536.512,07-1-035,CASCADE,07-1-035,004+0.168,011+0.374,L-7-501,5,70.4,507.30240000000003
C016494,1.853,212.0,392.836,16-3-083,GALLATIN,16-3-083,000+0.540,002+0.393,L-16-494,3,70.66666666666667,130.94533333333334
C042358,2.612,71.0,185.452,060891H,RICHLAND,060891H,000+0.000,002+0.612,L-42-358,1,71.0,185.452
C036116,1.44,72.0,103.67999999999999,059479L,PHILLIPS,059479L,000+0.000,001+0.440,L-36-116,1,72.0,103.67999999999999
C031170,4.807,217.0,1043.1190000000001,090348L,MINERAL,090348L,016+0.058,020+0.865,L-31-170,3,72.33333333333333,347.70633333333336
C000041,13.935,1382.0,19258.170000000002,39-2-004,POWELL,39-2-004,013+0.558,027+0.622,P-41,19,72.73684210526316,1013.5878947368423
C018443,3.795,73.0,277.03499999999997,088089C,GLACIER,088089C,000+0.000,003+0.795,L-18-443,1,73.0,277.03499999999997
C000261,6.649,74.0,492.026,42-4-009,RICHLAND,42-4-009,028+0.941,035+0.590,S-261,1,74.0,492.026
C030202,5.028,74.0,372.07199999999995,30-3-024,MEAGHER,30-3-024,000+0.000,005+0.028,L-30-202,1,74.0,372.07199999999995
C024269,2.233,149.0,332.71700000000004,090321C,LAKE,090321C,000+0.000,002+0.233,L-24-269,2,74.5,166.35850000000002
C000023,34.239,673.0,23042.846999999998,09-4-002,CUSTER,09-4-002,015+0.853,050+0.116,N-23,9,74.77777777777777,2560.316333333333
C000061,29.343,375.0,11003.625,36-5-001,PHILLIPS,36-5-001,117+0.951,147+0.386,N-61,5,75.0,2200.725
C005007,14.404,76.0,1094.704,05-2-004,CARBON,05-2-004,000+0.000,014+0.404,L-5-7,1,76.0,1094.704
C000448,2.723,76.0,206.94799999999998,21-3-006,HILL,21-3-006,027+0.446,031+0.000,S-448,1,76.0,206.94799999999998
C025606,5.772,230.0,1327.56,25-6-008,LEWIS AND CLARK,25-6-008,000+0.000,005+0.772,L-25-606,3,76.66666666666667,442.52
C229297,0.211,77.0,16.247,48-2-044,STILLWATER,48-2-044,000+0.000,000+0.211,R090W396ONA,1,77.0,16.247
C000311,4.109,77.0,316.393,56-3-008,YELLOWSTONE,56-3-008,021+0.793,026+0.000,S-311,1,77.0,316.393
C229003,0.205,78.0,15.989999999999998,39-3-055,POWELL,39-3-055,000+0.000,000+0.205,R090E166OFA,1,78.0,15.989999999999998
C016233,0.863,78.0,67.314,16-3-108,GALLATIN,16-3-108,000+0.883,001+0.745,L-16-233,1,78.0,67.314
C107233,11.526,157.0,1809.5819999999999,07-2-034,CASCADE,07-2-034,000+0.000,011+0.526,L-7-233,2,78.5,904.7909999999999
C000014,11.63,707.0,8222.41,04-1-005,BROADWATER,04-1-005,011+0.766,023+0.395,P-14,9,78.55555555555556,913.6011111111111
C025001,4.032,395.0,1592.64,25-7A-035,LEWIS AND CLARK,25-7A-035,008+0.899,012+0.931,L-25-34,5,79.0,318.528
C008036,0.635,80.0,50.8,091458A,JEFFERSON,091458A,000+0.000,000+0.635,L-22-1577,1,80.0,50.8
C000466,2.161,161.0,347.921,14-6-012,FERGUS,14-6-012,000+0.000,003+0.000,S-466,2,80.5,173.9605
C056300,7.55,161.0,1215.55,56-4-026,YELLOWSTONE,56-4-026,000+0.000,007+0.550,L-56-300,2,80.5,607.775
C016413,1.15,81.0,93.14999999999999,090587L,GALLATIN,090587L,000+0.000,001+0.150,L-16-413,1,81.0,93.14999999999999
C229268,0.275,81.0,22.275000000000002,34-2-039,PARK,34-2-039,000+0.000,000+0.275,R090W324ONA,1,81.0,22.275000000000002
C000033,24.658,324.0,7989.192,27-2-005,LINCOLN,27-2-005,029+0.490,053+0.850,P-33,4,81.0,1997.298
C226640,4.639,81.0,375.759,41-1-021,RAVALLI,41-1-021,000+0.000,004+0.639,L-41-350,1,81.0,375.759
C222509,5.267,163.0,858.5210000000001,060025J,PARK,060025J,000+0.000,005+0.267,L-34-37,2,81.5,429.26050000000004
C049014,7.207,163.0,1174.741,49-3-005,SWEET GRASS,49-3-005,005+0.948,013+0.155,L-49-14,2,81.5,587.3705
C000276,3.899,82.0,319.718,47-1-007,SILVER BOW,47-1-007,003+0.969,008+0.000,S-276,1,82.0,319.718
C228530,0.246,82.0,20.172,40-2-018,PRAIRIE,40-2-018,000+0.000,000+0.246,R094E185OFA,1,82.0,20.172
C006038,0.5,329.0,164.5,32-3A-199,MISSOULA,32-3A-199,000+0.000,000+0.500,L-32-4566,4,82.25,41.125
C000083,13.257,1166.0,15457.662,24-2-011,LAKE,24-2-011,054+0.870,068+0.213,P-83,14,83.28571428571429,1104.1187142857143
