CORRIDOR,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,CRASHES,CARS_PER_ACC,MILES_PER_ACC
C000001,3.072,1637.0,5028.8640000000005,15-6-001,LINCOLN,15-6-001,077+0.242,080+0.304,N-1,1,1637.0,5028.8640000000005
C000001,0.93,1637.0,1522.41,15-6-001,FLATHEAD,15-6-001,080+0.304,081+0.331,N-1,2,818.5,761.205
C000001,19.295,2237.0,43162.915,15-6-002,FLATHEAD,15-6-002,081+0.331,100+0.603,N-1,21,106.52380952380952,2055.376904761905
C000001,11.215,3782.0,42415.13,15-6-003,FLATHEAD,15-6-003,100+0.603,111+0.856,N-1,43,87.95348837209302,986.3983720930232
C000001,3.504,7032.0,24640.128,15-7-001,FLATHEAD,15-7-001,111+0.856,115+0.321,N-1,13,540.9230769230769,1895.3944615384617
C000001,0.38,24255.0,9216.9,15-7B-005,FLATHEAD,15-7B-005,121+0.744,122+0.115,N-1,9,2695.0,1024.1
C000001,0.432,23203.0,10023.696,15-7B-006,FLATHEAD,15-7B-006,122+0.492,122+0.924,N-1,19,1221.2105263157894,527.5629473684211
C000001,1.019,19083.0,19445.576999999997,15-7B-036,FLATHEAD,15-7B-036,124+0.603,125+0.635,N-1,18,1060.1666666666667,1080.3098333333332
C000001,0.314,19023.0,5973.222,15-7B-053,FLATHEAD,15-7B-053,122+0.924,123+0.117,N-1,11,1729.3636363636363,543.0201818181818
C000001,0.499,19722.0,9841.278,15-7B-054,FLATHEAD,15-7B-054,123+0.117,123+0.616,N-1,5,3944.4,1968.2556
C000001,0.436,19118.0,8335.448,15-7B-055,FLATHEAD,15-7B-055,123+0.616,124+0.035,N-1,6,3186.3333333333335,1389.2413333333334
C000001,0.567,18269.0,10358.523,15-7B-056,FLATHEAD,15-7B-056,124+0.035,124+0.603,N-1,9,2029.888888888889,1150.947
C000001,0.377,25883.0,9757.891,15-7B-088,FLATHEAD,15-7B-088,122+0.115,122+0.492,N-1,4,6470.75,2439.47275
C000001,0.488,14898.0,7270.224,15-7C-001,FLATHEAD,15-7C-001,119+0.638,120+0.112,N-1,10,1489.8,727.0224000000001
C000001,0.369,16772.0,6188.8679999999995,15-7C-002,FLATHEAD,15-7C-002,120+0.112,120+0.482,N-1,5,3354.4,1237.7736
C000001,0.205,17399.0,3566.7949999999996,15-7C-003,FLATHEAD,15-7C-003,120+0.482,120+0.687,N-1,1,17399.0,3566.7949999999996
C000001,0.149,17108.0,2549.092,15-7C-004,FLATHEAD,15-7C-004,120+0.687,120+0.835,N-1,6,2851.3333333333335,424.8486666666667
C000001,0.069,22685.0,1565.265,15-7C-005,FLATHEAD,15-7C-005,120+0.835,120+0.904,N-1,2,11342.5,782.6325
C000001,0.14,22685.0,3175.9,15-7C-005,FLATHEAD,15-7C-005,120+0.904,121+0.134,N-1,6,3780.8333333333335,529.3166666666667
C000001,0.068,21879.0,1487.7720000000002,15-7C-006,FLATHEAD,15-7C-006,121+0.134,121+0.202,N-1,3,7293.0,495.92400000000004
C000001,0.209,21879.0,4572.711,15-7C-006,FLATHEAD,15-7C-006,121+0.202,121+0.411,N-1,5,4375.8,914.5422000000001
C000001,0.334,20329.0,6789.886,15-7C-070,FLATHEAD,15-7C-070,121+0.411,121+0.744,N-1,7,2904.1428571428573,969.9837142857143
C000001,10.017,1704.0,17068.968,18-4-001,GLACIER,18-4-001,197+0.717,207+0.924,N-1,15,113.6,1137.9312
C000001,1.323,1856.0,2455.488,18-4-002,GLACIER,18-4-002,207+0.924,209+0.270,N-1,2,928.0,1227.744
C000001,3.745,1868.0,6995.66,18-4-003,GLACIER,18-4-003,210+0.899,214+0.674,N-1,2,934.0,3497.83
C000001,1.12,1868.0,2092.1600000000003,18-4-003,GLACIER,18-4-003,214+0.967,216+0.083,N-1,1,1868.0,2092.1600000000003
C000001,11.041,2064.0,22788.624,18-4-006,GLACIER,18-4-006,224+0.216,235+0.552,N-1,2,1032.0,11394.312
C000001,0.748,5539.0,4143.172,18-4-017,GLACIER,18-4-017,221+1.077,221+1.825,N-1,2,2769.5,2071.586
C000001,0.108,5539.0,598.212,18-4-017,GLACIER,18-4-017,221+1.825,221+1.933,N-1,3,1846.3333333333333,199.404
C000001,0.152,5926.0,900.752,18-4-018,GLACIER,18-4-018,221+0.925,221+1.077,N-1,1,5926.0,900.752
C000001,7.81,2058.0,16072.98,18-5-001,GLACIER,18-5-001,235+0.552,243+0.365,N-1,2,1029.0,8036.49
C000001,3.265,2418.0,7894.77,18-5-003,GLACIER,18-5-003,249+0.272,252+0.510,N-1,3,806.0,2631.59
C000001,0.681,3440.0,2342.6400000000003,18-5-008,GLACIER,18-5-008,253+0.495,254+0.182,N-1,2,1720.0,1171.3200000000002
C000001,0.448,3440.0,1541.1200000000001,18-5-008,GLACIER,18-5-008,254+0.182,254+0.630,N-1,2,1720.0,770.5600000000001
C000001,0.345,3329.0,1148.5049999999999,18-5-009,GLACIER,18-5-009,254+0.754,255+0.152,N-1,2,1664.5,574.2524999999999
C000001,2.437,2365.0,5763.504999999999,18-5-012,GLACIER,18-5-012,255+0.856,258+0.269,N-1,3,788.3333333333334,1921.168333333333
