CORRIDOR,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,CRASHES
C000001,0.99048252,1841,1823.47831932,43-3-002,ROOSEVELT,43-3-002,588+0.341,589+0.333,N-1,1
C000001,2.03100025,2435,4945.48560875,43-3-004,ROOSEVELT,43-3-004,592+0.668,594+0.691,N-1,2
C000001,2.51495436,2432,6116.36900352,43-3-005,ROOSEVELT,43-3-005,594+0.691,597+0.225,N-1,1
C000001,7.58214788,2438,18485.27653144,43-3-006,ROOSEVELT,43-3-006,597+0.225,604+0.813,N-1,2
C000001,5.97518434,2292,13695.12250728,43-4-001,ROOSEVELT,43-4-001,604+0.813,610+0.780,N-1,1
C000001,1.43746158,4180,6008.5894044,43-4-002,ROOSEVELT,43-4-002,612+0.612,614+0.042,N-1,2
C000001,8.92535261,1130,10085.648449299999,43-4-005,ROOSEVELT,43-4-005,626+0.126,635+0.050,N-1,1
C000001,0.8813384,2672,2354.9362048,43-4-013,ROOSEVELT,43-4-013,610+0.780,611+0.683,N-1,1
C000001,0.40135801,5467,2194.2242406699997,43-4-014,ROOSEVELT,43-4-014,611+0.683,612+0.088,N-1,1
C000001,4.74039363,1003,4754.61481089,43-4-021,ROOSEVELT,43-4-021,635+0.050,639+0.800,N-1,1
C000001,8.03144098,1337,10738.036590259999,43-5-001,ROOSEVELT,43-5-001,647+0.275,655+0.311,N-1,1
C000001,3.5769409,1552,5551.4122768,43-5-002,ROOSEVELT,43-5-002,655+0.311,658+0.892,N-1,1
C000001,0.84509837,2109,1782.31246233,43-5-003,ROOSEVELT,43-5-003,658+0.892,659+0.744,N-1,1
C000001,3.2817501,2109,6921.2109609,43-5-003,ROOSEVELT,43-5-003,659+0.744,663+0.015,N-1,1
C000001,2.32568315,2268,5274.6493842,43-5-025,ROOSEVELT,43-5-025,644+0.964,647+0.275,N-1,2
C000001,4.09425339,2104,8614.309132560002,43-5-040,ROOSEVELT,43-5-040,663+0.015,667+0.101,N-1,2
C000001,1.53822481,1385,2130.44136185,51-3-004,GLACIER,51-3-004,261+0.304,262+0.839,N-1,2
C000001,3.51857201,1385,4873.2222338500005,51-3-004,TOOLE,51-3-004,262+0.839,266+0.790,N-1,3
C000001,11.39187711,1572,17908.03081692,51-3-005,TOOLE,51-3-005,266+0.790,278+0.171,N-1,8
C000001,4.00927595,762,3055.0682739,51-3-007,TOOLE,51-3-007,284+0.913,288+0.916,N-1,1
C000001,0.85926585,3982,3421.5966147,51-3-010,TOOLE,51-3-010,278+0.450,279+0.307,N-1,4
C000001,0.13296484,2992,397.83080128,51-3-011,TOOLE,51-3-011,279+0.307,279+0.440,N-1,1
C000001,0.34695919,2286,793.14870834,51-3-012,TOOLE,51-3-012,279+0.440,279+0.787,N-1,2
C000001,0.98618221,1391,1371.77945411,51-3-013,TOOLE,51-3-013,279+0.787,280+0.768,N-1,2
C000001,8.76557336,829,7266.66031544,51-4-001,TOOLE,51-4-001,288+0.916,297+0.678,N-1,2
C000001,5.7101959,820,4682.360638,51-4-002,TOOLE,51-4-002,297+0.678,303+0.275,N-1,4
C000001,7.50704724,1117,8385.37176708,53-3-001,VALLEY,53-3-001,505+0.534,512+0.973,N-1,1
C000001,8.46127047,1176,9950.45407272,53-3-002,VALLEY,53-3-002,512+0.973,521+0.415,N-1,5
C000001,8.05662001,1171,9434.30203171,53-4-001,VALLEY,53-4-001,521+0.415,529+0.476,N-1,5
C000001,9.72511588,1236,12020.243227680001,53-4-002,VALLEY,53-4-002,529+0.476,539+0.209,N-1,4
C000001,1.16733045,2959,3454.13080155,53-4-003,VALLEY,53-4-003,542+0.661,543+0.800,N-1,4
C000001,5.36913681,1760,9449.6807856,53-4-004,VALLEY,53-4-004,543+0.800,549+0.177,N-1,10
C000001,1.20863402,5886,7114.019841720001,53-4-016,VALLEY,53-4-016,539+0.209,540+0.411,N-1,2
C000001,0.96124695,5886,5657.8995477,53-4-016,VALLEY,53-4-016,540+0.411,541+0.359,N-1,4
C000001,0.33840777,9747,3298.46053419,53-4-017,VALLEY,53-4-017,541+0.359,541+0.698,N-1,4
C000001,0.2347678,8707,2044.1232346,53-4-018,VALLEY,53-4-018,541+0.698,541+0.932,N-1,2
C000001,0.33960763,6683,2269.59779129,53-4-019,VALLEY,53-4-019,541+0.932,542+0.217,N-1,2
C000001,6.69820507,1503,10067.40222021,53-8-001,VALLEY,53-8-001,549+0.177,555+0.896,N-1,11
C000001,5.00243167,1192,5962.89855064,53-8-002,VALLEY,53-8-002,557+0.745,562+0.743,N-1,2
C000001,9.00499738,1238,11148.186756440002,53-8-003,VALLEY,53-8-003,562+0.743,571+0.757,N-1,1
C000001,7.27212038,1366,9933.716439079999,53-8-004,VALLEY,53-8-004,571+0.757,579+0.037,N-1,1
C000001,1.75425127,1333,2338.4169429099998,53-8-008,VALLEY,53-8-008,555+0.896,557+0.641,N-1,2
C000002,12.00372926,643,7718.39791418,09-2-003,CUSTER,09-2-003,006+0.164,018+0.404,P-2,4
C000002,0.15519184,1234,191.50673056,09-2A-004,CUSTER,09-2A-004,000+0.000,000+0.155,N-2,1
C000002,0.06329448,5019,317.67499512,09-2A-008,CUSTER,09-2A-008,002+0.775,002+0.839,N-2,2
C000002,0.11568734,5019,580.63475946,09-2A-008,CUSTER,09-2A-008,002+0.964,003+0.085,N-2,1
C000002,0.12787775,7418,948.5971495000001,09-2A-009,CUSTER,09-2A-009,003+0.085,003+0.213,N-2,2
C000002,0.99451739,2318,2305.29131002,09-2A-011,CUSTER,09-2A-011,003+0.531,004+0.464,N-2,2
C000002,16.23843587,587,9531.96185569,09-3-003,CUSTER,09-3-003,032+0.136,048+0.771,P-2,5
C000002,2.98988818,431,1288.64180558,13-1-001,CUSTER,13-1-001,048+0.771,051+0.754,P-2,2
C000002,5.43936169,607,3301.69254583,13-1-005,FALLON,13-1-005,084+0.699,090+0.128,P-2,2
C000002,3.39306405,1411,4787.61337455,13-1-015,FALLON,13-1-015,079+0.230,082+0.629,P-2,1
C000003,5.31846935,1557,8280.85677795,07-1-001,CASCADE,07-1-001,014+0.380,020+0.061,P-3,4
C000003,5.97995609,1656,9902.80728504,07-1-002,CASCADE,07-1-002,008+0.456,014+0.380,P-3,6
C000003,6.19342078,4201,26018.56069678,07-1-004,CASCADE,07-1-004,001+0.728,007+0.935,N-3,11
C000003,0.50223139,4201,2109.8740693900004,07-1-004,CASCADE,07-1-004,007+0.935,008+0.456,N-3,3
C000003,1.16581703,5012,5843.0749543599995,07-1-005,CASCADE,07-1-005,000+0.106,001+0.728,N-3,5
C000003,7.85559826,1160,9112.4939816,18-4-007,GLACIER,18-4-007,102+0.699,110+0.501,P-3,3
C000003,6.28739564,1173,7375.11508572,18-5-007,GLACIER,18-5-007,096+0.136,102+0.699,P-3,3
C000003,4.86599712,1156,5625.092670720001,37-1-001,PONDERA,37-1-001,084+0.270,089+0.246,P-3,7
C000003,6.89532013,1156,7970.99007028,37-1-001,GLACIER,37-1-001,089+0.246,096+0.136,P-3,1
C000003,1.61106129,663,1068.13363527,37-3-004,PONDERA,37-3-004,075+0.288,076+0.924,P-3,3
C000003,7.33826086,285,2091.4043451000002,37-3-022,PONDERA,37-3-022,076+0.924,084+0.270,P-3,1
C000003,8.60497843,751,6462.33880093,50-1-001,TETON,50-1-001,046+0.526,055+0.168,P-3,2
C000003,7.39544006,625,4622.1500375000005,50-1-002,TETON,50-1-002,055+0.168,062+0.605,P-3,2
C000003,3.85057906,595,2291.0945407,50-1-003,TETON,50-1-003,062+0.605,066+0.488,P-3,1
C000003,4.92643987,1015,5000.33646805,50-3-001,TETON,50-3-001,034+0.193,039+0.120,P-3,4
C000003,4.54427486,1119,5085.04356834,50-3-002,TETON,50-3-002,041+0.945,046+0.526,P-3,3
C000003,1.45428884,1270,1846.9468268,50-3-011,TETON,50-3-011,039+0.120,040+0.556,P-3,5
C000003,0.43723877,1470,642.7409919,50-3-014,TETON,50-3-014,041+0.507,041+0.945,P-3,1
C000003,9.52184533,1108,10550.204625639999,50-4-004,TETON,50-4-004,024+0.455,034+0.193,P-3,2
C000003,0.82104314,1750,1436.825495,50-4-014,TETON,50-4-014,022+0.610,023+0.415,P-3,1
C000004,0.1229435,7482,919.863267,05-1-002,CARBON,05-1-002,042+0.733,042+0.856,N-4,2
C000004,1.20578387,7482,9021.674915340001,05-1-002,CARBON,05-1-002,042+0.856,043+1.140,N-4,2
C000004,3.76153619,4629,17412.15102351,05-1-008,CARBON,05-1-008,038+0.783,042+0.508,N-4,4
C000004,0.2250723,4629,1041.8596767,05-1-008,CARBON,05-1-008,042+0.508,042+0.733,N-4,1
C000004,5.68170722,3846,21851.84596812,05-1-009,CARBON,05-1-009,033+0.037,038+0.783,N-4,8
C000004,3.1950588,4067,12994.3041396,05-1-010,CARBON,05-1-010,029+0.824,033+0.037,N-4,4
C000004,2.02756389,4488,9099.706738320001,05-1-030,CARBON,05-1-030,043+1.140,045+0.842,N-4,1
C000004,2.51502588,4488,11287.43614944,05-1-030,CARBON,05-1-030,045+0.842,048+0.063,N-4,1
C000004,1.80425229,4488,8097.4842775199995,05-1-030,CARBON,05-1-030,048+0.063,049+0.759,N-4,4
C000004,3.59244035,2187,7856.66704545,05-3-007,CARBON,05-3-007,020+0.855,024+0.447,N-4,2
C000004,16.40100377,1411,23141.81631947,05-3-013,CARBON,05-3-013,004+0.525,020+0.855,N-4,5
C000004,3.6114024,4255,15366.517211999999,05-3-024,CARBON,05-3-024,026+0.256,029+0.824,N-4,2
C000004,1.15298587,4106,4734.15998222,05-3-026,CARBON,05-3-026,024+0.447,025+0.600,N-4,3
C000004,4.52235986,1706,7715.1459211599995,05-4-001,CARBON,05-4-001,000+0.000,004+0.525,N-4,1
C000004,2.14665737,4643,9966.93016891,56-4-021,CARBON,56-4-021,049+0.759,051+0.663,N-4,1
C000004,0.81310177,4643,3775.23151811,56-4-021,YELLOWSTONE,56-4-021,051+0.663,052+0.359,N-4,3
C000004,1.55196449,11459,17783.96109091,56-4B-004,YELLOWSTONE,56-4B-004,052+0.359,053+0.798,N-4,7
C000004,0.09386663,11522,1081.53131086,56-4B-005,YELLOWSTONE,56-4B-005,054+0.674,054+0.768,N-4,9
C000004,0.52117566,5292,2758.06159272,56-4B-006,YELLOWSTONE,56-4B-006,054+0.768,055+0.311,N-4,4
C000004,0.5301951,5850,3101.6413350000003,56-4B-007,YELLOWSTONE,56-4B-007,055+0.311,055+0.841,N-4,2
C000004,0.3817664,5427,2071.8462528,56-4B-008,YELLOWSTONE,56-4B-008,057+0.502,057+0.884,N-4,2
C000004,1.13423902,5030,5705.2222706,56-4B-038,YELLOWSTONE,56-4B-038,056+0.370,057+0.502,N-4,6
C000004,0.34863601,10978,3827.32611778,56-4B-039,YELLOWSTONE,56-4B-039,054+0.141,054+0.490,N-4,2
C000004,0.18407299,10978,2020.7532842199998,56-4B-039,YELLOWSTONE,56-4B-039,054+0.490,054+0.674,N-4,1
C000004,0.32246731,8918,2875.76347058,56-4B-044,YELLOWSTONE,56-4B-044,053+0.798,054+0.141,N-4,4
C000005,6.41454745,2265,14528.94997425,15-3-001,FLATHEAD,15-3-001,139+0.208,145+0.619,N-5,8
C000005,2.09566069,3773,7906.92778337,15-4-004,FLATHEAD,15-4-004,130+0.279,132+0.375,N-5,5
C000005,6.82076296,3773,25734.738648079998,15-4-004,FLATHEAD,15-4-004,132+0.375,139+0.208,N-5,12
C000005,2.57923713,16112,41556.668638560004,15-4A-007,FLATHEAD,15-4A-007,122+0.875,125+0.445,N-5,37
C000005,0.48755271,23375,11396.54459625,15-4A-008,FLATHEAD,15-4A-008,125+0.445,125+0.933,N-5,4
C000005,0.60568154,13489,8170.03829306,15-4A-021,FLATHEAD,15-4A-021,126+0.935,127+0.545,N-5,7
