CORRIDOR,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,CRASHES,CARS_PER_ACC,MILES_PER_ACC
C007115,0.24661052,1432,353.14626464,14-6A-072,FERGUS,14-6A-072,000+0.000,000+0.247,U-7115,1,1432.0,353.14626464
C000335,0.31256851,3397,1061.79522847,11-5A-041,DAWSON,11-5A-041,000+0.000,000+0.313,U-5004,3,1132.3333333333333,353.9317428233333
C001036,0.52078938,10207,5315.697201659999,56-4A-337,YELLOWSTONE,56-4A-337,002+0.859,003+0.380,U-1036,15,680.4666666666667,354.379813444
C000029,0.18117638,3915,709.3055277,47-1C-021,SILVER BOW,47-1C-021,089+0.134,089+0.315,N-29,2,1957.5,354.65276385
C229236,0.30079504,1183,355.84053232,22-3-041,JEFFERSON,22-3-041,000+0.000,000+0.301,R090W249ONA,1,1183.0,355.84053232
C000003,1.61106129,663,1068.13363527,37-3-004,PONDERA,37-3-004,075+0.288,076+0.924,P-3,3,221.0,356.04454509
C001005,0.24674356,17326,4275.07892056,56-4A-148,YELLOWSTONE,56-4A-148,001+0.761,002+0.008,U-1005,12,1443.8333333333333,356.25657671333335
C005216,0.07965447,4492,357.80787924000003,07-2A-171,CASCADE,07-2A-171,000+0.662,000+0.742,U-5216,1,4492.0,357.80787924000003
C006394,0.38877161,4606,1790.6820356599999,32-3A-154,MISSOULA,32-3A-154,000+0.760,001+0.148,L-32-4582,5,921.2,358.136407132
C004559,0.27610223,1301,359.20900123,25-7C-225,LEWIS AND CLARK,25-7C-225,000+0.000,000+0.276,L-25-2798,1,1301.0,359.20900123
C032002,8.24156273,218,1796.66067514,32-3-021,MISSOULA,32-3-021,000+0.000,008+0.242,L-32-2,5,43.6,359.332135028
C006903,0.46267163,1556,719.91705628,56-4B-031,YELLOWSTONE,56-4B-031,002+0.790,003+0.253,U-6903,2,778.0,359.95852814
C000534,14.43544334,50,721.7721670000001,37-3-008,PONDERA,37-3-008,010+0.723,025+0.156,S-534,2,25.0,360.88608350000004
C001309,0.22559324,1602,361.40037048,01-8-008,BEAVERHEAD,01-8-008,000+0.000,000+0.226,X-01309,1,1602.0,361.40037048
C063494,0.21462292,3378,724.99622376,56-4A-020,YELLOWSTONE,56-4A-020,001+0.004,001+0.219,L-56-2944,2,1689.0,362.49811188
C228962,0.25384842,1430,363.0032406,32-3-082,MISSOULA,32-3-082,000+0.000,000+0.254,R090E105ONA,1,1430.0,363.0032406
C229294,0.29547928,2464,728.06094592,48-2-033,STILLWATER,48-2-033,000+0.000,000+0.295,R090W408OFA,2,1232.0,364.03047296
C000574,1.45316559,502,729.48912618,32-3-028,MISSOULA,32-3-028,009+0.521,010+0.975,S-574,2,251.0,364.74456309
C000503,0.20059314,3643,730.76080902,15-7C-088,FLATHEAD,15-7C-088,000+0.594,000+0.794,U-6713,2,1821.5,365.38040451
C000005,0.07229823,15179,1097.41483317,15-7C-007,FLATHEAD,15-7C-007,111+0.531,111+0.604,N-5,3,5059.666666666667,365.80494439
C025655,1.01438277,361,366.19217997000004,25-7A-051,LEWIS AND CLARK,25-7A-051,001+0.001,002+0.016,L-25-655,1,361.0,366.19217997000004
C000503,0.68542083,535,366.70014405,15-7A-014,FLATHEAD,15-7A-014,007+0.335,008+0.022,S-503,1,535.0,366.70014405
C000313,0.25197384,1460,367.8818064,02-1-018,BIG HORN,02-1-018,000+0.537,000+0.789,S-313,1,1460.0,367.8818064
C041600,8.25370666,223,1840.5765851800002,41-2-006,RAVALLI,41-2-006,000+0.000,008+0.254,L-41-600,5,44.6,368.115317036
C000291,0.10735842,13743,1475.4267660599999,16-3-103,GALLATIN,16-3-103,000+0.722,000+0.829,N-291,4,3435.75,368.85669151499997
C000003,1.45428884,1270,1846.9468268,50-3-011,TETON,50-3-011,039+0.120,040+0.556,P-3,5,254.0,369.38936536
C228397,0.23703043,1562,370.24153165999996,25-7-007,LEWIS AND CLARK,25-7-007,000+0.000,000+0.237,R015S193OFA,1,1562.0,370.24153165999996
C003462,1.60885226,2992,4813.6859619199995,07-2A-165,CASCADE,07-2A-165,002+0.038,003+0.647,L-7-2518,13,230.15384615384616,370.28353553230767
C008128,0.2935942,10122,2971.7604924,32-3A-016,MISSOULA,32-3A-016,003+0.096,003+0.390,N-131,8,1265.25,371.47006155
C000571,1.16839594,1272,1486.1996356799998,34-3-012,PARK,34-3-012,000+0.000,001+0.169,S-571,4,318.0,371.54990891999995
C006723,0.25825754,2880,743.7817152,15-7C-050,FLATHEAD,15-7C-050,000+0.000,000+0.258,U-6723,2,1440.0,371.8908576
C006613,0.12905888,2882,371.94769216,32-3A-061,MISSOULA,32-3A-061,000+0.000,000+0.129,L-32-2461,1,2882.0,371.94769216
C073881,0.49374432,754,372.28321728000003,32-3A-045,MISSOULA,32-3A-045,000+0.000,000+0.494,L-32-1869,1,754.0,372.28321728000003
C008117,0.2022044,9225,1865.3355900000001,32-3A-197,MISSOULA,32-3A-197,000+0.207,000+0.409,U-8117,5,1845.0,373.06711800000005
C005978,0.31280133,4779,1494.8775560699999,32-3A-300,MISSOULA,32-3A-300,000+0.000,000+0.313,L-32-4563,4,1194.75,373.71938901749996
C000017,4.46851147,251,1121.59637897,53-7-004,VALLEY,53-7-004,006+0.504,010+0.943,P-17,3,83.66666666666667,373.86545965666664
C011188,0.50025361,1495,747.8791469500001,56-4A-271,YELLOWSTONE,56-4A-271,000+0.000,000+0.500,L-56-2404,2,747.5,373.93957347500003
C005208,0.09810835,3819,374.67578865,07-2A-157,CASCADE,07-2A-157,000+0.983,001+0.081,U-5208,1,3819.0,374.67578865
C001020,0.07020163,5354,375.85952702000003,56-4A-345,YELLOWSTONE,56-4A-345,004+0.255,004+0.325,N-113,1,5354.0,375.85952702000003
C000008,0.127482,11795,1503.65019,25-7C-021,LEWIS AND CLARK,25-7C-021,045+0.173,045+0.300,N-8,4,2948.75,375.9125475
C164819,0.42345411,889,376.45070379,32-3A-109,MISSOULA,32-3A-109,000+0.378,000+0.801,L-32-1072,1,889.0,376.45070379
C000507,0.58020569,649,376.55349281,31-2-016,MINERAL,31-2-016,000+0.440,001+0.005,S-507,1,649.0,376.55349281
C001004,0.2575049,13191,3396.7471358999996,56-4A-087,YELLOWSTONE,56-4A-087,000+0.825,001+0.082,U-1004,9,1465.6666666666667,377.41634843333327
C005802,0.26594315,21307,5666.450697050001,25-7C-029,LEWIS AND CLARK,25-7C-029,001+0.595,001+0.861,U-5802,15,1420.4666666666667,377.76337980333335
C005203,0.23188597,14676,3403.15849572,07-2A-043,CASCADE,07-2A-043,000+0.441,000+0.673,N-101,9,1630.6666666666667,378.12872174666666
C001810,0.46888912,2422,1135.64944864,47-1C-068,SILVER BOW,47-1C-068,000+0.729,001+0.198,U-1810,3,807.3333333333334,378.5498162133333
C000244,1.81307437,209,378.93254333,35-2-004,PETROLEUM,35-2-004,021+0.948,023+0.762,S-244,1,209.0,378.93254333
C006714,0.13855475,5484,759.834249,15-7C-023,FLATHEAD,15-7C-023,000+0.863,001+0.001,U-6714,2,2742.0,379.9171245
C005814,0.38389639,1981,760.49874859,25-7C-067,LEWIS AND CLARK,25-7C-067,000+0.439,000+0.823,U-5814,2,990.5,380.249374295
C229059,0.20233518,1880,380.3901384,34-2-026,PARK,34-2-026,000+0.000,000+0.202,R090E330OFA,1,1880.0,380.3901384
C000503,0.7618694,1002,763.3931388,15-7A-009,FLATHEAD,15-7A-009,008+0.022,008+0.784,S-503,2,501.0,381.6965694
C025605,2.044079,374,764.485546,25-7A-027,LEWIS AND CLARK,25-7A-027,000+0.000,002+0.044,L-25-605,2,187.0,382.242773
C000257,0.4657133,2463,1147.0518579,31-2-020,MINERAL,31-2-020,000+0.017,000+0.482,S-257,3,821.0,382.3506193
C072155,0.48507454,2365,1147.2012871,07-2A-263,CASCADE,07-2A-263,000+0.000,000+0.485,L-7-3189,3,788.3333333333334,382.4004290333333
C005809,0.62512704,9210,5757.4200384,25-7C-051,LEWIS AND CLARK,25-7C-051,000+0.000,000+0.625,N-128,15,614.0,383.82800255999996
C050038,0.72428705,530,383.8721365,11-5A-059,DAWSON,11-5A-059,000+0.000,000+0.724,L-11-966,1,530.0,383.8721365
C008128,0.28196953,13623,3841.2709071900003,32-3A-013,MISSOULA,32-3A-013,002+0.329,002+0.611,N-131,10,1362.3,384.127090719
C228966,0.14973977,5135,768.91371895,32-3-073,MISSOULA,32-3-073,000+0.163,000+0.312,R090E101ONA,2,2567.5,384.456859475
C221975,9.87710951,39,385.20727089,31-1-008,MINERAL,31-1-008,000+0.000,009+0.877,L-31-2,1,39.0,385.20727089
C007104,0.2059975,1872,385.62732,14-6A-032,FERGUS,14-6A-032,000+0.900,001+0.106,U-7104,1,1872.0,385.62732
C000110,0.07577911,5090,385.71566989999997,07-2A-022,CASCADE,07-2A-022,000+0.986,001+0.062,N-110,1,5090.0,385.71566989999997
C000604,0.5936406,1951,1158.1928106,16-3-027,GALLATIN,16-3-027,000+0.000,000+0.594,U-604,3,650.3333333333334,386.0642702
C008122,0.2952973,10465,3090.2862445,32-3A-182,MISSOULA,32-3A-182,001+0.517,001+0.813,U-8122,8,1308.125,386.2857805625
C001411,0.50804404,3804,1932.59952816,56-4A-052,YELLOWSTONE,56-4A-052,000+0.000,000+0.508,L-56-2396,5,760.8,386.519905632
C000284,3.94263595,687,2708.59089765,25-7A-011,LEWIS AND CLARK,25-7A-011,010+0.242,014+0.613,S-284,7,98.14285714285714,386.94155680714283
C000083,6.58934373,999,6582.75438627,24-2-010,LAKE,24-2-010,048+0.276,054+0.870,P-83,17,58.76470588235294,387.2208462511765
C000029,0.28841569,8078,2329.82194382,47-1C-023,SILVER BOW,47-1C-023,089+0.424,089+0.712,N-29,6,1346.3333333333333,388.3036573033333
C000259,4.68467066,83,388.82766478,30-2-002,MEAGHER,30-2-002,005+0.414,010+0.093,S-259,1,83.0,388.82766478
C000248,1.79235424,217,388.94087008,10-1-001,VALLEY,10-1-001,009+0.924,011+0.709,S-248,1,217.0,388.94087008
C000347,4.00332202,779,3118.58785358,16-3-012,GALLATIN,16-3-012,000+0.000,004+0.014,S-347,8,97.375,389.8234816975
C081010,4.53748031,86,390.22330666000005,20-1-025,GRANITE,20-1-025,000+0.000,004+0.557,X-81010,1,86.0,390.22330666000005
C008107,0.27600225,12730,3513.5086425,32-3A-168,MISSOULA,32-3A-168,000+0.000,000+0.276,N-130,9,1414.4444444444443,390.38984916666664
C025104,1.79335849,655,1174.6498109499998,25-7B-053,LEWIS AND CLARK,25-7B-053,002+0.156,003+0.950,L-25-104,3,218.33333333333334,391.5499369833333
C000556,7.53638298,52,391.89191496,15-6-005,SANDERS,15-6-005,028+0.991,036+0.540,S-556,1,52.0,391.89191496
C001029,0.21659092,14475,3135.153567,56-4A-250,YELLOWSTONE,56-4A-250,001+0.582,001+0.798,U-1029,8,1809.375,391.894195875
C000532,0.24886376,4725,1175.8812659999999,56-4B-010,YELLOWSTONE,56-4B-010,000+0.699,000+0.948,U-6901,3,1575.0,391.96042199999994
C015600,12.95515655,91,1178.91924605,15-6-008,FLATHEAD,15-6-008,000+0.000,012+0.955,L-15-600,3,30.333333333333332,392.9730820166667
C005203,0.41975268,14991,6292.51242588,07-2A-046,CASCADE,07-2A-046,001+0.376,001+0.796,N-101,16,936.9375,393.2820266175
C025295,2.3908561,494,1181.0829134,25-7A-061,LEWIS AND CLARK,25-7A-061,005+0.254,007+0.645,L-25-295,3,164.66666666666666,393.69430446666667
C000238,8.56478064,46,393.97990944000003,14-8-003,FERGUS,14-8-003,018+0.045,027+0.351,S-238,1,46.0,393.97990944000003
C000252,7.364747,107,788.0279290000001,28-4-009,MCCONE,28-4-009,004+0.212,011+0.585,S-252,2,53.5,394.01396450000004
C001008,0.5885183,17417,10250.2232311,56-4A-062,YELLOWSTONE,56-4A-062,001+0.416,002+0.005,U-1008,26,669.8846153846154,394.2393550423077
C000280,6.23174632,443,2760.66361976,25-7A-006,LEWIS AND CLARK,25-7A-006,008+0.487,014+0.708,S-280,7,63.285714285714285,394.38051710857144
C072274,0.83512324,1889,1577.54780036,07-2A-219,CASCADE,07-2A-219,000+0.000,000+0.835,L-7-3237,4,472.25,394.38695009
C004564,0.4996414,791,395.2163474,25-7B-028,LEWIS AND CLARK,25-7B-028,003+0.038,003+0.538,L-25-1098,1,791.0,395.2163474
C228372,0.25525546,1549,395.39070754,47-1-030,SILVER BOW,47-1-030,000+0.003,000+0.259,R015S127ONA,1,1549.0,395.39070754
C004335,0.27171495,2912,791.2339344000001,25-7B-031,LEWIS AND CLARK,25-7B-031,000+0.632,000+0.903,L-25-2443,2,1456.0,395.61696720000003
C000052,0.24431328,14578,3561.59899584,15-7B-007,FLATHEAD,15-7B-007,050+0.790,051+0.032,P-52,9,1619.7777777777778,395.73322176
C229125,0.32199419,3689,1187.83656691,56-4-051,YELLOWSTONE,56-4-051,000+0.000,000+0.322,R090E452ONA,3,1229.6666666666667,395.94552230333335
C000001,0.1482877,10681,1583.8609236999998,21-4A-010,HILL,21-4A-010,382+0.340,382+0.488,N-1,4,2670.25,395.96523092499996
C000013,0.23570196,5045,1189.1163881999998,29-4-011,MADISON,29-4-011,048+0.653,048+0.889,P-13,3,1681.6666666666667,396.37212939999995
C000001,0.34695919,2286,793.14870834,51-3-012,TOOLE,51-3-012,279+0.440,279+0.787,N-1,2,1143.0,396.57435417
C033101,24.84577958,32,795.06494656,33-2-008,MUSSELSHELL,33-2-008,000+0.000,024+0.846,L-33-101,2,16.0,397.53247328
C001018,0.49795346,14376,7158.57894096,56-4A-246,YELLOWSTONE,56-4A-246,001+0.493,001+0.991,U-1018,18,798.6666666666666,397.6988300533333
C000001,0.13296484,2992,397.83080128,51-3-011,TOOLE,51-3-011,279+0.307,279+0.440,N-1,1,2992.0,397.83080128
C000291,0.06682595,23819,1591.7273030499998,16-3-018,GALLATIN,16-3-018,000+0.000,000+0.067,N-291,4,5954.75,397.93182576249995
C000236,10.51279189,38,399.48609182,14-1-001,CHOUTEAU,14-1-001,047+0.896,058+0.477,S-236,1,38.0,399.48609182
C055200,7.53868862,53,399.55049686,55-2-011,WIBAUX,55-2-011,000+0.000,007+0.539,L-55-200,1,53.0,399.55049686
C015011,1.76648965,1589,2806.95205385,15-4A-054,FLATHEAD,15-4A-054,002+0.751,004+0.518,L-15-11,7,227.0,400.99315055
C000057,0.27844625,1443,401.79793875,28-4-012,MCCONE,28-4-012,278+0.734,279+0.065,N-57,1,1443.0,401.79793875
C011002,25.70145285,47,1207.96828395,11-4-019,DAWSON,11-4-019,000+0.000,025+0.701,L-11-2,3,15.666666666666666,402.65609464999994
C005204,0.23440008,5156,1208.56681248,07-2A-049,CASCADE,07-2A-049,000+0.000,000+0.234,U-5204,3,1718.6666666666667,402.85560416
C018400,25.2638555,32,808.443376,18-5-023,GLACIER,18-5-023,000+0.000,025+0.264,L-18-400,2,16.0,404.221688
C229168,0.23326337,3470,809.4238938999999,32-3-066,MISSOULA,32-3-066,000+0.000,000+0.233,R090W104OFA,2,1735.0,404.71194694999997
C010401,0.3348558,1212,405.8452296,42-4A-047,RICHLAND,42-4A-047,000+0.000,000+0.335,U-10401,1,1212.0,405.8452296
C224862,2.7236381,597,1626.0119457,56-4A-379,YELLOWSTONE,56-4A-379,002+0.999,005+0.723,L-56-525,4,149.25,406.502986425
C000238,4.35618474,280,1219.7317272,14-6-010,FERGUS,14-6-010,004+0.643,008+0.984,S-238,3,93.33333333333333,406.5772424
C001006,0.60791828,9364,5692.54677392,56-4A-071,YELLOWSTONE,56-4A-071,001+0.397,002+0.005,U-1006,14,668.8571428571429,406.61048385142857
C000253,1.42294733,286,406.96293638,28-5-009,PRAIRIE,28-5-009,035+0.232,036+0.651,S-253,1,286.0,406.96293638
C229287,0.26155291,3115,814.73731465,56-4-057,YELLOWSTONE,56-4-057,000+0.000,000+0.262,R090W437OFA,2,1557.5,407.368657325
C228373,0.25156607,1620,407.5370334,47-1-031,SILVER BOW,47-1-031,000+0.000,000+0.252,R015S127ONB,1,1620.0,407.5370334
C006228,0.81667178,3496,2855.08454288,32-3A-331,MISSOULA,32-3A-331,000+0.000,000+0.817,L-32-4576,7,499.42857142857144,407.86922041142856
C000205,0.48372849,1687,816.04996263,16-1-020,GALLATIN,16-1-020,010+0.343,010+0.826,S-205,2,843.5,408.024981315
C056788,2.40042966,170,408.0730422,56-3-033,YELLOWSTONE,56-3-033,049+0.496,051+0.883,X-56788,1,170.0,408.0730422
C000005,0.24479179,18341,4489.72622039,15-7C-010,FLATHEAD,15-7C-010,112+0.455,112+0.700,N-5,11,1667.3636363636363,408.15692912636365
C002086,0.71029896,1724,1224.55540704,47-1C-082,SILVER BOW,47-1C-082,000+0.000,000+0.710,L-47-1037,3,574.6666666666666,408.18513568000003
C003582,1.82152895,4486,8171.3788697,07-2A-246,CASCADE,07-2A-246,000+0.000,001+0.822,L-7-2872,20,224.3,408.568943485
C229171,0.34973811,1170,409.19358869999996,32-3-038,MISSOULA,32-3-038,000+0.000,000+0.350,R090W099ONA,1,1170.0,409.19358869999996
C010331,0.93433632,438,409.23930816,49-3A-018,SWEET GRASS,49-3A-018,000+0.000,000+0.934,L-49-25,1,438.0,409.23930816
C056507,1.00210003,817,818.71572451,56-4A-394,YELLOWSTONE,56-4A-394,007+0.944,008+0.946,L-56-507,2,408.5,409.357862255
C029202,9.98507853,164,1637.5528789199998,29-4-020,MADISON,29-4-020,000+0.000,009+0.985,L-29-202,4,41.0,409.38821972999995
C007113,0.24762298,1654,409.56840891999997,14-6A-055,FERGUS,14-6A-055,000+0.000,000+0.248,U-7113,1,1654.0,409.56840891999997
C000015,0.21113822,5820,1228.8244404,22-2-014,JEFFERSON,22-2-014,181+0.904,182+0.117,I-15,3,1940.0,409.6081468
C006723,0.48464638,3398,1646.82839924,15-7C-051,FLATHEAD,15-7C-051,000+0.258,000+0.743,U-6723,4,849.5,411.70709981
C000007,0.85006444,5329,4529.99340076,41-2A-001,RAVALLI,41-2A-001,043+0.223,044+0.058,N-7,11,484.45454545454544,411.81758188727275
C000246,0.51907543,1587,823.77270741,53-4-026,VALLEY,53-4-026,000+0.064,000+0.583,S-246,2,793.5,411.886353705
C002421,5.15070502,240,1236.1692048,16-2-016,GALLATIN,16-2-016,009+0.967,015+0.117,L-16-6,3,80.0,412.0564016
C000025,0.32283135,1277,412.25563395,43-3-007,MCCONE,43-3-007,046+0.184,046+0.507,P-25,1,1277.0,412.25563395
C039003,8.96690086,46,412.47743956000005,39-3-025,POWELL,39-3-025,000+0.000,008+0.967,L-39-3,1,46.0,412.47743956000005
C000261,8.79821305,188,1654.0640534,55-1-006,WIBAUX,55-1-006,012+0.155,020+0.544,S-261,4,47.0,413.51601335
C002947,0.39529894,1047,413.87799018,29-4-016,MADISON,29-4-016,000+0.000,000+0.395,L-29-1059,1,1047.0,413.87799018
C018103,0.90272123,919,829.6008103700001,47-1C-022,SILVER BOW,47-1C-022,000+0.158,001+0.061,L-47-1043,2,459.5,414.80040518500005
C000269,1.01320577,3276,3319.2621025199996,41-2A-008,RAVALLI,41-2A-008,004+0.654,005+0.672,S-269,8,409.5,414.90776281499996
C005225,0.29906754,2776,830.21149104,07-2A-134,CASCADE,07-2A-134,001+0.009,001+0.308,U-5225,2,1388.0,415.10574552
C010408,0.39153263,3182,1245.85682866,42-4A-026,RICHLAND,42-4A-026,000+0.000,000+0.392,U-10408,3,1060.6666666666667,415.28560955333336
C010405,0.21966627,3782,830.77783314,42-4A-032,RICHLAND,42-4A-032,000+0.568,000+0.788,U-10405,2,1891.0,415.38891657
C025136,3.29775781,126,415.51748405999996,25-7B-071,LEWIS AND CLARK,25-7B-071,000+0.000,003+0.298,L-25-136,1,126.0,415.51748405999996
C041309,6.60185809,126,831.83411934,41-1-019,RAVALLI,41-1-019,000+0.000,006+0.602,L-41-309,2,63.0,415.91705967
C000487,0.12309731,3383,416.43819973,15-4A-051,FLATHEAD,15-4A-051,002+0.480,002+0.603,U-12001,1,3383.0,416.43819973
C005218,0.08003506,5211,417.06269766,07-2A-093,CASCADE,07-2A-093,001+0.794,001+0.874,N-126,1,5211.0,417.06269766
C015200,7.1396016,1110,7924.957776,15-4-020,FLATHEAD,15-4-020,000+0.000,007+0.140,L-15-200,19,58.421052631578945,417.10304084210526
C006719,0.20909838,3991,834.51163458,15-7C-020,FLATHEAD,15-7C-020,000+0.277,000+0.486,U-6719,2,1995.5,417.25581729
C005812,0.33880718,4928,1669.6417830399998,25-7C-059,LEWIS AND CLARK,25-7C-059,000+0.558,000+0.897,U-5812,4,1232.0,417.41044575999996
C005218,0.3274245,6390,2092.2425550000003,07-2A-089,CASCADE,07-2A-089,002+0.612,002+0.939,N-126,5,1278.0,418.44851100000005
C000007,0.02730238,15340,418.8185092,32-3A-018,MISSOULA,32-3A-018,095+0.603,095+0.630,N-7,1,15340.0,418.8185092
C000384,2.00121606,419,838.50952914,02-1-009,BIG HORN,02-1-009,001+0.169,003+0.191,S-384,2,209.5,419.25476457
C000272,0.11466044,3659,419.54254996000003,39-3-029,POWELL,39-3-029,000+0.000,000+0.115,S-272,1,3659.0,419.54254996000003
C000015,0.26475934,3172,839.8166264800001,22-2-006,JEFFERSON,22-2-006,164+0.659,164+0.923,I-15,2,1586.0,419.90831324000004
C000551,5.38815621,78,420.27618438,23-1-004,JUDITH BASIN,23-1-004,001+0.127,006+0.519,S-551,1,78.0,420.27618438
C006955,0.94040776,447,420.36226872000003,24-2-025,LAKE,24-2-025,000+0.000,000+0.940,L-24-1815,1,447.0,420.36226872000003
C008113,0.07154336,11765,841.7076304,32-3A-214,MISSOULA,32-3A-214,000+0.454,000+0.526,U-8113,2,5882.5,420.8538152
C000062,0.21106042,7987,1685.73957454,42-4A-023,RICHLAND,42-4A-023,037+0.521,037+0.732,N-62,4,1996.75,421.434893635
C000211,5.00767299,337,1687.58579763,24-3-007,LAKE,24-3-007,004+0.733,009+0.723,S-211,4,84.25,421.8964494075
C000007,0.32855197,10277,3376.52859569,32-3A-026,MISSOULA,32-3A-026,093+0.344,093+0.673,N-7,8,1284.625,422.06607446125
C003842,0.57948201,2186,1266.74767386,07-2A-144,CASCADE,07-2A-144,000+0.000,000+0.579,L-7-981,3,728.6666666666666,422.24922462
C000214,5.28681126,80,422.9449008,51-1-004,TOOLE,51-1-004,027+0.388,032+0.673,S-214,1,80.0,422.9449008
C101983,0.2304759,1839,423.8451801,56-4A-299,YELLOWSTONE,56-4A-299,000+0.000,000+0.230,L-56-2413,1,1839.0,423.8451801
C000014,4.77895436,711,3397.83654996,33-3-002,MUSSELSHELL,33-3-002,162+0.643,167+0.438,P-14,8,88.875,424.729568745
C000679,0.99904289,1702,1700.37099878,56-4A-364,YELLOWSTONE,56-4A-364,002+0.424,003+0.423,L-56-526,4,425.5,425.092749695
C000092,0.53097021,24035,12761.86899735,32-3A-079,MISSOULA,32-3A-079,000+0.000,000+0.531,N-92,30,801.1666666666666,425.395633245
C000007,0.47899276,5329,2552.5524180400002,41-2A-001,RAVALLI,41-2A-001,044+0.058,044+0.537,N-7,6,888.1666666666666,425.4254030066667
C003823,0.58302034,3656,2131.52236304,07-2A-275,CASCADE,07-2A-275,000+0.000,000+0.583,L-7-2528,5,731.2,426.304472608
C025024,0.50363595,2541,1279.7389489500001,25-7B-021,LEWIS AND CLARK,25-7B-021,000+0.303,000+0.807,X-25024,3,847.0,426.57964965
C005810,0.25898474,4945,1280.6795393,25-7C-084,LEWIS AND CLARK,25-7C-084,000+0.725,000+0.984,U-5810,3,1648.3333333333333,426.89317976666666
C000047,0.26816951,1593,427.19402943,12-1B-005,DEER LODGE,12-1B-005,000+0.000,000+0.268,P-47,1,1593.0,427.19402943
C002891,1.36940309,312,427.25376408,25-7B-023,LEWIS AND CLARK,25-7B-023,000+0.000,001+0.369,L-25-1736,1,312.0,427.25376408
C228367,0.30448349,2807,854.6851564300001,47-1-046,SILVER BOW,47-1-046,000+0.000,000+0.304,R015S122OFA,2,1403.5,427.34257821500006
C000007,0.06605635,19417,1282.61614795,32-3A-027,MISSOULA,32-3A-027,093+0.673,094+0.053,N-7,3,6472.333333333333,427.5387159833333
C005225,2.24336809,574,1287.6932836600001,07-2A-141,CASCADE,07-2A-141,001+0.654,003+0.898,U-5225,3,191.33333333333334,429.2310945533334
C000325,4.77335898,180,859.2046164000001,03-3-005,BLAINE,03-3-005,000+0.042,003+0.851,S-325,2,90.0,429.60230820000004
C015025,0.77347339,2222,1718.65787258,15-4A-039,FLATHEAD,15-4A-039,000+0.000,000+0.773,L-15-25,4,555.5,429.664468145
C000205,0.1215427,7072,859.5499744,16-3-016,GALLATIN,16-3-016,020+0.311,020+0.433,N-205,2,3536.0,429.7749872
C000098,0.39649901,1085,430.20142584999996,11-5A-012,DAWSON,11-5A-012,000+0.331,000+0.728,N-98,1,1085.0,430.20142584999996
C229333,0.21706239,1983,430.43471937,56-4-040,YELLOWSTONE,56-4-040,000+0.000,000+0.217,R090W455OFA,1,1983.0,430.43471937
C005714,0.24486804,1760,430.9677504,21-4A-071,HILL,21-4A-071,000+0.698,000+0.943,U-5714,1,1760.0,430.9677504
C115008,0.71793556,1805,1295.8736858,15-4A-077,FLATHEAD,15-4A-077,000+0.501,001+0.219,L-15-8,3,601.6666666666666,431.95789526666664
C228478,0.2598242,1663,432.08764460000003,56-2-019,YELLOWSTONE,56-2-019,000+0.000,000+0.260,R094E006OFA,1,1663.0,432.08764460000003
C004327,0.20804209,2077,432.10342093,25-7C-104,LEWIS AND CLARK,25-7C-104,000+0.000,000+0.208,L-25-2455,1,2077.0,432.10342093
C000007,0.33723748,10277,3465.78958196,32-3A-026,MISSOULA,32-3A-026,093+0.007,093+0.344,N-7,8,1284.625,433.223697745
C000010,0.07609011,5694,433.25708634,07-2A-023,CASCADE,07-2A-023,000+0.608,000+0.684,N-10,1,5694.0,433.25708634
C000061,0.24352163,3563,867.6675676899999,33-3-016,MUSSELSHELL,33-3-016,000+0.000,000+0.244,N-61,2,1781.5,433.83378384499997
C006215,0.74863497,2913,2180.77366761,32-3A-035,MISSOULA,32-3A-035,000+0.674,001+0.422,L-32-825,5,582.6,436.15473352199996
C008128,0.24203987,21647,5239.43706589,32-3A-011,MISSOULA,32-3A-011,001+0.532,001+0.774,N-131,12,1803.9166666666667,436.6197554908333
C000020,0.65657895,6650,4366.2500175,42-4A-018,RICHLAND,42-4A-018,052+0.566,053+0.214,N-20,10,665.0,436.62500174999997
C000029,0.32968194,13278,4377.51679932,47-1C-016,SILVER BOW,47-1C-016,087+0.791,088+0.121,N-29,10,1327.8,437.751679932
C005208,0.22077833,1983,437.80342838999997,07-2A-076,CASCADE,07-2A-076,000+0.104,000+0.324,U-5208,1,1983.0,437.80342838999997
C006906,0.49734028,882,438.65412696000004,56-4B-032,YELLOWSTONE,56-4B-032,000+0.891,001+0.388,U-6906,1,882.0,438.65412696000004
C000029,0.10864747,8078,877.65426266,47-1C-023,SILVER BOW,47-1C-023,089+0.315,089+0.424,N-29,2,4039.0,438.82713133
C001024,0.12704126,10391,1320.0857326599998,56-4A-215,YELLOWSTONE,56-4A-215,001+0.403,001+0.530,U-1024,3,3463.6666666666665,440.02857755333326
C007104,0.21073519,2089,440.22581191,14-6A-031,FERGUS,14-6A-031,000+0.689,000+0.900,U-7104,1,2089.0,440.22581191
C000045,1.45540548,1513,2202.02849124,49-3A-012,SWEET GRASS,49-3A-012,000+0.000,001+0.429,P-45,5,302.6,440.405698248
C001010,0.13736845,22452,3084.1964394,56-4A-050,YELLOWSTONE,56-4A-050,002+0.966,003+0.104,N-111,7,3207.4285714285716,440.59949134285716
