CORRIDOR,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,CRASHES
C000001,4.355,10687,46541.885,15-7B-001,FLATHEAD,15-7B-001,115+0.324,119+0.637,N-1,23
C000001,0.378,23973,9061.794,15-7B-005,FLATHEAD,15-7B-005,121+0.745,122+0.119,N-1,6
C000001,0.432,23277,10055.664,15-7B-006,FLATHEAD,15-7B-006,122+0.497,122+0.929,N-1,23
C000001,1.021,15874,16207.354,15-7B-036,FLATHEAD,15-7B-036,124+0.605,125+0.636,N-1,16
C000001,0.311,19724,6134.164,15-7B-053,FLATHEAD,15-7B-053,122+0.929,123+0.119,N-1,4
C000001,0.5,19445,9722.5,15-7B-054,FLATHEAD,15-7B-054,123+0.119,123+0.619,N-1,10
C000001,0.436,20318,8858.648,15-7B-055,FLATHEAD,15-7B-055,123+0.619,124+0.036,N-1,2
C000001,0.569,15658,8909.402,15-7B-056,FLATHEAD,15-7B-056,124+0.036,124+0.605,N-1,3
C000001,0.378,24394,9220.932,15-7B-088,FLATHEAD,15-7B-088,122+0.119,122+0.497,N-1,8
C000001,0.49,15084,7391.16,15-7C-001,FLATHEAD,15-7C-001,119+0.637,120+0.114,N-1,8
C000001,0.369,16826,6208.794,15-7C-002,FLATHEAD,15-7C-002,120+0.114,120+0.483,N-1,3
C000001,0.205,16215,3324.075,15-7C-003,FLATHEAD,15-7C-003,120+0.483,120+0.688,N-1,2
C000001,0.145,16993,2463.9849999999997,15-7C-004,FLATHEAD,15-7C-004,120+0.688,120+0.833,N-1,5
C000001,0.213,22583,4810.179,15-7C-005,FLATHEAD,15-7C-005,120+0.833,121+0.134,N-1,10
C000001,0.277,23430,6490.110000000001,15-7C-006,FLATHEAD,15-7C-006,121+0.134,121+0.411,N-1,6
C000001,0.334,19940,6659.96,15-7C-070,FLATHEAD,15-7C-070,121+0.411,121+0.745,N-1,9
C000001,10.034,1836,18422.424000000003,18-4-001,GLACIER,18-4-001,197+0.721,207+0.928,N-1,27
C000001,1.322,2626,3471.572,18-4-002,GLACIER,18-4-002,207+0.928,209+0.268,N-1,2
C000001,6.79,2287,15528.73,18-4-003,GLACIER,18-4-003,209+0.268,216+0.083,N-1,3
C000001,5.572,2398,13361.656,18-4-004,GLACIER,18-4-004,216+0.083,221+0.506,N-1,1
C000001,2.409,3590,8648.31,18-4-005,GLACIER,18-4-005,221+1.938,223+0.920,N-1,4
C000001,11.365,2401,27287.365,18-4-006,GLACIER,18-4-006,223+0.920,235+0.429,N-1,1
C000001,0.857,8990,7704.43,18-4-017,GLACIER,18-4-017,221+1.081,221+1.938,N-1,4
C000001,0.422,6268,2645.096,18-4-019,GLACIER,18-4-019,221+0.506,221+0.928,N-1,3
C000001,7.81,2213,17283.53,18-5-001,GLACIER,18-5-001,235+0.429,243+0.266,N-1,2
C000001,6.002,2189,13138.377999999999,18-5-002,GLACIER,18-5-002,243+0.266,249+0.277,N-1,3
C000001,4.249,2295,9751.455,18-5-003,GLACIER,18-5-003,249+0.277,253+0.497,N-1,2
C000001,1.257,3271,4111.647,18-5-008,GLACIER,18-5-008,253+0.497,254+0.750,N-1,2
C000001,0.274,3252,891.0480000000001,18-5-010,GLACIER,18-5-010,255+0.154,255+0.428,N-1,2
C000001,2.442,2333,5697.186000000001,18-5-012,GLACIER,18-5-012,255+0.859,258+0.272,N-1,1
C000001,3.034,1935,5870.79,18-5-020,GLACIER,18-5-020,258+0.272,261+0.307,N-1,3
C000001,11.367,1217,13833.639000000001,21-3-001,HILL,21-3-001,335+0.624,346+0.952,N-1,2
C000001,9.95,1360,13531.999999999998,21-3-003,HILL,21-3-003,353+0.529,363+0.498,N-1,3
C000001,6.64,1471,9767.439999999999,21-4-001,HILL,21-4-001,363+0.498,370+0.155,N-1,2
C000001,6.573,1495,9826.635,21-4-002,HILL,21-4-002,370+0.155,376+0.734,N-1,3
C000001,5.079,2838,14414.202,21-4-003,BLAINE,21-4-003,391+0.193,396+0.290,N-1,4
C000001,2.49,3961,9862.890000000001,21-4A-002,HILL,21-4A-002,376+0.734,379+0.221,N-1,7
C000001,0.598,6240,3731.52,21-4A-003,HILL,21-4A-003,379+0.221,379+0.819,N-1,1
C000001,0.305,9734,2968.87,21-4A-005,HILL,21-4A-005,379+0.819,380+0.109,N-1,4
C000001,1.316,9290,12225.640000000001,21-4A-006,HILL,21-4A-006,380+0.109,381+0.223,N-1,6
C000001,0.4,11149,4459.6,21-4A-007,HILL,21-4A-007,381+0.223,381+0.623,N-1,5
C000001,0.554,12882,7136.628000000001,21-4A-008,HILL,21-4A-008,381+0.623,382+0.440,N-1,9
C000001,0.291,11712,3408.1919999999996,21-4A-010,HILL,21-4A-010,382+0.440,382+0.731,N-1,9
C000001,0.441,9319,4109.679,21-4A-011,HILL,21-4A-011,382+0.731,383+0.249,N-1,2
C000001,1.779,6772,12047.387999999999,21-4A-013,HILL,21-4A-013,383+0.249,384+0.829,N-1,3
C000001,6.383,3662,23374.546,21-4A-015,HILL,21-4A-015,384+0.829,391+0.193,N-1,8
C000001,5.658,786,4447.188,26-2-001,TOOLE,26-2-001,303+0.278,309+0.029,N-1,2
C000001,12.482,1078,13455.596,26-2-002,LIBERTY,26-2-002,309+0.029,321+0.506,N-1,1
C000001,1.864,1792,3340.288,27-3-001,LINCOLN,27-3-001,001+0.894,003+0.795,N-1,3
C000001,6.258,1945,12171.81,27-3-002,LINCOLN,27-3-002,003+0.795,010+0.011,N-1,5
C000001,2.124,1932,4103.568,27-3-004,LINCOLN,27-3-004,010+0.011,012+0.097,N-1,5
C000001,0.46,3111,1431.0600000000002,27-3-005,LINCOLN,27-3-005,016+0.468,016+0.928,N-1,1
C000001,10.86,2718,29517.48,27-3-007,LINCOLN,27-3-007,016+0.928,027+0.795,N-1,10
C000001,1.85,2686,4969.1,27-3-016,LINCOLN,27-3-016,012+0.097,014+0.013,N-1,3
C000001,1.131,4214,4766.034,27-3-017,LINCOLN,27-3-017,014+0.013,015+0.112,N-1,1
C000001,1.364,3248,4430.272,27-3-018,LINCOLN,27-3-018,015+0.112,016+0.468,N-1,2
C000001,1.9,1639,3114.1,27-3-024,LINCOLN,27-3-024,000+0.000,001+0.894,N-1,3
C000001,3.427,3442,11795.734,27-3A-001,LINCOLN,27-3A-001,027+0.795,031+0.180,N-1,3
C000001,2.032,5755,11694.16,27-3A-002,LINCOLN,27-3A-002,034+0.511,036+0.620,N-1,4
C000001,2.691,2502,6732.882,27-3A-003,LINCOLN,27-3A-003,036+0.620,039+0.328,N-1,2
C000001,0.705,5864,4134.12,27-3A-010,LINCOLN,27-3A-010,031+0.180,031+0.885,N-1,2
C000001,0.444,10359,4599.396,27-3A-011,LINCOLN,27-3A-011,031+0.885,032+0.259,N-1,5
C000001,0.195,10008,1951.5600000000002,27-3A-012,LINCOLN,27-3A-012,032+0.259,032+0.454,N-1,2
C000001,0.447,7346,3283.6620000000003,27-3A-013,LINCOLN,27-3A-013,032+0.454,032+0.901,N-1,4
C000001,1.607,7513,12073.391,27-3A-014,LINCOLN,27-3A-014,032+0.901,034+0.511,N-1,5
C000001,2.609,1846,4816.214,27-5-002,LINCOLN,27-5-002,039+0.328,041+0.946,N-1,5
C000001,13.705,1813,24847.165,27-6-001,LINCOLN,27-6-001,041+0.946,055+0.596,N-1,10
C000001,13.427,1395,18730.665,27-6-002,LINCOLN,27-6-002,055+0.596,068+0.995,N-1,13
C000001,6.498,1367,8882.766,27-6-003,LINCOLN,27-6-003,068+0.995,075+0.478,N-1,4
C000001,2.403,1064,2556.792,36-3-001,PHILLIPS,36-3-001,450+0.807,453+0.209,N-1,2
C000001,8.324,1146,9539.304,36-3-002,PHILLIPS,36-3-002,453+0.880,462+0.402,N-1,2
C000001,9.173,1294,11869.862,36-3-003,PHILLIPS,36-3-003,462+0.402,471+0.612,N-1,3
C000001,0.204,3609,736.236,36-3-014,PHILLIPS,36-3-014,471+0.612,471+0.816,N-1,2
C000001,1.546,3047,4710.662,36-3-015,PHILLIPS,36-3-015,471+0.816,473+0.329,N-1,2
C000001,9.53,1269,12093.57,36-4-001,PHILLIPS,36-4-001,473+0.329,482+0.873,N-1,2
C000001,6.763,1262,8534.905999999999,36-4-002,PHILLIPS,36-4-002,482+0.873,489+0.620,N-1,1
C000001,5.534,1223,6768.081999999999,36-4-004,PHILLIPS,36-4-004,500+0.107,505+0.536,N-1,1
C000001,5.534,1223,6768.081999999999,36-4-004,VALLEY,36-4-004,500+0.107,505+0.536,N-1,1
C000001,9.326,1487,13867.762,43-3-001,ROOSEVELT,43-3-001,579+0.042,588+0.342,N-1,2
C000001,0.991,2012,1993.892,43-3-002,ROOSEVELT,43-3-002,588+0.342,589+0.334,N-1,3
C000001,2.036,2571,5234.5560000000005,43-3-004,ROOSEVELT,43-3-004,592+0.670,594+0.694,N-1,1
C000001,2.522,2658,6703.476,43-3-005,ROOSEVELT,43-3-005,594+0.694,597+0.225,N-1,1
C000001,7.598,2664,20241.072,43-3-006,ROOSEVELT,43-3-006,597+0.225,604+0.821,N-1,5
C000001,5.989,2505,15002.445,43-4-001,ROOSEVELT,43-4-001,604+0.821,610+0.783,N-1,1
C000001,1.441,4568,6582.488,43-4-002,ROOSEVELT,43-4-002,612+0.616,614+0.044,N-1,1
C000001,6.468,1497,9682.596,43-4-004,ROOSEVELT,43-4-004,619+0.141,625+0.595,N-1,1
C000001,8.931,1235,11029.785,43-4-005,ROOSEVELT,43-4-005,626+0.126,635+0.050,N-1,1
C000001,4.749,1096,5204.9039999999995,43-4-021,ROOSEVELT,43-4-021,635+0.050,639+0.801,N-1,2
C000001,8.05,1461,11761.050000000001,43-5-001,ROOSEVELT,43-5-001,647+0.276,655+0.312,N-1,5
C000001,4.134,2305,9528.87,43-5-003,ROOSEVELT,43-5-003,658+0.893,663+0.048,N-1,3
C000001,4.099,2299,9423.601,43-5-040,ROOSEVELT,43-5-040,663+0.048,667+0.148,N-1,1
C000001,5.069,1520,7704.88,51-3-004,GLACIER,51-3-004,261+0.307,266+0.796,N-1,2
C000001,5.069,1520,7704.88,51-3-004,TOOLE,51-3-004,261+0.307,266+0.796,N-1,1
C000001,11.694,1726,20183.844,51-3-005,TOOLE,51-3-005,266+0.796,278+0.452,N-1,2
C000001,4.15,887,3681.05,51-3-006,TOOLE,51-3-006,280+0.772,284+0.917,N-1,3
C000001,0.86,4371,3759.06,51-3-010,TOOLE,51-3-010,278+0.452,279+0.307,N-1,1
C000001,0.133,3284,436.77200000000005,51-3-011,TOOLE,51-3-011,279+0.307,279+0.440,N-1,1
C000001,0.348,2509,873.132,51-3-012,TOOLE,51-3-012,279+0.440,279+0.788,N-1,3
C000001,8.786,910,7995.259999999999,51-4-001,TOOLE,51-4-001,288+0.920,297+0.680,N-1,2
C000001,5.723,900,5150.7,51-4-002,TOOLE,51-4-002,297+0.680,303+0.278,N-1,2
C000001,7.524,1221,9186.804,53-3-001,VALLEY,53-3-001,505+0.536,512+0.978,N-1,2
C000001,8.483,1284,10892.172,53-3-002,VALLEY,53-3-002,512+0.978,521+0.416,N-1,6
C000001,8.074,1280,10334.72,53-4-001,VALLEY,53-4-001,521+0.416,529+0.478,N-1,5
C000001,9.748,1351,13169.547999999999,53-4-002,VALLEY,53-4-002,529+0.478,539+0.209,N-1,3
C000001,1.166,3234,3770.8439999999996,53-4-003,VALLEY,53-4-003,542+0.677,543+0.801,N-1,2
C000001,5.382,1924,10354.967999999999,53-4-004,VALLEY,53-4-004,543+0.801,549+0.179,N-1,3
C000001,2.175,6454,14037.449999999999,53-4-016,VALLEY,53-4-016,539+0.209,541+0.368,N-1,3
C000001,0.235,9547,2243.545,53-4-018,VALLEY,53-4-018,541+0.708,541+0.943,N-1,3
C000001,0.339,7328,2484.192,53-4-019,VALLEY,53-4-019,541+0.943,542+0.233,N-1,1
C000001,0.444,4871,2162.724,53-4-020,VALLEY,53-4-020,542+0.233,542+0.677,N-1,5
C000001,6.711,1890,12683.79,53-8-001,VALLEY,53-8-001,549+0.179,555+0.904,N-1,8
C000001,9.028,1353,12214.884,53-8-003,VALLEY,53-8-003,562+0.747,571+0.759,N-1,3
C000001,7.288,1493,10880.984,53-8-004,VALLEY,53-8-004,571+0.759,579+0.042,N-1,1
C000001,1.759,1709,3006.131,53-8-008,VALLEY,53-8-008,555+0.904,557+0.643,N-1,5
C000002,11.987,692,8295.004,09-2-003,CUSTER,09-2-003,006+0.164,018+0.405,P-2,4
C000002,13.709,625,8568.125,09-2-004,CUSTER,09-2-004,018+0.405,032+0.136,P-2,3
C000002,1.529,1300,1987.6999999999998,09-2A-013,CUSTER,09-2A-013,004+0.779,006+0.164,N-2,2
C000002,16.243,643,10444.249,09-3-003,CUSTER,09-3-003,032+0.136,048+0.772,P-2,2
C000002,6.606,594,3923.964,13-1-003,FALLON,13-1-003,063+0.893,070+0.531,P-2,1
C000002,3.766,921,3468.486,13-1-004,FALLON,13-1-004,075+0.469,079+0.231,P-2,2
C000002,5.441,696,3786.9359999999997,13-1-005,FALLON,13-1-005,084+0.699,090+0.128,P-2,1
C000002,5.381,804,4326.3240000000005,13-1-006,FALLON,13-1-006,090+0.128,095+0.497,P-2,1
C000002,3.394,1684,5715.496,13-1-015,FALLON,13-1-015,079+0.231,082+0.631,P-2,1
C000002,4.968,887,4406.616,13-1-029,FALLON,13-1-029,070+0.531,075+0.469,P-2,1
C000003,5.342,1705,9108.109999999999,07-1-001,CASCADE,07-1-001,014+0.380,020+0.078,P-3,4
C000003,5.342,1705,9108.109999999999,07-1-001,TETON,07-1-001,014+0.380,020+0.078,P-3,1
C000003,5.986,1814,10858.604,07-1-002,CASCADE,07-1-002,008+0.456,014+0.380,P-3,7
C000003,6.704,4611,30912.144,07-1-004,CASCADE,07-1-004,001+0.729,008+0.456,N-3,14
C000003,1.271,5502,6993.0419999999995,07-1-005,CASCADE,07-1-005,000+0.000,001+0.729,N-3,2
C000003,7.862,1369,10763.078,18-4-007,GLACIER,18-4-007,102+0.694,110+0.500,P-3,1
C000003,6.291,1175,7391.925,18-5-007,GLACIER,18-5-007,096+0.138,102+0.694,P-3,3
C000003,11.77,1158,13629.66,37-1-001,GLACIER,37-1-001,084+0.359,096+0.138,P-3,2
C000003,11.77,1158,13629.66,37-1-001,PONDERA,37-1-001,084+0.359,096+0.138,P-3,3
C000003,8.742,652,5699.784000000001,37-3-003,PONDERA,37-3-003,066+0.490,075+0.315,P-3,3
C000003,7.345,426,3128.97,37-3-022,PONDERA,37-3-022,076+0.928,084+0.359,P-3,1
C000003,8.616,753,6487.848,50-1-001,TETON,50-1-001,046+0.527,055+0.170,P-3,1
C000003,7.404,626,4634.9039999999995,50-1-002,TETON,50-1-002,055+0.170,062+0.606,P-3,2
C000003,3.855,596,2297.58,50-1-003,TETON,50-1-003,062+0.606,066+0.490,P-3,1
C000003,4.931,1163,5734.753,50-3-001,TETON,50-3-001,034+0.193,039+0.120,P-3,2
C000003,4.55,1254,5705.7,50-3-002,TETON,50-3-002,041+0.947,046+0.527,P-3,3
C000003,1.457,1466,2135.962,50-3-011,TETON,50-3-011,039+0.120,040+0.561,P-3,1
C000003,0.651,2806,1826.7060000000001,50-3-012,TETON,50-3-012,040+0.561,041+0.229,P-3,1
C000003,0.28,2703,756.84,50-3-013,TETON,50-3-013,041+0.229,041+0.509,P-3,1
C000003,2.517,1740,4379.58,50-4-003,TETON,50-4-003,020+0.078,022+0.612,P-3,2
C000003,9.534,1246,11879.364000000001,50-4-004,TETON,50-4-004,024+0.456,034+0.193,P-3,2
C000003,0.493,1326,653.718,50-4-018,TETON,50-4-018,023+0.975,024+0.456,P-3,1
C000004,1.315,7781,10232.015,05-1-002,CARBON,05-1-002,042+0.734,043+1.126,N-4,3
C000004,3.989,4356,17376.084,05-1-008,CARBON,05-1-008,038+0.783,042+0.734,N-4,8
C000004,5.684,4408,25055.072,05-1-009,CARBON,05-1-009,033+0.037,038+0.783,N-4,9
C000004,3.197,4398,14060.406,05-1-010,CARBON,05-1-010,029+0.823,033+0.037,N-4,2
C000004,9.311,7922,73761.742,05-1-030,CARBON,05-1-030,043+1.126,052+0.356,N-4,9
C000004,3.594,2030,7295.82,05-3-007,CARBON,05-3-007,020+0.969,024+0.627,N-4,7
C000004,16.413,1316,21599.508,05-3-013,CARBON,05-3-013,004+0.526,020+0.969,N-4,4
C000004,3.613,4420,15969.46,05-3-024,CARBON,05-3-024,026+0.255,029+0.823,N-4,5
C000004,1.153,4218,4863.354,05-3-026,CARBON,05-3-026,024+0.627,025+0.800,N-4,1
C000004,4.524,1964,8885.136,05-4-001,CARBON,05-4-001,000+0.000,004+0.526,N-4,2
C000004,1.551,10594,16431.293999999998,56-4B-004,YELLOWSTONE,56-4B-004,052+0.356,053+0.803,N-4,6
C000004,0.094,14615,1373.81,56-4B-005,YELLOWSTONE,56-4B-005,054+0.677,054+0.771,N-4,6
C000004,0.522,5803,3029.166,56-4B-006,YELLOWSTONE,56-4B-006,054+0.771,055+0.312,N-4,1
C000004,0.53,5708,3025.2400000000002,56-4B-007,YELLOWSTONE,56-4B-007,055+0.312,055+0.842,N-4,7
C000004,0.7,5951,4165.7,56-4B-008,YELLOWSTONE,56-4B-008,057+0.506,058+0.221,N-4,5
C000004,0.529,5560,2941.2400000000002,56-4B-037,YELLOWSTONE,56-4B-037,055+0.842,056+0.371,N-4,2
C000004,1.135,5515,6259.525,56-4B-038,YELLOWSTONE,56-4B-038,056+0.371,057+0.506,N-4,1
C000004,0.398,12037,4790.726000000001,56-4B-039,YELLOWSTONE,56-4B-039,054+0.279,054+0.677,N-4,6
C000004,0.449,9779,4390.771,56-4B-044,YELLOWSTONE,56-4B-044,053+0.803,054+0.279,N-4,4
C000005,6.418,2350,15082.300000000001,15-3-001,FLATHEAD,15-3-001,139+0.208,145+0.620,N-5,6
C000005,8.918,3914,34905.051999999996,15-4-004,FLATHEAD,15-4-004,130+0.281,139+0.208,N-5,15
C000005,2.58,17667,45580.86,15-4A-007,FLATHEAD,15-4A-007,122+0.876,125+0.446,N-5,37
C000005,0.488,25630,12507.44,15-4A-008,FLATHEAD,15-4A-008,125+0.446,125+0.934,N-5,4
C000005,0.605,14791,8948.555,15-4A-021,FLATHEAD,15-4A-021,126+0.943,127+0.544,N-5,9
C000005,0.138,14343,1979.334,15-4A-022,FLATHEAD,15-4A-022,127+0.544,127+0.682,N-5,3
C000005,0.133,7683,1021.839,15-4A-023,FLATHEAD,15-4A-023,127+0.682,127+0.815,N-5,2
C000005,0.31,9159,2839.29,15-4A-024,FLATHEAD,15-4A-024,127+0.815,128+0.188,N-5,1
C000005,2.195,17708,38869.06,15-4A-042,FLATHEAD,15-4A-042,120+0.744,122+0.876,N-5,13
C000005,1.151,7767,8939.817000000001,15-4A-044,FLATHEAD,15-4A-044,129+0.139,130+0.281,N-5,1
C000005,0.621,27572,17122.212,15-4A-045,FLATHEAD,15-4A-045,125+0.934,126+0.560,N-5,3
C000005,0.383,22887,8765.721,15-4A-046,FLATHEAD,15-4A-046,126+0.560,126+0.943,N-5,6
C000005,4.45,5833,25956.850000000002,15-7-002,FLATHEAD,15-7-002,093+0.345,097+0.783,N-5,9
C000005,4.45,5833,25956.850000000002,15-7-002,LAKE,15-7-002,093+0.345,097+0.783,N-5,2
C000005,1.56,9341,14571.960000000001,15-7-003,FLATHEAD,15-7-003,102+0.688,104+0.217,N-5,14
C000005,4.835,17498,84602.83,15-7-004,FLATHEAD,15-7-004,104+0.217,109+0.082,N-5,46
C000005,4.887,9313,45512.630999999994,15-7-014,FLATHEAD,15-7-014,097+0.783,102+0.688,N-5,31
C000005,0.649,15312,9937.488000000001,15-7B-010,FLATHEAD,15-7B-010,109+0.082,109+0.731,N-5,6
C000005,1.029,15989,16452.680999999997,15-7B-011,FLATHEAD,15-7B-011,109+0.731,110+0.802,N-5,11
C000005,0.179,16773,3002.3669999999997,15-7B-012,FLATHEAD,15-7B-012,110+0.802,110+0.981,N-5,3
C000005,0.451,14325,6460.575,15-7B-013,FLATHEAD,15-7B-013,110+0.981,111+0.409,N-5,10
C000005,0.926,23761,22002.686,15-7B-014,FLATHEAD,15-7B-014,113+0.070,114+0.252,N-5,17
C000005,0.601,26240,15770.24,15-7B-016,FLATHEAD,15-7B-016,114+0.252,114+0.853,N-5,10
C000005,4.805,23165,111307.825,15-7B-018,FLATHEAD,15-7B-018,115+0.865,120+0.744,N-5,39
C000005,0.504,29487,14861.448,15-7B-080,FLATHEAD,15-7B-080,114+0.853,115+0.370,N-5,15
C000005,0.495,19575,9689.625,15-7B-085,FLATHEAD,15-7B-085,115+0.370,115+0.865,N-5,9
C000005,0.503,14529,7308.087,15-7C-008,FLATHEAD,15-7C-008,111+0.657,112+0.180,N-5,11
C000005,0.138,16850,2325.3,15-7C-009,FLATHEAD,15-7C-009,112+0.180,112+0.318,N-5,6
C000005,0.24,20625,4950.0,15-7C-010,FLATHEAD,15-7C-010,112+0.456,112+0.696,N-5,11
C000005,0.248,20880,5178.24,15-7C-012,FLATHEAD,15-7C-012,112+0.835,113+0.070,N-5,2
C000005,0.138,14845,2048.61,15-7C-080,FLATHEAD,15-7C-080,112+0.318,112+0.456,N-5,4
C000005,3.481,15305,53276.704999999994,24-2-001,LAKE,24-2-001,055+0.500,059+0.028,N-5,19
C000005,9.043,4940,44672.42,24-2-002,LAKE,24-2-002,064+0.715,073+0.831,N-5,36
C000005,3.716,3807,14146.812,24-2-003,LAKE,24-2-003,073+0.831,077+0.566,N-5,10
C000005,5.303,4609,24441.527,24-2-004,LAKE,24-2-004,077+0.566,082+0.825,N-5,16
C000005,4.898,4941,24201.018,24-2-005,LAKE,24-2-005,082+0.825,087+0.642,N-5,13
C000005,5.64,5395,30427.8,24-2-006,LAKE,24-2-006,087+0.642,093+0.345,N-5,22
C000005,1.092,17469,19076.148,24-2-018,LAKE,24-2-018,059+0.028,060+0.096,N-5,11
C000005,0.365,13203,4819.095,24-2-019,LAKE,24-2-019,060+0.096,060+0.461,N-5,1
C000005,3.759,10623,39931.856999999996,24-2-021,LAKE,24-2-021,060+0.937,064+0.715,N-5,18
C000005,0.333,12419,4135.527,24-2-032,LAKE,24-2-032,060+0.461,060+0.794,N-5,1
C000005,9.055,7932,71824.26,24-3-001,LAKE,24-3-001,018+0.478,027+0.501,N-5,18
C000005,5.514,6751,37225.014,24-3-002,LAKE,24-3-002,027+0.501,033+0.081,N-5,13
C000005,4.007,7302,29259.113999999998,24-3-003,LAKE,24-3-003,033+0.081,037+0.091,N-5,11
C000005,5.002,7346,36744.691999999995,24-3-004,LAKE,24-3-004,037+0.091,042+0.061,N-5,21
C000005,5.255,11341,59596.955,24-3-005,LAKE,24-3-005,050+0.134,055+0.500,N-5,22
C000005,0.613,13896,8518.248,24-3-014,LAKE,24-3-014,046+0.073,046+0.686,N-5,3
C000005,0.183,13922,2547.726,24-3-015,LAKE,24-3-015,046+0.686,046+0.869,N-5,3
C000005,0.216,14187,3064.392,24-3-016,LAKE,24-3-016,046+0.869,047+0.064,N-5,1
C000005,3.02,13033,39359.66,24-3-017,LAKE,24-3-017,047+0.064,050+0.134,N-5,15
C000005,4.011,8863,35549.493,24-3-027,LAKE,24-3-027,042+0.061,046+0.073,N-5,17
C000005,1.122,4602,5163.444,24-3-028,LAKE,24-3-028,017+0.355,018+0.478,N-5,3
C000005,17.644,2116,37334.704,27-2-001,FLATHEAD,27-2-001,145+0.620,163+0.394,N-5,14
C000005,17.644,2116,37334.704,27-2-001,LINCOLN,27-2-001,145+0.620,163+0.394,N-5,6
C000005,13.705,3027,41485.035,27-2-002,LINCOLN,27-2-002,163+0.394,177+0.114,N-5,17
C000005,2.272,1986,4512.192,27-2-003,LINCOLN,27-2-003,180+0.880,183+0.159,N-5,2
C000005,4.281,1506,6447.186,27-2-004,LINCOLN,27-2-004,183+0.159,187+0.464,N-5,2
C000005,1.818,3662,6657.5160000000005,27-2-011,LINCOLN,27-2-011,177+0.114,178+0.980,N-5,3
C000005,0.48,6473,3107.04,27-2-013,LINCOLN,27-2-013,179+0.047,179+0.527,N-5,1
