CORRIDOR,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,CRASHES
C000001,1.019,19534,19905.145999999997,15-7B-036,FLATHEAD,15-7B-036,124+0.603,125+0.635,N-1,86
C000001,0.314,18926,5942.764,15-7B-053,FLATHEAD,15-7B-053,122+0.924,123+0.117,N-1,47
C000001,0.499,19904,9932.096,15-7B-054,FLATHEAD,15-7B-054,123+0.117,123+0.616,N-1,48
C000001,0.436,19508,8505.488,15-7B-055,FLATHEAD,15-7B-055,123+0.616,124+0.035,N-1,25
C000001,0.567,18669,10585.322999999999,15-7B-056,FLATHEAD,15-7B-056,124+0.035,124+0.603,N-1,46
C000001,0.377,27196,10252.892,15-7B-088,FLATHEAD,15-7B-088,122+0.115,122+0.492,N-1,28
C000001,0.488,16110,7861.679999999999,15-7C-001,FLATHEAD,15-7C-001,119+0.638,120+0.112,N-1,37
C000001,0.369,16550,6106.95,15-7C-002,FLATHEAD,15-7C-002,120+0.112,120+0.482,N-1,19
C000001,0.205,17014,3487.87,15-7C-003,FLATHEAD,15-7C-003,120+0.482,120+0.687,N-1,5
C000001,0.149,16808,2504.392,15-7C-004,FLATHEAD,15-7C-004,120+0.687,120+0.835,N-1,51
C000001,0.069,22290,1538.0100000000002,15-7C-005,FLATHEAD,15-7C-005,120+0.835,120+0.904,N-1,5
C000001,0.14,22290,3120.6000000000004,15-7C-005,FLATHEAD,15-7C-005,120+0.904,121+0.134,N-1,28
C000001,0.068,21959,1493.2120000000002,15-7C-006,FLATHEAD,15-7C-006,121+0.134,121+0.202,N-1,11
C000001,0.209,21959,4589.431,15-7C-006,FLATHEAD,15-7C-006,121+0.202,121+0.411,N-1,23
C000001,0.334,22087,7377.058,15-7C-070,FLATHEAD,15-7C-070,121+0.411,121+0.744,N-1,36
C000001,10.017,2032,20354.543999999998,18-4-001,GLACIER,18-4-001,197+0.717,207+0.924,N-1,77
C000001,1.323,1663,2200.149,18-4-002,GLACIER,18-4-002,207+0.924,209+0.270,N-1,10
C000001,1.449,2058,2982.042,18-4-003,GLACIER,18-4-003,209+0.270,210+0.728,N-1,3
C000001,0.17,2058,349.86,18-4-003,GLACIER,18-4-003,210+0.728,210+0.899,N-1,2
C000001,3.745,2058,7707.21,18-4-003,GLACIER,18-4-003,210+0.899,214+0.674,N-1,9
C000001,1.12,2058,2304.96,18-4-003,GLACIER,18-4-003,214+0.967,216+0.083,N-1,4
C000001,0.145,1984,287.68,18-4-006,GLACIER,18-4-006,224+0.071,224+0.216,N-1,1
C000001,11.041,1984,21905.344,18-4-006,GLACIER,18-4-006,224+0.216,235+0.552,N-1,10
C000001,0.748,3800,2842.4,18-4-017,GLACIER,18-4-017,221+1.121,221+1.869,N-1,10
C000001,0.108,3800,410.4,18-4-017,GLACIER,18-4-017,221+1.869,221+1.976,N-1,1
C000001,0.422,7794,3289.0679999999998,18-4-019,GLACIER,18-4-019,221+0.547,221+0.969,N-1,9
C000001,7.81,2007,15674.67,18-5-001,GLACIER,18-5-001,235+0.552,243+0.365,N-1,7
C000001,6.002,2149,12898.297999999999,18-5-002,GLACIER,18-5-002,243+0.365,249+0.272,N-1,8
C000001,3.265,2301,7512.765,18-5-003,GLACIER,18-5-003,249+0.272,252+0.510,N-1,5
C000001,0.982,2301,2259.582,18-5-003,GLACIER,18-5-003,252+0.510,253+0.495,N-1,2
C000001,0.681,3608,2457.0480000000002,18-5-008,GLACIER,18-5-008,253+0.495,254+0.182,N-1,6
C000001,0.448,3608,1616.384,18-5-008,GLACIER,18-5-008,254+0.182,254+0.630,N-1,4
C000001,0.345,3421,1180.245,18-5-009,GLACIER,18-5-009,254+0.754,255+0.152,N-1,4
C000001,0.274,3612,989.6880000000001,18-5-010,GLACIER,18-5-010,255+0.152,255+0.426,N-1,2
C000001,2.437,1938,4722.906,18-5-012,GLACIER,18-5-012,255+0.856,258+0.269,N-1,8
C000001,3.028,1749,5295.972,18-5-020,GLACIER,18-5-020,258+0.269,261+0.304,N-1,15
C000001,5.943,1286,7642.697999999999,21-3-001,HILL,21-3-001,335+0.620,341+0.544,N-1,5
C000001,0.331,1286,425.666,21-3-001,HILL,21-3-001,341+0.544,341+0.875,N-1,2
C000001,6.573,1332,8755.236,21-3-002,HILL,21-3-002,346+0.950,353+0.526,N-1,3
C000001,9.928,1183,11744.824,21-3-003,HILL,21-3-003,353+0.526,363+0.496,N-1,14
C000001,6.624,1295,8578.08,21-4-001,HILL,21-4-001,363+0.496,370+0.155,N-1,12
C000001,2.487,3933,9781.371000000001,21-4A-002,HILL,21-4A-002,376+0.731,379+0.220,N-1,32
C000001,0.597,5727,3419.019,21-4A-003,HILL,21-4A-003,379+0.220,379+0.816,N-1,10
C000001,0.305,9938,3031.09,21-4A-005,HILL,21-4A-005,379+0.816,380+0.106,N-1,6
C000001,1.314,9362,12301.668,21-4A-006,HILL,21-4A-006,380+0.106,381+0.220,N-1,25
C000001,0.399,10568,4216.6320000000005,21-4A-007,HILL,21-4A-007,381+0.220,381+0.619,N-1,18
C000001,0.414,11986,4962.204,21-4A-008,HILL,21-4A-008,381+0.619,382+0.201,N-1,32
C000001,0.139,11986,1666.054,21-4A-008,HILL,21-4A-008,382+0.201,382+0.340,N-1,16
C000001,0.148,11066,1637.768,21-4A-010,HILL,21-4A-010,382+0.340,382+0.488,N-1,25
C000001,0.142,11066,1571.3719999999998,21-4A-010,HILL,21-4A-010,382+0.488,382+0.631,N-1,14
C000001,0.441,9194,4054.554,21-4A-011,HILL,21-4A-011,382+0.631,383+0.248,N-1,25
C000001,1.36,4681,6366.160000000001,21-4A-013,HILL,21-4A-013,383+0.248,384+0.409,N-1,12
C000001,0.525,3647,1914.6750000000002,21-4A-015,HILL,21-4A-015,384+0.409,384+0.934,N-1,6
C000001,0.562,3647,2049.614,21-4A-015,HILL,21-4A-015,384+0.934,385+0.504,N-1,5
C000001,1.929,3647,7035.063,21-4A-015,HILL,21-4A-015,385+0.504,387+0.415,N-1,10
C000001,0.321,3647,1170.6870000000001,21-4A-015,HILL,21-4A-015,387+0.415,387+0.736,N-1,2
C000001,2.091,3647,7625.877,21-4A-015,HILL,21-4A-015,387+0.736,389+0.841,N-1,12
C000001,1.14,3647,4157.58,21-4A-015,HILL,21-4A-015,389+0.841,390+0.975,N-1,6
C000001,0.034,3647,123.998,21-4A-015,HILL,21-4A-015,390+0.975,391+0.009,N-1,2
C000001,3.638,753,2739.4139999999998,26-2-001,TOOLE,26-2-001,303+0.275,307+0.032,N-1,5
C000001,2.009,753,1512.7769999999998,26-2-001,LIBERTY,26-2-001,307+0.032,309+0.029,N-1,1
C000001,10.756,1180,12692.08,26-2-002,LIBERTY,26-2-002,309+0.029,319+0.793,N-1,2
C000001,4.623,1321,6106.983,26-2-003,LIBERTY,26-2-003,327+0.215,331+0.857,N-1,1
C000001,3.011,1321,3977.531,26-2-003,HILL,26-2-003,332+0.608,335+0.620,N-1,1
C000001,0.247,1313,324.311,26-2-008,LIBERTY,26-2-008,321+0.502,321+0.749,N-1,1
C000001,0.383,1956,749.148,26-2-009,LIBERTY,26-2-009,321+0.749,322+0.106,N-1,1
C000001,0.296,2381,704.776,26-2-010,LIBERTY,26-2-010,322+0.106,322+0.402,N-1,1
C000001,4.759,1536,7309.8240000000005,26-2-011,LIBERTY,26-2-011,322+0.402,327+0.215,N-1,2
C000001,1.864,1938,3612.4320000000002,27-3-001,LINCOLN,27-3-001,001+0.891,003+0.795,N-1,13
C000001,6.245,2102,13126.99,27-3-002,LINCOLN,27-3-002,003+0.795,010+0.008,N-1,31
C000001,2.121,3002,6367.242,27-3-004,LINCOLN,27-3-004,010+0.008,012+0.098,N-1,15
C000001,0.054,4023,217.242,27-3-005,LINCOLN,27-3-005,016+0.465,016+0.519,N-1,1
C000001,0.406,4023,1633.3380000000002,27-3-005,LINCOLN,27-3-005,016+0.519,016+0.925,N-1,3
C000001,1.846,3417,6307.782,27-3-016,LINCOLN,27-3-016,012+0.098,014+0.011,N-1,8
C000001,1.129,5257,5935.153,27-3-017,LINCOLN,27-3-017,014+0.011,015+0.110,N-1,2
C000001,0.304,4450,1352.8,27-3-018,LINCOLN,27-3-018,015+0.110,015+0.414,N-1,1
C000001,1.057,4450,4703.65,27-3-018,LINCOLN,27-3-018,015+0.414,016+0.465,N-1,7
C000001,1.896,1545,2929.3199999999997,27-3-024,LINCOLN,27-3-024,000+0.000,001+0.891,N-1,10
C000001,2.192,3258,7141.536000000001,27-3A-001,LINCOLN,27-3A-001,027+0.794,029+1.019,N-1,11
C000001,1.228,3258,4000.824,27-3A-001,LINCOLN,27-3A-001,029+1.019,031+0.178,N-1,9
C000001,1.151,5348,6155.548,27-3A-002,LINCOLN,27-3A-002,034+0.508,035+0.734,N-1,12
C000001,0.877,5348,4690.196,27-3A-002,LINCOLN,27-3A-002,035+0.734,036+0.617,N-1,11
C000001,0.574,2478,1422.3719999999998,27-3A-003,LINCOLN,27-3A-003,036+0.617,037+0.172,N-1,1
C000001,2.113,2478,5236.014,27-3A-003,LINCOLN,27-3A-003,037+0.172,039+0.326,N-1,13
C000001,0.704,7406,5213.824,27-3A-010,LINCOLN,27-3A-010,031+0.178,031+0.882,N-1,10
C000001,0.443,12882,5706.726,27-3A-011,LINCOLN,27-3A-011,031+0.882,032+0.256,N-1,26
C000001,0.195,10924,2130.1800000000003,27-3A-012,LINCOLN,27-3A-012,032+0.256,032+0.452,N-1,12
C000001,0.447,8096,3618.9120000000003,27-3A-013,LINCOLN,27-3A-013,032+0.452,032+0.898,N-1,15
C000001,1.604,7412,11888.848,27-3A-014,LINCOLN,27-3A-014,032+0.898,034+0.508,N-1,26
C000001,2.604,1977,5148.108,27-5-002,LINCOLN,27-5-002,039+0.326,041+0.948,N-1,13
C000001,11.816,1665,19673.64,27-6-001,LINCOLN,27-6-001,041+0.948,053+0.729,N-1,38
C000001,0.849,1665,1413.585,27-6-001,LINCOLN,27-6-001,053+0.729,054+0.590,N-1,3
C000001,1.026,1665,1708.29,27-6-001,LINCOLN,27-6-001,054+0.590,055+0.622,N-1,6
C000001,12.059,1443,17401.137,27-6-002,LINCOLN,27-6-002,055+0.622,067+0.666,N-1,66
C000001,1.163,1443,1678.209,27-6-002,LINCOLN,27-6-002,067+0.666,068+0.808,N-1,3
C000001,6.462,1470,9499.14,27-6-003,LINCOLN,27-6-003,068+1.014,075+0.476,N-1,31
C000001,2.399,1297,3111.503,36-3-001,PHILLIPS,36-3-001,450+0.804,453+0.207,N-1,5
C000001,8.306,1221,10141.625999999998,36-3-002,PHILLIPS,36-3-002,453+0.876,462+0.400,N-1,9
C000001,9.151,1526,13964.426,36-3-003,PHILLIPS,36-3-003,462+0.400,471+0.609,N-1,16
C000001,0.205,3810,781.05,36-3-014,PHILLIPS,36-3-014,471+0.609,471+0.814,N-1,4
C000001,1.541,2593,3995.8129999999996,36-3-015,PHILLIPS,36-3-015,471+0.814,473+0.327,N-1,6
C000001,9.508,1401,13320.707999999999,36-4-001,PHILLIPS,36-4-001,473+0.327,482+0.871,N-1,15
C000001,6.746,1411,9518.606,36-4-002,PHILLIPS,36-4-002,482+0.871,489+0.617,N-1,5
C000001,9.589,1458,13980.762,36-4-003,PHILLIPS,36-4-003,489+0.617,499+0.387,N-1,12
C000001,1.674,1319,2208.006,36-4-004,PHILLIPS,36-4-004,499+0.952,501+0.490,N-1,3
C000001,3.996,1319,5270.724,36-4-004,VALLEY,36-4-004,501+0.490,505+0.534,N-1,5
C000001,0.146,1411,206.006,36-4-012,PHILLIPS,36-4-012,499+0.387,499+0.533,N-1,1
C000001,2.046,1418,2901.2279999999996,43-3-001,VALLEY,43-3-001,579+0.037,581+0.083,N-1,1
C000001,7.262,1418,10297.516,43-3-001,ROOSEVELT,43-3-001,581+0.083,588+0.341,N-1,9
C000001,0.99,1781,1763.19,43-3-002,ROOSEVELT,43-3-002,588+0.341,589+0.333,N-1,8
C000001,1.054,2293,2416.822,43-3-003,ROOSEVELT,43-3-003,589+0.333,590+0.367,N-1,4
C000001,2.515,2449,6159.235000000001,43-3-005,ROOSEVELT,43-3-005,594+0.691,597+0.225,N-1,5
C000001,7.582,2126,16119.332,43-3-006,ROOSEVELT,43-3-006,597+0.225,604+0.813,N-1,16
C000001,0.312,5818,1815.216,43-3-015,ROOSEVELT,43-3-015,590+0.584,590+0.896,N-1,1
C000001,1.25,4418,5522.5,43-3-016,ROOSEVELT,43-3-016,591+0.422,592+0.668,N-1,4
C000001,5.975,2060,12308.5,43-4-001,ROOSEVELT,43-4-001,604+0.813,610+0.780,N-1,5
C000001,1.551,5797,8991.146999999999,43-4-002,ROOSEVELT,43-4-002,612+0.509,614+0.042,N-1,8
C000001,3.106,1503,4668.318,43-4-003,ROOSEVELT,43-4-003,614+0.042,617+0.154,N-1,1
C000001,1.989,1503,2989.467,43-4-003,ROOSEVELT,43-4-003,617+0.154,619+0.140,N-1,1
C000001,6.455,1451,9366.205,43-4-004,ROOSEVELT,43-4-004,619+0.140,625+0.595,N-1,3
C000001,8.925,1188,10602.900000000001,43-4-005,ROOSEVELT,43-4-005,626+0.126,635+0.050,N-1,6
C000001,0.881,2376,2093.256,43-4-013,ROOSEVELT,43-4-013,610+0.780,611+0.683,N-1,5
C000001,0.401,4301,1724.701,43-4-014,ROOSEVELT,43-4-014,611+0.683,612+0.088,N-1,3
C000001,0.421,5024,2115.104,43-4-015,ROOSEVELT,43-4-015,612+0.088,612+0.509,N-1,2
C000001,4.74,949,4498.26,43-4-021,ROOSEVELT,43-4-021,635+0.050,639+0.800,N-1,4
C000001,8.031,1184,9508.704000000002,43-5-001,ROOSEVELT,43-5-001,647+0.275,655+0.311,N-1,8
C000001,3.577,1941,6942.957,43-5-002,ROOSEVELT,43-5-002,655+0.311,658+0.892,N-1,1
C000001,0.845,2509,2120.105,43-5-003,ROOSEVELT,43-5-003,658+0.892,659+0.744,N-1,7
C000001,1.745,2509,4378.205,43-5-003,ROOSEVELT,43-5-003,659+0.744,661+0.473,N-1,3
C000001,1.537,2509,3856.3329999999996,43-5-003,ROOSEVELT,43-5-003,661+0.473,663+0.015,N-1,1
C000001,4.544,1053,4784.831999999999,43-5-021,ROOSEVELT,43-5-021,639+0.800,644+0.364,N-1,2
C000001,0.343,2656,911.008,43-5-024,ROOSEVELT,43-5-024,644+0.621,644+0.964,N-1,1
C000001,2.326,1465,3407.59,43-5-025,ROOSEVELT,43-5-025,644+0.964,647+0.275,N-1,2
C000001,4.094,1459,5973.146000000001,43-5-040,ROOSEVELT,43-5-040,663+0.015,667+0.101,N-1,4
C000001,1.538,1691,2600.7580000000003,51-3-004,GLACIER,51-3-004,261+0.304,262+0.839,N-1,10
C000001,3.519,1691,5950.629,51-3-004,TOOLE,51-3-004,262+0.839,266+0.790,N-1,10
C000001,11.392,1854,21120.768,51-3-005,TOOLE,51-3-005,266+0.790,278+0.171,N-1,21
C000001,0.416,1264,525.824,51-3-006,TOOLE,51-3-006,280+0.768,281+0.201,N-1,1
C000001,0.551,1264,696.464,51-3-006,TOOLE,51-3-006,281+0.201,281+0.752,N-1,1
C000001,3.176,1264,4014.4640000000004,51-3-006,TOOLE,51-3-006,281+0.752,284+0.913,N-1,5
C000001,4.009,1083,4341.747,51-3-007,TOOLE,51-3-007,284+0.913,288+0.916,N-1,2
C000001,0.989,3711,3670.179,51-3-010,TOOLE,51-3-010,278+0.321,279+0.307,N-1,6
C000001,0.133,3455,459.51500000000004,51-3-011,TOOLE,51-3-011,279+0.307,279+0.440,N-1,1
C000001,0.347,2685,931.6949999999999,51-3-012,TOOLE,51-3-012,279+0.440,279+0.787,N-1,5
C000001,0.986,1373,1353.778,51-3-013,TOOLE,51-3-013,279+0.787,280+0.768,N-1,2
C000001,8.766,1046,9169.236,51-4-001,TOOLE,51-4-001,288+0.916,297+0.678,N-1,10
C000001,5.71,953,5441.63,51-4-002,TOOLE,51-4-002,297+0.678,303+0.275,N-1,9
C000001,7.507,1356,10179.492,53-3-001,VALLEY,53-3-001,505+0.534,512+0.973,N-1,13
C000001,8.461,1463,12378.443000000001,53-3-002,VALLEY,53-3-002,512+0.973,521+0.415,N-1,22
C000001,8.057,1251,10079.307,53-4-001,VALLEY,53-4-001,521+0.415,529+0.476,N-1,18
C000001,9.725,1536,14937.599999999999,53-4-002,VALLEY,53-4-002,529+0.476,539+0.209,N-1,17
C000001,1.167,4023,4694.841,53-4-003,VALLEY,53-4-003,542+0.661,543+0.800,N-1,12
C000001,5.369,2036,10931.284,53-4-004,VALLEY,53-4-004,543+0.800,549+0.177,N-1,21
C000001,1.209,5822,7038.798000000001,53-4-016,VALLEY,53-4-016,539+0.209,540+0.411,N-1,14
C000001,0.961,5822,5594.942,53-4-016,VALLEY,53-4-016,540+0.411,541+0.359,N-1,8
C000001,0.338,7577,2561.0260000000003,53-4-017,VALLEY,53-4-017,541+0.359,541+0.698,N-1,6
C000001,0.235,8201,1927.235,53-4-018,VALLEY,53-4-018,541+0.698,541+0.932,N-1,10
C000001,0.34,7958,2705.7200000000003,53-4-019,VALLEY,53-4-019,541+0.932,542+0.217,N-1,5
C000001,0.444,4920,2184.48,53-4-020,VALLEY,53-4-020,542+0.217,542+0.661,N-1,9
C000001,5.955,2288,13625.04,53-8-001,VALLEY,53-8-001,549+0.177,555+0.153,N-1,38
C000001,0.743,2288,1699.984,53-8-001,VALLEY,53-8-001,555+0.153,555+0.896,N-1,8
C000001,5.002,1526,7633.052,53-8-002,VALLEY,53-8-002,557+0.745,562+0.743,N-1,6
C000001,9.005,1208,10878.04,53-8-003,VALLEY,53-8-003,562+0.743,571+0.757,N-1,14
C000001,7.272,1302,9468.144,53-8-004,VALLEY,53-8-004,571+0.757,579+0.037,N-1,10
C000001,1.754,1639,2874.806,53-8-008,VALLEY,53-8-008,555+0.896,557+0.641,N-1,12
C000001,2.031,2713,5510.103,A-010,ROOSEVELT,A-010,592+0.668,594+0.691,N-1,4
C000001,4.25,11593,49270.25,A-024,FLATHEAD,A-024,115+0.321,119+0.529,N-1,134
C000001,0.048,11593,556.464,A-024,FLATHEAD,A-024,119+0.529,119+0.577,N-1,13
C000001,0.061,11593,707.173,A-024,FLATHEAD,A-024,119+0.577,119+0.638,N-1,12
C000001,0.388,2515,975.82,A-036,GLACIER,A-036,216+0.083,216+0.471,N-1,1
C000001,1.685,2515,4237.775000000001,A-036,GLACIER,A-036,216+0.471,218+0.017,N-1,1
C000001,1.998,2515,5024.97,A-036,GLACIER,A-036,218+0.017,220+0.012,N-1,1
C000001,0.874,2515,2198.11,A-036,GLACIER,A-036,220+0.012,220+0.886,N-1,2
C000001,0.594,2515,1493.9099999999999,A-036,GLACIER,A-036,220+0.886,221+0.479,N-1,2
C000001,6.557,1401,9186.357,A-046,HILL,A-046,370+0.155,376+0.731,N-1,23
C000001,1.899,9056,17197.344,A-060,FLATHEAD,A-060,138+0.231,140+0.232,N-1,45
C000001,0.275,9056,2490.4,A-060,FLATHEAD,A-060,140+0.232,140+0.507,N-1,7
C000001,0.856,2402,2056.112,W-116,BLAINE,W-116,391+0.191,392+0.056,N-1,5
C000001,0.998,2402,2397.196,W-116,BLAINE,W-116,392+0.056,393+0.056,N-1,2
C000001,3.213,2402,7717.626,W-116,BLAINE,W-116,393+0.056,396+0.289,N-1,11
C000001,2.406,3739,8996.034,W-130,GLACIER,W-130,221+1.976,223+0.919,N-1,9
C000001,0.179,3136,561.3439999999999,W-147,LINCOLN,W-147,016+0.925,017+0.142,N-1,1
C000001,10.662,3136,33436.032,W-147,LINCOLN,W-147,017+0.142,027+0.794,N-1,49
C000002,13.719,572,7847.268,09-2-004,CUSTER,09-2-004,018+0.404,032+0.136,P-2,10
C000002,0.155,1184,183.52,09-2A-004,CUSTER,09-2A-004,000+0.000,000+0.155,N-2,2
C000002,1.638,1184,1939.3919999999998,09-2A-004,CUSTER,09-2A-004,000+0.155,001+0.766,N-2,1
C000002,0.14,3481,487.34000000000003,09-2A-006,CUSTER,09-2A-006,002+0.510,002+0.650,N-2,1
C000002,0.126,3707,467.082,09-2A-007,CUSTER,09-2A-007,002+0.650,002+0.775,N-2,8
C000002,0.063,4663,293.769,09-2A-008,CUSTER,09-2A-008,002+0.775,002+0.839,N-2,4
C000002,0.125,4663,582.875,09-2A-008,CUSTER,09-2A-008,002+0.839,002+0.964,N-2,4
C000002,0.116,4663,540.908,09-2A-008,CUSTER,09-2A-008,002+0.964,003+0.085,N-2,5
C000002,0.128,6547,838.016,09-2A-009,CUSTER,09-2A-009,003+0.085,003+0.213,N-2,12
C000002,0.319,1904,607.376,09-2A-010,CUSTER,09-2A-010,003+0.213,003+0.531,N-2,2
C000002,0.995,2225,2213.875,09-2A-011,CUSTER,09-2A-011,003+0.531,004+0.464,N-2,3
C000002,1.479,955,1412.4450000000002,09-2A-013,CUSTER,09-2A-013,004+0.778,006+0.114,N-2,4
C000002,16.238,638,10359.844,09-3-003,CUSTER,09-3-003,032+0.136,048+0.771,P-2,13
C000002,2.99,541,1617.5900000000001,13-1-001,CUSTER,13-1-001,048+0.771,051+0.754,P-2,7
C000002,6.106,534,3260.604,13-1-002,FALLON,13-1-002,057+0.767,063+0.892,P-2,7
C000002,6.601,508,3353.308,13-1-003,FALLON,13-1-003,063+0.892,070+0.504,P-2,4
C000002,3.763,856,3221.1279999999997,13-1-004,FALLON,13-1-004,075+0.468,079+0.230,P-2,4
C000002,5.378,1052,5657.656,13-1-006,FALLON,13-1-006,090+0.128,095+0.498,P-2,2
C000002,3.393,1484,5035.2119999999995,13-1-015,FALLON,13-1-015,079+0.230,082+0.629,P-2,2
C000002,4.966,765,3798.9900000000002,13-1-029,FALLON,13-1-029,070+0.504,075+0.468,P-2,2
C000002,5.439,701,3812.739,A-077,FALLON,A-077,084+0.699,090+0.128,P-2,3
C000002,12.004,724,8690.895999999999,W-111,CUSTER,W-111,006+0.164,018+0.404,P-2,16
