CORRIDOR,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,CRASHES,CARS_PER_ACC,MILES_PER_ACC
C015402,5.941,127.0,754.507,15-4-013,FLATHEAD,15-4-013,000+0.000,005+0.941,L-15-402,4,31.75,188.62675
C009201,9.759,32.0,312.288,09-4-001,CUSTER,09-4-001,009+0.107,018+0.866,L-9-201,1,32.0,312.288
C000448,4.225,96.0,405.59999999999997,21-4-006,HILL,21-4-006,000+0.126,004+0.357,S-448,3,32.0,135.2
C065830,0.706,32.0,22.592,058671M,LINCOLN,058671M,000+0.000,000+0.706,L-27-957,1,32.0,22.592
C015516,52.097,98.0,5105.506,15-4-015,FLATHEAD,15-4-015,003+0.805,055+0.901,L-15-516,3,32.666666666666664,1701.8353333333334
C000238,8.565,33.0,282.645,14-8-003,FERGUS,14-8-003,018+0.045,027+0.351,S-238,1,33.0,282.645
C015802,26.043,202.0,5260.686,15-3-002,FLATHEAD,15-3-002,000+0.000,026+0.043,L-15-802,6,33.666666666666664,876.781
C000563,1.772,104.0,184.288,34-2-008,PARK,34-2-008,000+0.373,002+0.145,L-34-563,3,34.666666666666664,61.42933333333334
C004742,0.997,35.0,34.895,088370Y,JUDITH BASIN,088370Y,000+0.000,000+0.997,L-23-137,1,35.0,34.895
C042210,9.443,73.0,689.3389999999999,060674H,RICHLAND,060674H,000+0.000,009+0.443,L-42-210,2,36.5,344.66949999999997
C015175,15.673,73.0,1144.129,15-1-002,FLATHEAD,15-1-002,018+0.287,033+0.960,L-15-175,2,36.5,572.0645
C047235,8.559,110.0,941.4899999999999,47-2-015,SILVER BOW,47-2-015,000+0.000,008+0.559,L-47-235,3,36.666666666666664,313.83
C229413,15.775,74.0,1167.3500000000001,39-2-009,POWELL,39-2-009,000+0.000,015+0.775,L-39-107,2,37.0,583.6750000000001
C000489,10.525,193.0,2031.325,09-2-013,CUSTER,09-2-013,005+0.576,016+0.187,S-489,5,38.6,406.265
C014203,21.519,78.0,1678.482,14-6-014,FERGUS,14-6-014,000+0.000,021+0.519,L-14-203,2,39.0,839.241
C043209,34.141,39.0,1331.499,080183N,ROOSEVELT,080183N,000+0.000,034+0.141,L-43-209,1,39.0,1331.499
C000007,13.481,1099.0,14815.619,41-5-003,RAVALLI,41-5-003,012+0.914,026+0.475,N-7,28,39.25,529.1292500000001
C228535,0.348,40.0,13.919999999999998,11-4-010,DAWSON,11-4-010,000+0.000,000+0.348,R094E198ONA,1,40.0,13.919999999999998
C000201,9.516,41.0,390.156,42-1-001,RICHLAND,42-1-001,020+0.254,029+0.791,S-201,1,41.0,390.156
C032004,10.903,42.0,457.92600000000004,32-3-016,MISSOULA,32-3-016,000+0.000,010+0.903,L-32-4,1,42.0,457.92600000000004
C000322,7.633,42.0,320.586,13-2-004,FALLON,13-2-004,009+0.601,017+0.333,S-322,1,42.0,320.586
C024274,6.146,128.0,786.688,090329G,LAKE,090329G,000+0.000,006+0.146,L-24-274,3,42.666666666666664,262.22933333333333
C228930,0.232,43.0,9.976,31-1-049,MINERAL,31-1-049,000+0.000,000+0.232,R090E005ONA,1,43.0,9.976
C228524,0.277,44.0,12.188,09-2-018,CUSTER,09-2-018,000+0.000,000+0.277,R094E159OFA,1,44.0,12.188
C016426,1.526,44.0,67.144,090597S,GALLATIN,090597S,001+0.402,002+0.928,L-16-426,1,44.0,67.144
C007112,0.176,136.0,23.936,14-6A-054,FERGUS,14-6A-054,000+0.000,000+0.176,U-7112,3,45.333333333333336,7.978666666666666
C055201,6.81,46.0,313.26,55-2-010,WIBAUX,55-2-010,000+0.000,006+0.810,L-55-201,1,46.0,313.26
C004011,6.195,46.0,284.97,04-1-018,BROADWATER,04-1-018,000+0.000,006+0.195,L-4-11,1,46.0,284.97
C043137,2.629,46.0,120.934,059590R,ROOSEVELT,059590R,000+0.000,002+0.629,L-43-137,1,46.0,120.934
C228196,0.293,46.0,13.478,01-4-016,BEAVERHEAD,01-4-016,000+0.000,000+0.293,R015N074ONA,1,46.0,13.478
C002206,2.169,46.0,99.774,104052G,BIG HORN,104052G,003+0.069,005+0.238,L-2-206,1,46.0,99.774
C025601,2.568,98.0,251.66400000000002,25-7A-031,LEWIS AND CLARK,25-7A-031,000+0.776,003+0.344,L-25-601,2,49.0,125.83200000000001
C039249,3.732,49.0,182.86800000000002,39-3-034,POWELL,39-3-034,000+0.000,003+0.732,L-39-249,1,49.0,182.86800000000002
C041367,5.549,149.0,826.801,091352E,RAVALLI,091352E,000+0.000,005+0.549,L-41-367,3,49.666666666666664,275.60033333333337
C000374,4.044,152.0,614.688,46-1-007,SHERIDAN,46-1-007,000+0.000,004+0.049,S-374,3,50.666666666666664,204.896
C047518,10.869,51.0,554.319,812491U,SILVER BOW,812491U,000+0.000,010+0.869,L-47-518,1,51.0,554.319
C036206,81.12,51.0,4137.12,36-4-019,VALLEY,36-4-019,000+0.000,081+0.120,L-53-402,1,51.0,4137.12
C228938,0.155,102.0,15.81,31-1-053,MINERAL,31-1-053,000+0.000,000+0.155,R090E030ONA,2,51.0,7.905
C000042,22.084,153.0,3378.852,28-3-001,MCCONE,28-3-001,005+0.168,027+0.251,P-42,3,51.0,1126.2839999999999
C039011,7.254,155.0,1124.37,091466S,POWELL,091466S,000+0.000,007+0.254,L-39-11,3,51.666666666666664,374.78999999999996
C050202,26.906,155.0,4170.429999999999,50-1-006,TETON,50-1-006,005+0.788,032+0.694,L-50-202,3,51.666666666666664,1390.1433333333332
C050201,14.51,52.0,754.52,50-1-007,TETON,50-1-007,000+0.000,014+0.510,L-50-201,1,52.0,754.52
C000534,10.724,53.0,568.372,37-3-007,PONDERA,37-3-007,000+0.000,010+0.723,S-534,1,53.0,568.372
C055124,1.073,53.0,56.869,092852F,WIBAUX,092852F,001+0.019,002+0.092,L-55-124,1,53.0,56.869
C228481,0.288,107.0,30.816,56-3-014,YELLOWSTONE,56-3-014,000+0.000,000+0.288,R094E014ONA,2,53.5,15.408
C229325,0.288,54.0,15.552,02-1-030,BIG HORN,02-1-030,000+0.000,000+0.288,R090W478ONA,1,54.0,15.552
C031100,1.312,56.0,73.47200000000001,31-1-010,SANDERS,31-1-010,025+0.770,027+0.082,L-45-126,1,56.0,73.47200000000001
C056039,2.542,112.0,284.70399999999995,56-2-008,YELLOWSTONE,56-2-008,000+0.000,002+0.542,L-56-39,2,56.0,142.35199999999998
C056300,7.55,227.0,1713.85,56-4-026,YELLOWSTONE,56-4-026,000+0.000,007+0.550,L-56-300,4,56.75,428.4625
C045001,28.851,173.0,4991.223,913782N,SANDERS,913782N,000+0.000,028+0.851,L-45-1,3,57.666666666666664,1663.741
C000330,7.279,58.0,422.182,07-3-008,CASCADE,07-3-008,024+0.200,031+0.853,S-330,1,58.0,422.182
C229103,0.317,58.0,18.386,49-3-022,SWEET GRASS,49-3-022,000+0.000,000+0.317,R090E362ONA,1,58.0,18.386
C024268,3.004,116.0,348.464,090319B,LAKE,090319B,000+0.000,003+0.004,L-24-268,2,58.0,174.232
C056531,4.49,116.0,520.84,088441T,YELLOWSTONE,088441T,000+0.000,004+0.490,L-56-531,2,58.0,260.42
C031005,15.338,58.0,889.6039999999999,31-1-012,MINERAL,31-1-012,000+0.864,016+0.203,L-31-5,1,58.0,889.6039999999999
C000244,9.948,233.0,2317.884,35-4-001,PETROLEUM,35-4-001,011+0.993,021+0.948,S-244,4,58.25,579.471
C002302,13.721,175.0,2401.175,05-1-011,CARBON,05-1-011,000+0.000,013+0.721,L-5-303,3,58.333333333333336,800.3916666666668
C006888,12.964,117.0,1516.788,46-1-022,SHERIDAN,46-1-022,000+0.000,012+0.964,L-46-404,2,58.5,758.394
C000551,5.388,118.0,635.784,23-1-004,JUDITH BASIN,23-1-004,001+0.127,006+0.519,S-551,2,59.0,317.892
C007321,12.645,59.0,746.055,07-2-016,CASCADE,07-2-016,000+0.000,012+0.645,L-7-321,1,59.0,746.055
C025139,1.221,60.0,73.26,25-7B-061,LEWIS AND CLARK,25-7B-061,000+0.000,001+0.221,L-25-139,1,60.0,73.26
C003571,1.562,480.0,749.76,088526V,CASCADE,088526V,000+0.000,001+0.562,L-7-2863,8,60.0,93.72
C037004,10.624,120.0,1274.88,37-1-019,PONDERA,37-1-019,000+0.000,010+0.624,L-37-4,2,60.0,637.44
C006108,0.726,181.0,131.406,32-3A-283,MISSOULA,32-3A-283,000+0.000,000+0.726,L-32-4574,3,60.333333333333336,43.802
C015200,7.14,1211.0,8646.539999999999,059334A,FLATHEAD,059334A,000+0.000,007+0.140,L-15-200,20,60.55,432.32699999999994
C000434,11.12,424.0,4714.88,25-5-005,LEWIS AND CLARK,25-5-005,000+0.467,011+0.630,S-434,7,60.57142857142857,673.5542857142857
C000221,7.973,183.0,1459.059,50-3-007,TETON,50-3-007,000+0.954,008+0.745,S-221,3,61.0,486.353
C025534,10.085,122.0,1230.3700000000001,25-6-009,LEWIS AND CLARK,25-6-009,000+0.000,010+0.085,L-25-534,2,61.0,615.1850000000001
C007588,9.458,62.0,586.396,07-1-019,CASCADE,07-1-019,013+0.845,023+0.303,L-7-588,1,62.0,586.396
C224858,4.644,62.0,287.928,088439S,YELLOWSTONE,088439S,000+0.000,004+0.644,L-56-516,1,62.0,287.928
C056527,5.535,125.0,691.875,088453M,YELLOWSTONE,088453M,000+0.000,005+0.535,L-56-527,2,62.5,345.9375
C000324,15.025,63.0,946.575,01-5-003,BEAVERHEAD,01-5-003,019+0.553,034+0.714,S-324,1,63.0,946.575
C029032,6.012,193.0,1160.3159999999998,29-3-013,MADISON,29-3-013,000+0.000,006+0.012,L-29-32,3,64.33333333333333,386.77199999999993
C000213,7.202,129.0,929.058,18-3-005,GLACIER,18-3-005,031+0.439,038+0.647,S-213,2,64.5,464.529
C000060,5.889,387.0,2279.043,07-4-005,CASCADE,07-4-005,030+0.567,036+0.463,P-60,6,64.5,379.8405
C107223,3.372,66.0,222.552,07-2-018,CASCADE,07-2-018,000+0.000,003+0.372,L-7-223,1,66.0,222.552
C229028,0.248,66.0,16.368,22-4-016,JEFFERSON,22-4-016,000+0.000,000+0.248,R090E267OFA,1,66.0,16.368
C223541,4.212,66.0,277.99199999999996,091161U,SANDERS,091161U,000+0.000,004+0.212,L-45-706,1,66.0,277.99199999999996
C228522,0.42,66.0,27.72,09-2-044,CUSTER,09-2-044,000+0.000,000+0.420,R094E148OFA,1,66.0,27.72
C000294,15.685,199.0,3121.315,30-3-010,MEAGHER,30-3-010,000+0.000,015+0.673,S-294,3,66.33333333333333,1040.4383333333333
C000060,8.378,533.0,4465.474,07-4-001,CASCADE,07-4-001,053+0.345,061+0.804,P-60,8,66.625,558.18425
C007556,18.648,67.0,1249.416,07-3-019,CASCADE,07-3-019,000+0.000,018+0.648,L-7-556,1,67.0,1249.416
C007092,11.6,134.0,1554.3999999999999,091571T,CASCADE,091571T,000+0.000,011+0.600,L-7-92,2,67.0,777.1999999999999
C000028,14.587,2491.0,36336.217,05-1-005,CARBON,05-1-005,076+0.177,090+0.771,P-28,37,67.32432432432432,982.0599189189188
C056507,6.941,881.0,6115.021,56-4A-368,YELLOWSTONE,56-4A-368,000+0.000,006+0.941,L-56-507,13,67.76923076923077,470.38623076923074
C229328,0.274,68.0,18.632,56-4-079,YELLOWSTONE,56-4-079,000+0.000,000+0.274,R090W469OFA,1,68.0,18.632
C007421,10.317,68.0,701.556,07-3-007,CASCADE,07-3-007,000+0.000,010+0.317,L-7-421,1,68.0,701.556
C000294,6.152,205.0,1261.16,30-4-006,MEAGHER,30-4-006,015+0.673,021+0.822,S-294,3,68.33333333333333,420.3866666666667
C027200,40.619,69.0,2802.711,27-6-007,LINCOLN,27-6-007,009+0.905,050+0.524,L-27-200,1,69.0,2802.711
C056505,1.003,138.0,138.414,088452F,YELLOWSTONE,088452F,003+0.908,004+0.912,L-56-505,2,69.0,69.207
C000417,2.987,69.0,206.103,51-4-008,PONDERA,51-4-008,013+0.557,016+0.547,S-417,1,69.0,206.103
C229060,0.279,69.0,19.251,34-2-040,PARK,34-2-040,000+0.000,000+0.279,R090E324ONA,1,69.0,19.251
C056726,7.345,484.0,3554.98,56-4A-268,YELLOWSTONE,56-4A-268,000+0.000,007+0.345,L-56-726,7,69.14285714285714,507.8542857142857
C044201,16.063,139.0,2232.757,44-6-005,ROSEBUD,44-6-005,000+0.000,016+0.063,L-44-201,2,69.5,1116.3785
C002421,8.675,278.0,2411.65,34-1-007,PARK,34-1-007,001+0.291,009+0.967,L-34-5,4,69.5,602.9125
C228943,0.22,70.0,15.4,31-1-028,MINERAL,31-1-028,000+0.000,000+0.220,R090E022OFA,1,70.0,15.4
C000069,22.381,913.0,20433.853,W-128,JEFFERSON,W-128,014+0.440,037+0.219,P-69,13,70.23076923076923,1571.834846153846
C025136,3.298,141.0,465.01800000000003,25-7B-071,LEWIS AND CLARK,25-7B-071,000+0.000,003+0.298,L-25-136,2,70.5,232.50900000000001
C015804,0.394,71.0,27.974,399095P,CUSTER,399095P,000+0.000,000+0.394,L-9-933,1,71.0,27.974
C112005,3.657,142.0,519.294,12-1C-030,DEER LODGE,12-1C-030,000+0.000,003+0.657,L-12-5,2,71.0,259.647
C025500,8.335,144.0,1200.2400000000002,25-4-015,LEWIS AND CLARK,25-4-015,014+0.819,023+0.154,L-25-500,2,72.0,600.1200000000001
C000001,11.215,3610.0,40486.15,15-6-003,FLATHEAD,15-6-003,100+0.603,111+0.856,N-1,50,72.2,809.7230000000001
C072431,0.978,218.0,213.204,07-2A-221,CASCADE,07-2A-221,000+0.000,000+0.978,L-7-3297,3,72.66666666666667,71.068
C031170,4.807,221.0,1062.347,090348L,MINERAL,090348L,016+0.058,020+0.865,L-31-170,3,73.66666666666667,354.11566666666664
C000014,31.613,222.0,7018.086,44-2-001,ROSEBUD,44-2-001,220+0.774,252+0.352,P-14,3,74.0,2339.362
C016192,0.386,149.0,57.514,060038K,GALLATIN,060038K,000+0.000,000+0.386,L-16-192,2,74.5,28.757
C056051,1.58,75.0,118.5,087365Y,YELLOWSTONE,087365Y,000+0.000,001+0.580,L-56-51,1,75.0,118.5
C005007,14.404,76.0,1094.704,05-2-004,CARBON,05-2-004,000+0.000,014+0.404,L-5-7,1,76.0,1094.704
C041434,3.01,307.0,924.0699999999999,091280D,RAVALLI,091280D,000+0.000,003+0.010,L-41-434,4,76.75,231.01749999999998
C000471,3.379,77.0,260.183,45-2-007,SANDERS,45-2-007,018+0.709,022+0.062,S-471,1,77.0,260.183
C000438,10.439,77.0,803.803,53-5-002,VALLEY,53-5-002,020+0.937,031+0.330,S-438,1,77.0,803.803
C025103,27.148,234.0,6352.632,25-7A-032,LEWIS AND CLARK,25-7A-032,000+0.000,027+0.148,L-25-103,3,78.0,2117.544
C000043,9.966,468.0,4664.088,14-4-002,FERGUS,14-4-002,014+0.852,024+0.803,N-43,6,78.0,777.348
C016233,0.863,79.0,68.17699999999999,16-3-108,GALLATIN,16-3-108,000+0.883,001+0.745,L-16-233,1,79.0,68.17699999999999
C050008,8.102,79.0,640.058,50-4-026,TETON,50-4-026,000+0.976,009+0.078,L-50-8,1,79.0,640.058
C042352,1.223,80.0,97.84,060900E,RICHLAND,060900E,000+0.000,001+0.223,L-42-352,1,80.0,97.84
C000024,6.777,1683.0,11405.691,39-2-003,POWELL,39-2-003,055+0.664,062+0.451,N-24,21,80.14285714285714,543.1281428571428
C003557,0.653,322.0,210.26600000000002,07-2A-211,CASCADE,07-2A-211,000+0.246,000+0.898,L-7-2857,4,80.5,52.566500000000005
C229010,0.323,81.0,26.163,32-4-013,MISSOULA,32-4-013,000+0.000,000+0.323,R090E130ONA,1,81.0,26.163
C229298,0.195,81.0,15.795,48-2-042,STILLWATER,48-2-042,000+0.000,000+0.195,R090W396OFA,1,81.0,15.795
C070254,0.361,81.0,29.241,090309V,LAKE,090309V,000+0.000,000+0.361,L-24-1024,1,81.0,29.241
C032218,1.539,164.0,252.396,060385G,MISSOULA,060385G,000+0.000,001+0.539,L-32-218,2,82.0,126.198
C009201,8.803,82.0,721.8460000000001,09-2-015,CUSTER,09-2-015,000+0.304,009+0.107,L-9-201,1,82.0,721.8460000000001
C000023,34.239,660.0,22597.739999999998,09-4-002,CUSTER,09-4-002,015+0.853,050+0.116,N-23,8,82.5,2824.7174999999997
C107519,0.679,910.0,617.8900000000001,41-1-017,RAVALLI,41-1-017,000+0.000,000+0.679,L-41-2910,11,82.72727272727273,56.17181818181819
C029101,17.891,83.0,1484.9529999999997,29-1-007,MADISON,29-1-007,000+0.000,017+0.891,L-29-101,1,83.0,1484.9529999999997
C000276,3.899,84.0,327.516,47-1-007,SILVER BOW,47-1-007,003+0.969,007+0.876,S-276,1,84.0,327.516
C000366,10.061,169.0,1700.309,37-4-007,PONDERA,37-4-007,002+0.483,012+0.541,S-366,2,84.5,850.1545
C000484,9.456,85.0,803.76,38-1-005,POWDER RIVER,38-1-005,003+0.465,012+0.930,S-484,1,85.0,803.76
C228253,0.325,85.0,27.625,25-5-028,LEWIS AND CLARK,25-5-028,000+0.000,000+0.325,R015N219OFA,1,85.0,27.625
C228181,0.241,86.0,20.726,01-6-019,BEAVERHEAD,01-6-019,000+0.000,000+0.241,R015N037ONA,1,86.0,20.726
C000447,2.976,86.0,255.936,44-8-005,ROSEBUD,44-8-005,046+0.149,049+0.134,L-44-447,1,86.0,255.936
C007112,6.475,86.0,556.85,14-6-013,FERGUS,14-6-013,002+0.794,009+0.269,L-14-304,1,86.0,556.85
C000033,24.658,346.0,8531.668,27-2-005,LINCOLN,27-2-005,029+0.490,053+0.850,P-33,4,86.5,2132.917
C025090,5.988,173.0,1035.924,25-6-006,LEWIS AND CLARK,25-6-006,000+0.853,006+0.842,L-25-90,2,86.5,517.962
C000014,11.412,347.0,3959.9640000000004,30-4-001,MEAGHER,30-4-001,057+0.130,068+0.532,P-14,4,86.75,989.9910000000001
C000332,20.813,87.0,1810.731,09-4-003,CUSTER,09-4-003,001+0.301,022+0.088,S-332,1,87.0,1810.731
C000472,11.943,261.0,3117.123,45-2-005,SANDERS,45-2-005,007+0.270,019+0.423,S-472,3,87.0,1039.041
C022524,2.318,87.0,201.666,090586E,GALLATIN,090586E,002+0.138,004+0.455,L-16-410,1,87.0,201.666
C000043,10.667,436.0,4650.812,14-4-003,FERGUS,14-4-003,024+0.803,035+0.487,N-43,5,87.2,930.1623999999999
C050088,22.843,88.0,2010.184,088652P,TETON,088652P,000+0.000,022+0.843,L-50-88,1,88.0,2010.184
C000251,10.008,88.0,880.704,43-2-001,ROOSEVELT,43-2-001,016+0.675,026+0.697,S-251,1,88.0,880.704
C002421,5.12,354.0,1812.48,16-2-016,GALLATIN,16-2-016,009+0.998,015+0.117,L-16-6,4,88.5,453.12
C000051,12.493,622.0,7770.646000000001,W-148,RICHLAND,W-148,057+0.417,069+0.757,P-51,7,88.85714285714286,1110.0922857142857
C022010,15.309,89.0,1362.501,22-1-003,JEFFERSON,22-1-003,000+0.000,015+0.309,L-22-10,1,89.0,1362.501
C015175,11.625,539.0,6265.875,15-2-002,FLATHEAD,15-2-002,000+0.000,011+0.625,L-15-175,6,89.83333333333333,1044.3125
C000432,12.529,90.0,1127.61,08-2-007,CHOUTEAU,08-2-007,014+0.994,027+0.652,S-432,1,90.0,1127.61
C000080,10.571,363.0,3837.2729999999997,08-5-009,CHOUTEAU,08-5-009,009+0.980,020+0.528,P-80,4,90.75,959.3182499999999
C229145,0.277,91.0,25.207,31-1-031,MINERAL,31-1-031,000+0.000,000+0.277,R090W022ONA,1,91.0,25.207
C056788,2.4,91.0,218.4,56-3-033,YELLOWSTONE,56-3-033,049+0.496,051+0.883,X-56788,1,91.0,218.4
C000295,5.529,92.0,508.668,34-2-005,PARK,34-2-005,010+0.908,016+0.464,L-34-295,1,92.0,508.668
C000046,24.13,461.0,11123.93,01-1-001,BEAVERHEAD,01-1-001,001+0.070,025+0.093,P-46,5,92.2,2224.786
C015873,22.038,185.0,4077.03,15-3-005,FLATHEAD,15-3-005,001+0.398,023+0.435,L-15-873,2,92.5,2038.515
C000454,2.961,185.0,547.785,25-7A-029,LEWIS AND CLARK,25-7A-029,003+0.330,006+0.289,L-25-600,2,92.5,273.8925
C000036,11.706,1573.0,18413.538,45-4-005,SANDERS,45-4-005,000+0.000,011+0.730,P-36,17,92.52941176470588,1083.149294117647
C025613,6.198,93.0,576.414,25-6-011,LEWIS AND CLARK,25-6-011,000+0.000,006+0.198,L-25-613,1,93.0,576.414
C000335,8.783,94.0,825.602,11-5-002,DAWSON,11-5-002,005+0.852,014+0.656,S-335,1,94.0,825.602
C011002,25.701,94.0,2415.8940000000002,060572P,DAWSON,060572P,000+0.000,025+0.701,L-11-2,1,94.0,2415.8940000000002
C000081,14.513,377.0,5471.401,14-4-007,FERGUS,14-4-007,027+0.887,042+0.473,P-81,4,94.25,1367.85025
C000279,11.586,377.0,4367.9220000000005,25-4-006,LEWIS AND CLARK,25-4-006,027+0.012,038+0.886,S-279,4,94.25,1091.9805000000001
C247158,0.296,95.0,28.119999999999997,087367M,YELLOWSTONE,087367M,002+0.451,002+0.748,L-56-4738,1,95.0,28.119999999999997
C000258,8.584,190.0,1630.96,46-2-009,SHERIDAN,46-2-009,000+1.003,009+0.565,S-258,2,95.0,815.48
C034122,0.113,95.0,10.735,098735F,PARK,098735F,000+0.000,000+0.113,L-34-122,1,95.0,10.735
C025031,6.904,96.0,662.784,060164E,JEFFERSON,060164E,001+0.213,008+0.117,L-22-203,1,96.0,662.784
