CORRIDOR,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,CRASHES,CARS_PER_ACC,MILES_PER_ACC
C001021,0.215,1757.0,377.755,56-4A-252,YELLOWSTONE,56-4A-252,000+0.072,000+0.287,U-1021,4,439.25,94.43875
C015211,1.486,440.0,653.84,15-4A-082,FLATHEAD,15-4A-082,002+0.495,003+0.982,L-15-211,1,440.0,653.84
C232013,0.894,1320.0,1180.08,060272B,MISSOULA,060272B,000+0.000,000+0.894,L-32-148,3,440.0,393.35999999999996
C000052,2.898,9246.0,26794.908,15-7-008,FLATHEAD,15-7-008,030+0.699,033+0.562,P-52,21,440.2857142857143,1275.9479999999999
C000014,9.317,1323.0,12326.391,04-1-004,BROADWATER,04-1-004,002+0.398,011+0.766,P-14,3,441.0,4108.797
C016700,1.93,2211.0,4267.23,16-3A-041,GALLATIN,16-3A-041,000+0.000,001+0.930,L-16-700,5,442.2,853.4459999999999
C000001,9.776,1327.0,12972.752,03-4-010,BLAINE,03-4-010,436+0.492,446+0.272,N-1,3,442.3333333333333,4324.250666666667
C000015,5.631,3541.0,19939.371,01-8-002,BEAVERHEAD,01-8-002,009+0.280,014+0.910,I-15,8,442.625,2492.421375
C223592,1.216,3986.0,4846.976,087394J,YELLOWSTONE,087394J,000+0.000,001+0.216,L-56-3080,9,442.8888888888889,538.5528888888889
C224862,2.724,887.0,2416.188,56-4A-379,YELLOWSTONE,56-4A-379,002+0.999,005+0.723,L-56-525,2,443.5,1208.094
C004885,0.65,889.0,577.85,15-7C-029,FLATHEAD,15-7C-029,000+0.000,000+0.650,L-15-6405,2,444.5,288.925
C231731,0.87,3558.0,3095.46,091452J,MISSOULA,091452J,000+0.000,000+0.870,L-32-5389,8,444.75,386.9325
C001668,1.017,2669.0,2714.3729999999996,16-3A-038,GALLATIN,16-3A-038,001+0.997,003+0.014,L-16-741,6,444.8333333333333,452.3954999999999
C056788,3.344,4005.0,13392.72,56-2-007,YELLOWSTONE,56-2-007,005+0.568,008+0.995,P-264,9,445.0,1488.08
C000011,2.453,4913.0,12051.589,34-2A-005,PARK,34-2A-005,049+0.840,052+0.269,N-11,11,446.6363636363636,1095.599
C000283,3.422,447.0,1529.634,29-2-005,MADISON,29-2-005,000+0.000,003+0.417,S-283,1,447.0,1529.634
C000014,5.904,448.0,2644.992,19-2-022,GOLDEN VALLEY,19-2-022,146+0.084,151+0.974,P-14,1,448.0,2644.992
C041008,2.144,1344.0,2881.536,41-2A-027,RAVALLI,41-2A-027,000+0.000,002+0.144,L-41-8,3,448.0,960.5120000000001
C228394,0.518,450.0,233.1,25-7-024,LEWIS AND CLARK,25-7-024,000+0.000,000+0.518,R015S190ONA,1,450.0,233.1
C007462,0.365,450.0,164.25,42-4A-008,RICHLAND,42-4A-008,000+0.000,000+0.365,L-42-568,1,450.0,164.25
C000063,5.564,2250.0,12519.0,14-8-001,FERGUS,14-8-001,022+0.873,028+0.443,N-63,5,450.0,2503.8
C000035,3.406,2703.0,9206.418,31-1-005,MINERAL,31-1-005,000+0.049,003+0.361,P-35,6,450.5,1534.403
C000090,5.753,31107.0,178958.571,16-3A-039,GALLATIN,16-3A-039,299+0.094,304+0.846,I-90,69,450.82608695652175,2593.6024782608697
C002568,0.463,902.0,417.62600000000003,37-3-019,PONDERA,37-3-019,000+0.000,000+0.463,L-37-778,2,451.0,208.81300000000002
C008127,0.07,1356.0,94.92000000000002,32-3A-222,MISSOULA,32-3A-222,000+0.288,000+0.358,U-8127,3,452.0,31.640000000000004
C000029,4.071,1809.0,7364.438999999999,29-1-005,MADISON,29-1-005,053+0.206,057+0.273,N-29,4,452.25,1841.1097499999998
C000007,2.963,3167.0,9383.821,41-2-001,RAVALLI,41-2-001,026+0.475,029+0.434,N-7,7,452.42857142857144,1340.5458571428571
C000060,2.533,453.0,1147.449,07-4-007,CASCADE,07-4-007,036+0.463,039+0.044,P-60,1,453.0,1147.449
C015516,2.726,453.0,1234.878,15-4-010,FLATHEAD,15-4-010,001+0.079,003+0.805,X-15516,1,453.0,1234.878
C000306,9.129,453.0,4135.437,48-2-008,STILLWATER,48-2-008,001+0.437,010+0.474,S-306,1,453.0,4135.437
C000005,5.0,8158.0,40790.0,24-3-004,LAKE,24-3-004,037+0.091,042+0.060,N-5,18,453.22222222222223,2266.1111111111113
C000033,6.178,1364.0,8426.792,27-3A-004,LINCOLN,27-3A-004,002+0.475,008+0.718,P-33,3,454.6666666666667,2808.9306666666666
C000042,3.575,912.0,3260.4,53-4-011,VALLEY,53-4-011,069+0.681,073+0.254,P-42,2,456.0,1630.2
C000354,1.942,2737.0,5315.254,24-2-024,LAKE,24-2-024,001+0.267,003+0.210,S-354,6,456.1666666666667,885.8756666666667
C000033,13.088,458.0,5994.303999999999,27-4-002,LINCOLN,27-4-002,016+0.478,029+0.490,P-33,1,458.0,5994.303999999999
C000043,0.27,3670.0,990.9000000000001,14-6A-015,FERGUS,14-6A-015,000+0.314,000+0.584,N-43,8,458.75,123.86250000000001
C000022,3.495,918.0,3208.4100000000003,43-5-004,ROOSEVELT,43-5-004,071+0.833,075+0.335,N-22,2,459.0,1604.2050000000002
C000228,2.698,459.0,1238.382,07-2-025,CASCADE,07-2-025,013+0.739,016+0.305,S-228,1,459.0,1238.382
C325902,0.764,1385.0,1058.14,16-3-088,GALLATIN,16-3-088,000+0.010,000+0.774,R090W299ONA,3,461.6666666666667,352.71333333333337
C000008,8.3,6930.0,57519.00000000001,W-101,BROADWATER,W-101,059+0.877,068+0.203,N-8,15,462.0,3834.6000000000004
C000057,20.882,462.0,9647.484,17-4-004,GARFIELD,17-4-004,218+0.054,238+0.930,N-57,1,462.0,9647.484
C000206,5.336,6933.0,36994.488000000005,15-7A-002,FLATHEAD,15-7A-002,000+0.000,005+0.357,S-206,15,462.2,2466.2992000000004
C000005,4.28,925.0,3959.0000000000005,27-2-004,LINCOLN,27-2-004,183+0.158,187+0.464,N-5,2,462.5,1979.5000000000002
C006046,0.637,463.0,294.931,32-3A-193,MISSOULA,32-3A-193,000+0.000,000+0.637,L-32-4569,1,463.0,294.931
C228620,0.508,463.0,235.204,11-5-007,DAWSON,11-5-007,000+0.000,000+0.508,R094W210ONA,1,463.0,235.204
C000345,2.982,1856.0,5534.592000000001,16-3A-022,GALLATIN,16-3A-022,005+0.545,008+0.535,S-345,4,464.0,1383.6480000000001
C000061,13.379,465.0,6221.235,14-4-005,FERGUS,14-4-005,053+0.250,066+0.606,N-61,1,465.0,6221.235
C003556,0.57,465.0,265.04999999999995,07-2A-204,CASCADE,07-2A-204,000+0.000,000+0.570,L-7-2856,1,465.0,265.04999999999995
C221114,0.825,5127.0,4229.775,15-7B-045,FLATHEAD,15-7B-045,000+0.000,000+0.825,X-15996,11,466.09090909090907,384.525
C000049,4.808,2333.0,11217.064,29-3-005,MADISON,29-3-005,022+0.252,027+0.049,N-49,5,466.6,2243.4128
C000279,6.221,936.0,5822.856,25-6-004,LEWIS AND CLARK,25-6-004,008+0.681,014+0.924,S-279,2,468.0,2911.428
C000473,1.042,468.0,487.656,41-4-001,RAVALLI,41-4-001,013+0.322,014+0.370,S-473,1,468.0,487.656
C006703,0.258,1404.0,362.232,15-7B-041,FLATHEAD,15-7B-041,000+0.000,000+0.258,U-6703,3,468.0,120.74400000000001
C000005,5.25,11703.0,61440.75,24-3-005,LAKE,24-3-005,050+0.122,055+0.499,N-5,25,468.12,2457.63
C223610,0.144,938.0,135.072,087459A,YELLOWSTONE,087459A,000+0.000,000+0.144,L-56-3096,2,469.0,67.536
C000370,1.952,2814.0,5492.928,41-1-008,RAVALLI,41-1-008,000+0.000,001+0.876,S-370,6,469.0,915.4879999999999
C000212,4.183,938.0,3923.654,24-3-010,LAKE,24-3-010,008+0.082,012+0.272,S-212,2,469.0,1961.827
C228230,0.284,471.0,133.76399999999998,22-2-036,JEFFERSON,22-2-036,000+0.000,000+0.284,R015N164OFA,1,471.0,133.76399999999998
C000345,2.005,2826.0,5666.13,16-3A-020,GALLATIN,16-3A-020,001+0.024,003+0.030,S-345,6,471.0,944.355
C001668,1.997,3770.0,7528.6900000000005,16-3A-037,GALLATIN,16-3A-037,000+0.000,001+0.997,L-16-741,8,471.25,941.0862500000001
C000359,0.12,1415.0,169.79999999999998,22-4-005,JEFFERSON,22-4-005,001+0.043,001+0.163,S-359,3,471.6666666666667,56.599999999999994
C000094,6.421,4724.0,30332.804,A-031,CUSTER,A-031,128+0.851,135+0.241,I-94,10,472.4,3033.2804
C005965,0.742,945.0,701.1899999999999,32-3A-262,MISSOULA,32-3A-262,001+0.556,002+0.298,L-32-811,2,472.5,350.59499999999997
C000090,2.865,16544.0,47398.560000000005,16-3-006,GALLATIN,16-3-006,316+0.578,319+0.450,I-90,35,472.6857142857143,1354.2445714285716
C010404,0.188,473.0,88.924,42-4A-039,RICHLAND,42-4A-039,000+0.000,000+0.188,U-10404,1,473.0,88.924
C000018,15.436,474.0,7316.664,17-4-002,GARFIELD,17-4-002,067+0.592,083+0.065,N-18,1,474.0,7316.664
C000083,2.77,6639.0,18390.03,15-7-010,FLATHEAD,15-7-010,088+0.366,091+0.107,P-83,14,474.2142857142857,1313.5735714285713
C000078,2.864,1898.0,5435.871999999999,48-2-004,STILLWATER,48-2-004,029+1.018,032+0.768,P-78,4,474.5,1358.9679999999998
C006725,0.242,3796.0,918.632,15-7C-063,FLATHEAD,15-7C-063,001+0.040,001+0.282,U-6725,8,474.5,114.829
C000007,5.47,26210.0,143368.69999999998,32-3B-003,MISSOULA,32-3B-003,083+0.387,088+0.851,N-7,55,476.54545454545456,2606.703636363636
C000236,9.726,477.0,4639.302000000001,14-4-008,FERGUS,14-4-008,000+0.000,009+0.701,S-236,1,477.0,4639.302000000001
C000052,2.435,4786.0,11653.91,15-7-007,FLATHEAD,15-7-007,028+0.251,030+0.699,P-52,10,478.6,1165.391
C000080,2.926,479.0,1401.554,08-5-008,CHOUTEAU,08-5-008,007+0.098,009+0.980,P-80,1,479.0,1401.554
C072949,0.251,959.0,240.709,32-3A-094,MISSOULA,32-3A-094,000+0.248,000+0.499,L-32-1231,2,479.5,120.3545
C006725,0.136,1440.0,195.84,15-7C-064,FLATHEAD,15-7C-064,001+0.282,001+0.418,U-6725,3,480.0,65.28
C003582,1.822,5286.0,9631.092,07-2A-246,CASCADE,07-2A-246,000+0.000,001+0.822,L-7-2872,11,480.54545454545456,875.5538181818182
C000049,6.269,2403.0,15064.407000000001,01-4-002,BEAVERHEAD,01-4-002,007+0.425,013+0.633,N-49,5,480.6,3012.8814
C000007,6.017,962.0,5788.354,41-5-002,RAVALLI,41-5-002,006+0.818,012+0.914,N-7,2,481.0,2894.177
C000015,3.5,3856.0,13496.0,22-2-006,JEFFERSON,22-2-006,156+0.645,160+0.124,I-15,8,482.0,1687.0
C000219,4.279,483.0,2066.757,50-2-001,TETON,50-2-001,008+0.212,012+0.495,S-219,1,483.0,2066.757
C006080,0.83,2921.0,2424.43,32-3A-264,MISSOULA,32-3A-264,000+0.000,000+0.830,L-32-4313,6,486.8333333333333,404.07166666666666
C224903,1.011,487.0,492.35699999999997,56-4A-359,YELLOWSTONE,56-4A-359,000+0.000,001+0.011,L-56-597,1,487.0,492.35699999999997
C000094,7.602,4393.0,33395.586,09-2A-003,CUSTER,09-2A-003,140+0.957,148+0.540,I-94,9,488.1111111111111,3710.620666666667
C000090,8.22,11721.0,96346.62000000001,48-2-001,STILLWATER,48-2-001,400+0.427,408+0.636,I-90,24,488.375,4014.4425000000006
C001027,0.004,5862.0,23.448,56-4A-275,YELLOWSTONE,56-4A-275,002+0.352,002+0.356,U-1027,12,488.5,1.954
C006715,0.277,1955.0,541.5350000000001,15-7C-025,FLATHEAD,15-7C-025,000+0.476,000+0.753,U-6715,4,488.75,135.38375000000002
C000015,3.336,4401.0,14681.735999999999,25-5-003,CASCADE,25-5-003,243+0.758,247+0.093,I-15,9,489.0,1631.3039999999999
C115312,0.942,979.0,922.218,059256V,FLATHEAD,059256V,000+0.000,000+0.942,L-15-312,2,489.5,461.109
C000020,5.717,1958.0,11193.885999999999,W-145,DAWSON,W-145,017+0.080,023+0.124,N-20,4,489.5,2798.4714999999997
C000358,2.491,490.0,1220.5900000000001,18-5-006,GLACIER,18-5-006,025+0.349,027+0.839,S-358,1,490.0,1220.5900000000001
C223619,0.582,1471.0,856.122,087461B,YELLOWSTONE,087461B,001+0.009,001+0.591,L-56-3105,3,490.3333333333333,285.37399999999997
C001031,0.514,21090.0,10840.26,56-4A-126,YELLOWSTONE,56-4A-126,002+0.532,003+0.046,U-1031,43,490.4651162790698,252.09906976744188
C000024,5.923,3932.0,23289.236,32-4-002,MISSOULA,32-4-002,016+0.459,022+0.364,N-24,8,491.5,2911.1545
C000003,7.856,1475.0,11587.6,18-4-007,GLACIER,18-4-007,102+0.699,110+0.501,P-3,3,491.6666666666667,3862.5333333333333
C000001,5.369,1967.0,10560.823,53-4-004,VALLEY,53-4-004,543+0.800,549+0.177,N-1,4,491.75,2640.20575
C000007,4.827,11313.0,54607.851,41-1-003,RAVALLI,41-1-003,066+0.743,071+0.575,N-7,23,491.8695652173913,2374.254391304348
C000002,2.99,492.0,1471.0800000000002,13-1-001,CUSTER,13-1-001,048+0.771,051+0.754,P-2,1,492.0,1471.0800000000002
C056931,1.48,2956.0,4374.88,56-4A-316,YELLOWSTONE,56-4A-316,000+0.000,001+0.480,X-56931,6,492.6666666666667,729.1466666666666
C000094,5.996,4438.0,26610.248000000003,40-2-003,PRAIRIE,40-2-003,185+0.253,191+0.250,I-94,9,493.1111111111111,2956.6942222222224
C000015,5.965,3454.0,20603.11,37-3-002,PONDERA,37-3-002,339+0.028,344+0.994,I-15,7,493.42857142857144,2943.3014285714285
C000284,2.759,987.0,2723.133,25-7A-008,LEWIS AND CLARK,25-7A-008,001+0.860,004+0.667,S-284,2,493.5,1361.5665
C000028,2.626,987.0,2591.862,34-5-004,PARK,34-5-004,003+0.649,006+0.274,P-28,2,493.5,1295.931
C000001,9.725,1484.0,14431.9,53-4-002,VALLEY,53-4-002,529+0.476,539+0.209,N-1,3,494.6666666666667,4810.633333333333
C000206,4.412,6946.0,30645.752,15-4A-001,FLATHEAD,15-4A-001,005+0.357,009+0.719,S-206,14,496.14285714285717,2188.982285714286
C000086,5.82,993.0,5779.26,16-2-002,GALLATIN,16-2-002,015+0.780,021+0.515,P-86,2,496.5,2889.63
C025602,2.712,993.0,2693.016,25-7A-025,LEWIS AND CLARK,25-7A-025,003+0.487,006+0.199,L-25-602,2,496.5,1346.508
C000421,1.386,994.0,1377.684,05-1-006,CARBON,05-1-006,016+0.779,018+0.161,S-421,2,497.0,688.842
C000031,9.11,994.0,9055.34,53-4-006,VALLEY,53-4-006,003+0.861,012+0.963,P-31,2,497.0,4527.67
C005236,0.242,1988.0,481.096,07-2A-257,CASCADE,07-2A-257,000+0.818,001+0.060,U-5236,4,497.0,120.274
C081015,2.959,2489.0,7364.951,56-4B-024,YELLOWSTONE,56-4B-024,003+0.757,006+0.699,X-81015,5,497.8,1472.9902
C007462,0.641,1494.0,957.654,42-4A-011,RICHLAND,42-4A-011,000+0.365,001+0.006,U-10411,3,498.0,319.218
C000454,1.39,499.0,693.6099999999999,25-7A-015,LEWIS AND CLARK,25-7A-015,001+0.764,003+0.153,S-454,1,499.0,693.6099999999999
C001012,0.27,11981.0,3234.8700000000003,56-4A-288,YELLOWSTONE,56-4A-288,001+0.457,001+0.726,U-1012,24,499.2083333333333,134.78625000000002
C007972,0.567,1002.0,568.1339999999999,15-4A-027,FLATHEAD,15-4A-027,000+0.000,000+0.567,L-15-6162,2,501.0,284.06699999999995
C015204,2.758,1002.0,2763.516,15-4A-087,FLATHEAD,15-4A-087,000+0.000,002+0.758,L-15-204,2,501.0,1381.758
C000279,7.093,501.0,3553.593,25-6-003,LEWIS AND CLARK,25-6-003,014+0.924,022+0.039,S-279,1,501.0,3553.593
C229225,0.206,501.0,103.20599999999999,32-3-044,MISSOULA,32-3-044,000+0.000,000+0.206,R090W107OFA,1,501.0,103.20599999999999
C001992,0.566,2005.0,1134.83,47-1C-084,SILVER BOW,47-1C-084,000+0.000,000+0.566,U-1823,4,501.25,283.7075
C000057,5.337,502.0,2679.174,35-3-002,PETROLEUM,35-3-002,152+0.372,157+0.740,N-57,1,502.0,2679.174
C003435,0.647,1508.0,975.676,07-2A-148,CASCADE,07-2A-148,000+0.000,000+0.647,L-7-2510,3,502.6666666666667,325.22533333333337
C006905,0.75,2017.0,1512.75,56-4B-019,YELLOWSTONE,56-4B-019,000+0.000,000+0.750,U-6905,4,504.25,378.1875
C000090,5.9,24793.0,146278.7,W-203,YELLOWSTONE,W-203,437+0.234,443+0.138,I-90,49,505.9795918367347,2985.279591836735
C000004,3.762,4561.0,17158.482,05-1-008,CARBON,05-1-008,038+0.783,042+0.508,N-4,9,506.77777777777777,1906.498
C000420,3.225,507.0,1635.075,48-2-012,STILLWATER,48-2-012,000+0.000,003+0.234,S-420,1,507.0,1635.075
C006702,0.632,1015.0,641.48,15-7B-071,FLATHEAD,15-7B-071,000+0.588,001+0.220,U-6702,2,507.5,320.74
C000014,1.179,508.0,598.932,30-4-003,MEAGHER,30-4-003,076+0.020,077+0.228,P-14,1,508.0,598.932
C000014,10.806,508.0,5489.447999999999,30-4-003,WHEATLAND,30-4-003,077+0.228,088+0.025,P-14,1,508.0,5489.447999999999
C008281,2.706,508.0,1374.648,086276D,ROSEBUD,086276D,000+0.000,002+0.706,L-44-959,1,508.0,1374.648
C000057,12.327,509.0,6274.443,A-038,GARFIELD,A-038,199+0.753,212+0.074,N-57,1,509.0,6274.443
C000001,3.504,7127.0,24973.008,15-7-001,FLATHEAD,15-7-001,111+0.856,115+0.321,N-1,14,509.07142857142856,1783.786285714286
C000090,4.959,9168.0,45464.111999999994,31-2-014,MISSOULA,31-2-014,077+0.229,082+0.164,I-90,18,509.3333333333333,2525.7839999999997
C003890,0.553,3567.0,1972.5510000000002,07-2A-273,CASCADE,07-2A-273,000+0.000,000+0.553,L-7-3086,7,509.57142857142856,281.793
C000016,4.168,2548.0,10620.064,33-3-005,YELLOWSTONE,33-3-005,020+0.901,025+0.167,N-16,5,509.6,2124.0128
C000090,6.32,7649.0,48341.68,31-2-006,MINERAL,31-2-006,055+0.150,061+0.565,I-90,15,509.93333333333334,3222.7786666666666
C000069,1.887,1021.0,1926.627,22-4-003,JEFFERSON,22-4-003,004+0.259,006+0.174,P-69,2,510.5,963.3135
C000001,8.766,1021.0,8950.086,51-4-001,TOOLE,51-4-001,288+0.916,297+0.678,N-1,2,510.5,4475.043
C081007,15.466,511.0,7903.125999999999,088270U,PONDERA,088270U,000+0.000,015+0.488,X-81007,1,511.0,7903.125999999999
C000022,8.034,511.0,4105.374000000001,46-1-001,SHERIDAN,46-1-001,022+0.259,030+0.309,P-22,1,511.0,4105.374000000001
C000014,5.849,1023.0,5983.527,30-3-002,MEAGHER,30-3-002,033+0.315,039+0.149,P-14,2,511.5,2991.7635
C000482,1.3,512.0,665.6,27-3A-005,LINCOLN,27-3A-005,000+0.000,001+0.279,S-482,1,512.0,665.6
C056683,3.147,3078.0,9686.465999999999,56-4-020,YELLOWSTONE,56-4-020,000+0.000,003+0.147,X-56683,6,513.0,1614.4109999999998
C032200,2.611,3080.0,8041.880000000001,32-3A-250,MISSOULA,32-3A-250,000+0.000,002+0.611,X-32200,6,513.3333333333334,1340.3133333333335
C056507,1.002,4622.0,4631.244,56-4A-394,YELLOWSTONE,56-4A-394,007+0.944,008+0.946,L-56-507,9,513.5555555555555,514.5826666666667
C000052,3.779,7194.0,27186.126,15-7A-004,FLATHEAD,15-7A-004,037+0.634,041+0.430,P-52,14,513.8571428571429,1941.866142857143
C000007,4.366,4628.0,20205.847999999998,41-2-002,RAVALLI,41-2-002,033+0.549,037+0.911,N-7,9,514.2222222222222,2245.094222222222
C073945,0.717,1029.0,737.793,32-3A-298,MISSOULA,32-3A-298,000+0.000,000+0.717,L-32-4608,2,514.5,368.8965
C002903,0.469,516.0,242.004,25-7B-072,LEWIS AND CLARK,25-7B-072,000+0.000,000+0.469,L-25-49,1,516.0,242.004
C006724,0.415,2067.0,857.805,15-7C-057,FLATHEAD,15-7C-057,000+0.378,000+0.793,L-15-7333,4,516.75,214.45125
C000090,5.04,15011.0,75655.44,12-1-003,SILVER BOW,12-1-003,211+0.645,216+0.549,I-90,29,517.6206896551724,2608.808275862069
C000013,4.526,1553.0,7028.878,04-2-005,BROADWATER,04-2-005,088+0.742,093+0.383,P-13,3,517.6666666666666,2342.9593333333332
C000003,6.965,518.0,3607.87,37-3-003,PONDERA,37-3-003,068+0.241,075+0.288,P-3,1,518.0,3607.87
C000003,4.544,1036.0,4707.584,50-3-002,TETON,50-3-002,041+0.945,046+0.526,P-3,2,518.0,2353.792
C000210,3.158,2075.0,6552.849999999999,32-3B-007,MISSOULA,32-3B-007,000+0.000,003+0.190,U-8133,4,518.75,1638.2124999999999
C000001,4.25,11445.0,48641.25,A-024,FLATHEAD,A-024,115+0.321,119+0.529,N-1,22,520.2272727272727,2210.965909090909
C003976,1.162,1041.0,1209.6419999999998,41-2A-023,RAVALLI,41-2A-023,000+0.000,001+0.162,L-41-2899,2,520.5,604.8209999999999
C000019,3.54,2082.0,7370.28,12-1C-045,DEER LODGE,12-1C-045,013+0.659,017+0.204,P-19,4,520.5,1842.57
C008111,0.144,1562.0,224.92799999999997,32-3A-224,MISSOULA,32-3A-224,000+0.138,000+0.283,U-8111,3,520.6666666666666,74.97599999999998
C000063,4.986,2084.0,10390.823999999999,14-8-002,FERGUS,14-8-002,028+0.443,033+0.446,N-63,4,521.0,2597.7059999999997
C000001,3.028,1569.0,4750.932,18-5-020,GLACIER,18-5-020,258+0.269,261+0.304,N-1,3,523.0,1583.644
C011171,1.005,523.0,525.6149999999999,11-5A-031,DAWSON,11-5A-031,000+0.379,001+0.384,U-5001,1,523.0,525.6149999999999
C000003,3.747,523.0,1959.681,50-1-003,TETON,50-1-003,062+0.388,066+0.409,P-3,1,523.0,1959.681
C081012,1.063,525.0,558.0749999999999,12-1-013,SILVER BOW,12-1-013,001+0.436,002+0.499,X-81012,1,525.0,558.0749999999999
C000559,3.109,525.0,1632.225,24-3-013,LAKE,24-3-013,000+0.000,003+0.118,S-559,1,525.0,1632.225
C011109,6.939,525.0,3642.975,11-5A-060,DAWSON,11-5A-060,000+0.000,006+0.939,L-11-109,1,525.0,3642.975
C018100,19.46,1051.0,20452.46,088103V,PONDERA,088103V,022+0.186,041+0.646,L-37-300,2,525.5,10226.23
C008134,0.241,1577.0,380.05699999999996,32-3A-218,MISSOULA,32-3A-218,000+0.000,000+0.241,U-8134,3,525.6666666666666,126.68566666666665
C229063,0.219,526.0,115.194,16-3-059,GALLATIN,16-3-059,000+0.000,000+0.219,R090E319OFA,1,526.0,115.194
C001286,0.502,4735.0,2376.97,56-4A-080,YELLOWSTONE,56-4A-080,001+0.865,002+0.367,L-56-2392,9,526.1111111111111,264.10777777777776
C000094,8.878,4218.0,37447.404,11-5A-005,DAWSON,11-5A-005,215+0.118,224+0.004,I-94,8,527.25,4680.9255
C000052,2.997,11074.0,33188.778,15-7B-009,FLATHEAD,15-7B-009,046+0.475,049+0.782,P-52,21,527.3333333333334,1580.418
C228233,0.256,528.0,135.168,22-2-041,JEFFERSON,22-2-041,000+0.000,000+0.256,R015N176ONA,1,528.0,135.168
C000090,6.464,12145.0,78505.28,32-3-002,MISSOULA,32-3-002,089+0.501,095+0.972,I-90,23,528.0434782608696,3413.2730434782607
C000090,4.556,7437.0,33882.972,A-030,MINERAL,A-030,042+0.792,047+0.321,I-90,14,531.2142857142857,2420.212285714286
C000090,3.38,7448.0,25174.239999999998,31-1-002,MINERAL,31-1-002,021+0.785,025+0.133,I-90,14,532.0,1798.1599999999999
C005207,1.915,1597.0,3058.255,07-2A-072,CASCADE,07-2A-072,001+0.573,003+0.489,U-5207,3,532.3333333333334,1019.4183333333334
C000533,0.85,533.0,453.05,32-3A-183,MISSOULA,32-3A-183,003+0.142,003+0.992,L-32-518,1,533.0,453.05
C000057,6.102,2670.0,16292.34,23-2-013,JUDITH BASIN,23-2-013,036+0.616,042+0.717,N-57,5,534.0,3258.468
C000054,6.734,535.0,3602.69,38-5-002,POWDER RIVER,38-5-002,008+0.159,014+0.775,P-54,1,535.0,3602.69
C000090,7.253,12306.0,89255.418,49-3A-003,SWEET GRASS,49-3A-003,370+0.545,377+0.812,I-90,23,535.0434782608696,3880.670347826087
C000419,3.498,1074.0,3756.8520000000003,48-2-010,STILLWATER,48-2-010,000+0.000,003+0.540,S-419,2,537.0,1878.4260000000002
C072369,1.064,538.0,572.432,929170P,CASCADE,929170P,001+0.124,002+0.189,L-7-1296,1,538.0,572.432
C027005,1.7,540.0,918.0,27-3A-009,LINCOLN,27-3A-009,000+0.000,001+0.700,L-27-5,1,540.0,918.0
C081064,3.688,9730.0,35884.240000000005,NI-064,GALLATIN,NI-064,000+0.000,003+0.685,X-81064,18,540.5555555555555,1993.5688888888892
C228980,0.282,541.0,152.56199999999998,32-3-071,MISSOULA,32-3-071,000+0.000,000+0.282,R090E077ONA,1,541.0,152.56199999999998
C000094,6.033,4331.0,26128.923000000003,44-5-002,ROSEBUD,44-5-002,087+0.382,093+0.407,I-94,8,541.375,3266.1153750000003
C005098,0.138,1083.0,149.454,15-7C-078,FLATHEAD,15-7C-078,000+0.409,000+0.547,L-15-6472,2,541.5,74.727
C006718,0.074,2708.0,200.392,15-7C-086,FLATHEAD,15-7C-086,000+0.417,000+0.491,U-6718,5,541.6,40.0784
C000005,4.453,9214.0,41029.942,32-3-004,MISSOULA,32-3-004,003+0.037,007+0.486,N-5,17,542.0,2413.5260000000003
C006722,0.485,3255.0,1578.675,15-7C-047,FLATHEAD,15-7C-047,000+0.420,000+0.905,U-6722,6,542.5,263.1125
C000006,12.486,2177.0,27182.022,45-4-002,SANDERS,45-4-002,056+0.018,068+0.483,P-6,4,544.25,6795.5055
C001005,0.516,22884.0,11808.144,56-4A-143,YELLOWSTONE,56-4A-143,000+0.000,000+0.516,U-1005,42,544.8571428571429,281.14628571428574
C000263,3.222,1635.0,5267.97,32-3-010,MISSOULA,32-3-010,007+0.285,010+0.511,S-263,3,545.0,1755.99
C000430,3.802,2183.0,8299.766,25-7A-016,LEWIS AND CLARK,25-7A-016,005+0.312,009+0.088,S-430,4,545.75,2074.9415
C000007,3.142,12007.0,37725.994,A-047,RAVALLI,A-047,071+0.575,074+0.752,N-7,22,545.7727272727273,1714.817909090909
C000033,4.9,1092.0,5350.8,27-4-001,LINCOLN,27-4-001,008+0.718,013+0.637,P-33,2,546.0,2675.4
C000234,0.684,1092.0,746.9280000000001,21-4A-043,HILL,21-4A-043,001+0.251,001+0.935,U-5708,2,546.0,373.46400000000006
C000015,7.313,4370.0,31957.809999999998,01-6-001,BEAVERHEAD,01-6-001,044+0.239,051+0.574,I-15,8,546.25,3994.7262499999997
C007105,0.161,1095.0,176.29500000000002,14-6A-035,FERGUS,14-6A-035,000+0.000,000+0.161,U-7105,2,547.5,88.14750000000001
C000003,7.471,1095.0,8180.745,086336K,TETON,086336K,026+0.752,034+0.193,P-3,2,547.5,4090.3725
C007109,0.16,1096.0,175.36,14-6A-046,FERGUS,14-6A-046,000+0.000,000+0.160,U-7109,2,548.0,87.68
C041301,12.762,1649.0,21044.538,41-1-011,RAVALLI,41-1-011,000+0.000,012+0.762,L-41-301,3,549.6666666666666,7014.8460000000005
C000015,3.451,10453.0,36073.303,07-2A-005,CASCADE,07-2A-005,282+0.794,286+0.413,I-15,19,550.1578947368421,1898.5948947368422
