SEGMENT_KEY,CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C000005_000+0.000_000+0.073_N-5,C000005,D,000+0.037,NOT IN CITY LIMITS,MISSOULA,DECEMBER,2021,THU,247857.35143,310639.32011,46.9518268237046,-114.13139529713899,0.037
C000005_000+0.000_000+0.073_N-5,C000005,D,000+0.066,NOT IN CITY LIMITS,MISSOULA,JANUARY,2022,FRI,247854.48837,310686.08949,46.9523287163912,-114.131359360056,0.066
C000005_000+0.000_000+0.073_N-5,C000005,D,000+0.069,NOT IN CITY LIMITS,MISSOULA,NOVEMBER,2021,TUE,247865.28500,310690.34300,46.9523287163912,-114.131359360056,0.069
C000005_000+0.073_000+0.112_N-5,C000005,D,000+0.078,NOT IN CITY LIMITS,MISSOULA,JULY,2019,WED,247862.28218,310704.70866,46.9523287163912,-114.131359360056,0.078
C000005_000+0.112_001+0.240_N-5,C000005,D,000+0.179,NOT IN CITY LIMITS,MISSOULA,AUGUST,2019,SUN,247851.46861,310867.81278,,,0.179
C000005_000+0.112_001+0.240_N-5,C000005,D,000+0.180,NOT IN CITY LIMITS,MISSOULA,OCTOBER,2020,SAT,247782.50803,310870.92662,,,0.18
C000005_000+0.112_001+0.240_N-5,C000005,D,000+0.183,NOT IN CITY LIMITS,MISSOULA,SEPTEMBER,2023,SAT,247862.20344,310873.89532,46.953937055732098,-114.13151384787901,0.183
C000005_000+0.112_001+0.240_N-5,C000005,D,000+0.184,NOT IN CITY LIMITS,MISSOULA,FEBRUARY,2023,THU,247861.86336,310874.84607,46.953945417340996,-114.131519049003,0.184
C000005_000+0.112_001+0.240_N-5,C000005,D,000+0.233,NOT IN CITY LIMITS,MISSOULA,AUGUST,2021,THU,247876.79598,310953.26725,46.954657971869501,-114.131384021716,0.233
C000005_000+0.112_001+0.240_N-5,C000005,D,000+0.241,NOT IN CITY LIMITS,MISSOULA,OCTOBER,2022,FRI,247842.75565,310967.72535,46.954769770544601,-114.131841934539,0.241
C000005_000+0.112_001+0.240_N-5,C000005,D,000+0.242,NOT IN CITY LIMITS,MISSOULA,AUGUST,2023,TUE,247825.32984,310970.52015,46.954785611787202,-114.132072769518,0.242
C000005_000+0.112_001+0.240_N-5,C000005,D,000+0.250,NOT IN CITY LIMITS,MISSOULA,JANUARY,2019,WED,247797.46134,310983.48078,,,0.25
C000005_000+0.112_001+0.240_N-5,C000005,D,000+0.255,NOT IN CITY LIMITS,MISSOULA,JANUARY,2023,MON,247795.25959,310992.67613,46.9549686850889,-114.132484570104,0.255
C000005_000+0.112_001+0.240_N-5,C000005,D,000+0.256,MISSOULA,MISSOULA,AUGUST,2022,WED,247876.24374,310990.25368,46.9556817527249,-114.131463215328,0.256
C000005_000+0.112_001+0.240_N-5,C000005,D,000+0.256,NOT IN CITY LIMITS,MISSOULA,AUGUST,2022,WED,247876.24374,310990.25368,46.954990000000002,-114.13142000000001,0.256
C000005_000+0.112_001+0.240_N-5,C000005,D,000+0.263,NOT IN CITY LIMITS,MISSOULA,MARCH,2020,FRI,247786.74346,311005.78531,46.955081939697301,-114.132606506348,0.263
C000005_000+0.112_001+0.240_N-5,C000005,D,000+0.271,NOT IN CITY LIMITS,MISSOULA,SEPTEMBER,2022,MON,247799.69389,311017.01274,46.955189707669099,-114.132445291914,0.271
C000005_000+0.112_001+0.240_N-5,C000005,D,000+0.274,NOT IN CITY LIMITS,MISSOULA,AUGUST,2021,MON,247878.21243,311019.08914,46.955250132847198,-114.131416566455,0.274
