SEGMENT_KEY,CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C000094_000+0.000_005+0.882_I-94,C000094,D,000+0.029,NOT IN CITY LIMITS,YELLOWSTONE,OCTOBER,2021,THU,685035.76114,175150.61209,45.820691055540401,-108.40530750182801,0.029
C000094_000+0.000_005+0.882_I-94,C000094,D,000+0.033,NOT IN CITY LIMITS,YELLOWSTONE,FEBRUARY,2019,THU,685045.15871,175149.77192,,,0.033
C000094_000+0.000_005+0.882_I-94,C000094,D,000+0.100,NOT IN CITY LIMITS,YELLOWSTONE,OCTOBER,2022,MON,685116.80349,175231.88072,45.821412248836602,-108.404249718983,0.1
C000094_000+0.000_005+0.882_I-94,C000094,D,000+0.444,NOT IN CITY LIMITS,YELLOWSTONE,MAY,2019,THU,685516.30155,175613.71942,,,0.444
C000094_000+0.000_005+0.882_I-94,C000094,D,000+0.913,NOT IN CITY LIMITS,YELLOWSTONE,APRIL,2021,FRI,686072.83555,176128.09805,45.8293568632741,-108.391780653062,0.913
C000094_000+0.000_005+0.882_I-94,C000094,D,000+0.922,NOT IN CITY LIMITS,YELLOWSTONE,JULY,2022,SAT,686085.93475,176132.22514,45.829392337549201,-108.391611266673,0.922
C000094_000+0.000_005+0.882_I-94,C000094,D,000+0.963,NOT IN CITY LIMITS,YELLOWSTONE,DECEMBER,2019,THU,686117.51326,176191.66307,,,0.963
C000094_000+0.000_005+0.882_I-94,C000094,D,000+1.234,NOT IN CITY LIMITS,YELLOWSTONE,OCTOBER,2020,SUN,686373.63047,176545.07211,,,1.234
C000094_000+0.000_005+0.882_I-94,C000094,D,000+1.307,NOT IN CITY LIMITS,YELLOWSTONE,JULY,2020,MON,686439.76140,176642.40099,,,1.307
C000094_000+0.000_005+0.882_I-94,C000094,D,000+1.367,NOT IN CITY LIMITS,YELLOWSTONE,MARCH,2021,WED,686495.43853,176719.47463,45.8346251134702,-108.38623195238,1.367
C000094_000+0.000_005+0.882_I-94,C000094,D,000+1.384,NOT IN CITY LIMITS,YELLOWSTONE,OCTOBER,2020,FRI,686511.21242,176743.45022,,,1.384
C000094_000+0.000_005+0.882_I-94,C000094,D,001+0.000,NOT IN CITY LIMITS,YELLOWSTONE,MARCH,2023,FRI,686516.23322,176742.53635,45.834829999999997,-108.38596,1.0
C000094_000+0.000_005+0.882_I-94,C000094,D,001+0.000,NOT IN CITY LIMITS,YELLOWSTONE,NOVEMBER,2022,SUN,686516.23322,176742.53635,45.834829999999997,-108.38596,1.0
C000094_000+0.000_005+0.882_I-94,C000094,D,001+0.005,NOT IN CITY LIMITS,YELLOWSTONE,OCTOBER,2021,TUE,686519.62900,176749.17600,45.917599871729898,-108.21910779808699,1.005
C000094_000+0.000_005+0.882_I-94,C000094,D,001+0.064,NOT IN CITY LIMITS,YELLOWSTONE,NOVEMBER,2021,MON,686575.82901,176825.65109,45.835570374478898,-108.38517747709901,1.064
C000094_000+0.000_005+0.882_I-94,C000094,D,001+0.114,NOT IN CITY LIMITS,YELLOWSTONE,JULY,2019,SAT,686618.53921,176894.36757,,,1.114
C000094_000+0.000_005+0.882_I-94,C000094,D,001+0.127,NOT IN CITY LIMITS,YELLOWSTONE,SEPTEMBER,2020,WED,686632.12145,176909.90668,,,1.127
C000094_000+0.000_005+0.882_I-94,C000094,D,001+0.131,NOT IN CITY LIMITS,YELLOWSTONE,JUNE,2021,FRI,686631.35223,176920.64250,45.8364181518555,-108.38444519043,1.131
C000094_000+0.000_005+0.882_I-94,C000094,D,001+0.270,NOT IN CITY LIMITS,YELLOWSTONE,MAY,2023,FRI,686759.29359,177099.14048,45.838008163972198,-108.382765124941,1.27
