SEGMENT_KEY,CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C000426_000+0.000_002+0.125_S-426,C000426,A,000+0.013,NOT IN CITY LIMITS,JUDITH BASIN,SEPTEMBER,2019,MON,569342.96132,311534.86097,47.052909415116602,-109.90373046859099,0.013
C000426_014+0.350_016+0.914_S-426,C000426,A,015+0.556,NOT IN CITY LIMITS,FERGUS,AUGUST,2021,TUE,587235.69500,319734.26300,47.127763601410003,-109.666611716725,15.556000000000001
C000426_016+0.914_023+0.420_S-426,C000426,A,017+0.798,NOT IN CITY LIMITS,FERGUS,JUNE,2021,MON,590788.23434,319792.03423,47.1278747731817,-109.621481756746,17.798000000000002
C000426_016+0.914_023+0.420_S-426,C000426,A,020+0.577,NOT IN CITY LIMITS,FERGUS,AUGUST,2020,WED,595145.20841,319758.37014,,,20.576999999999998
C000426_016+0.914_023+0.420_S-426,C000426,A,020+0.583,NOT IN CITY LIMITS,FERGUS,JUNE,2021,SAT,595151.95800,319760.30931,47.1276357228853,-109.563934089949,20.583
C000426_016+0.914_023+0.420_S-426,C000426,A,021+0.314,NOT IN CITY LIMITS,FERGUS,JANUARY,2021,MON,596235.92278,319239.66987,47.122956825589,-109.549634838065,21.314
C000426_016+0.914_023+0.420_S-426,C000426,A,021+0.800,NOT IN CITY LIMITS,FERGUS,FEBRUARY,2023,SAT,596922.42876,318875.27036,47.1196806346111,-109.540579769506,21.8
C000426_016+0.914_023+0.420_S-426,C000426,A,023+0.102,NOT IN CITY LIMITS,FERGUS,JUNE,2021,SUN,598874.80277,318440.71839,47.115775696283,-109.514835369879,23.102
C000426_023+0.420_026+0.424_S-426,C000426,A,023+0.725,NOT IN CITY LIMITS,FERGUS,SEPTEMBER,2022,SAT,599814.08757,318692.12235,47.118039373313401,-109.502451300438,23.725
C000426_023+0.420_026+0.424_S-426,C000426,A,024+0.569,NOT IN CITY LIMITS,FERGUS,OCTOBER,2020,FRI,601130.58972,318479.51263,,,24.569
C000426_023+0.420_026+0.424_S-426,C000426,A,025+0.231,NOT IN CITY LIMITS,FERGUS,JUNE,2019,SAT,601842.36917,317689.97626,,,25.231
C000426_023+0.420_026+0.424_S-426,C000426,A,025+0.749,NOT IN CITY LIMITS,FERGUS,NOVEMBER,2020,MON,602312.80327,317001.41107,,,25.749
