SEGMENT_KEY,CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C000007_043+0.223_044+0.058_N-7,C000007,D,043+0.737,NOT IN CITY LIMITS,RAVALLI,DECEMBER,2022,MON,240498.44949,227505.90161,46.2009338179314,-114.162937238274,43.737
C000007_043+0.223_044+0.058_N-7,C000007,D,043+0.828,NOT IN CITY LIMITS,RAVALLI,NOVEMBER,2022,SAT,240605.51017,227606.42821,46.201894381928099,-114.16162938850501,43.828
C000007_043+0.223_044+0.058_N-7,C000007,D,043+0.904,NOT IN CITY LIMITS,RAVALLI,FEBRUARY,2022,THU,240700.57510,227684.24817,46.202644489380297,-114.16045921852,43.904
C000007_043+0.223_044+0.058_N-7,C000007,D,044+0.006,NOT IN CITY LIMITS,RAVALLI,JULY,2020,FRI,240806.80050,227809.64285,,,44.006
C000007_044+0.058_044+0.537_N-7,C000007,D,044+0.267,NOT IN CITY LIMITS,RAVALLI,NOVEMBER,2021,SUN,241092.22400,228115.16400,46.206841160459,-114.155710844012,44.267
C000007_044+0.058_044+0.537_N-7,C000007,D,044+0.268,NOT IN CITY LIMITS,RAVALLI,AUGUST,2020,SAT,241092.05200,228116.48600,46.206841160459,-114.155710844012,44.268
C000007_044+0.058_044+0.537_N-7,C000007,D,044+0.278,NOT IN CITY LIMITS,RAVALLI,APRIL,2020,FRI,241095.59700,228133.00700,46.206841160459,-114.155710844012,44.278
C000007_044+0.058_044+0.537_N-7,C000007,D,044+0.385,NOT IN CITY LIMITS,RAVALLI,DECEMBER,2023,TUE,241138.73747,228299.43489,46.208406393693302,-114.155262915658,44.385
C000007_044+0.058_044+0.537_N-7,C000007,D,044+0.405,NOT IN CITY LIMITS,RAVALLI,OCTOBER,2020,FRI,241136.92076,228331.38474,,,44.405
C000007_044+0.058_044+0.537_N-7,C000007,D,044+0.480,NOT IN CITY LIMITS,RAVALLI,NOVEMBER,2023,THU,241147.60788,228451.84021,46.209780514930699,-114.15526548337201,44.48
C000007_044+0.058_044+0.537_N-7,C000007,D,044+0.492,NOT IN CITY LIMITS,RAVALLI,JANUARY,2022,SAT,241146.73136,228472.45288,46.209965253388198,-114.155292701573,44.492
C000007_044+0.537_046+0.623_N-7,C000007,D,044+0.625,NOT IN CITY LIMITS,RAVALLI,FEBRUARY,2023,FRI,241159.23202,228685.97267,46.211890435981303,-114.155295352514,44.625
C000007_044+0.537_046+0.623_N-7,C000007,D,044+0.643,NOT IN CITY LIMITS,RAVALLI,JANUARY,2020,MON,241145.69987,228715.72394,,,44.643
C000007_044+0.537_046+0.623_N-7,C000007,D,044+0.653,NOT IN CITY LIMITS,RAVALLI,SEPTEMBER,2020,SAT,241108.41701,228734.13913,,,44.653
C000007_044+0.537_046+0.623_N-7,C000007,D,044+0.721,NOT IN CITY LIMITS,RAVALLI,OCTOBER,2022,THU,241161.94520,228840.48037,46.213280155485201,-114.15537923312699,44.721
C000007_044+0.537_046+0.623_N-7,C000007,D,044+0.740,NOT IN CITY LIMITS,RAVALLI,OCTOBER,2022,THU,241172.51109,228869.71887,46.213548515847798,-114.15526499784799,44.74
C000007_044+0.537_046+0.623_N-7,C000007,D,044+0.743,NOT IN CITY LIMITS,RAVALLI,DECEMBER,2022,WED,241171.86779,228875.06095,46.213596171149497,-114.155277438352,44.743
C000007_044+0.537_046+0.623_N-7,C000007,D,044+0.755,NOT IN CITY LIMITS,RAVALLI,FEBRUARY,2020,SAT,241158.69513,228895.68084,,,44.755
C000007_044+0.537_046+0.623_N-7,C000007,D,044+0.914,NOT IN CITY LIMITS,RAVALLI,MAY,2019,THU,241173.13757,229151.04236,,,44.914
C000007_044+0.537_046+0.623_N-7,C000007,D,045+0.078,NOT IN CITY LIMITS,RAVALLI,JUNE,2020,SAT,241192.99087,229413.47388,,,45.078
