SEGMENT_KEY,CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C000003_039+0.120_040+0.556_P-3,C000003,D,040+0.214,CHOTEAU,TETON,SEPTEMBER,2023,THU,399207.40540,399150.56924,47.81118,-112.1828,40.214
C000003_039+0.120_040+0.556_P-3,C000003,D,040+0.223,CHOTEAU,TETON,MARCH,2023,WED,399215.34358,399163.64066,47.811300000000003,-112.1827,40.223
C000003_000+0.000_001+0.728_N-3,C000003,A,000+0.056,NOT IN CITY LIMITS,CASCADE,MARCH,2023,FRI,446856.51971,370050.13713,47.562339812703399,-111.53638447093,0.056
C000003_000+0.000_001+0.728_N-3,C000003,A,000+0.119,NOT IN CITY LIMITS,CASCADE,NOVEMBER,2022,FRI,446783.54515,369978.80398,47.561681003102301,-111.537329726449,0.119
C000003_000+0.000_001+0.728_N-3,C000003,A,000+0.148,NOT IN CITY LIMITS,CASCADE,JULY,2020,THU,446759.28310,369934.92858,47.561280608335899,-111.537637021119,0.148
C000003_000+0.000_001+0.728_N-3,C000003,A,000+0.173,NOT IN CITY LIMITS,CASCADE,JUNE,2022,SAT,446722.83700,369915.16600,47.5610989263069,-111.538104333379,0.173
C000003_000+0.000_001+0.728_N-3,C000003,A,000+0.174,NOT IN CITY LIMITS,CASCADE,JULY,2019,SAT,446721.37200,369914.27700,47.5610989263069,-111.538104333379,0.174
C000003_000+0.000_001+0.728_N-3,C000003,A,000+0.175,CASCADE,CASCADE,MAY,2020,SUN,446722.10900,369913.36400,47.5610989263069,-111.538104333379,0.175
C000003_000+0.000_001+0.728_N-3,C000003,A,000+0.176,NOT IN CITY LIMITS,CASCADE,AUGUST,2020,WED,446720.50700,369912.68700,47.5610989263069,-111.538104333379,0.176
C000003_000+0.000_001+0.728_N-3,C000003,A,000+0.285,NOT IN CITY LIMITS,CASCADE,JUNE,2020,MON,446595.17699,369791.38068,,,0.285
C000003_000+0.000_001+0.728_N-3,C000003,A,000+0.489,NOT IN CITY LIMITS,CASCADE,NOVEMBER,2022,MON,446314.63723,369631.19980,47.558443942887799,-111.543441443924,0.489
C000003_000+0.000_001+0.728_N-3,C000003,A,000+0.520,NOT IN CITY LIMITS,CASCADE,FEBRUARY,2023,WED,446275.69086,369594.55397,47.558105122798999,-111.543946337994,0.52
C000003_000+0.000_001+0.728_N-3,C000003,A,000+0.544,NOT IN CITY LIMITS,CASCADE,FEBRUARY,2023,SUN,446238.32432,369586.06740,47.558019999999999,-111.54443999999999,0.544
C000003_000+0.000_001+0.728_N-3,C000003,A,001+0.096,NOT IN CITY LIMITS,CASCADE,MAY,2019,TUE,446087.91956,369545.54742,,,1.096
C000003_000+0.000_001+0.728_N-3,C000003,A,001+0.328,NOT IN CITY LIMITS,CASCADE,AUGUST,2023,THU,445721.11863,369469.72465,47.556851669562697,-111.551273208731,1.328
C000003_000+0.000_001+0.728_N-3,C000003,A,001+0.469,NOT IN CITY LIMITS,CASCADE,JUNE,2020,SAT,445515.59102,369364.67177,,,1.4689999999999999
C000003_000+0.000_001+0.728_N-3,C000003,A,001+0.726,NOT IN CITY LIMITS,CASCADE,NOVEMBER,2022,SUN,445114.68373,369262.02913,47.554839999999999,-111.55925999999999,1.726
C000003_001+0.728_008+0.456_N-3,C000003,A,001+0.754,NOT IN CITY LIMITS,CASCADE,JANUARY,2020,THU,445076.86861,369231.37706,,,1.754
