YEAR,DEPT_ID,DEPT_RBD,SEC_LNT_MI,CORR_ID,CORR_RBD,CORRIDOR,CORR_MP,CORR_ENDMP,CORR_MIOFF,CORR_ENDMI,SITE_ID,TYC_CCS,TYC_REMARK,TYC_ACTEST,TYC_AADT,TYC_MC_NUM,TYC_RV_NUM,BUS_NUM,COMM_NUM,LG_TRK_NUM,TYC_MC,TYC_RV,TYC_BUS,TYC_COMM,TYC_LG_TRK,FACTOR_GRP,TYC_VC_GRP,FUT_FACT,TYC_DHV,FLEXESAL_P,FLEXESAL_N,RESAL_P,RESAL_N,ONE_WAY,NUM_LANES,COIN_RT,CNTY_NM,JCT_DESC,LINK_DESC,PCT_DH_SU,PCT_DH_CU,SEGMENT_KEY,CORR_MP_FLOAT,CORR_ENDMP_FLOAT,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,YEARS_WITH_DATA,TOTAL_CRASHES,COUNTY,CRASHES,MILES_DRIVEN,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC,LOCATION,ROUTE_FILE_NAME
2023.0,U-5707,A,0.146,C005707,A,C005707A,001+0.377,001+0.523,1.377,1.523,21-4A-042,nan,nan,E,3755.75,7.0,nan,1.0,62.0,17.0,2.0,nan,0.0,16.0,4.0,UMA_UC,8069.0,10.0,114.0,13.0,13.0,15.0,15.0,nan,2.0,nan,HILL,JCT U-5706(3RD AVE),JCT U-5706(3RD AVE),3.774,0.236,C005707_001+0.377_001+0.523_U-5707,1.377,1.5230000000000001,11TH ST W,,Urban,4,5,HILL,5.0,548.3394999999999,1.0,3755.75,548.3394999999999,,11TH ST W
2023.0,U-5707,A,0.491,C005707,A,C005707A,000+0.713,001+0.204,0.713,1.204,21-4A-041,nan,nan,E,4363.8,7.0,nan,1.0,62.0,17.0,2.0,nan,0.0,14.0,4.0,UMA_UC,8069.0,10.0,114.0,14.0,14.0,16.0,16.0,nan,2.0,nan,HILL,nan,nan,0.873,0.437,C005707_000+0.713_001+0.204_U-5707,0.713,1.204,11TH ST W,,Urban,5,6,HILL,6.0,2142.6258000000003,1.2,3636.5000000000005,1785.5215000000003,,11TH ST W
2023.0,U-5707,A,0.286,C005707,A,C005707A,000+0.428,000+0.713,0.428,0.713,21-4A-040,nan,nan,E,3947.2,7.0,nan,1.0,62.0,17.0,2.0,nan,0.0,16.0,4.0,UMA_UC,8069.0,10.0,114.0,13.0,13.0,15.0,15.0,nan,2.0,nan,HILL,JCT U-5702(BOULEVARD AVE),JCT U-5702(BOULEVARD AVE),0.239,0.0,C005707_000+0.428_000+0.713_U-5707,0.428,0.713,11TH ST W,,Urban,5,7,HILL,7.0,1128.8991999999998,1.4,2819.4285714285716,806.3565714285713,,11TH ST W
2023.0,U-5707,A,0.285,C005707,A,C005707A,000+0.000,000+0.285,0.0,0.285,21-4A-068,nan,nan,A,3006.75,7.0,nan,1.0,62.0,17.0,2.0,nan,0.0,22.0,6.0,UMA_UC,8069.0,10.0,114.0,12.0,12.0,14.0,14.0,nan,2.0,nan,HILL,JCT U-5714 (16TH AVE W),ENT U-5707A/,0.852,4.545,C005707_000+0.000_000+0.285_U-5707,0.0,0.285,11TH ST W,,Urban,4,5,HILL,5.0,856.9237499999999,1.0,3006.75,856.9237499999999,,11TH ST W
2023.0,U-5707,A,0.142,C005707,A,C005707A,000+0.285,000+0.428,0.285,0.428,21-4A-059,nan,nan,E,3395.5,7.0,nan,1.0,62.0,17.0,2.0,nan,0.0,18.0,5.0,UMA_UC,8069.0,10.0,114.0,12.0,12.0,15.0,15.0,nan,2.0,nan,HILL,nan,nan,0.529,0.0,C005707_000+0.285_000+0.428_U-5707,0.285,0.428,11TH ST W,,Urban,4,1,HILL,1.0,482.16099999999994,0.2,16977.5,2410.8049999999994,,11TH ST W
2023.0,U-5707,A,0.173,C005707,A,C005707A,001+0.204,001+0.377,1.204,1.377,21-4A-042,nan,nan,E,3755.75,7.0,nan,1.0,62.0,17.0,2.0,nan,0.0,16.0,4.0,UMA_UC,8069.0,10.0,114.0,13.0,13.0,15.0,15.0,nan,2.0,nan,HILL,nan,nan,3.774,0.236,C005707_001+0.204_001+0.377_U-5707,1.204,1.377,11TH ST W,,Urban,4,6,HILL,6.0,649.74475,1.2,3129.791666666667,541.4539583333333,,11TH ST W
