CORRIDOR,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,TOTAL_CRASHES,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC,site_id_sort_key
C000453A,25-7A-013,000+0.000,001+0.572,S-453,10,1.632,2205.0,3598.56,,LEWIS AND CLARK,LINCOLN RD,S-453,Secondary,2.0,1102.5,1799.28,"['', 25, '-', 7, 'A-', 13, '']"
C000453A,25-7A-014,001+0.572,005+0.122,S-453,19,3.499,1190.0,4163.81,,LEWIS AND CLARK,LINCOLN RD,S-453,Secondary,3.8,313.15789473684214,1095.739473684211,"['', 25, '-', 7, 'A-', 14, '']"
