CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C000088,A,001+0.050,NOT IN CITY LIMITS,POWELL,OCTOBER,2020,SUN,347551.62974,257401.94849,,,1.05
C000088,A,001+0.053,NOT IN CITY LIMITS,POWELL,MAY,2020,SAT,347552.55814,257396.41814,,,1.053
C000088,A,001+0.229,NOT IN CITY LIMITS,POWELL,AUGUST,2020,WED,347628.06700,257127.69100,,,1.229
C000088,A,001+0.330,NOT IN CITY LIMITS,POWELL,JANUARY,2020,FRI,347661.80173,256968.02897,,,1.33
