CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C073390,A,000+0.056,MISSOULA,MISSOULA,FEBRUARY,2020,WED,255487.23630,298421.86640,46.8460089825046,-114.022005861121,0.056
C073390,A,000+0.060,MISSOULA,MISSOULA,FEBRUARY,2020,WED,255487.74400,298429.15600,46.8461190873942,-114.022088194287,0.06
C073390,A,000+0.062,MISSOULA,MISSOULA,FEBRUARY,2020,FRI,255490.34300,298431.31000,46.8461190873942,-114.022088194287,0.062
