CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C081018,A,004+0.299,NOT IN CITY LIMITS,TREASURE,AUGUST,2020,MON,781945.94166,229840.76341,46.2935846426083,-107.136933061053,4.299
C081018,A,010+0.309,NOT IN CITY LIMITS,TREASURE,OCTOBER,2020,WED,791538.11529,229760.52098,,,10.309
C081018,A,011+0.057,NOT IN CITY LIMITS,ROSEBUD,OCTOBER,2020,TUE,792802.38642,229454.02241,,,11.057
C081018,A,016+0.675,NOT IN CITY LIMITS,ROSEBUD,MAY,2020,MON,801654.44430,226813.51719,,,16.675
C081018,A,020+0.621,NOT IN CITY LIMITS,ROSEBUD,AUGUST,2020,FRI,808003.49973,226966.90411,,,20.621
C081018,A,022+0.190,NOT IN CITY LIMITS,ROSEBUD,NOVEMBER,2020,TUE,810409.78993,227088.47021,,,22.19
C081018,A,023+0.859,NOT IN CITY LIMITS,ROSEBUD,FEBRUARY,2020,TUE,813103.74374,226791.38803,,,23.859
