CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C000218,A,000+0.687,NOT IN CITY LIMITS,PONDERA,NOVEMBER,2020,FRI,419438.94168,438824.38876,,,0.687
C000218,A,003+0.039,NOT IN CITY LIMITS,PONDERA,AUGUST,2020,FRI,423228.17450,438694.52283,,,3.039
C000218,A,005+0.217,NOT IN CITY LIMITS,PONDERA,OCTOBER,2020,FRI,426726.70749,438584.72546,,,5.217
C000218,A,013+0.347,NOT IN CITY LIMITS,PONDERA,JANUARY,2020,SUN,439798.03489,438448.17128,,,13.347
