CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C000374,A,000+0.187,PLENTYWOOD,SHERIDAN,NOVEMBER,2021,THU,946180.85577,515830.92751,48.798020727718502,-104.784550670508,0.187
C000374,A,003+0.560,NOT IN CITY LIMITS,SHERIDAN,JANUARY,2021,FRI,946428.60522,521150.50722,48.84564,-104.77682,3.56
C000374,A,003+0.758,PLENTYWOOD,SHERIDAN,SEPTEMBER,2021,THU,946408.79158,521473.57928,48.848550867526697,-104.77682419247699,3.758
C000374,A,004+0.073,PLENTYWOOD,SHERIDAN,JANUARY,2021,SAT,946376.68996,521985.78252,48.8531661605635,-104.776840209773,4.073
