YEAR,DEPT_ID,DEPT_RBD,DEPT_MP,DEPT_ENDMP,SEC_LNT_MI,CORR_ID,CORR_RBD,CORRIDOR,CORR_MP,CORR_ENDMP,CORR_MIOFF,CORR_ENDMI,TYC_CNTY,MAPSHEET,STATION,SITE_ID,TYC_CCS,TYC_REMARK,TYC_ACTEST,TYC_AADT,TYC_MC_NUM,TYC_RV_NUM,BUS_NUM,COMM_NUM,LG_TRK_NUM,TYC_MC,TYC_RV,TYC_BUS,TYC_COMM,TYC_LG_TRK,FACTOR_GRP,TYC_VC_GRP,FUT_FACT,TYC_DHV,FLEXESAL_P,FLEXESAL_N,RESAL_P,RESAL_N,ONE_WAY,NUM_LANES,COIN_RT,CNTY_NM,PCTPEAK_SU,PCTPEAK_CU,JCT_DESC,LINK_DESC
2020,L-32-4327,A,000+0.685,000+0.983,0.29753244,C006568,A,C006568A,000+0.685,000+0.983,0.68507954,0.98261198,32,3A,130,32-3A-130,,,E,3335,0,0,0,0,0,0,0,0,0,0,UMA_UC,0,10,118,0,0,0,0,,2,,MISSOULA,0.0,0.0,,
2020,P-68,A,001+0.265,001+0.457,0.19183592,C000068,A,C000068A,001+0.265,001+0.457,1.26397065,1.45580657,7,3,11,07-3-011,,,E,853,1,12,16,45,6,1,14,19,53,7,RMA_RMC_345,4085,10,142,21,21,29,29,,2,,CASCADE,0.358,0.06,,
2020,S-276,A,003+0.969,007+0.876,3.89894414,C000276,A,C000276A,003+0.969,007+0.876,3.96682237,7.86576651,47,1,7,47-1-007,,,E,107,1,0,0,3,0,9,0,0,28,0,RMA_RMC_12,5399,10,158,0,0,0,0,,2,,SILVER BOW,0.397,0.0,,
2020,U-5220,A,001+0.015,001+0.243,0.22814417,C005220,A,C005220A,001+0.015,001+0.243,1.01470599,1.24285016,7,2A,242,07-2A-242,,,A,2957,8,11,7,40,19,3,4,2,14,6,UMA_UC,8060,10,115,20,20,27,27,,2,,CASCADE,0.0,0.0,,
2020,N-24,A,026+0.774,026+0.934,0.1599077,C000024,A,C000024A,026+0.774,026+0.934,27.49008936,27.64999706,32,4,3,32-4-003,W-132,,A,2820,12,94,16,209,163,4,33,6,74,58,RPA_1,3092,10,186,107,107,162,162,,2,,MISSOULA,0.213,0.284,,
2020,U-5712,A,000+0.000,000+0.349,0.34929433,C005712,A,C005712A,000+0.000,000+0.349,0.0,0.34929433,21,4A,57,21-4A-057,,,A,1980,4,2,8,28,6,2,1,4,14,3,UMA_UC,8072,10,113,12,12,16,16,,2,,HILL,0.0,0.0,JCT N-1(1ST ST),ENT U-5712A/
2020,N-57,A,024+0.351,024+0.505,0.15387721,C000057,A,C000057A,024+0.351,024+0.505,24.41910465,24.57298186,23,1,2,23-1-002,,,A,2172,7,37,15,507,351,3,17,7,233,162,RPA_45,3067,10,127,206,206,312,312,,3,,JUDITH BASIN,0.757,1.226,,BEGIN 3 LANES
2020,S-233,A,024+0.268,030+0.447,6.17774137,C000233,A,C000233A,024+0.268,030+0.447,24.37499,30.55273137,21,2,15,21-2-015,,,A,30,2,1,0,3,2,67,33,0,100,67,RMA_RMC_345,5056,10,208,1,1,1,1,,2,,HILL,0.0,3.333,,
2020,U-1212,A,000+0.525,000+0.787,0.26203941,C001212,A,C001212A,000+0.525,000+0.787,0.52494884,0.78698825,16,3B,83,16-3B-083,,,E,13826,15,6,44,158,47,1,0,3,11,3,UMA_UC,8035,18,104,84,84,112,112,,2,,GALLATIN,0.091,0.621,JCT U-1203(S 11TH AVE),JCT U-1203(S 11TH AVE)
2020,N-7,A,088+0.851,090+0.360,1.48488031,C000007,A,C000007A,088+0.851,090+0.360,88.65923668,90.14411699,32,3A,19,32-3A-019,,,E,24464,60,280,92,898,343,2,11,4,37,14,UPA,7106,10,106,412,412,588,588,,4,,MISSOULA,0.122,0.041,,
2020,U-1009,A,000+0.194,000+0.928,0.73379609,C001009,A,C001009A,000+0.194,000+0.928,0.19376313,0.92755922,56,4A,157,56-4A-157,,,E,2503,5,0,0,108,34,2,0,0,43,14,UMA_UC,8010,10,104,36,36,51,51,,2,,YELLOWSTONE,0.0,0.0,,
2020,S-464,A,018+0.779,023+1.002,5.20861465,C000464,A,C000464A,018+0.779,023+1.002,18.74789567,23.95651032,18,2,6,18-2-006,,,A,413,1,0,2,24,16,2,0,5,58,39,RMA_RMC_345,5296,10,128,12,12,17,17,,2,,GLACIER,0.215,0.644,,
2020,P-9,A,043+0.157,043+0.574,0.41705779,C000009,A,C000009A,043+0.157,043+0.574,43.18266484,43.59972263,25,3,4,25-3-004,,,E,744,5,18,2,33,21,7,24,3,44,28,RMA_RMC_345,4011,21,150,15,15,22,22,,2,,TETON,0.584,0.307,,
2020,S-366,A,032+0.239,038+0.229,5.9871308,C000366,A,C000366A,032+0.239,038+0.229,32.206324,38.1934548,51,4,7,51-4-007,,,E,46,3,0,0,12,8,65,0,0,261,174,RMA_RMC_345,5222,13,229,4,4,5,5,,2,,LIBERTY,0.0,0.0,,
2020,S-297,A,037+0.423,037+0.492,0.06971541,C000297,A,C000297A,037+0.423,037+0.492,37.7067328,37.77644821,54,1,8,54-1-008,,,E,166,0,0,0,17,13,0,0,0,102,78,RMA_RMC_345,5148,10,209,7,7,10,10,,2,,WHEATLAND,0.0,0.699,,
2020,N-29,A,053+0.206,057+0.273,4.07091268,C000029,A,C000029A,053+0.206,057+0.273,53.07695957,57.14787225,29,1,5,29-1-005,,,A,2154,16,38,12,316,233,7,18,6,147,108,RMA_RMC_12,4044,12,119,140,140,207,207,,2,,MADISON,0.163,0.218,JCT S-422,JCT S-422
2020,L-32-809,A,000+0.000,000+0.281,0.28113551,C005962,A,C005962A,000+0.000,000+0.281,0.0,0.28113551,32,3A,49,32-3A-049,,,E,2840,0,0,0,0,0,0,0,0,0,0,UMA_UC,0,10,118,0,0,0,0,,2,,MISSOULA,0.0,0.0,JCT U-8101 (CLEMENTS RD),ENT L-32-809A/
2020,P-59,A,020+0.555,024+0.884,4.00816879,C000059,A,C000059A,020+0.555,024+0.884,20.08798032,24.09614911,34,1,3,34-1-003,,,E,1191,11,3,14,111,69,9,3,12,93,58,RMA_RMC_12,4080,15,120,45,45,65,65,,2,,PARK,0.299,0.249,,
2020,S-250,A,023+0.238,031+0.065,7.82160117,C000250,A,C000250A,023+0.238,031+0.065,23.19806548,31.01966665,43,1,2,43-1-002,,,E,71,0,0,0,9,2,0,0,0,127,28,RMA_RMC_345,5089,10,306,3,3,4,4,,2,,ROOSEVELT,4.0,0.0,,
2020,L-51-98,A,000+0.000,000+0.349,0.34894419,C005158,A,C005158A,000+0.000,000+0.349,0.0,0.34894419,51,1,13,51-1-013,,,E,33,1,0,1,2,0,30,0,30,61,0,UMA_UC,9225,10,206,1,1,1,1,,2,,TOOLE,0.0,0.0,JCT S-215 (FRONT ST),ENT L-51-98A/
2020,P-19,A,036+0.205,038+0.425,2.27955071,C000019,A,C000019A,036+0.205,038+0.425,35.91311433,38.19266504,20,3,8,20-3-008,,,E,845,2,18,12,52,25,2,21,14,62,30,RMA_RMC_12,4029,10,137,21,21,30,30,,2,,GRANITE,1.361,0.0,,
2020,P-3,A,084+0.270,089+0.246,4.86599712,C000003,A,C000003A,084+0.270,089+0.246,83.01732063,87.88331775,37,1,1,37-1-001,,,E,1156,39,22,5,122,68,34,19,4,106,59,REC_MA,4004,10,167,36,36,51,51,,2,,PONDERA,0.6,1.372,JCT P-44,JCT P-44
2020,S-215,A,004+0.899,005+0.461,0.5663039,C000215,A,C000215A,004+0.899,005+0.461,4.87924493,5.44554883,51,1,12,51-1-012,,,E,270,2,0,3,52,40,7,0,11,193,148,RMA_RMC_345,5023,10,159,25,25,37,37,,2,,TOOLE,0.717,1.434,,
2020,L-8-1520,A,000+0.000,000+0.226,0.22607536,C003190,A,C003190A,000+0.000,000+0.226,0.0,0.22607536,8,5,33,08-5-033,,,E,100,0,0,0,0,0,0,0,0,0,0,UMA_UC,0,10,118,0,0,0,0,,2,,CHOUTEAU,0.0,0.0,JCT P-80,ENT L-8-1520A/
2020,N-1,A,135+0.285,135+0.891,0.60609636,C000001,A,C000001A,135+0.285,135+0.891,135.286702,135.8927983,15,4A,28,15-4A-028,,,E,22306,42,197,40,941,424,2,9,2,42,19,UPA,7131,21,104,425,425,614,614,,4,,FLATHEAD,0.141,0.108,JCT U-2511(MEADOW LAKE BLVD),JCT U-2511(MEADOW LAKE BLVD)
2020,S-287,A,003+0.409,007+0.143,3.7598972,C000287,A,C000287A,003+0.409,007+0.143,3.41586029,7.17575749,16,1,7,16-1-007,,,A,256,2,26,1,1,1,8,102,4,4,4,RMA_RMC_12,5136,10,149,1,1,1,1,,2,,GALLATIN,0.0,0.0,,
2020,U-1210,A,000+0.449,000+0.686,0.23654437,C001210,A,C001210A,000+0.449,000+0.686,0.44915861,0.68570298,16,3B,75,16-3B-075,,,E,8845,44,6,36,59,8,5,1,4,7,1,UMA_UC,8034,10,106,35,35,45,45,,2,,GALLATIN,0.106,0.0,,
2020,S-327,A,003+0.978,006+0.912,2.94042022,C000327,A,C000327A,003+0.978,006+0.912,4.01159332,6.95201354,43,5,7,43-5-007,,,E,175,2,0,2,12,5,11,0,11,69,29,RMA_RMC_345,5182,15,162,4,4,5,5,,2,,ROOSEVELT,1.099,0.549,,
2020,N-16,A,003+0.208,003+0.642,0.43388562,C000016,A,C000016A,003+0.208,003+0.642,3.25079733,3.68468295,56,4A,15,56-4A-015,,,E,24134,367,86,69,975,341,15,4,3,40,14,UPA,7030,10,99,417,417,606,606,,6,,YELLOWSTONE,0.102,0.045,,
2020,S-472,A,007+0.270,019+0.423,11.94299979,C000472,A,C000472A,007+0.270,019+0.423,7.27240935,19.21540914,45,2,5,45-2-005,,,E,490,5,0,1,14,3,10,0,2,29,6,RMA_RMC_12,5302,30,138,5,5,7,7,,2,,SANDERS,0.0,0.0,,
2020,P-13,A,077+0.080,080+0.760,3.68849991,C000013,A,C000013A,077+0.080,080+0.760,77.02764911,80.71614902,22,4,2,22-4-002,,,E,1466,13,77,11,217,167,9,53,8,148,114,RMA_RMC_12,4014,11,106,104,104,154,154,,2,,MADISON,0.763,0.891,JCT S-359,JCT S-359
2020,P-46,A,077+0.810,077+0.877,0.06663496,C000046,A,C000046A,077+0.810,077+0.877,77.32381435,77.39044931,47,2,3,47-2-003,,,A,753,3,22,0,18,14,4,29,0,24,19,REC_MA,4127,17,171,8,8,11,11,,2,,SILVER BOW,0.317,0.0,JCT I-15 ON RAMP DIVIDE INTERCHANGE,JCT I-15 ON RAMP DIVIDE INTERCHANGE
2020,N-85,A,005+0.989,006+0.496,0.5148662,C000085,A,C000085A,005+0.989,006+0.496,6.02903696,6.54390316,16,3,46,16-3-046,,,A,21976,70,30,49,1370,781,3,1,2,62,36,UPA,3081,35,105,635,635,931,931,,4,,GALLATIN,0.19,0.24,,
2020,N-1,A,387+0.736,389+0.841,2.09084009,C000001,A,C000001A,387+0.736,389+0.841,387.1158218,389.2066619,21,4A,15,21-4A-015,,,A,3443,7,37,17,337,188,2,11,5,98,55,UPA,7007,10,116,145,145,216,216,,2,,HILL,0.737,0.504,,BEGIN 2 LANES
2020,N-107,A,000+0.000,000+0.093,0.09286384,C000107,A,C000107A,000+0.000,000+0.093,0.0,0.09286384,32,3A,323,32-3A-323,,,E,16936,40,15,165,124,30,2,1,10,7,2,UPA,7116,10,156,109,109,137,137,Yes,2,,MISSOULA,0.107,0.016,JCT N-7 AT MADISON ST BR,ENT N-107A/BEGIN ONEWAY ROADWAY/
2020,L-5-303,A,013+0.721,017+0.106,3.38573475,C002302,A,C002302A,013+0.721,017+0.106,13.72076467,17.10649942,5,3,39,05-3-039,,,A,23,7,0,0,12,8,304,0,0,522,348,RMA_RMC_345,5458,19,112,5,5,7,7,,2,,CARBON,0.0,0.0,,
2020,L-16-4377,A,000+0.000,001+0.007,1.00730764,C001548,A,C001548A,000+0.000,001+0.007,0.0,1.00730764,16,3A,14,16-3A-014,,,A,8855,21,0,20,283,170,2,0,2,32,19,UMA_UC,9209,10,115,135,135,194,194,,2,,GALLATIN,0.036,0.024,JCT N-50 (HUFFINE LN),ENT L-16-4377A/
2020,N-8,A,050+0.654,054+0.587,3.9571045,C000008,A,C000008A,050+0.654,054+0.587,50.52231415,54.47941865,22,2,2,22-2-002,A-002,,A,5755,24,113,32,332,264,4,20,6,58,46,RPA_2,3038,10,112,178,178,266,266,,2,,LEWIS AND CLARK,0.07,0.295,JCT E MAIN ST/U-5830,JCT E MAIN ST/U-5830
2020,U-1022,A,002+0.960,003+0.170,0.21002397,C001022,A,C001022A,002+0.960,003+0.170,2.96030049,3.17032446,56,4A,225,56-4A-225,,,E,8720,49,16,25,191,106,6,2,3,22,12,UMA_UC,8017,10,110,84,84,116,116,,2,,YELLOWSTONE,0.11,0.073,,
2020,N-5,A,033+0.578,034+0.581,1.00732294,C000005,A,C000005A,033+0.578,034+0.581,33.22669063,34.23401357,24,3,3,24-3-003,,,A,7449,60,204,47,480,328,8,27,6,64,44,RPA_1,3027,10,117,241,241,353,353,,3,,LAKE,0.17,0.223,,BEGIN 3 LANES
2020,S-552,A,028+0.791,033+0.041,4.24116712,C000552,A,C000552A,028+0.791,033+0.041,28.81603001,33.05719713,51,2,5,51-2-005,,,E,160,0,0,3,155,145,0,0,19,969,906,RMA_RMC_345,5364,35,273,5,5,7,7,,2,,TOOLE,0.0,0.0,,
2020,U-6706,A,000+0.295,000+0.705,0.40964181,C000424,A,C000424A,000+0.295,000+0.705,0.29501269,0.7046545,15,7B,29,15-7B-029,,,E,5423,18,0,17,125,40,3,0,3,23,7,UMA_UC,5260,23,120,58,58,80,80,,2,,FLATHEAD,0.017,0.051,JCT U-6703(NORTHERN LIGHTS BLVD),JCT U-6703(NORTHERN LIGHTS BLVD)
2020,I-15,A,192+0.139,193+0.036,0.91553146,C000015,A,C000015A,192+0.139,193+0.036,191.738609,192.6541404,25,7C,2,25-7C-002,,,E,21738,16,108,35,877,599,1,5,2,40,28,UI,2005,18,119,404,404,602,602,,2,,LEWIS AND CLARK,0.212,0.776,,
2020,I-90,A,194+0.909,195+0.410,0.51467866,C000090,A,C000090A,194+0.909,195+0.410,193.4975217,194.0122004,39,3,5,39-3-005,,,E,8559,58,450,147,2454,1965,7,53,17,287,230,RURAL INNER INTERSTATE,1041,10,98,1217,1217,1810,1810,,2,,POWELL,0.334,1.508,"JCT OFF RAMP RACETRACK INTERCHANGE, EXIT 195","JCT OFF RAMP RACETRACK INTERCHANGE, EXIT 195"
2020,P-33,A,000+1.000,001+0.141,0.14760445,C000033,A,C000033A,000+1.000,001+0.141,0.99950951,1.14711396,27,3A,17,27-3A-017,,,E,5870,7,35,21,223,54,1,6,4,38,9,RMA_RMC_12,4052,10,120,94,94,131,131,,2,,LINCOLN,0.221,0.1,JCT S-260,JCT S-260
2020,L-32-4582,A,000+0.000,000+0.760,0.75956527,C006394,A,C006394A,000+0.000,000+0.760,0.0,0.75956527,32,3A,127,32-3A-127,,,A,2963,0,0,0,0,0,0,0,0,0,0,UMA_UC,0,10,118,0,0,0,0,,2,,MISSOULA,0.0,0.0,,ENT L-32-4582A
2020,N-62,A,035+0.899,036+0.695,0.72921118,C000062,A,C000062A,035+0.899,036+0.695,35.14814821,35.87735939,42,4A,21,42-4A-021,,,A,4285,16,21,4,336,202,4,5,1,78,47,UPA,7046,17,109,154,154,228,228,,2,,RICHLAND,0.187,0.49,,
2020,S-269,A,019+0.871,020+0.055,0.1831729,C000269,A,C000269A,019+0.871,020+0.055,19.7891737,19.9723466,41,1,14,41-1-014,,,E,6669,14,0,21,132,36,2,0,3,20,5,RMA_RMC_12,5115,10,125,61,61,83,83,,2,,RAVALLI,0.0,0.0,,
2020,N-103,A,002+0.843,002+0.922,0.07889602,C005210,A,C005210A,002+0.843,002+0.922,2.84248328,2.9213793,7,2A,94,07-2A-094,,,A,6160,0,19,32,158,38,0,3,5,26,6,UPA,8052,10,112,62,62,86,86,Yes,2,,CASCADE,0.0,0.0,JCT N-110(14TH ST N),JCT N-110(14TH ST N)
2020,N-23,A,001+0.707,001+0.955,0.24751787,C000023,A,C000023A,001+0.707,001+0.955,1.38074415,1.62826202,9,2A,24,09-2A-024,,,A,7644,14,23,19,526,363,2,3,2,69,47,UPA,7035,10,95,250,250,372,372,,2,,CUSTER,0.105,0.262,,
2020,U-5701,A,000+0.553,000+0.701,0.14768709,C005701,A,C005701A,000+0.553,000+0.701,0.55283014,0.70051723,21,4A,24,21-4A-024,,,A,2550,8,0,2,62,6,3,0,1,24,2,UMA_UC,8066,10,110,23,23,32,32,,2,,HILL,0.235,0.0,JCT U-5706(3RD AVE),JCT U-5706(3RD AVE)
2020,N-92,A,000+0.844,001+0.344,0.5032451,C000092,A,C000092A,000+0.844,001+0.344,0.84439339,1.34763849,32,3A,89,32-3A-089,,,E,29033,84,28,69,1095,437,3,1,2,38,15,UPA,7049,10,86,477,477,694,694,,4,,MISSOULA,0.188,0.072,JCT U-8120(SOUTH AVE),JCT U-8120(SOUTH AVE)
2020,S-233,A,000+0.000,004+0.479,4.56924936,C000233,A,C000233A,000+0.000,004+0.479,0.0,4.56924936,21,4A,21,21-4A-021,,,E,289,2,1,0,70,41,7,3,0,242,142,RMA_RMC_345,5055,10,137,26,26,37,37,,2,,HILL,2.193,1.316,JCT S-232,ENT S-233A/
2020,L-7-1044,A,000+0.000,001+0.238,1.23819778,C003951,A,C003951A,000+0.000,001+0.238,0.0,1.23819778,7,2,87,07-2-087,,,A,160,0,0,0,0,0,0,0,0,0,0,UMA_UC,0,10,118,0,0,0,0,,2,,CASCADE,0.0,0.0,JCT HUCKLEBERRY DR,ENT L-7-1044A/
2020,N-7,A,031+0.008,033+0.549,2.54380984,C000007,A,C000007A,031+0.008,033+0.549,30.781997,33.32580684,41,2,9,41-2-009,,,E,4407,23,315,12,108,68,5,71,3,25,15,RPA_1,3033,10,134,45,45,64,64,,2,,RAVALLI,0.178,0.142,,
2020,U-1004,A,003+0.959,004+0.341,0.38239461,C001004,A,C001004A,003+0.959,004+0.341,3.95861178,4.34100639,56,4A,93,56-4A-093,,,A,16986,66,12,25,148,26,4,1,1,9,2,UPA,7054,12,104,67,67,93,93,,4,,YELLOWSTONE,0.0,0.0,,
2020,S-451,A,024+0.028,028+0.555,4.47045232,C000451,A,C000451A,024+0.028,028+0.555,23.7756532,28.24610552,2,7,4,02-7-004,,,E,391,2,18,2,23,9,5,46,5,59,23,RMA_RMC_345,5287,10,162,7,7,10,10,,2,,BIG HORN,1.168,0.701,,
2020,S-358,A,009+0.150,017+0.667,8.57069947,C000358,A,C000358A,009+0.150,017+0.667,9.13342807,17.70412754,37,1,8,37-1-008,,,A,240,2,0,3,64,35,8,0,13,267,146,RMA_RMC_345,5213,10,191,28,28,41,41,,2,,PONDERA,0.44,0.0,,
2020,S-290,A,014+0.056,015+0.915,1.85139164,C000290,A,C000290A,014+0.056,015+0.915,14.39505614,16.24644778,16,2,11,16-2-011,,,E,118,1,9,0,11,9,8,76,0,93,76,RMA_RMC_12,5141,10,213,5,5,8,8,,2,,GALLATIN,0.0,1.724,,
2020,I-15,A,127+0.945,128+0.991,1.04473776,C000015,A,C000015A,127+0.945,128+0.991,128.0544837,129.0992215,47,1C,3,47-1C-003,,,E,12028,35,574,35,2194,1770,3,48,3,182,147,UI,2002,10,96,1108,1108,1657,1657,,2,INTERSTATE 90,SILVER BOW,0.348,1.47,,
2020,U-5812,A,000+0.000,000+0.230,0.22975425,C005812,A,C005812A,000+0.000,000+0.230,0.0,0.22975425,25,7C,57,25-7C-057,,,E,6531,1,8,8,150,20,0,1,1,23,3,UPA,7102,10,100,49,49,70,70,,2,,LEWIS AND CLARK,0.0,0.0,JCT U-5805(BENTON AVE),ENT U-5812A/
2020,N-57,A,290+0.109,296+0.810,6.73700807,C000057,A,C000057A,290+0.109,296+0.810,288.3584543,295.0954623,11,2,1,11-2-001,,,E,662,8,29,7,137,93,12,44,11,207,140,RPA_45,3074,10,128,52,52,78,78,,2,,DAWSON,0.664,2.258,,
2020,S-246,A,007+0.868,011+0.472,3.61276898,C000246,A,C000246A,007+0.868,011+0.472,7.935949,11.54871798,53,4,14,53-4-014,,,E,90,4,1,0,5,1,44,11,0,56,11,RMA_RMC_345,5085,10,170,1,1,1,1,,2,,VALLEY,0.0,0.0,,
2020,L-25-1004,A,000+0.710,001+0.214,0.50458707,C004645,A,C004645A,000+0.710,001+0.214,0.70966168,1.21424875,25,7B,13,25-7B-013,,,E,1694,5,0,3,15,4,3,0,2,9,2,UMA_UC,9192,10,129,6,6,7,7,,2,,LEWIS AND CLARK,0.0,0.0,,
2020,P-54,A,014+0.775,029+0.346,14.44453038,C000054,A,C000054A,014+0.775,029+0.346,14.94468582,29.3892162,38,2,10,38-2-010,,,A,490,3,1,2,78,64,6,2,4,159,131,RMA_RMC_345,4076,21,121,37,37,56,56,,2,,POWDER RIVER,0.204,0.816,,
2020,N-1,A,644+0.964,647+0.275,2.32568315,C000001,A,C000001A,644+0.964,647+0.275,643.2183585,645.5440416,43,5,25,43-5-025,,,E,2268,22,17,6,231,147,10,7,3,102,65,RPA_45,3022,20,131,107,107,158,158,,2,,ROOSEVELT,0.212,0.72,,
2020,N-205,A,020+0.173,020+0.311,0.13835864,C000205,A,C000205A,020+0.173,020+0.311,20.09173035,20.23008899,16,3,16,16-3-016,,,A,7072,35,0,3,344,121,5,0,0,49,17,UPA,5010,10,114,141,141,206,206,,2,,GALLATIN,0.0,0.0,JCT U-603(BROADWAY ST),JCT U-603(BROADWAY ST)
2020,L-1-7373,A,000+0.550,000+0.969,0.4180825,C002801,A,C002801A,000+0.550,000+0.969,0.55045253,0.96853503,1,4A,18,01-4A-018,,,A,280,0,0,0,0,0,0,0,0,0,0,UMA_UC,0,10,118,0,0,0,0,,2,,BEAVERHEAD,0.0,0.0,,
2020,U-1204,A,001+0.340,001+0.471,0.13122203,C001204,A,C001204A,001+0.340,001+0.471,1.34027488,1.47149691,16,3B,48,16-3B-048,,,E,3672,21,8,25,100,22,6,2,7,27,6,UMA_UC,8028,10,108,44,44,61,61,,2,,GALLATIN,0.082,0.625,,
2020,P-323,A,007+0.111,022+0.947,15.93121957,C000323,A,C000323A,007+0.111,022+0.947,7.15679191,23.08801148,6,2,3,06-2-003,,,E,486,2,0,0,44,35,4,0,0,91,72,RMA_RMC_345,5174,14,136,20,20,29,29,,2,,CARTER,0.909,3.182,,
2020,I-15,A,339+0.028,339+0.367,0.33946602,C000015,A,C000015A,339+0.028,339+0.367,337.3922147,337.7316807,37,3,1,37-3-001,,,E,3151,16,105,1,1233,1126,5,33,0,391,357,RURAL OUTER INTERSTATE,1016,10,129,675,675,1016,1016,,2,,PONDERA,0.391,2.499,"JCT OFF RAMP CONRAD INTERCHANGE, EXIT 339","JCT OFF RAMP CONRAD INTERCHANGE, EXIT 339"
2020,N-11,A,052+0.982,053+0.048,0.07019331,C000011,A,C000011A,052+0.982,053+0.048,52.83235747,52.90255078,34,2A,63,34-2A-063,,,E,13634,24,10,37,553,194,2,1,3,41,14,UPA,7027,10,115,246,246,351,351,,2,,PARK,0.264,0.048,JCT U-7413(LOVES LN) S LIVINGSTON INTERCHANGE,JCT U-7413(LOVES LN) S LIVINGSTON INTERCHANGE
2020,P-39,A,018+0.271,021+0.823,3.55354273,C000039,A,C000039A,018+0.271,021+0.823,18.27420137,21.8277441,44,7,1,44-7-001,,,A,916,9,11,5,65,31,10,12,5,71,34,RMA_RMC_345,4058,10,141,27,27,39,39,,2,,ROSEBUD,0.328,0.0,,
2020,U-6715,A,000+0.826,000+0.900,0.07419455,C006715,A,C006715A,000+0.826,000+0.900,0.82608479,0.90027934,15,7C,27,15-7C-027,,,A,2586,6,8,7,51,3,2,3,3,20,1,UMA_UC,9054,10,125,21,21,29,29,,2,,FLATHEAD,0.162,0.041,JCT N-5(MAIN ST),JCT N-5(MAIN ST)
2020,P-83,A,054+0.870,068+0.213,13.25732903,C000083,A,C000083A,054+0.870,068+0.213,54.7975214,68.05485043,24,2,11,24-2-011,,,A,938,27,130,8,189,90,29,139,9,201,96,REC_MA,4133,20,127,80,80,117,117,,2,,LAKE,0.375,0.445,,
2020,U-5237,A,000+0.000,000+0.238,0.23844466,C005237,A,C005237A,000+0.000,000+0.238,0.0,0.23844466,7,2A,280,07-2A-280,,,A,2140,0,0,0,125,24,0,0,0,58,11,UMA_UC,9027,10,104,28,28,39,39,,2,,CASCADE,0.0,0.0,JCT U-5229(VAUGHN RD),ENT U-5237A/
2020,P-27,A,035+0.157,035+0.472,0.31469399,C000027,A,C000027A,035+0.157,035+0.472,35.12867745,35.44337144,13,1,21,13-1-021,,,A,2766,3,1,6,43,27,1,0,2,16,10,RMA_RMC_345,4038,13,151,21,21,28,28,,2,,FALLON,0.159,0.191,,
2020,U-5809,A,000+0.625,000+0.891,0.26569679,C005809,A,C005809A,000+0.625,000+0.891,0.62512704,0.89082383,25,7C,52,25-7C-052,,,A,15387,41,14,51,187,47,3,1,3,12,3,UMA_UC,7082,10,111,96,96,131,131,,4,,LEWIS AND CLARK,0.083,0.017,JCT N-127(CEDAR ST),ENT U-5809A/JCT N-127(CEDAR ST)
2020,N-1,A,281+0.752,284+0.913,3.17554415,C000001,A,C000001A,281+0.752,284+0.913,281.1818562,284.3574003,51,3,6,51-3-006,,,E,808,7,51,6,265,164,9,63,7,328,203,RPA_3,3008,10,116,119,119,178,178,,2,,TOOLE,1.251,2.145,,BEGIN 2 LANES
2020,I-94,A,231+0.143,234+1.061,3.76259604,C000094,A,C000094A,231+0.143,234+1.061,230.6147933,234.3773894,11,5,1,11-5-001,,,E,3275,30,99,58,1120,857,9,30,18,342,262,RURAL OUTER INTERSTATE,1048,10,132,526,526,788,788,,2,,DAWSON,0.727,2.21,"JCT OFF RAMP HODGES ROAD INTERCHANGE, EXIT 231","JCT OFF RAMP HODGES ROAD INTERCHANGE, EXIT 231"
2020,U-1822,A,000+0.000,000+0.274,0.27361371,C001822,A,C001822A,000+0.000,000+0.274,0.0,0.27361371,47,1C,119,47-1C-119,,,A,1012,0,0,2,80,9,0,0,2,79,9,UMA_UC,8159,10,112,22,22,31,31,,2,,SILVER BOW,0.0,0.0,JCT U-1821 (DEWEY BLVD),ENT U-1822A/
2020,L-56-2393,A,000+0.000,000+0.433,0.4334226,C001305,A,C001305A,000+0.000,000+0.433,0.0,0.4334226,56,4A,312,56-4A-312,,,A,2114,0,0,0,0,0,0,0,0,0,0,UMA_UC,0,10,118,0,0,0,0,,2,,YELLOWSTONE,0.0,0.0,JCT U-1012 (WICKS LN),ENT L-56-2393A/
2020,N-8,A,048+0.204,048+0.745,0.54089719,C000008,A,C000008A,048+0.204,048+0.745,48.10434191,48.6452391,25,7B,19,25-7B-019,,,E,15733,73,155,67,809,361,5,10,4,51,23,UPA,7023,10,100,362,362,527,527,,4,,LEWIS AND CLARK,0.186,0.118,,
2020,U-1021,A,000+0.000,000+0.072,0.0719351,C001021,A,C001021A,000+0.000,000+0.072,0.0,0.0719351,56,4A,252,56-4A-252,,,A,1664,5,4,26,124,12,3,2,16,75,7,UMA_UC,8016,10,138,42,42,58,58,Yes,2,,YELLOWSTONE,0.0,0.0,JCT N-113(MONTANA),ENT U-1021A/BEGIN ONEWAY ROADWAY/
2020,N-10,A,040+0.716,040+0.857,0.14191509,C000010,A,C000010A,040+0.716,040+0.857,40.22747304,40.36938813,8,5,4,08-5-004,,,A,1455,11,35,9,233,167,8,24,6,160,115,RPA_3,3042,10,124,111,111,166,166,,4,,CHOUTEAU,0.846,0.911,JCT P-80/S-223,JCT P-80/S-223
