YEAR,DEPT_ID,DEPT_RBD,DEPT_MP,DEPT_ENDMP,SEC_LNT_MI,CORR_ID,CORR_RBD,CORRIDOR,CORR_MP,CORR_ENDMP,CORR_MIOFF,CORR_ENDMI,TYC_CNTY,MAPSHEET,STATION,SITE_ID,TYC_CCS,TYC_REMARK,TYC_ACTEST,TYC_AADT,TYC_MC_NUM,TYC_RV_NUM,BUS_NUM,COMM_NUM,LG_TRK_NUM,TYC_MC,TYC_RV,TYC_BUS,TYC_COMM,TYC_LG_TRK,FACTOR_GRP,TYC_VC_GRP,FUT_FACT,TYC_DHV,FLEXESAL_P,FLEXESAL_N,RESAL_P,RESAL_N,ONE_WAY,NUM_LANES,COIN_RT,CNTY_NM,PCTPEAK_SU,PCTPEAK_CU,JCT_DESC,LINK_DESC
2020,N-1,A,391+0.009,391+0.191,0.18167487,C000001,A,C000001A,391+0.009,391+0.191,390.3803698,390.5620447,21,4A,15,21-4A-015,,,A,3443,7,37,17,337,188,2,11,5,98,55,UPA,7007,10,116,145,145,216,216,,2,,BLAINE,0.737,0.504,,
2020,N-98,A,001+0.117,001+0.789,0.67124417,C000098,A,C000098A,001+0.117,001+0.789,1.10420902,1.77545319,11,5A,10,11-5A-010,,,E,2834,29,5,13,226,158,10,2,5,80,56,UPA,4106,10,110,108,108,162,162,,4,,DAWSON,0.161,0.386,,
2020,L-2-202,A,016+0.299,028+0.838,12.53886801,C002202,A,C002202A,016+0.299,028+0.838,16.29937498,28.83824299,2,7,40,02-7-040,,,A,229,0,0,0,0,0,0,0,0,0,0,RMA_RMC_345,0,10,148,0,0,0,0,,1,,BIG HORN,0.0,0.0,,BEGIN 1 LANE
2020,L-16-4091,A,000+0.518,000+0.771,0.25256433,C001536,A,C001536A,000+0.518,000+0.771,0.5180553,0.77061963,16,3B,116,16-3B-116,,,E,1988,9,0,4,21,2,5,0,2,11,1,UMA_UC,9235,10,111,9,9,12,12,,2,,GALLATIN,0.0,0.0,,
2020,N-8,A,105+0.209,107+0.819,2.64396559,C000008,A,C000008A,105+0.209,107+0.819,105.1067052,107.7506708,4,2,3,04-2-003,,,E,6014,16,72,23,441,316,3,12,4,73,53,RPA_2,3091,35,108,196,196,289,289,,2,,BROADWATER,0.476,0.582,,BEGIN 2 LANES
2020,N-114,A,000+0.590,000+0.762,0.17155658,C001022,A,C001022A,000+0.590,000+0.762,0.59041358,0.76197016,56,4A,219,56-4A-219,,,A,17167,49,16,25,191,106,3,1,1,11,6,UPA,8017,10,110,92,92,123,123,,6,,YELLOWSTONE,0.11,0.073,,BEGIN 6 LANES
2020,N-5,A,060+0.460,060+0.793,0.3333244,C000005,A,C000005A,060+0.460,060+0.793,59.9646734,60.2979978,24,2,32,24-2-032,,,A,12240,30,212,32,207,161,2,17,3,17,13,RPA_1,3028,10,133,113,113,159,159,,2,,LAKE,0.22,0.468,,
2020,S-559,A,000+0.000,003+0.118,3.10877634,C000559,A,C000559A,000+0.000,003+0.118,0.0,3.10877634,24,3,13,24-3-013,,,E,531,1,14,1,13,2,2,26,2,24,4,RMA_RMC_12,5367,10,112,3,3,4,4,,2,,LAKE,1.163,0.0,JCT N-5 S OF ARLEE FLATHEAD IR,ENT S-559A/
2020,S-408,A,000+0.000,000+0.249,0.24902529,C000408,A,C000408A,000+0.000,000+0.249,0.0,0.24902529,50,4,19,50-4-019,,,A,755,3,0,1,66,39,4,0,1,87,52,RMA_RMC_345,5245,10,147,24,24,34,34,,2,,TETON,0.447,0.224,JCT P-3 IN FAIRFIELD,ENT S-408A/
2020,I-90,A,175+0.649,178+0.883,3.22898026,C000090,A,C000090A,175+0.649,178+0.883,174.6469244,177.8759047,39,3,3,39-3-003,,,E,7487,58,450,79,2045,1798,8,60,11,273,240,RURAL INNER INTERSTATE,1028,10,111,1068,1068,1572,1572,,2,,POWELL,0.247,1.095,"JCT OFF RAMP E GARRISON INTERCHANGE, EXIT 175","JCT OFF RAMP E GARRISON INTERCHANGE, EXIT 175"
2020,P-33,A,053+0.850,061+0.465,7.62837513,C000033,A,C000033A,053+0.850,061+0.465,54.17166603,61.80004116,27,2,6,27-2-006,,,E,570,10,35,0,28,21,18,61,0,49,37,RMA_RMC_12,4054,10,127,12,12,18,18,,2,,LINCOLN,0.0,0.0,,
2020,L-32-4579,A,000+0.000,000+0.197,0.19711654,C006371,A,C006371A,000+0.000,000+0.197,0.0,0.19711654,32,3A,114,32-3A-114,,,A,877,0,0,0,0,0,0,0,0,0,0,UMA_UC,0,10,118,0,0,0,0,,2,,MISSOULA,0.0,0.0,JCT S 7TH ST W,ENT L-32-4579A/
2020,P-66,A,000+0.000,006+0.185,6.19826824,C000066,A,C000066A,000+0.000,006+0.185,0.0,6.19826824,36,7,3,36-7-003,,,E,306,4,3,5,38,25,13,10,16,124,82,RMA_RMC_345,4083,10,140,15,15,23,23,,2,,PHILLIPS,0.123,0.0,JCT N-61,ENT P-66A/
2020,L-7-2733,A,000+0.000,000+0.334,0.33356746,C000270,A,C000270A,000+0.000,000+0.334,0.0,0.33356746,7,2,32,07-2-032,,,E,1583,0,0,0,0,0,0,0,0,0,0,UMA_UC,0,10,118,0,0,0,0,,2,,CASCADE,0.0,0.0,JCT LEWIS ST,ENT L-7-2733A/
2020,N-103,A,002+0.191,002+0.433,0.2423436,C005210,A,C005210A,002+0.191,002+0.433,2.18994883,2.43229243,7,2A,92,07-2A-092,,,E,6669,0,19,32,158,38,0,3,5,24,6,UPA,8052,10,112,62,62,86,86,Yes,3,,CASCADE,0.0,0.0,JCT U-5209(6TH ST N),JCT U-5209(6TH ST N)
2020,N-24,A,000+1.777,002+0.564,1.77695066,C000024,A,C000024A,000+1.777,002+0.564,1.77745295,3.55440361,32,3B,11,32-3B-011,,,A,6197,50,94,36,447,223,8,15,6,72,36,UPA,3054,10,159,207,207,301,301,,2,,MISSOULA,0.194,0.234,,
2020,U-5703,A,000+0.139,000+0.287,0.14729618,C005703,A,C005703A,000+0.139,000+0.287,0.13948361,0.28677979,21,4A,31,21-4A-031,,,A,1307,4,2,0,10,1,3,2,0,8,1,UMA_UC,9034,10,139,4,4,5,5,,2,,HILL,0.0,0.0,JCT U-5706(3RD AVE),JCT U-5706(3RD AVE)
2020,N-92,A,004+0.940,005+0.328,0.35949787,C000092,A,C000092A,004+0.940,005+0.328,4.98302508,5.34252295,32,3A,6,32-3A-006,,,E,18631,70,198,93,1086,423,4,11,5,58,23,UPA,7095,10,90,475,475,690,690,,4,,MISSOULA,0.139,0.064,,
2020,S-232,A,000+0.757,002+0.391,1.64062806,C000232,A,C000232A,000+0.757,002+0.391,0.75662967,2.39725773,21,4A,66,21-4A-066,,,A,685,5,2,2,81,57,7,3,3,118,83,RMA_RMC_345,5051,10,128,37,37,54,54,,2,,HILL,0.876,1.022,,ENT S-232A
2020,L-7-2512,A,000+0.000,000+0.252,0.25224119,C003591,A,C003591A,000+0.000,000+0.252,0.0,0.25224119,7,2A,247,07-2A-247,,,A,5817,0,0,0,0,0,0,0,0,0,0,UMA_UC,0,10,118,0,0,0,0,,2,,CASCADE,0.0,0.0,JCT 13TH AVE S,ENT L-7-2512A/
2020,P-6,A,115+0.229,116+0.151,0.91945574,C000006,A,C000006A,115+0.229,116+0.151,114.7940856,115.7135413,45,6,5,45-6-005,,,E,2086,23,40,17,155,103,11,19,8,74,49,RMA_RMC_12,4009,15,120,69,69,100,100,,2,,LAKE,0.146,0.292,,
2020,U-1005,A,001+0.516,001+0.761,0.24505514,C001005,A,C001005A,001+0.516,001+0.761,1.516278,1.76133314,56,4A,147,56-4A-147,,,E,15607,24,17,48,462,56,2,1,3,30,4,UPA,7055,10,98,157,157,220,220,,4,,YELLOWSTONE,0.0,0.0,JCT U-1006(BROADWATER AVE),JCT U-1006(BROADWATER AVE)
2020,S-453,A,001+0.573,005+0.122,3.4986486,C000453,A,C000453A,001+0.573,005+0.122,1.57762733,5.07627593,25,7A,14,25-7A-014,,,E,1122,0,0,3,72,14,0,0,3,64,12,RMA_RMC_345,5288,10,148,17,17,23,23,,2,,LEWIS AND CLARK,0.0,0.0,,
2020,S-357,A,011+0.105,026+0.950,15.7613863,C000357,A,C000357A,011+0.105,026+0.950,11.02702018,26.78840648,29,3,8,29-3-008,,,E,113,4,0,2,22,11,35,0,18,195,97,RMA_RMC_12,5211,10,182,5,5,7,7,,2,,MADISON,0.266,0.266,,
2020,S-294,A,015+0.673,021+0.822,6.15194011,C000294,A,C000294A,015+0.673,021+0.822,15.6846559,21.83659601,30,4,6,30-4-006,,,A,168,5,5,0,26,15,30,30,0,155,89,RMA_RMC_12,5144,10,168,8,8,12,12,,2,,MEAGHER,1.316,0.658,,
2020,I-15,A,126+0.078,126+0.313,0.23458642,C000015,A,C000015A,126+0.078,126+0.313,126.1932328,126.4278192,47,1C,1,47-1C-001,W-129,,E,12480,59,635,24,3062,2384,5,51,2,245,191,UI,1007,10,106,1676,1676,2546,2546,,2,INTERSTATE 90,SILVER BOW,0.311,1.055,"JCT OFF RAMP MONTANA ST INTERCHANGE, EXIT 126","JCT OFF RAMP MONTANA ST INTERCHANGE, EXIT 126"
2020,N-57,A,328+0.959,329+0.358,0.48204582,C000057,A,C000057A,328+0.959,329+0.358,327.1185525,327.6005983,11,5A,21,11-5A-021,,,E,5122,16,29,55,115,37,3,6,11,22,7,UPA,7011,10,99,63,63,86,86,,2,,DAWSON,0.321,0.249,JCT U-5002 (GRISWOLD ST),JCT U-5002 (GRISWOLD ST)
2020,S-244,A,024+0.183,024+0.324,0.14130623,C000244,A,C000244A,024+0.183,024+0.324,24.15707649,24.29838272,35,2,6,35-2-006,,,E,410,0,0,2,26,20,0,0,5,63,49,RMA_RMC_345,5079,10,169,11,11,16,16,,2,,PETROLEUM,0.0,0.437,,
2020,L-25-2470,A,000+0.000,000+0.510,0.50995717,C004587,A,C004587A,000+0.000,000+0.510,0.0,0.50995717,25,7C,224,25-7C-224,,,A,1223,0,0,0,0,0,0,0,0,0,0,UMA_UC,0,10,118,0,0,0,0,,2,,LEWIS AND CLARK,0.0,0.0,JCT U-5806 (CARTER DR),ENT L-25-2470A/
2020,N-55,A,012+1.004,013+0.022,0.0328074,C000055,A,C000055A,012+1.004,013+0.022,12.96431585,12.99712325,22,3,15,22-3-015,,,A,3934,20,70,32,250,158,5,18,8,64,40,RPA_2,4078,10,98,106,106,147,147,,2,,JEFFERSON,0.203,0.254,JCT I-90 ON RAMP WHITEHALL INTERCHANGE,JCT I-90 ON RAMP WHITEHALL INTERCHANGE
2020,N-2,A,003+0.085,003+0.213,0.12787775,C000002,A,C000002A,003+0.085,003+0.213,3.06972796,3.19760571,9,2A,9,09-2A-009,,,E,7418,51,19,3,59,5,7,3,0,8,1,UPA,7103,10,104,28,28,37,37,,2,,CUSTER,0.148,0.037,JCT U-8004(MONTANA AVE),JCT U-8004(MONTANA AVE)
2020,N-205,A,019+0.890,019+0.962,0.07235275,C000205,A,C000205A,019+0.890,019+0.962,19.79181247,19.86416522,16,3,14,16-3-014,,,A,7658,35,0,3,344,121,5,0,0,45,16,UPA,5010,10,114,141,141,206,206,,2,,GALLATIN,0.0,0.0,JCT U-608(GROGAN ST),JCT U-608(GROGAN ST)
2020,L-25-49,A,000+0.000,000+0.469,0.46911788,C002903,A,C002903A,000+0.000,000+0.469,0.0,0.46911788,25,7B,72,25-7B-072,,,E,585,3,0,1,40,16,5,0,2,68,27,UMA_UC,9135,35,116,14,14,20,20,,2,,LEWIS AND CLARK,0.185,0.185,JCT S-280 (YORK RD),ENT L-25-49A/
2020,U-1203,A,000+0.258,000+0.615,0.35705657,C001203,A,C001203A,000+0.258,000+0.615,0.25787024,0.61492681,16,3B,38,16-3B-038,,,A,6574,40,6,3,63,7,6,1,0,10,1,UMA_UC,8027,11,103,25,25,34,34,,2,,GALLATIN,0.015,0.0,,
2020,I-315,A,000+0.336,001+0.400,0.49294658,C000315,A,C000315A,000+0.336,001+0.400,0.33584695,0.82879353,7,2A,6,07-2A-006,,,E,23786,84,0,24,999,425,4,0,1,42,18,UPA,7091,12,91,437,437,635,635,,2,,CASCADE,0.122,0.122,,
2020,I-15,A,363+0.210,363+0.480,0.26975784,C000015,A,C000015A,363+0.210,363+0.480,361.4768599,361.7466178,51,3,1,51-3-001,A-061,,A,2275,14,91,8,878,792,6,40,4,386,348,RURAL OUTER INTERSTATE,1017,10,132,177,177,201,201,,2,,TOOLE,1.233,3.402,"JCT OFF RAMP WEST SHELBY INTERCHANGE, EXIT 363","JCT OFF RAMP WEST SHELBY INTERCHANGE, EXIT 363"
2020,P-13,A,007+0.205,008+0.617,1.40629348,C000013,A,C000013A,007+0.205,008+0.617,7.16112354,8.56741702,29,6,1,29-6-001,,,A,1296,26,45,2,387,336,20,35,2,299,259,REC_MA,4121,35,125,168,168,245,245,,2,,MADISON,0.463,3.164,,
2020,N-37,A,084+0.856,094+0.021,9.18803676,C000037,A,C000037A,084+0.856,094+0.021,84.72797546,93.91601222,38,1,3,38-1-003,,,A,1895,20,21,15,635,610,11,11,8,335,322,RPA_45,3063,33,123,326,326,493,493,,2,,POWDER RIVER,0.34,3.467,,
2020,U-6714,A,000+0.299,000+0.439,0.14018212,C006714,A,C006714A,000+0.299,000+0.439,0.2986807,0.43886282,15,7C,21,15-7C-021,,,E,5207,5,0,23,57,12,1,0,4,11,2,UMA_UC,8091,10,115,33,33,42,42,,2,,FLATHEAD,0.118,0.013,JCT U-6720(7TH AVE W),JCT U-6720(7TH AVE W)
2020,P-81,A,014+0.856,019+0.470,4.60872683,C000081,A,C000081A,014+0.856,019+0.470,14.86765011,19.47637694,14,3,6,14-3-006,,,A,383,6,5,0,34,20,16,13,0,89,52,RMA_RMC_345,4094,10,153,13,13,20,20,,2,,FERGUS,0.563,0.563,JCT S-547,JCT S-547
2020,U-5234,A,000+0.653,001+0.063,0.4101279,C005234,A,C005234A,000+0.653,001+0.063,0.65321153,1.06333943,7,2A,260,07-2A-260,,,E,1277,0,6,18,107,34,0,5,14,84,27,UMA_UC,8063,10,120,41,41,57,57,Yes,2,,CASCADE,0.0,0.0,JCT U-5242(9TH ST S),JCT U-5242(9TH ST S)
2020,P-26,A,002+0.671,002+0.892,0.2214131,C000026,A,C000026A,002+0.671,002+0.892,2.6459247,2.8673378,42,4,5,42-4-005,,,E,2252,17,4,20,286,195,8,2,9,127,87,RMA_RMC_345,4037,35,102,129,129,198,198,,2,,RICHLAND,0.398,0.53,JCT S-261,JCT S-261
2020,U-5808,A,000+0.700,000+0.905,0.20461499,C005808,A,C005808A,000+0.700,000+0.905,0.70014859,0.90476358,25,7C,221,25-7C-221,,,A,5329,15,5,39,41,6,3,1,7,8,1,UMA_UC,8078,10,103,30,30,37,37,,2,,LEWIS AND CLARK,0.135,0.0,,
2020,P-58,A,002+0.547,012+0.252,9.71647387,C000058,A,C000058A,002+0.547,012+0.252,2.46401094,12.18048481,18,4,9,18-4-009,,,A,141,26,75,3,41,9,184,532,21,291,64,REC_MA,4128,10,168,10,10,14,14,,2,,GLACIER,0.079,0.0,,
2020,N-1,A,322+0.402,327+0.215,4.75865886,C000001,A,C000001A,322+0.402,327+0.215,321.8705008,326.6291596,26,2,11,26-2-011,,,E,1808,9,51,1,140,114,5,28,1,77,63,RPA_3,3010,10,123,61,61,90,90,,2,,LIBERTY,0.212,1.805,,
2020,I-94,A,215+0.424,224+0.004,8.57210628,C000094,A,C000094A,215+0.424,224+0.004,214.9075036,223.4796099,11,5A,5,11-5A-005,,,E,3658,30,99,58,1120,857,8,27,16,306,234,RURAL OUTER INTERSTATE,1048,10,132,527,527,788,788,,2,,DAWSON,0.727,2.21,,
2020,U-1820,A,000+0.776,000+0.847,0.07039972,C001820,A,C001820A,000+0.776,000+0.847,0.7761963,0.84659602,47,1C,114,47-1C-114,,,E,1686,5,2,18,29,4,3,1,11,17,2,UMA_UC,9017,28,134,17,17,22,22,,2,,SILVER BOW,0.222,0.0,,
2020,L-56-2393,A,000+0.433,001+0.193,0.76000697,C001305,A,C001305A,000+0.433,001+0.193,0.4334226,1.19342957,56,4A,311,56-4A-311,,,A,2980,0,0,0,0,0,0,0,0,0,0,UMA_UC,0,10,118,0,0,0,0,,2,,YELLOWSTONE,0.0,0.0,,
2020,N-8,A,042+0.183,042+0.618,0.43494523,C000008,A,C000008A,042+0.183,042+0.618,42.01510797,42.4500532,25,7C,9,25-7C-009,,,A,14552,46,46,34,515,277,3,3,2,35,19,UPA,7088,10,100,246,246,355,355,,4,,LEWIS AND CLARK,0.122,0.173,JCT U-5810(HENDERSON ST),JCT U-5810(HENDERSON ST)
2020,N-113,A,002+0.191,002+0.316,0.12550983,C001020,A,C001020A,002+0.191,002+0.316,2.19076189,2.31627172,56,4A,229,56-4A-229,,,A,16856,114,26,55,366,63,7,2,3,22,4,UPA,7062,10,108,134,134,187,187,,4,,YELLOWSTONE,0.0,0.0,JCT U-1015(5TH ST W),JCT U-1015(5TH ST W)
2020,N-10,A,110+0.807,111+0.325,0.49404218,C000010,A,C000010A,110+0.807,111+0.325,109.6703237,110.1643659,21,4A,4,21-4A-004,,,A,2450,7,35,8,266,188,3,14,3,109,77,RPA_3,3043,10,112,126,126,188,188,,3,,HILL,0.408,0.571,,BEGIN 3 LANES
2020,U-1037,A,016+0.357,017+0.615,1.25945761,C000532,A,C000532A,016+0.357,017+0.615,16.30745283,17.56691044,56,4A,44,56-4A-044,,,A,9926,33,2,13,326,115,3,0,1,33,12,UMA_UC,5347,18,119,134,134,192,192,,2,,YELLOWSTONE,0.0,0.0,,ENT U-1037A
2020,S-384,A,001+0.169,003+0.191,2.00121606,C000384,A,C000384A,001+0.169,003+0.191,1.16659931,3.16781537,2,1,9,02-1-009,,,E,419,1,0,0,7,3,2,0,0,17,7,RMA_RMC_345,5232,10,180,3,3,3,3,,2,,BIG HORN,0.0,0.0,,
2020,S-311,A,000+0.000,000+0.050,0.05016373,C000311,A,C000311A,000+0.000,000+0.050,0.0,0.05016373,52,1,6,52-1-006,,,A,427,3,1,1,30,13,7,2,2,70,30,RMA_RMC_345,5162,10,187,10,10,15,15,,2,,TREASURE,0.703,0.937,,ENT S-311A
2020,I-90,A,099+0.663,099+0.941,0.2774052,C000090,A,C000090A,099+0.663,099+0.941,98.78874746,99.06615266,32,3,24,32-3-024,,,A,20595,84,668,41,2736,2055,4,32,2,133,100,UI,1022,16,107,1488,1488,2248,2248,,2,,MISSOULA,0.714,1.603,"JCT OFF RAMP AIRPORT INTERCHANGE, EXIT 99","JCT OFF RAMP AIRPORT INTERCHANGE, EXIT 99"
2020,N-29,A,089+0.424,089+0.712,0.28841569,C000029,A,C000029A,089+0.424,089+0.712,89.00006779,89.28848348,47,1C,23,47-1C-023,,,E,8078,91,73,67,245,46,11,9,8,30,6,UPA,7037,10,107,112,112,157,157,,4,,SILVER BOW,0.221,0.018,JCT MERCURY ST/L-47-1030,JCT MERCURY ST/L-47-1030
2020,L-6-58,A,000+0.871,001+0.289,0.4185917,C006058,A,C006058A,000+0.871,001+0.289,0.87070835,1.28930005,6,1,8,06-1-008,,,E,126,0,0,0,0,0,0,0,0,0,0,UMA_UC,0,10,118,0,0,0,0,,1,,CARTER,0.0,0.0,,BEGIN 1 LANE
2020,N-61,A,044+0.074,045+0.163,1.06959659,C000061,A,C000061A,044+0.074,045+0.163,43.57892234,44.64851893,14,7,3,14-7-003,,,A,988,5,38,9,121,99,5,38,9,122,100,RPA_45,3076,10,126,56,56,84,84,,2,,FERGUS,0.306,0.917,,
2020,S-253,A,015+0.070,035+0.232,20.15592448,C000253,A,C000253A,015+0.070,035+0.232,15.4513144,35.60723888,40,1,1,40-1-001,,,E,253,1,0,0,29,25,4,0,0,115,99,RMA_RMC_345,5093,35,151,12,12,18,18,,2,,PRAIRIE,0.639,0.639,,
2020,U-5208,A,000+0.000,000+0.104,0.10363852,C005208,A,C005208A,000+0.000,000+0.104,0.0,0.10363852,7,2A,209,07-2A-209,,,E,2763,0,6,14,105,40,0,2,5,38,14,UMA_UC,8048,10,122,41,41,57,57,,2,,CASCADE,0.0,0.0,JCT U-5209(6TH ST N)/U-5216(8TH AVE N),ENT U-5208A/
2020,N-20,A,052+0.436,052+0.566,0.12961087,C000020,A,C000020A,052+0.436,052+0.566,52.01883732,52.14844819,42,4A,17,42-4A-017,,,A,5774,24,19,4,589,428,4,3,1,102,74,UPA,7033,10,95,280,280,418,418,,2,,RICHLAND,0.26,0.416,JCT U-10409 (2ND ST),JCT U-10409 (2ND ST)
2020,I-90,A,484+0.229,495+0.717,11.47005194,C000090,A,C000090A,484+0.229,495+0.717,481.9770924,493.4471443,2,1,5,02-1-005,,,A,6962,73,205,52,1955,1546,10,29,7,281,222,RURAL OUTER INTERSTATE,1039,10,119,996,996,1493,1493,,2,,BIG HORN,0.778,1.293,"JCT OFF RAMP TOLUCA INTERCHANGE, EXIT 484","JCT OFF RAMP TOLUCA INTERCHANGE, EXIT 484"
2020,N-5,A,018+0.456,023+0.014,4.55200554,C000005,A,C000005A,018+0.456,023+0.014,18.16115051,22.71315605,24,3,1,24-3-001,A-008,,A,7408,20,346,58,462,368,3,47,8,62,50,RPA_1,3026,10,140,241,241,357,357,,3,,LAKE,0.243,0.297,N JCT N-185,BEGIN 3 LANES/END ONEWAY ROADWAY/N JCT N-185
2020,S-219,A,017+0.136,019+0.837,2.72218198,C000219,A,C000219A,017+0.136,019+0.837,17.09728121,19.81946319,37,3,6,37-3-006,,,E,642,2,0,4,70,44,3,0,6,109,69,RMA_RMC_345,5028,10,126,29,29,41,41,,2,,PONDERA,0.286,0.571,,
2020,L-7-2856,A,001+0.955,002+0.445,0.4892972,C003556,A,C003556A,001+0.955,002+0.445,1.95521776,2.44451496,7,2A,222,07-2A-222,,,E,239,0,0,0,0,0,0,0,0,0,0,UMA_UC,0,10,118,0,0,0,0,,2,,CASCADE,0.0,0.0,,
2020,N-1,A,281+0.201,281+0.752,0.55109675,C000001,A,C000001A,281+0.201,281+0.752,280.6307594,281.1818562,51,3,6,51-3-006,,,E,808,7,51,6,265,164,9,63,7,328,203,RPA_3,3008,10,116,119,119,178,178,,3,,TOOLE,1.251,2.145,,BEGIN 3 LANES
2020,U-1001,A,000+0.000,000+0.120,0.11976928,C001001,A,C001001A,000+0.000,000+0.120,0.0,0.11976928,56,4A,139,56-4A-139,,,E,9800,15,0,0,128,19,2,0,0,13,2,UMA_UC,8009,35,108,39,39,54,54,,2,,YELLOWSTONE,0.0,0.0,JCT U-1002(RIMROCK RD),ENT U-1001A/
2020,U-5818,A,003+0.092,003+0.700,0.60773131,C000430,A,C000430A,003+0.092,003+0.700,3.58025732,4.18798863,25,7B,18,25-7B-018,,,E,4526,4,16,10,43,20,1,4,2,10,4,UMA_UC,5384,16,105,17,17,23,23,,2,,LEWIS AND CLARK,0.0,0.0,,
2020,N-1,A,055+0.622,067+0.666,12.05914286,C000001,A,C000001A,055+0.622,067+0.666,55.58470286,67.64384572,27,6,2,27-6-002,,,E,1345,27,55,15,200,104,20,41,11,149,77,RPA_1,3002,10,117,72,72,107,107,,2,,LINCOLN,0.951,0.658,,
2020,S-336,A,000+0.000,007+0.035,7.01652678,C000336,A,C000336A,000+0.000,007+0.035,0.0,7.01652678,13,1,10,13-1-010,,,E,29,1,0,0,7,3,34,0,0,241,103,RMA_RMC_345,5194,10,226,2,2,3,3,,2,,FALLON,3.572,1.613,JCT P-27,ENT S-336A/
2020,S-487,A,002+0.603,004+0.126,1.52145104,C000487,A,C000487A,002+0.603,004+0.126,2.59977767,4.12122871,15,4A,51,15-4A-051,,,E,3383,25,14,12,91,23,7,4,4,27,7,UMA_UC,5316,10,114,32,32,43,43,,2,,FLATHEAD,0.22,0.027,,ENT S-487A
2020,P-14,A,169+0.474,169+0.750,0.27580649,C000014,A,C000014A,169+0.474,169+0.750,169.3270738,169.6028803,33,3,14,33-3-014,,,A,1386,9,25,2,53,37,6,18,1,38,27,RMA_RMC_345,4021,10,142,23,23,35,35,,2,,MUSSELSHELL,0.496,1.055,JCT N-61 NHS/PRI BOUNDARY,ENT P-14A/BEGIN 2 LANES/JCT N-61 NHS/PRI BOUNDARY
2020,N-50,A,000+0.536,000+0.669,0.13369831,C000050,A,C000050A,000+0.536,000+0.669,0.53571693,0.66941524,16,5,8,16-5-008,,,E,3893,17,0,16,298,255,4,0,4,77,66,REC_PA,3090,10,167,150,150,220,220,,2,,GALLATIN,0.365,0.386,,BEGIN 2 LANES
2020,S-238,A,043+0.529,051+0.520,7.9750122,C000238,A,C000238A,043+0.529,051+0.520,42.62365924,50.59867144,19,1,2,19-1-002,,,E,18,0,0,0,3,2,0,0,0,167,111,RMA_RMC_345,5067,10,350,1,1,1,1,,2,,GOLDEN VALLEY,0.0,0.0,,
2020,L-25-2465,A,000+0.400,000+0.827,0.42721111,C004452,A,C004452A,000+0.400,000+0.827,0.40023299,0.8274441,25,7C,100,25-7C-100,,,A,2445,0,0,0,0,0,0,0,0,0,0,UMA_UC,0,10,118,0,0,0,0,,2,,LEWIS AND CLARK,0.0,0.0,,
2020,P-52,A,026+0.012,028+0.251,2.24773856,C000052,A,C000052A,026+0.012,028+0.251,25.9637917,28.21153026,15,7,7,15-7-007,,,E,4807,30,0,22,181,124,6,0,5,38,26,RMA_RMC_12,4074,10,158,89,89,127,127,,2,,LAKE,0.368,0.195,,
2020,N-1,A,592+0.668,594+0.691,2.03100025,C000001,A,C000001A,592+0.668,594+0.691,590.9856518,593.016652,43,3,4,43-3-004,A-010,,A,2435,11,28,7,184,142,5,11,3,76,58,RPA_45,3019,10,121,92,92,142,142,,2,,ROOSEVELT,0.411,0.78,,
2020,P-119,A,001+0.301,001+0.474,0.17318966,C000119,A,C000119A,001+0.301,001+0.474,1.30054878,1.47373844,12,1C,61,12-1C-061,,,E,5002,18,153,6,153,53,4,31,1,31,11,UMA_UC,7109,10,105,67,67,96,96,Yes,2,,DEER LODGE,0.197,0.0,,
2020,L-18-7388,A,000+0.829,001+0.145,0.31635598,C002650,A,C002650A,000+0.829,001+0.145,0.82880831,1.14516429,18,5,15,18-5-015,,,E,2268,0,0,0,0,0,0,0,0,0,0,UMA_UC,0,10,118,0,0,0,0,Yes,2,,GLACIER,0.0,0.0,,
2020,L-16-4452,A,000+0.000,000+0.202,0.20188419,C001651,A,C001651A,000+0.000,000+0.202,0.0,0.20188419,16,3B,97,16-3B-097,,,A,519,0,0,0,18,5,0,0,0,35,10,UMA_UC,9234,10,135,7,7,10,10,,2,,GALLATIN,0.193,0.193,JCT N-50 (E MAIN ST),ENT L-16-4452A/
2020,U-1027,A,003+0.832,004+0.400,0.56761125,C001027,A,C001027A,003+0.832,004+0.400,3.83191153,4.39952278,56,4A,279,56-4A-279,,,E,3015,7,0,24,62,28,2,0,8,21,9,UMA_UC,8022,10,114,32,32,43,43,,2,,YELLOWSTONE,0.0,0.0,,
2020,N-5,A,122+0.875,125+0.445,2.57923713,C000005,A,C000005A,122+0.875,125+0.445,122.0152869,124.594524,15,4A,7,15-4A-007,,,E,16112,76,205,20,237,84,5,13,1,15,5,UPA,7016,19,109,106,106,152,152,,4,,FLATHEAD,0.139,0.029,,
2020,S-567,A,017+0.126,030+0.398,13.2319862,C000567,A,C000567A,017+0.126,030+0.398,16.77079144,30.00277764,27,3,13,27-3-013,,,A,110,4,0,1,23,1,36,0,9,209,9,RMA_RMC_12,5374,14,161,7,7,10,10,,2,,LINCOLN,1.99,0.0,,
2020,I-15,A,286+0.577,290+0.374,3.79542023,C000015,A,C000015A,286+0.577,290+0.374,285.8925028,289.687923,7,1,17,07-1-017,A-009,,A,7731,18,79,35,995,891,2,10,5,129,115,UI,2021,10,102,579,579,880,880,,2,,CASCADE,0.194,0.957,,
