CORRIDOR,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,TOTAL_CRASHES,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC
C000001A,03-3-001,396+0.289,400+0.757,N-1,21,4.474,2584.5,11563.053,,BLAINE,,US-2,NI-NHS,4.2,615.3571428571428,2753.107857142857
C000001A,03-3-002,400+0.757,403+0.633,N-1,19,2.864,2655.0,7603.92,,BLAINE,,US-2,NI-NHS,3.8,698.6842105263158,2001.0315789473689
C000001A,03-3-003,404+0.405,405+0.835,N-1,8,1.395,2356.25,3286.96875,,BLAINE,,US-2,NI-NHS,1.6,1472.65625,2054.35546875
C000001A,03-3-004,405+0.835,413+0.019,N-1,43,7.173,2098.75,15054.33375,,BLAINE,,US-2,NI-NHS,8.6,244.04069767441865,1750.5039244186048
C000001A,03-3-013,403+0.633,403+0.910,N-1,3,0.278,2719.25,755.9515000000001,,BLAINE,,US-2,NI-NHS,0.6,4532.083333333334,1259.919166666667
C000001A,03-3-014,403+0.910,404+0.405,N-1,4,0.531,2818.75,1496.75625,,BLAINE,,US-2,NI-NHS,0.8,3523.4375,1870.9453125
C000001A,03-4-004,413+0.019,423+1.003,N-1,31,11.041,1938.5,21402.9785,,BLAINE,,US-2,NI-NHS,6.2,312.6612903225806,3452.093306451613
C000001A,03-4-008,423+1.003,425+0.605,N-1,5,1.601,3314.0,5305.714,,BLAINE,,US-2,NI-NHS,1.0,3314.0,5305.714
C000001A,03-4-008,425+0.605,428+0.540,N-1,8,2.914,3314.0,9656.996,,BLAINE,,US-2,NI-NHS,1.6,2071.25,6035.6225
C000001A,03-4-009,428+0.540,436+0.492,N-1,7,7.142,1377.25,9836.3195,,BLAINE,,US-2,NI-NHS,1.4,983.75,7025.9425
C000001A,03-4-010,436+0.492,446+0.272,N-1,8,9.776,1171.5,11452.584,,BLAINE,,US-2,NI-NHS,1.6,732.1875,7157.864999999999
C000001A,03-4-010,446+0.272,450+0.804,N-1,4,4.538,1171.5,5316.267000000001,,PHILLIPS,,US-2,NI-NHS,0.8,1464.375,6645.333750000001
C000001A,15-4-001,151+0.683,153+0.255,N-1,14,1.554,5759.25,8949.8745,,FLATHEAD,,US-2,NI-NHS,2.8,2056.875,3196.38375
C000001A,15-4-001,151+0.277,151+0.683,N-1,2,0.406,5759.25,2338.2555,,FLATHEAD,,US-2,NI-NHS,0.4,14398.125,5845.63875
