CORRIDOR,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,TOTAL_CRASHES,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC
C000014A,19-2-001,120+0.439,122+0.572,N-14,9,2.131,1742.25,3712.73475,,WHEATLAND,BROADWAY ST,US-12,Primary,1.8,967.9166666666666,2062.6304166666664
C000014A,19-2-001,122+0.572,123+0.508,N-14,1,0.929,1742.25,1618.55025,,GOLDEN VALLEY,BROADWAY ST,US-12,Primary,0.2,8711.25,8092.751249999999
C000014A,19-2-002,123+0.508,129+0.550,N-14,16,6.035,1674.0,10102.59,,GOLDEN VALLEY,BROADWAY ST,US-12,Primary,3.2,523.125,3157.059375
C000014A,19-2-003,130+0.519,141+0.285,N-14,37,10.785,1880.25,20278.49625,,GOLDEN VALLEY,BROADWAY ST,US-12,Primary,7.4,254.08783783783784,2740.337331081081
C000014A,19-2-014,129+0.550,129+0.827,N-14,0,0.277,2029.75,562.24075,,GOLDEN VALLEY,BROADWAY ST,US-12,Primary,0.0,,
C000014A,19-2-015,129+0.827,130+0.519,N-14,2,0.692,2047.5,1416.87,,GOLDEN VALLEY,BROADWAY ST,US-12,Primary,0.4,5118.75,3542.1749999999997
C000014A,33-3-003,167+0.438,168+0.533,N-14,4,1.112,3724.75,4141.9220000000005,,MUSSELSHELL,BROADWAY ST,US-12,Primary,0.8,4655.9375,5177.4025
C000014A,33-3-011,168+0.533,168+0.928,N-14,0,0.395,3661.75,1446.39125,,MUSSELSHELL,BROADWAY ST,US-12,Primary,0.0,,
C000014A,33-3-011,168+0.928,168+1.002,N-14,0,0.074,3661.75,270.9695,,MUSSELSHELL,BROADWAY ST,US-12,Primary,0.0,,
C000014A,33-3-012,168+1.002,169+0.268,N-14,5,0.277,3823.75,1059.17875,,MUSSELSHELL,BROADWAY ST,US-12,Primary,1.0,3823.75,1059.17875
C000014A,33-3-013,169+0.268,169+0.474,N-14,0,0.206,4423.5,911.241,,MUSSELSHELL,BROADWAY ST,US-12,Primary,0.0,,
C000014A,54-2-003,100+0.960,104+0.684,N-14,5,3.725,2068.5,7705.1625,,WHEATLAND,BROADWAY ST,US-12,Primary,1.0,2068.5,7705.1625
C000014A,54-2-004,104+0.684,116+0.178,N-14,25,11.455,1787.5,20475.8125,,WHEATLAND,BROADWAY ST,US-12,Primary,5.0,357.5,4095.1625
C000014A,54-2-005,116+0.178,120+0.439,N-14,14,4.257,1778.0,7568.945999999999,,WHEATLAND,BROADWAY ST,US-12,Primary,2.8,635.0,2703.1949999999997
C000014A,W-113,141+0.285,146+0.084,N-14,16,4.793,1670.5,8006.7065,,GOLDEN VALLEY,BROADWAY ST,US-12,Primary,3.2,522.03125,2502.09578125
