CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C228215,A,000+0.001,BUTTE,SILVER BOW,AUGUST,2019,WED,364712.63000,198140.16300,45.9918724214298,-112.539113933718,0.001
C228215,A,000+0.004,BUTTE,SILVER BOW,OCTOBER,2019,THU,364717.15900,198139.78600,45.9918724214298,-112.539113933718,0.004
C228215,A,000+0.006,BUTTE,SILVER BOW,APRIL,2019,WED,364720.46500,198138.96600,45.9918724214298,-112.539113933718,0.006
C228215,A,000+0.008,BUTTE,SILVER BOW,MARCH,2019,WED,364722.89900,198139.81500,45.9918724214298,-112.539113933718,0.008
C228215,A,000+0.230,BUTTE,SILVER BOW,SEPTEMBER,2020,WED,365076.63892,198171.96140,,,0.23
C228215,A,000+0.237,NOT IN CITY LIMITS,SILVER BOW,AUGUST,2020,MON,365087.05445,198174.23192,,,0.237
C228215,A,000+0.032,BUTTE,SILVER BOW,OCTOBER,2021,THU,364762.22548,198145.78040,45.991939374166797,-112.53845309611999,0.032
C228215,A,000+0.073,BUTTE,SILVER BOW,DECEMBER,2021,SUN,364829.01395,198137.89523,45.991891765529999,-112.537587338542,0.073
C228215,A,000+0.005,BUTTE,SILVER BOW,AUGUST,2022,TUE,364718.55800,198139.21600,45.9918724214298,-112.539113933718,0.005
C228215,A,000+0.006,BUTTE,SILVER BOW,MARCH,2022,THU,364720.35223,198141.76721,45.9918724214298,-112.539113933718,0.006
C228215,A,000+0.001,BUTTE,SILVER BOW,FEBRUARY,2023,TUE,364711.91127,198141.13190,45.991880000000002,-112.5391,0.001
C228215,A,000+0.001,BUTTE,SILVER BOW,MARCH,2023,TUE,364711.91127,198141.13190,45.991880000000002,-112.5391,0.001
C228215,A,000+0.004,BUTTE,SILVER BOW,FEBRUARY,2023,SUN,364717.65500,198139.33300,45.9918724214298,-112.539113933718,0.004
C228215,A,000+0.004,BUTTE,SILVER BOW,JULY,2023,WED,364716.71200,198139.50500,45.9918724214298,-112.539113933718,0.004
C228215,A,000+0.005,BUTTE,SILVER BOW,APRIL,2023,SUN,364718.38300,198138.87000,45.9918724214298,-112.539113933718,0.005
