CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C224904,A,000+0.000,BILLINGS,YELLOWSTONE,AUGUST,2019,FRI,665863.75310,170846.97170,45.7840980454539,-108.652692110669,0.0
C004398,A,000+0.131,HELENA,LEWIS AND CLARK,NOVEMBER,2019,THU,406595.43100,263838.55800,46.5962964559896,-112.025862230952,0.131
C006371,A,001+0.317,MISSOULA,MISSOULA,SEPTEMBER,2019,TUE,254545.92800,298273.84600,46.8442277818073,-114.034224807073,1.317
C006371,A,001+0.004,MISSOULA,MISSOULA,JANUARY,2019,MON,254574.28710,298776.68260,46.8487719651254,-114.03423175268,1.004
C006371,A,001+0.004,MISSOULA,MISSOULA,APRIL,2019,MON,254574.28710,298776.68260,46.8487719651254,-114.03423175268,1.004
C006371,A,000+0.993,MISSOULA,MISSOULA,MARCH,2019,MON,254575.13700,298794.84100,46.8487719651254,-114.03423175268,0.993
C006371,A,000+0.961,MISSOULA,MISSOULA,OCTOBER,2019,SAT,254578.34700,298846.26400,,,0.961
C006371,A,000+0.503,MISSOULA,MISSOULA,OCTOBER,2019,WED,254625.17900,299582.28300,46.8560326710392,-114.034176186703,0.503
C006371,A,000+0.467,MISSOULA,MISSOULA,SEPTEMBER,2019,WED,254628.87530,299639.40090,46.8565525646884,-114.034171624914,0.467
C006371,A,000+0.467,MISSOULA,MISSOULA,JANUARY,2019,TUE,254628.87530,299639.40090,46.8565525646884,-114.034171624914,0.467
C006371,A,000+0.210,MISSOULA,MISSOULA,JUNE,2019,MON,254651.05200,300053.27300,,,0.21
C006371,A,000+0.202,MISSOULA,MISSOULA,DECEMBER,2019,TUE,254651.67100,300065.50900,,,0.202
C006371,A,000+0.001,MISSOULA,MISSOULA,DECEMBER,2019,SUN,254670.13400,300387.80900,46.8633187118377,-114.034220162566,0.001
C020009,A,005+0.270,NOT IN CITY LIMITS,GRANITE,NOVEMBER,2019,WED,306262.00950,287894.65252,,,5.27
C004398,A,000+0.601,HELENA,LEWIS AND CLARK,JULY,2019,FRI,406198.57040,263196.26710,46.5903490222273,-112.030786697199,0.601
C006356,A,001+0.117,MISSOULA,MISSOULA,JUNE,2019,SUN,254897.75900,298983.35500,,,1.117
C006356,A,000+0.002,MISSOULA,MISSOULA,OCTOBER,2019,MON,255011.49100,300773.54300,46.8669699408767,-114.030038021333,0.002
C056726,A,010+0.045,BILLINGS,YELLOWSTONE,SEPTEMBER,2019,WED,678947.27709,173218.40126,,,10.045
C056726,A,010+0.045,BILLINGS,YELLOWSTONE,SEPTEMBER,2019,WED,678947.27709,173218.40126,,,10.045
C056726,A,010+0.045,BILLINGS,YELLOWSTONE,NOVEMBER,2019,FRI,678947.27709,173218.40126,,,10.045
C056726,A,010+0.045,BILLINGS,YELLOWSTONE,MARCH,2019,SUN,678947.27709,173218.40126,,,10.045
C056726,A,010+0.045,BILLINGS,YELLOWSTONE,JANUARY,2019,THU,678947.27709,173218.40126,,,10.045
C056726,A,009+0.786,BILLINGS,YELLOWSTONE,MARCH,2019,SAT,678545.13700,173125.92500,,,9.786
C056726,A,007+0.766,BILLINGS,YELLOWSTONE,FEBRUARY,2019,THU,676251.05655,174546.70116,45.816303892996402,-108.51848070343399,7.766
C056726,A,007+0.393,BILLINGS,YELLOWSTONE,JULY,2019,MON,675696.53770,174780.69434,45.8184933290765,-108.525460560545,7.393
C056726,A,005+0.432,NOT IN CITY LIMITS,YELLOWSTONE,DECEMBER,2019,TUE,674026.76352,177300.11985,,,5.432
C033101,A,023+0.599,NOT IN CITY LIMITS,MUSSELSHELL,NOVEMBER,2019,WED,697255.37443,251089.62430,46.5025326588746,-108.231956959657,23.599
C033101,A,000+0.454,NOT IN CITY LIMITS,MUSSELSHELL,DECEMBER,2019,FRI,682731.64020,224039.32966,,,0.454
