CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C034012,A,001+0.580,NOT IN CITY LIMITS,PARK,SEPTEMBER,2019,TUE,519188.70864,162405.15581,,,1.58
C034012,A,001+0.548,NOT IN CITY LIMITS,PARK,MAY,2021,MON,519207.86200,162359.66929,45.706097185249199,-110.53788777277801,1.548
C034012,A,007+0.080,NOT IN CITY LIMITS,PARK,SEPTEMBER,2021,MON,515076.18943,167933.65474,45.755755129090304,-110.591956371954,7.08
C034012,A,002+0.633,NOT IN CITY LIMITS,PARK,DECEMBER,2023,SUN,519753.62034,163797.69049,45.719103661524699,-110.531120736197,2.633
