CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C000231,A,000+0.012,HELENA,LEWIS AND CLARK,FEBRUARY,2019,FRI,405063.83100,266148.42000,46.6163990025218,-112.046858623886,0.012
C008116,A,002+0.030,MISSOULA,MISSOULA,NOVEMBER,2019,THU,257409.24700,299522.67600,46.8571089304112,-113.997423125414,2.03
C008116,A,002+0.034,MISSOULA,MISSOULA,JUNE,2019,TUE,257411.35000,299528.42100,46.8571089304112,-113.997423125414,2.034
C008116,A,002+0.096,MISSOULA,MISSOULA,FEBRUARY,2019,SAT,257508.29600,299536.04300,,,2.096
C008116,A,002+0.242,MISSOULA,MISSOULA,JANUARY,2019,WED,257742.95500,299523.41100,,,2.242
C008116,A,002+0.338,MISSOULA,MISSOULA,SEPTEMBER,2019,WED,257897.76700,299516.00400,,,2.338
C008116,A,002+0.432,MISSOULA,MISSOULA,DECEMBER,2019,TUE,258048.05900,299506.39100,46.8571259672611,-113.989207064983,2.432
C008117,A,000+0.406,MISSOULA,MISSOULA,JANUARY,2019,MON,257428.09600,299544.88800,46.8571089304112,-113.997423125414,0.406
C008117,A,000+0.421,MISSOULA,MISSOULA,FEBRUARY,2019,TUE,257427.83100,299519.75200,46.8571089304112,-113.997423125414,0.421
C008117,A,000+0.424,MISSOULA,MISSOULA,JANUARY,2019,SUN,257434.70400,299514.88200,46.8571089304112,-113.997423125414,0.424
C008117,A,000+0.424,MISSOULA,MISSOULA,OCTOBER,2019,FRI,257434.67800,299514.83600,46.8571089304112,-113.997423125414,0.424
C008117,A,000+0.538,MISSOULA,MISSOULA,OCTOBER,2019,FRI,257417.25000,299331.67800,46.8551086761778,-113.997405442504,0.538
C008117,A,000+0.622,MISSOULA,MISSOULA,MARCH,2019,SAT,257410.99200,299196.43500,46.8541520614676,-113.997397351005,0.622
C008117,A,000+0.625,MISSOULA,MISSOULA,APRIL,2019,THU,257410.34200,299191.98200,,,0.625
C008117,A,000+0.981,MISSOULA,MISSOULA,APRIL,2019,MON,257382.04075,298620.44777,46.8488242836129,-113.99733942605,0.981
C008117,A,000+0.981,MISSOULA,MISSOULA,APRIL,2019,MON,257382.04075,298620.44777,46.8488242836129,-113.99733942605,0.981
C008116,A,002+0.027,MISSOULA,MISSOULA,JANUARY,2019,THU,257407.00900,299516.97400,46.8571089304112,-113.997423125414,2.027
C008117,A,000+0.981,MISSOULA,MISSOULA,AUGUST,2019,THU,257382.04075,298620.44777,46.8488242836129,-113.99733942605,0.981
C008116,A,002+0.014,MISSOULA,MISSOULA,DECEMBER,2019,TUE,257392.76400,299502.80100,46.8567640807262,-113.997851411961,2.014
C008116,A,001+0.948,MISSOULA,MISSOULA,JUNE,2019,WED,257320.55300,299423.37500,46.8560051934855,-113.999415506132,1.948
C008116,A,000+0.879,MISSOULA,MISSOULA,OCTOBER,2019,THU,255618.81400,299582.06400,,,0.879
C008116,A,000+0.916,MISSOULA,MISSOULA,APRIL,2019,MON,255677.91200,299578.52300,,,0.916
C008116,A,000+0.996,MISSOULA,MISSOULA,MAY,2019,TUE,255799.66800,299545.48400,46.8561552902067,-114.018376320085,0.996
C008116,A,001+0.059,MISSOULA,MISSOULA,JUNE,2019,MON,255892.98800,299511.59200,46.8561552902067,-114.018376320085,1.059
C008116,A,001+0.212,MISSOULA,MISSOULA,JULY,2019,TUE,256139.11600,299494.99000,,,1.212
C008116,A,001+0.225,MISSOULA,MISSOULA,DECEMBER,2019,MON,256159.35700,299494.76600,46.8560437568574,-114.013628732171,1.225
C008116,A,001+0.422,MISSOULA,MISSOULA,MAY,2019,WED,256476.73300,299474.48100,,,1.422
C008116,A,001+0.549,MISSOULA,MISSOULA,APRIL,2019,SAT,256679.49392,299462.17683,46.8560249828768,-114.00723416586,1.549
C008116,A,001+0.549,MISSOULA,MISSOULA,AUGUST,2019,SAT,256679.49392,299462.17683,46.8560249828768,-114.00723416586,1.549
C008116,A,001+0.549,MISSOULA,MISSOULA,FEBRUARY,2019,WED,256679.49392,299462.17683,46.8560249828768,-114.00723416586,1.549
C008116,A,001+0.549,MISSOULA,MISSOULA,FEBRUARY,2019,WED,256679.49392,299462.17683,46.8560249828768,-114.00723416586,1.549
