CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C000211,A,000+0.014,RONAN,LAKE,JUNE,2019,THU,254208.33793,374612.19027,47.5297982005554,-114.097082695048,0.014
C000212,A,014+0.080,NOT IN CITY LIMITS,LAKE,MAY,2019,MON,248895.12141,365902.91115,,,14.08
C000212,A,016+0.649,NOT IN CITY LIMITS,LAKE,JANUARY,2019,SUN,252203.75252,366610.86864,,,16.649
C000212,A,017+0.067,NOT IN CITY LIMITS,LAKE,JULY,2019,MON,252895.41586,366584.65928,,,17.067
C000213,A,000+1.152,NOT IN CITY LIMITS,GLACIER,NOVEMBER,2019,TUE,392248.86010,492368.52698,,,1.152
C000213,A,003+0.001,NOT IN CITY LIMITS,GLACIER,OCTOBER,2019,TUE,392395.68980,495673.46006,,,3.001
C000213,A,003+0.091,NOT IN CITY LIMITS,GLACIER,JULY,2019,TUE,392393.83818,495819.57074,,,3.091
C000213,A,010+0.423,NOT IN CITY LIMITS,GLACIER,OCTOBER,2019,TUE,388312.64424,504155.04016,,,10.423
C000213,A,010+0.439,NOT IN CITY LIMITS,GLACIER,DECEMBER,2019,MON,388287.36910,504160.72135,,,10.439
C000213,A,010+0.851,NOT IN CITY LIMITS,GLACIER,FEBRUARY,2019,FRI,387703.05402,504473.04365,,,10.850999999999999
C000213,A,013+0.011,NOT IN CITY LIMITS,GLACIER,FEBRUARY,2019,WED,384892.03864,506080.72754,,,13.011
C000213,A,032+0.855,NOT IN CITY LIMITS,GLACIER,JUNE,2019,FRI,361638.55743,523129.83422,,,32.855
C000280,A,000+1.032,NOT IN CITY LIMITS,LEWIS AND CLARK,FEBRUARY,2019,WED,410541.35751,267161.38443,,,1.032
C000280,A,000+1.447,NOT IN CITY LIMITS,LEWIS AND CLARK,JANUARY,2019,TUE,411137.90157,267463.15547,,,1.447
C000280,A,001+0.052,NOT IN CITY LIMITS,LEWIS AND CLARK,NOVEMBER,2019,SAT,411733.36316,267664.01881,,,1.052
C000280,A,001+0.454,NOT IN CITY LIMITS,LEWIS AND CLARK,NOVEMBER,2019,THU,412129.85098,268148.10695,,,1.454
C000280,A,001+0.459,NOT IN CITY LIMITS,LEWIS AND CLARK,JANUARY,2019,WED,412125.88136,268161.41731,,,1.459
C000280,A,001+0.903,HELENA,LEWIS AND CLARK,MAY,2019,THU,412793.94300,268401.05300,46.6390841117248,-111.94674763615,1.903
C000280,A,001+0.906,NOT IN CITY LIMITS,LEWIS AND CLARK,FEBRUARY,2019,MON,412797.81600,268402.52100,46.6390841117248,-111.94674763615,1.9060000000000001
C000280,A,002+0.289,NOT IN CITY LIMITS,LEWIS AND CLARK,DECEMBER,2019,FRI,413257.73650,268800.03388,,,2.289
C000280,A,002+0.528,NOT IN CITY LIMITS,LEWIS AND CLARK,JANUARY,2019,WED,413539.67191,269063.22390,,,2.528
C000280,A,003+0.601,NOT IN CITY LIMITS,LEWIS AND CLARK,OCTOBER,2019,THU,415261.00100,269132.20800,46.6463203999003,-111.914858689043,3.601
C000280,A,004+0.229,NOT IN CITY LIMITS,LEWIS AND CLARK,AUGUST,2019,MON,416234.64956,269116.37902,,,4.229
C000280,A,004+0.614,NOT IN CITY LIMITS,LEWIS AND CLARK,SEPTEMBER,2019,MON,416854.44700,269096.87700,46.6464551047084,-111.894020129267,4.614
C000280,A,008+0.718,NOT IN CITY LIMITS,LEWIS AND CLARK,SEPTEMBER,2019,WED,421511.30708,272570.35340,,,8.718
C000280,A,009+0.857,HELENA,LEWIS AND CLARK,JANUARY,2019,THU,422622.96101,273801.17150,,,9.857
C000280,A,010+0.545,NOT IN CITY LIMITS,LEWIS AND CLARK,JUNE,2019,TUE,423300.69854,274667.81040,,,10.545
C000280,A,010+0.790,NOT IN CITY LIMITS,LEWIS AND CLARK,OCTOBER,2019,SUN,423320.01189,275054.34891,,,10.79
C000212,A,013+0.847,NOT IN CITY LIMITS,LAKE,JANUARY,2019,FRI,248870.87575,365538.29409,,,13.847
C000280,A,014+0.005,NOT IN CITY LIMITS,LEWIS AND CLARK,MAY,2019,WED,426603.01121,276113.34572,,,14.005
C000212,A,010+0.034,NOT IN CITY LIMITS,LAKE,FEBRUARY,2019,FRI,245526.35152,362198.00281,,,10.034
C000212,A,005+0.456,NOT IN CITY LIMITS,LAKE,JANUARY,2019,TUE,241380.79166,358032.93807,,,5.456
C000382,A,001+0.766,NOT IN CITY LIMITS,SANDERS,JUNE,2019,MON,217834.48910,361143.45725,,,1.766
C000382,A,005+1.004,NOT IN CITY LIMITS,SANDERS,OCTOBER,2019,SAT,215343.03497,366754.93350,,,6.004
C000382,A,011+0.586,NOT IN CITY LIMITS,SANDERS,OCTOBER,2019,MON,215966.45354,375764.32997,,,11.586
C000382,A,012+0.034,NOT IN CITY LIMITS,SANDERS,JUNE,2019,FRI,216011.78848,376444.63768,,,12.034
C000218,A,002+0.551,NOT IN CITY LIMITS,PONDERA,MARCH,2019,SUN,422444.07723,438716.04344,,,2.551
C000218,A,004+0.967,NOT IN CITY LIMITS,PONDERA,SEPTEMBER,2019,WED,426328.49564,438597.57632,,,4.967
C000218,A,013+0.343,NOT IN CITY LIMITS,PONDERA,MAY,2019,THU,439792.26147,438457.26632,,,13.343
C000219,A,005+0.684,NOT IN CITY LIMITS,TETON,JANUARY,2019,FRI,398107.40140,428321.27416,,,5.684
C000219,A,010+0.002,NOT IN CITY LIMITS,TETON,JANUARY,2019,MON,405022.23499,428010.30532,,,10.002
C000219,A,010+0.855,NOT IN CITY LIMITS,TETON,NOVEMBER,2019,TUE,406374.03507,428084.17014,,,10.855
C000219,A,010+0.885,NOT IN CITY LIMITS,TETON,OCTOBER,2019,MON,406419.04785,428101.61391,,,10.885
C000219,A,011+0.315,,TETON,FEBRUARY,2019,SAT,407037.86900,428415.37900,,,11.315
C000219,A,011+0.407,NOT IN CITY LIMITS,TETON,MARCH,2019,FRI,407168.65207,428484.20091,,,11.407
C000219,A,016+0.149,NOT IN CITY LIMITS,PONDERA,MAY,2019,SAT,413178.33449,433150.52569,,,16.149
C000219,A,018+0.781,NOT IN CITY LIMITS,PONDERA,JUNE,2019,MON,416421.84797,435891.90586,,,18.781
C000219,A,019+0.788,NOT IN CITY LIMITS,PONDERA,JULY,2019,THU,417631.30464,436966.77438,,,19.788
C000454,A,000+0.685,NOT IN CITY LIMITS,LEWIS AND CLARK,MAY,2019,MON,404219.00038,260855.48795,,,0.685
C000454,A,000+0.733,NOT IN CITY LIMITS,LEWIS AND CLARK,DECEMBER,2019,FRI,404178.22248,260790.18870,,,0.733
C000454,A,001+0.780,NOT IN CITY LIMITS,LEWIS AND CLARK,OCTOBER,2019,SAT,403302.18498,259395.94927,46.5554020842077,-112.066605082293,1.78
C000454,A,001+0.788,NOT IN CITY LIMITS,LEWIS AND CLARK,SEPTEMBER,2019,THU,403303.81782,259375.15358,46.5554020842077,-112.066605082293,1.788
C000226,A,003+0.704,NOT IN CITY LIMITS,CASCADE,JULY,2019,TUE,466962.74418,351116.82722,,,3.7039999999999997
C000226,A,008+0.979,NOT IN CITY LIMITS,CASCADE,OCTOBER,2019,WED,466836.23648,343682.86695,,,8.979
C000226,A,012+0.824,NOT IN CITY LIMITS,CASCADE,JULY,2019,THU,468836.71178,338658.10430,,,12.824
C000227,A,000+0.300,NOT IN CITY LIMITS,CASCADE,MAY,2019,TUE,475267.54324,359696.20050,47.4756649216896,-111.155848248061,0.3
C000227,A,004+0.987,NOT IN CITY LIMITS,CASCADE,OCTOBER,2019,WED,474919.06799,352759.01075,,,4.987
C000212,A,000+0.015,NOT IN CITY LIMITS,SANDERS,OCTOBER,2019,WED,237611.92656,351237.79097,47.3109621462161,-114.298800216583,0.015
C000212,A,000+0.150,NOT IN CITY LIMITS,SANDERS,NOVEMBER,2019,THU,237777.62682,351363.13232,,,0.15
