CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C003640,A,000+0.642,NOT IN CITY LIMITS,CASCADE,APRIL,2020,FRI,466977.24304,366350.81967,,,0.642
C003640,A,000+0.251,NOT IN CITY LIMITS,CASCADE,APRIL,2021,MON,466456.12760,366015.76530,47.5303343274136,-111.274644458626,0.251
C003640,A,000+0.529,NOT IN CITY LIMITS,CASCADE,JUNE,2023,SAT,466855.96206,366216.26361,47.532219634220603,-111.269393107346,0.529
C003640,A,002+0.690,NOT IN CITY LIMITS,CASCADE,MAY,2023,THU,467541.40971,369510.18108,47.561994325076498,-111.261271206804,2.69
