CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C000059,A,005+0.985,NOT IN CITY LIMITS,PARK,JULY,2019,THU,521932.78335,170154.75077,,,5.985
C000006,A,039+0.361,NOT IN CITY LIMITS,SANDERS,AUGUST,2019,SAT,153200.05099,403244.16958,,,39.361
C000006,A,039+0.274,NOT IN CITY LIMITS,SANDERS,MARCH,2019,FRI,153139.92094,403371.33920,,,39.274
C000006,A,039+0.120,NOT IN CITY LIMITS,SANDERS,JANUARY,2019,THU,153014.23526,403584.76556,,,39.12
C000006,A,038+0.919,NOT IN CITY LIMITS,SANDERS,JUNE,2019,FRI,152859.79435,403869.02694,,,38.919
C000006,A,038+0.908,NOT IN CITY LIMITS,SANDERS,AUGUST,2019,SAT,152845.78824,403880.08227,,,38.908
C000006,A,038+0.271,NOT IN CITY LIMITS,SANDERS,OCTOBER,2019,MON,152333.43833,404769.42978,,,38.271
C000006,A,037+0.999,NOT IN CITY LIMITS,SANDERS,DECEMBER,2019,MON,152111.62021,405144.86747,,,37.999
C000006,A,037+0.724,NOT IN CITY LIMITS,SANDERS,DECEMBER,2019,FRI,151895.52042,405529.54469,,,37.724
C000006,A,039+0.998,NOT IN CITY LIMITS,SANDERS,OCTOBER,2019,MON,153713.72746,402356.64238,,,39.998
C000006,A,037+0.188,NOT IN CITY LIMITS,SANDERS,MAY,2019,SAT,151457.41008,406272.78172,,,37.188
C000006,A,035+0.321,NOT IN CITY LIMITS,SANDERS,SEPTEMBER,2019,SUN,149965.08749,408879.47734,,,35.321
C000006,A,035+0.218,NOT IN CITY LIMITS,SANDERS,NOVEMBER,2019,SAT,149882.13872,409022.38918,,,35.218
C000006,A,035+0.116,NOT IN CITY LIMITS,SANDERS,JULY,2019,SUN,149796.94829,409163.57631,,,35.116
C000006,A,034+0.337,NOT IN CITY LIMITS,SANDERS,NOVEMBER,2019,WED,149170.43754,410248.93502,,,34.337
C000006,A,032+0.465,NOT IN CITY LIMITS,SANDERS,JUNE,2019,TUE,147459.43944,412749.88895,,,32.465
C000006,A,030+0.512,NOT IN CITY LIMITS,SANDERS,AUGUST,2019,FRI,145656.07567,415191.08013,,,30.512
C000006,A,028+0.433,NOT IN CITY LIMITS,SANDERS,JUNE,2019,FRI,143617.80940,417796.98518,,,28.433
C000006,A,023+0.993,NOT IN CITY LIMITS,SANDERS,APRIL,2019,SUN,139115.21552,423315.34944,,,23.993
C000006,A,035+0.533,NOT IN CITY LIMITS,SANDERS,SEPTEMBER,2019,SUN,150132.04882,408581.46699,,,35.533
C000006,A,017+0.015,NOT IN CITY LIMITS,SANDERS,NOVEMBER,2019,WED,134681.72943,432999.85203,,,17.015
C000006,A,041+1.001,NOT IN CITY LIMITS,SANDERS,AUGUST,2019,SAT,155186.99956,399503.01603,,,42.001
C000006,A,042+0.252,NOT IN CITY LIMITS,SANDERS,MAY,2019,SAT,155343.99988,399127.94882,,,42.252
C000006,A,053+0.787,NOT IN CITY LIMITS,SANDERS,OCTOBER,2019,TUE,165127.07154,386394.02171,,,53.787
C000006,A,053+0.666,NOT IN CITY LIMITS,SANDERS,JUNE,2019,WED,164935.51204,386428.58693,,,53.666
C000006,A,052+0.410,THOMPSON FLLS,SANDERS,NOVEMBER,2019,FRI,163132.13500,387076.88900,,,52.41
C000006,A,052+0.227,NOT IN CITY LIMITS,SANDERS,NOVEMBER,2019,TUE,162899.57800,387259.20368,,,52.227
C000006,A,051+0.816,NOT IN CITY LIMITS,SANDERS,DECEMBER,2019,WED,162230.20967,387678.31754,,,51.816
C000006,A,051+0.256,THOMPSON FLLS,SANDERS,NOVEMBER,2019,TUE,161344.30200,387838.00400,,,51.256
C000006,A,050+0.777,THOMPSON FLLS,SANDERS,OCTOBER,2019,MON,160668.52681,388129.95701,,,50.777
C000006,A,050+0.707,THOMPSON FLLS,SANDERS,OCTOBER,2019,FRI,160566.20100,388173.58900,,,50.707
C000006,A,042+0.219,NOT IN CITY LIMITS,SANDERS,MAY,2019,TUE,155326.86936,399178.20801,,,42.219
C000006,A,050+0.657,THOMPSON FLLS,SANDERS,JUNE,2019,FRI,160497.44100,388215.41000,47.5958669782512,-115.352587896028,50.657
C000006,A,049+0.356,NOT IN CITY LIMITS,SANDERS,OCTOBER,2019,WED,158877.33478,389304.50269,,,49.356
C000006,A,047+0.720,NOT IN CITY LIMITS,SANDERS,FEBRUARY,2019,FRI,157148.48781,391093.01816,,,47.72
C000006,A,044+0.956,NOT IN CITY LIMITS,SANDERS,JANUARY,2019,WED,156930.85435,395384.39311,,,44.956
C000006,A,043+0.890,NOT IN CITY LIMITS,SANDERS,MARCH,2019,THU,156663.98853,397081.10030,47.6727767633698,-115.412268565684,43.89
C000006,A,043+0.464,NOT IN CITY LIMITS,SANDERS,MAY,2019,WED,156572.91285,397760.37096,,,43.464
C000006,A,042+0.996,NOT IN CITY LIMITS,SANDERS,OCTOBER,2019,SUN,156011.16367,398226.31825,,,42.996
C000006,A,042+0.774,NOT IN CITY LIMITS,SANDERS,AUGUST,2019,MON,155688.83305,398364.00256,,,42.774
C000006,A,042+0.550,NOT IN CITY LIMITS,SANDERS,AUGUST,2019,MON,155527.18836,398684.90125,,,42.55
C000006,A,049+0.497,NOT IN CITY LIMITS,SANDERS,JULY,2019,THU,159099.58585,389289.47932,,,49.497
C000006,A,014+0.804,NOT IN CITY LIMITS,SANDERS,JUNE,2019,WED,132530.62579,435744.54258,,,14.804
C000006,A,014+0.555,,SANDERS,SEPTEMBER,2019,FRI,132201.31100,435973.02800,,,14.555
C000006,A,014+0.045,NOT IN CITY LIMITS,SANDERS,JULY,2019,THU,131469.61929,436343.79721,,,14.045
C000031,A,014+0.351,NOT IN CITY LIMITS,VALLEY,AUGUST,2019,FRI,817432.94056,461871.40946,,,14.350999999999999
C000031,A,013+0.458,NOT IN CITY LIMITS,VALLEY,AUGUST,2019,SAT,817500.21680,460476.86769,,,13.458
C000031,A,011+0.856,NOT IN CITY LIMITS,VALLEY,AUGUST,2019,MON,817598.86124,457880.64929,,,11.856
C000031,A,009+0.401,NOT IN CITY LIMITS,VALLEY,JULY,2019,TUE,817736.51845,453934.80526,,,9.401
C000031,A,007+0.364,NOT IN CITY LIMITS,VALLEY,NOVEMBER,2019,FRI,817888.77121,450666.41084,,,7.364
