CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C325902,A,000+0.041,NOT IN CITY LIMITS,GALLATIN,SEPTEMBER,2022,WED,470695.78650,169325.78934,45.761259034296899,-111.16284069483,0.041
C325902,A,000+0.354,NOT IN CITY LIMITS,GALLATIN,APRIL,2022,THU,470230.89087,169504.38255,45.762777107679497,-111.16886633279501,0.354
