CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C006903,A,000+0.000,LAUREL,YELLOWSTONE,DECEMBER,2022,SAT,656749.86000,157842.17000,45.6678780664144,-108.77148982894,0.0
C006903,A,000+0.504,LAUREL,YELLOWSTONE,FEBRUARY,2022,SUN,657553.48280,157891.26070,45.668254730591,-108.761165344073,0.504
C006903,A,001+0.710,NOT IN CITY LIMITS,YELLOWSTONE,NOVEMBER,2022,SAT,659177.66267,158478.92052,45.673403758822701,-108.74024328159101,1.71
C006903,A,003+0.239,NOT IN CITY LIMITS,YELLOWSTONE,SEPTEMBER,2022,SAT,661416.42897,159468.57724,45.682111378012202,-108.71137470079699,3.239
