CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C000108,A,000+0.009,HELENA,LEWIS AND CLARK,OCTOBER,2022,SUN,408459.19046,263229.33142,46.591299999999997,-112.0013,0.009
C000108,A,000+0.014,HELENA,LEWIS AND CLARK,JULY,2022,MON,408451.53541,263229.57597,46.5912152429387,-112.001127281585,0.014
C000108,A,000+0.203,HELENA,LEWIS AND CLARK,MARCH,2022,FRI,408145.73750,263227.02450,46.5911890875899,-112.005389578243,0.203
C000108,A,000+0.203,HELENA,LEWIS AND CLARK,MAY,2022,FRI,408145.73750,263227.02450,46.5911890875899,-112.005389578243,0.203
C000108,A,000+0.289,HELENA,LEWIS AND CLARK,OCTOBER,2022,THU,408007.44100,263230.42400,46.5911774837024,-112.007244999083,0.289
C000108,A,000+0.291,HELENA,LEWIS AND CLARK,FEBRUARY,2022,FRI,408003.66290,263230.28240,46.5911774837024,-112.007244999083,0.291
C000108,A,000+0.294,HELENA,LEWIS AND CLARK,OCTOBER,2022,THU,407999.46150,263230.69664,46.591180000000001,-112.0073,0.294
C000108,A,000+0.382,HELENA,LEWIS AND CLARK,FEBRUARY,2022,TUE,407858.31300,263233.27210,46.5911624924299,-112.009143049255,0.382
C000108,A,000+0.382,HELENA,LEWIS AND CLARK,MARCH,2022,SAT,407858.31300,263233.27210,46.5911624924299,-112.009143049255,0.382
C000108,A,000+0.382,HELENA,LEWIS AND CLARK,MARCH,2022,FRI,407858.31300,263233.27210,46.5911624924299,-112.009143049255,0.382
C000108,A,000+0.650,HELENA,LEWIS AND CLARK,JANUARY,2022,TUE,407426.02980,263241.39870,46.5911108372168,-112.014787688077,0.65
C000108,A,000+0.651,HELENA,LEWIS AND CLARK,DECEMBER,2022,WED,407424.58000,263241.53000,46.591079999999998,-112.01479999999999,0.651
C000108,A,000+0.740,HELENA,LEWIS AND CLARK,JANUARY,2022,MON,407282.50370,263244.14030,46.5910940153051,-112.016661829461,0.74
C000108,A,000+0.740,HELENA,LEWIS AND CLARK,JANUARY,2022,FRI,407282.50370,263244.14030,46.5910940153051,-112.016661829461,0.74
C000108,A,000+0.770,HELENA,LEWIS AND CLARK,JUNE,2022,WED,407233.70864,263247.48564,46.59111,-112.01730000000001,0.77
C000108,A,000+0.814,HELENA,LEWIS AND CLARK,OCTOBER,2022,THU,407163.21000,263246.36900,46.5910761402339,-112.018494183382,0.814
C000108,A,000+0.827,HELENA,LEWIS AND CLARK,APRIL,2022,FRI,407142.17270,263246.66550,46.5910761402339,-112.018494183382,0.827
C000108,A,000+0.913,HELENA,LEWIS AND CLARK,DECEMBER,2022,MON,407003.91509,263250.43164,46.591070000000002,-112.02030000000001,0.913
