CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C228367,A,000+0.274,NOT IN CITY LIMITS,SILVER BOW,DECEMBER,2022,FRI,359268.16555,200056.78102,46.007186183566198,-112.610323183942,0.274
