YEAR,DEPT_ID,DEPT_RBD,DEPT_MP,DEPT_ENDMP,DEPT_MIOFF,DEPT_KMOFF,SEC_LNT_MI,CORR_ID,CORR_RBD,CORRIDOR,CORR_MP,CORR_ENDMP,CORR_MIOFF,CORR_ENDMI,CORR_KMOFF,TYC_CNTY,MAPSHEET,STATION,SITE_ID,TYC_CCS,TYC_REMARK,TYC_ACTEST,TYC_AADT,TYC_MC_NUM,TYC_RV_NUM,BUS_NUM,COMM_NUM,LG_TRK_NUM,TYC_MC,TYC_RV,TYC_BUS,TYC_COMM,TYC_LG_TRK,FACTOR_GRP,TYC_VC_GRP,FUT_FACT,TYC_DHV,FLEXESAL_P,FLEXESAL_N,RESAL_P,RESAL_N,ONE_WAY,NUM_LANES,TYC_BEG_TI,TYC_END_TI
2019,U-1212,E,000+0.782,001+0.047,0.782,1.2585,0.265,C001212,E,C001212E,000+0.782,001+0.047,0.782,1.047,1.2585,16,3B,84,16-3B-084,,TYC,E,12601,15,6,44,158,47,1,0,3,13,4,URBAN MINOR ARTERIAL,8035,22,102,83,83,112,112,,2,7079357,1640056
2019,U-7409,E,000+0.426,000+0.954,0.426,0.6856,0.528,C007409,E,C007409E,000+0.426,000+0.954,0.426,0.954,0.6856,34,2A,43,34-2A-043,,TYC,A,625,6,4,0,20,14,10,6,0,32,22,URBAN COLLECTOR,9088,10,120,8,8,11,11,,2,3440026,7071214
2019,U-1005,N,000+0.508,001+0.009,0.508,0.8175,0.501,C001005,N,C001005N,000+0.508,001+0.009,0.508,1.009,0.8175,56,4A,144,56-4A-144,,TYC,E,27176,24,17,48,462,56,1,1,2,17,2,URBAN PRINCIPAL ARTERIAL,7055,10,97,160,160,220,220,,4,7145909,5640020
2019,L-32-4582,N,000+0.760,001+0.149,0.76,1.2231,0.389,C006394,E,C006394E,000+0.760,001+0.149,0.76,1.149,1.2231,32,3A,154,32-3A-154,,TYC,E,2209,0,0,0,0,0,0,0,0,0,0,URBAN COLLECTOR,0,10,114,0,0,0,0,,2,7041609,7026391
2019,S-206,N,005+0.358,009+0.719,5.335,8.5859,4.406,C000206,N,C000206N,005+0.358,009+0.719,5.335,9.741,8.5859,15,4A,1,15-4A-001,,TYC,E,4499,42,61,18,400,137,9,14,4,89,30,RURAL MINOR ARTERIAL,4107,20,117,166,166,237,237,,2,7043431,1520020
2019,S-306,N,000+0.811,001+0.437,0.811,1.3052,0.625,C000306,N,C000306N,000+0.811,001+0.437,0.811,1.436,1.3052,48,2,7,48-2-007,,TYC,E,1182,6,0,2,89,53,5,0,2,75,45,RURAL MAJOR COLLECTOR,5154,10,139,39,39,59,59,,2,7092122,7061577
2019,S-464,N,010+0.321,018+0.780,10.319,16.6068,8.447,C000464,N,C000464N,010+0.321,018+0.780,10.319,18.766,16.6068,18,2,5,18-2-005,,TYC,E,938,2,0,6,47,23,2,0,6,50,25,RURAL MAJOR COLLECTOR,5296,19,129,18,18,26,26,,2,7046561,7046552
2019,I-15,N,247+0.390,254+0.957,246.807,397.1974,7.235,C000015,N,C000015N,247+0.390,254+0.957,246.807,254.042,397.1974,7,3,5,07-3-005,,TYC,A,4352,35,108,36,916,686,8,25,8,210,158,RURAL INTERSTATE,1012,21,123,444,444,660,660,,4,710003,710005
2019,U-5226,N,000+0.000,000+0.689,0.0,0.0,0.689,C005226,N,C005226N,000+0.000,000+0.689,0.0,0.689,0.0,7,2A,278,07-2A-278,,TYC,A,3599,22,12,4,136,110,6,3,1,38,31,URBAN MINOR ARTERIAL,9024,10,106,58,58,83,83,,2,740125,7074979
2019,N-1,E,081+0.332,100+0.606,81.374,130.9588,19.33,C000001,E,C000001E,081+0.332,100+0.606,81.374,100.704,130.9588,15,6,2,15-6-002,,TYC,A,2167,27,55,15,200,104,12,25,7,92,48,RURAL PRINCIPAL ARTERIAL,3002,13,115,71,71,103,103,,2,1520001,1520002
2019,L-7-1043,N,000+0.000,000+0.967,0.0,0.0,0.967,C003950,N,C003950N,000+0.000,000+0.967,0.0,0.967,0.0,7,2A,145,07-2A-145,,TYC,E,546,0,0,0,0,0,0,0,0,0,0,URBAN COLLECTOR,0,10,114,0,0,0,0,,2,7023954,7023846
2019,N-4,N,056+0.371,057+0.506,57.322,92.2508,1.135,C000004,N,C000004N,056+0.371,057+0.506,57.322,58.457,92.2508,56,4B,38,56-4B-038,,TYC,A,5515,29,17,25,242,61,5,3,5,44,11,URBAN PRINCIPAL ARTERIAL,7105,10,115,104,104,147,147,,2,5620007,7033597
2019,P-31,N,050+0.601,050+0.923,50.6,81.4328,0.322,C000031,N,C000031N,050+0.601,050+0.923,50.6,50.922,81.4328,53,2,13,53-2-013,,TYC,A,294,1,3,0,8,7,3,10,0,27,24,RURAL MINOR ARTERIAL,4048,10,189,4,4,6,6,,2,7145812,7063422
2019,U-1027,E,001+0.578,002+0.111,1.578,2.5395,0.533,C001027,E,C001027E,001+0.578,002+0.111,1.578,2.111,2.5395,56,4A,274,56-4A-274,,TYC,E,6370,0,0,24,62,28,0,0,4,10,4,URBAN MINOR ARTERIAL,8022,35,114,34,34,46,46,,2,7021314,5640132
2019,U-6725,N,001+0.279,001+0.418,0.24,0.3862,0.139,C006725,N,C006725N,001+0.279,001+0.418,1.279,1.418,2.0584,15,7C,64,15-7C-064,,TYC,A,1181,3,2,2,10,2,3,2,2,8,2,URBAN COLLECTOR,9065,10,136,3,3,4,4,,2,1520009,1540069
2019,S-233,N,004+0.482,009+0.518,4.576,7.3644,5.02,C000233,N,C000233N,004+0.482,009+0.518,4.576,9.596,7.3644,21,2,4,21-2-004,,TYC,E,181,1,1,0,22,15,6,6,0,122,83,RURAL MAJOR COLLECTOR,5055,10,141,11,11,17,17,,2,7047775,7047815
2019,S-531,N,002+0.569,005+0.056,2.568,4.1328,2.486,C000531,N,C000531N,002+0.569,005+0.056,2.568,5.054,4.1328,41,2A,11,41-2A-011,,TYC,A,1930,4,0,1,1,1,2,0,1,1,1,RURAL MAJOR COLLECTOR,5344,10,141,3,3,3,3,,2,7084400,7056952
2019,I-94,E,093+0.612,095+0.229,93.038,149.7301,1.628,C000094,E,C000094E,093+0.612,095+0.229,93.038,94.666,149.7301,44,5,10,44-5-010,,TYC,E,4725,13,125,38,1122,1054,3,26,8,237,223,RURAL INTERSTATE,1045,27,114,659,659,990,990,,4,4410003,4410005
2019,S-382,N,000+0.000,007+0.373,0.0,0.0,7.37,C000382,N,C000382N,000+0.000,007+0.373,0.0,7.37,0.0,45,6,8,45-6-008,,TYC,A,359,2,15,2,32,27,6,42,6,89,75,RURAL MAJOR COLLECTOR,5230,10,115,17,17,25,25,,2,4520012,7060241
2019,N-63,N,018+0.111,019+0.242,17.766,28.5916,1.075,C000063,N,C000063N,018+0.111,019+0.242,17.766,18.841,28.5916,54,1,6,54-1-006,,TYC,E,2287,27,76,17,422,354,12,33,7,185,155,RURAL PRINCIPAL ARTERIAL,3096,12,107,202,202,303,303,,2,5420012,7048787
2019,N-101,N,001+0.377,001+0.825,0.936,1.5063,0.448,C005203,N,C005203N,001+0.377,001+0.825,1.377,1.825,2.2161,7,2A,46,07-2A-046,,TYC,A,16438,0,37,105,813,317,0,2,6,49,19,URBAN PRINCIPAL ARTERIAL,7096,10,96,322,322,461,461,,4,740156,740007
2019,N-1,E,379+0.221,379+0.819,379.169,610.2134,0.598,C000001,E,C000001E,379+0.221,379+0.819,379.169,379.767,610.2134,21,4A,3,21-4A-003,,TYC,E,6240,49,37,22,501,260,8,6,4,80,42,URBAN PRINCIPAL ARTERIAL,7006,10,98,224,224,327,327,,4,2120006,7047274
2019,L-50-669,N,000+0.000,000+0.441,0.0,0.0,0.441,C002866,N,C002866N,000+0.000,000+0.441,0.0,0.441,0.0,50,4,24,50-4-024,,TYC,E,105,0,0,0,0,0,0,0,0,0,0,URBAN COLLECTOR,0,10,114,0,0,0,0,,2,7022874,7022872
2019,P-60,N,030+0.570,036+0.466,30.544,49.1558,5.888,C000060,N,C000060N,030+0.570,036+0.466,30.544,36.432,49.1558,7,4,5,07-4-005,,TYC,E,460,17,13,0,79,45,37,28,0,172,98,RURAL MINOR ARTERIAL,4082,10,171,25,25,37,37,,2,7039772,7035063
2019,U-8004,N,000+0.000,000+0.051,0.0,0.0,0.051,C008004,N,C008004N,000+0.000,000+0.051,0.0,0.051,0.0,9,2A,38,09-2A-038,,TYC,A,956,0,2,0,22,5,0,2,0,23,5,URBAN COLLECTOR,9097,10,118,8,8,11,11,,2,940015,920006
2019,S-424,N,003+0.840,005+0.693,1.708,2.7488,1.836,C000424,N,C000424N,003+0.840,005+0.693,3.847,5.683,6.1911,15,7A,5,15-7A-005,,TYC,A,2503,18,0,17,125,40,7,0,7,50,16,RURAL MAJOR COLLECTOR,5260,23,122,56,56,78,78,,2,7145886,1530012
2019,P-86,N,009+0.533,015+0.781,9.503,15.2936,6.268,C000086,N,C000086N,009+0.533,015+0.781,9.503,15.771,15.2936,16,2,1,16-2-001,,TYC,A,1298,22,10,6,213,62,17,8,5,164,48,RURAL MINOR ARTERIAL,4135,26,98,80,80,117,117,,2,7045124,1620043
2019,P-323,S,040+0.797,057+0.688,40.982,65.9541,16.859,C000323,S,C000323S,040+0.797,057+0.688,40.982,57.841,65.9541,6,6,4,06-6-004,,TYC,A,241,4,0,0,66,54,17,0,0,274,224,RURAL MINOR ARTERIAL,5175,35,156,35,35,52,52,,2,7039218,630006
2019,S-255,N,020+0.853,024+0.855,20.935,33.6916,4.001,C000255,N,C000255N,020+0.853,024+0.855,20.935,24.936,33.6916,21,1,5,21-1-005,,TYC,A,25,0,0,0,18,6,0,0,0,720,240,RURAL MAJOR COLLECTOR,5099,28,273,5,5,7,7,,2,7047576,2130008
2019,P-19,N,009+0.250,010+0.064,9.233,14.8591,0.813,C000019,N,C000019N,009+0.250,010+0.064,9.233,10.046,14.8591,12,1C,1,12-1C-001,,TYC,E,5651,14,18,20,91,16,2,3,4,16,3,URBAN MINOR ARTERIAL,7110,10,105,43,43,58,58,,4,1220013,7145795
2019,U-5707,E,000+0.286,000+0.428,0.286,0.4603,0.142,C005707,E,C005707E,000+0.286,000+0.428,0.286,0.428,0.4603,21,4A,59,21-4A-059,,TYC,E,3647,11,4,4,32,3,3,1,1,9,1,URBAN COLLECTOR,8069,10,96,13,13,17,17,,2,7145981,2140005
2019,P-9,N,000+0.000,008+0.229,0.0,0.0,8.517,C000009,N,C000009N,000+0.000,008+0.229,0.0,8.517,0.0,25,5,4,25-5-004,,TYC,A,522,9,18,0,48,36,17,34,0,92,69,RURAL MINOR ARTERIAL,4010,20,146,15,15,19,19,,2,2510010,7049948
2019,N-11,N,043+0.357,049+0.839,43.239,69.5864,6.441,C000011,N,C000011N,043+0.357,049+0.839,43.239,49.68,69.5864,34,2,2,34-2-002,,TYC,A,3902,13,36,6,213,56,3,9,2,55,14,RECREATIONAL,3087,10,149,26,26,26,26,,2,7054752,3420003
2019,U-8116,E,002+0.048,002+0.438,2.048,3.2959,0.39,C008116,E,C008116E,002+0.048,002+0.438,2.048,2.438,3.2959,32,3A,258,32-3A-258,A-068,TYC,A,4219,11,20,40,328,19,3,5,9,78,5,URBAN COLLECTOR,9052,15,117,39,39,41,41,,2,3240072,3240073
2019,P-6,E,027+0.971,037+0.126,27.959,44.9956,9.153,C000006,E,C000006E,027+0.971,037+0.126,27.959,37.112,44.9956,45,2,1,45-2-001,,TYC,A,1901,26,10,21,147,94,14,5,11,77,49,RURAL MINOR ARTERIAL,4006,26,114,69,69,98,98,,2,4520002,7059827
2019,N-118,N,000+0.000,000+0.254,0.0,0.0,0.254,C001207,N,C001207N,000+0.000,000+0.254,0.0,0.254,0.0,16,3B,56,16-3B-056,,TYC,E,16017,49,24,42,492,133,3,1,3,31,8,URBAN PRINCIPAL ARTERIAL,7068,10,102,209,209,297,297,,4,1620022,7145941
2019,L-10-743,N,000+0.000,000+0.512,0.0,0.0,0.512,C007265,N,C007265N,000+0.000,000+0.512,0.0,0.512,0.0,10,2,30,10-2-030,,TYC,E,312,0,0,0,0,0,0,0,0,0,0,URBAN COLLECTOR,0,10,114,0,0,0,0,,2,7035584,7041143
2019,U-607,N,000+0.229,000+0.529,0.229,0.3685,0.3,C000607,N,C000607N,000+0.229,000+0.529,0.229,0.529,0.3685,16,3,40,16-3-040,,TYC,E,1371,0,8,8,51,10,0,6,6,37,7,URBAN COLLECTOR,9131,10,187,15,15,19,19,,2,2540031,2540033
2019,L-32-4325,N,000+0.000,000+0.502,0.0,0.0,0.502,C006301,N,C006301N,000+0.000,000+0.502,0.0,0.502,0.0,32,3A,235,32-3A-235,,TYC,A,342,0,0,0,0,0,0,0,0,0,0,URBAN COLLECTOR,0,10,114,0,0,0,0,,2,7034622,7026298
2019,S-201,E,000+0.000,011+0.000,0.0,0.0,11.011,C000201,E,C000201E,000+0.000,011+0.000,0.0,11.011,0.0,28,2,3,28-2-003,,TYC,A,79,2,0,0,25,21,25,0,0,316,266,RURAL MAJOR COLLECTOR,5001,10,291,13,13,20,20,,2,2820003,7052022
2019,U-1807,S,004+0.733,005+0.532,4.733,7.617,0.799,C001807,S,C001807S,004+0.733,005+0.532,4.733,5.532,7.617,47,1C,52,47-1C-052,,TYC,A,2050,6,3,25,85,22,3,1,12,41,11,URBAN MINOR ARTERIAL,8039,10,114,40,40,55,55,,2,4740020,4740026
2019,L-44-447,S,049+0.134,051+0.292,2.976,4.7894,2.154,C000447,S,C000447S,049+0.134,051+0.292,48.908,51.062,78.7098,44,8,6,44-8-006,,TYC,E,443,0,0,1,21,9,0,0,2,47,20,RURAL MAJOR COLLECTOR,5281,10,186,7,7,10,10,,2,7059683,2130016
2019,N-14,E,169+0.269,169+0.476,47.033,75.6923,0.207,C000014,E,C000014E,169+0.269,169+0.476,169.448,169.655,272.7001,33,3,13,33-3-013,,TYC,E,5009,23,25,7,355,311,5,5,1,71,62,RURAL PRINCIPAL ARTERIAL,3045,10,112,170,170,250,250,,4,7145789,3320004
2019,U-5219,N,000+0.914,001+0.407,0.914,1.4709,0.493,C005219,N,C005219N,000+0.914,001+0.407,0.914,1.407,1.4709,7,2A,123,07-2A-123,,TYC,A,6666,27,0,62,136,30,4,0,9,20,5,URBAN MINOR ARTERIAL,8059,10,106,74,74,98,98,,2,740064,7075265
2019,P-2,E,083+0.462,084+0.699,76.68,123.4045,1.194,C000002,E,C000002E,083+0.462,084+0.699,83.037,84.231,133.6351,13,1,18,13-1-018,,TYC,A,1872,8,13,11,112,82,4,7,6,60,44,RURAL MINOR ARTERIAL,4002,10,125,58,58,89,89,,2,7145760,7069952
2019,L-7-2512,N,001+0.168,001+0.696,1.168,1.8797,0.528,C003591,N,C003591N,001+0.168,001+0.696,1.168,1.696,1.8797,7,2A,225,07-2A-225,,TYC,A,697,0,0,0,0,0,0,0,0,0,0,URBAN COLLECTOR,0,10,114,0,0,0,0,,2,7042584,7023522
2019,P-44,E,011+0.524,013+0.287,11.532,18.559,1.764,C000044,E,C000044E,011+0.524,013+0.287,11.532,13.296,18.559,37,1,3,37-1-003,,TYC,A,1153,9,14,6,78,52,8,12,5,68,45,RURAL MINOR ARTERIAL,4066,14,129,36,36,52,52,,2,7055797,7027794
2019,X-32007,N,094+0.443,094+0.554,0.0,0.0,0.111,C000007,N,C000007N,094+0.443,094+0.554,93.941,94.052,151.1834,32,3A,30,32-3A-030,,TYC,A,3767,12,15,31,40,5,3,4,8,11,1,URBAN COLLECTOR,7115,10,133,26,26,33,33,Y,2,3220017,7056543
2019,N-113,E,000+0.000,001+0.463,0.0,0.0,1.463,C001020,E,C001020E,000+0.000,001+0.463,0.0,1.463,0.0,56,4A,227,56-4A-227,,TYC,E,20835,114,26,55,366,63,5,1,3,18,3,URBAN PRINCIPAL ARTERIAL,7062,10,112,134,134,185,185,,4,5610005,5640092
2019,U-6718,E,000+0.489,000+0.563,0.489,0.787,0.074,C006718,E,C006718E,000+0.489,000+0.563,0.489,0.563,0.787,15,7C,87,15-7C-087,,TYC,E,2491,9,2,12,51,10,4,1,5,20,4,URBAN MINOR ARTERIAL,8093,10,113,15,15,17,17,,2,1520030,1540063
2019,S-223,N,012+0.682,019+0.539,12.652,20.3614,6.838,C000223,N,C000223N,012+0.682,019+0.539,12.652,19.49,20.3614,8,1,2,08-1-002,,TYC,E,398,4,32,5,113,78,10,80,13,284,196,RURAL MINOR ARTERIAL,4108,10,127,56,56,83,83,,2,7040923,830002
2019,S-518,N,000+0.455,002+0.636,0.455,0.7323,2.169,C000518,N,C000518N,000+0.455,002+0.636,0.455,2.624,0.7323,22,2,3,22-2-003,,TYC,A,1464,24,15,16,74,31,16,10,11,51,21,RURAL MAJOR COLLECTOR,5338,10,149,35,35,50,50,,2,7048425,5640010
2019,I-90,E,544+0.017,554+0.438,541.924,872.1421,10.44,C000090,E,C000090E,544+0.017,554+0.438,541.924,552.364,872.1421,2,7,20,02-7-020,,TYC,E,4324,50,271,32,903,837,12,63,7,209,194,RURAL INTERSTATE,1040,10,148,510,510,762,762,,4,210010,210012
2019,S-359,S,000+0.000,001+0.163,0.0,0.0,1.327,C000359,S,C000359S,000+0.000,001+0.163,0.0,1.327,0.0,22,4,5,22-4-005,,TYC,A,812,8,45,3,144,106,10,55,4,177,131,RURAL MAJOR COLLECTOR,5214,10,148,64,64,96,96,,2,2220015,120031
2019,N-60,N,091+0.209,091+0.696,20.663,33.2539,0.487,C000060,N,C000060N,091+0.209,091+0.696,92.022,92.509,148.0951,7,2A,16,07-2A-016,,TYC,A,26113,15,35,8,617,437,1,1,0,24,17,URBAN PRINCIPAL ARTERIAL,7044,10,98,293,293,431,431,,4,720036,7145828
2019,S-280,E,004+0.617,008+0.487,4.51,7.2581,3.884,C000280,E,C000280E,004+0.617,008+0.487,5.388,9.272,8.6711,25,7A,5,25-7A-005,,TYC,E,1511,4,3,2,93,79,3,2,1,62,52,RURAL MAJOR COLLECTOR,5127,27,136,44,44,77,77,,2,2530009,7050138
2019,N-53,N,000+0.000,000+0.287,0.0,0.0,0.287,C000053,N,C000053N,000+0.000,000+0.287,0.0,0.287,0.0,56,4A,22,56-4A-022,,TYC,A,12392,62,30,125,238,34,5,2,10,19,3,URBAN PRINCIPAL ARTERIAL,7041,10,101,133,133,175,175,,4,5610008,5620021
2019,L-15-3114,N,000+0.000,000+0.256,0.0,0.0,0.256,C002432,N,C002432N,000+0.000,000+0.256,0.0,0.256,0.0,15,4A,75,15-4A-075,,TYC,A,770,0,0,0,0,0,0,0,0,0,0,URBAN COLLECTOR,0,10,114,0,0,0,0,,2,7030776,7047552
2019,N-57,E,304+0.696,312+0.517,303.074,487.7503,7.846,C000057,E,C000057E,304+0.696,312+0.517,303.074,310.92,487.7503,11,2,3,11-2-003,,TYC,A,829,8,29,7,137,93,10,35,8,165,112,RURAL PRINCIPAL ARTERIAL,3074,10,129,50,50,74,74,,2,1120010,7042019
2019,U-8001,E,000+0.893,001+0.051,0.893,1.4371,0.158,C008001,E,C008001E,000+0.893,001+0.051,0.893,1.051,1.4371,9,2A,31,09-2A-031,,TYC,A,2897,6,2,7,49,7,2,1,2,17,2,URBAN MINOR ARTERIAL,8119,10,116,22,22,29,29,,2,920008,940004
2019,P-28,N,068+0.910,069+0.467,67.092,107.9741,0.511,C000028,N,C000028N,068+0.910,069+0.467,67.092,67.603,107.9741,5,3,18,05-3-018,,TYC,A,3292,28,39,12,132,47,9,12,4,40,14,RECREATIONAL,4126,10,157,19,19,20,20,,2,7091222,7145804
2019,U-1017,N,000+0.373,000+0.578,0.26,0.4184,0.205,C001017,N,C001017N,000+0.373,000+0.578,0.373,0.578,0.6003,56,4A,187,56-4A-187,,TYC,E,8904,10,6,42,371,107,1,1,5,42,12,URBAN PRINCIPAL ARTERIAL,7060,10,102,135,135,191,191,,4,5640079,5640018
2019,S-405,N,022+0.284,027+0.295,22.054,35.4925,5.007,C000405,N,C000405N,022+0.284,027+0.295,22.054,27.061,35.4925,43,5,13,43-5-013,,TYC,E,137,1,0,1,21,15,7,0,7,153,109,RURAL MAJOR COLLECTOR,5176,10,184,10,10,14,14,,2,7059336,7059326
2019,P-81,E,019+0.471,027+0.888,19.499,31.3806,8.421,C000081,E,C000081E,019+0.471,027+0.888,19.499,27.92,31.3806,14,3,7,14-3-007,,TYC,E,299,10,5,2,34,24,33,17,7,114,80,RURAL MINOR ARTERIAL,4094,10,125,15,15,23,23,,2,7042752,7043120
2019,S-310,N,037+0.641,039+0.942,38.304,61.6443,2.294,C000310,N,C000310N,037+0.641,039+0.942,38.304,40.598,61.6443,33,2,3,33-2-003,,TYC,E,63,0,0,2,10,2,0,0,32,159,32,RURAL MAJOR COLLECTOR,5161,10,188,3,3,4,4,,2,7054413,7054431
2019,S-251,N,000+0.000,006+0.454,0.0,0.0,6.455,C000251,N,C000251N,000+0.000,006+0.454,0.0,6.455,0.0,43,4,7,43-4-007,,TYC,A,265,1,0,2,35,23,4,0,8,132,87,RURAL MAJOR COLLECTOR,5090,10,164,16,16,25,25,,2,4320008,7059025
2019,P-19,N,006+0.903,007+0.199,6.863,11.0449,0.293,C000019,N,C000019N,006+0.903,007+0.199,6.863,7.156,11.0449,12,1C,13,12-1C-013,,TYC,E,7570,24,153,25,372,216,3,20,3,49,29,URBAN MINOR ARTERIAL,7089,10,102,174,174,253,253,,4,7028443,1220012
2019,L-14-824,N,000+0.000,000+0.063,0.0,0.0,0.063,C005432,N,C005432N,000+0.000,000+0.063,0.0,0.063,0.0,14,6A,71,14-6A-071,,TYC,E,501,0,0,0,0,0,0,0,0,0,0,URBAN COLLECTOR,0,10,114,0,0,0,0,,2,1440037,7043667
2019,N-8,E,046+0.406,048+0.208,46.304,74.5191,1.835,C000008,E,C000008E,046+0.406,048+0.208,46.304,48.139,74.5191,25,7B,1,25-7B-001,,TYC,A,20949,55,155,116,808,432,3,7,6,39,21,URBAN PRINCIPAL ARTERIAL,7023,10,101,398,398,567,567,,4,7145302,7050028
2019,N-23,S,079+0.346,079+0.905,78.988,127.1189,0.559,C000023,S,C000023S,079+0.346,079+0.905,78.988,79.547,127.1189,38,2,13,38-2-013,,TYC,A,4006,40,37,20,654,526,10,9,5,163,131,RURAL PRINCIPAL ARTERIAL,3052,32,111,289,289,426,426,,2,7030172,7030177
2019,N-1,E,254+0.750,255+0.154,255.029,410.4294,0.344,C000001,E,C000001E,254+0.750,255+0.154,255.029,255.373,410.4294,18,5,9,18-5-009,,TYC,A,3218,9,30,17,179,140,3,9,5,56,44,RURAL PRINCIPAL ARTERIAL,3006,10,126,86,86,126,126,,2,7030962,1820010
2019,L-25-2443,N,001+0.354,001+0.533,1.354,2.1791,0.179,C004335,N,C004335N,001+0.354,001+0.533,1.354,1.533,2.1791,25,7C,122,25-7C-122,,TYC,A,619,14,0,6,71,13,23,0,10,115,21,URBAN COLLECTOR,9179,10,102,17,17,23,23,,2,7145987,7024357
2019,U-8114,W,000+0.504,000+0.999,0.504,0.8111,0.495,C008114,W,C008114W,000+0.504,000+0.999,0.504,0.999,0.8111,32,3A,161,32-3A-161,,TYC,A,3345,9,0,14,120,22,3,0,4,36,7,URBAN MINOR ARTERIAL,8128,10,168,18,18,19,19,Y,2,7146026,3240014
2019,N-5,N,093+0.345,097+0.783,92.809,149.3616,4.45,C000005,N,C000005N,093+0.345,097+0.783,92.809,97.259,149.3616,15,7,2,15-7-002,,TYC,A,5833,25,212,37,404,231,4,36,6,69,40,RURAL PRINCIPAL ARTERIAL,3093,32,144,146,146,211,211,,2,7049913,7044339
2019,P-25,N,049+0.712,052+0.294,49.519,79.6931,2.542,C000025,N,C000025N,049+0.712,052+0.294,49.519,52.061,79.6931,43,3,26,43-3-026,,TYC,A,1606,22,16,5,94,52,14,10,3,59,32,RURAL MINOR ARTERIAL,4036,10,116,40,40,58,58,,2,7058896,7028184
2019,U-1036,N,002+0.855,003+0.385,2.855,4.5947,0.53,C001036,N,C001036N,002+0.855,003+0.385,2.855,3.385,4.5947,56,4A,337,56-4A-337,,TYC,A,10975,0,10,9,26,12,0,1,1,2,1,URBAN COLLECTOR,9139,35,119,15,15,18,18,,2,1102,5620013
2019,U-7105,N,000+0.161,000+0.413,0.161,0.2591,0.252,C007105,N,C007105N,000+0.161,000+0.413,0.161,0.413,0.2591,14,6A,36,14-6A-036,,TYC,E,1758,0,2,5,16,2,0,1,3,9,1,URBAN MINOR ARTERIAL,8106,10,111,9,9,11,11,,2,1440006,7146010
2019,S-565,N,000+0.000,003+0.159,0.0,0.0,3.137,C000565,N,C000565N,000+0.000,003+0.159,0.0,3.137,0.0,7,1,15,07-1-015,,TYC,A,484,4,0,1,47,28,8,0,2,97,58,RURAL MAJOR COLLECTOR,5370,10,128,18,18,27,27,,2,720024,7062488
2019,L-32-4310,N,000+0.298,000+0.522,0.298,0.4796,0.224,C006004,N,C006004N,000+0.298,000+0.522,0.298,0.522,0.4796,32,3A,259,32-3A-259,,TYC,A,4637,0,0,0,0,0,0,0,0,0,0,URBAN COLLECTOR,0,10,114,0,0,0,0,,2,7099693,7026001
2019,I-115,E,000+0.000,001+0.379,0.0,0.0,1.194,C000115,E,C000115E,000+0.000,001+0.379,0.0,1.194,0.0,47,1C,7,47-1C-007,,TYC,E,4108,22,28,24,163,70,5,7,6,40,17,URBAN INTERSTATE,2018,10,104,84,84,122,122,,4,4710008,4875
2019,L-5-3846,N,000+0.000,000+0.435,0.0,0.0,0.435,C001793,N,C001793N,000+0.000,000+0.435,0.0,0.435,0.0,5,3,28,05-3-028,,TYC,E,199,0,0,0,0,0,0,0,0,0,0,URBAN COLLECTOR,0,10,114,0,0,0,0,,2,7030142,7021802
2019,L-55-629,S,005+0.699,012+0.715,5.693,9.162,7.008,C000413,S,C000413S,005+0.699,012+0.715,5.693,12.701,9.162,55,2,7,55-2-007,,TYC,E,25,0,0,0,5,3,0,0,0,200,120,RURAL MAJOR COLLECTOR,5250,10,328,2,2,3,3,,2,7064480,7064536
2019,U-5814,E,000+0.174,000+0.439,0.174,0.28,0.265,C005814,E,C005814E,000+0.174,000+0.439,0.174,0.439,0.28,25,7C,66,25-7C-066,,TYC,A,1949,8,5,22,16,0,4,3,11,8,0,URBAN MINOR ARTERIAL,8082,10,132,13,13,16,16,,2,2540050,7145992
2019,N-8,E,042+0.183,042+0.619,42.048,67.6697,0.436,C000008,E,C000008E,042+0.183,042+0.619,42.048,42.484,67.6697,25,7C,9,25-7C-009,,TYC,E,17561,46,46,34,515,277,3,3,2,29,16,URBAN PRINCIPAL ARTERIAL,7088,10,102,245,245,351,351,,4,2520004,7145776
2019,S-441,N,004+0.380,007+0.821,4.233,6.8124,3.646,C000441,N,C000441N,004+0.380,007+0.821,4.233,7.879,6.8124,12,1B,2,12-1B-002,,TYC,E,754,5,0,3,19,6,7,0,4,25,8,RURAL MAJOR COLLECTOR,5277,10,136,6,6,9,9,,2,7066418,1220001
2019,P-13,N,096+0.495,097+0.329,96.901,155.947,0.796,C000013,N,C000013N,096+0.495,097+0.329,96.901,97.697,155.947,16,1,13,16-1-013,,TYC,A,3176,13,77,0,111,90,4,24,0,35,28,RURAL MINOR ARTERIAL,4015,10,127,54,54,76,76,,2,7036019,1610001
2019,U-5209,N,001+0.178,001+0.368,1.178,1.8958,0.19,C005209,N,C005209N,001+0.178,001+0.368,1.178,1.368,1.8958,7,2A,254,07-2A-254,,TYC,E,820,0,5,8,50,12,0,6,10,61,15,URBAN COLLECTOR,9020,10,113,14,14,18,18,Y,2,7145966,740038
2019,N-2,E,000+0.000,001+0.794,0.0,0.0,1.794,C000002,E,C000002E,000+0.000,001+0.794,0.0,1.794,0.0,9,2A,4,09-2A-004,,TYC,E,1202,40,19,7,113,46,33,16,6,94,38,URBAN PRINCIPAL ARTERIAL,7008,10,111,49,49,70,70,,2,910003,7145757
