YEAR,DEPT_ID,DEPT_RBD,DEPT_MP,DEPT_ENDMP,DEPT_MIOFF,DEPT_KMOFF,SEC_LNT_MI,CORR_ID,CORR_RBD,CORRIDOR,CORR_MP,CORR_ENDMP,CORR_MIOFF,CORR_ENDMI,CORR_KMOFF,TYC_CNTY,MAPSHEET,STATION,SITE_ID,TYC_CCS,TYC_REMARK,TYC_ACTEST,TYC_AADT,TYC_MC_NUM,TYC_RV_NUM,BUS_NUM,COMM_NUM,LG_TRK_NUM,TYC_MC,TYC_RV,TYC_BUS,TYC_COMM,TYC_LG_TRK,FACTOR_GRP,TYC_VC_GRP,FUT_FACT,TYC_DHV,FLEXESAL_P,FLEXESAL_N,RESAL_P,RESAL_N,ONE_WAY,NUM_LANES,TYC_BEG_TI,TYC_END_TI
2019,N-120,N,000+0.395,000+0.791,0.395,0.6357,0.396,C001805,N,C001805N,000+0.395,000+0.791,0.395,0.791,0.6357,47,1C,40,47-1C-040,,TYC,E,16158,43,15,49,270,50,3,1,3,17,3,URBAN PRINCIPAL ARTERIAL,7069,10,101,124,124,170,170,,4,4740010,4710009
2019,S-409,N,003+0.844,021+0.219,3.844,6.1863,16.799,C000409,N,C000409N,003+0.844,021+0.219,3.844,20.643,6.1863,26,1,6,26-1-006,,TYC,E,65,0,0,0,3,3,0,0,0,46,46,RURAL MAJOR COLLECTOR,5247,10,316,1,1,1,1,,2,7050811,7050888
2019,U-5819,S,000+0.000,000+0.105,0.0,0.0,0.105,C005819,S,C005819S,000+0.000,000+0.105,0.0,0.105,0.0,25,7C,190,25-7C-190,,TYC,E,7887,4,7,10,90,12,1,1,1,11,2,URBAN MINOR ARTERIAL,8086,10,99,30,30,39,39,,2,2540066,2540067
2019,S-437,N,000+0.000,005+0.412,0.0,0.0,5.385,C000437,N,C000437N,000+0.000,005+0.412,0.0,5.385,0.0,4,2,12,04-2-012,,TYC,E,115,1,4,0,6,1,9,35,0,52,9,RURAL MAJOR COLLECTOR,5274,10,211,1,1,2,2,,2,420005,7038468
2019,P-14,E,042+0.311,042+0.684,42.296,68.0688,0.373,C000014,E,C000014E,042+0.311,042+0.684,42.296,42.669,68.0688,30,3,17,30-3-017,,TYC,A,2650,20,17,5,73,56,8,6,2,28,21,RURAL MINOR ARTERIAL,4017,10,128,38,38,56,56,,2,7145784,7145785
2019,N-104,N,000+0.498,000+0.767,0.498,0.8015,0.269,C005211,N,C005211N,000+0.498,000+0.767,0.498,0.767,0.8015,7,2A,106,07-2A-106,,TYC,E,7114,0,21,66,468,159,0,3,9,66,22,URBAN PRINCIPAL ARTERIAL,7098,10,101,180,180,254,254,,4,740014,740008
2019,N-2,E,004+0.465,004+0.779,4.514,7.2646,0.314,C000002,E,C000002E,004+0.465,004+0.779,4.514,4.828,7.2646,9,2A,12,09-2A-012,,TYC,A,3556,10,19,3,93,31,3,5,1,26,9,URBAN PRINCIPAL ARTERIAL,7104,10,114,41,41,57,57,,2,920010,7040994
2019,L-8-1533,N,000+0.000,000+0.407,0.0,0.0,0.407,C003200,N,C003200N,000+0.000,000+0.407,0.0,0.407,0.0,8,5,32,08-5-032,,TYC,E,287,0,0,0,0,0,0,0,0,0,0,URBAN COLLECTOR,0,10,114,0,0,0,0,,2,7031542,7023204
2019,N-43,E,000+0.314,000+0.585,0.314,0.5053,0.271,C000043,E,C000043E,000+0.314,000+0.585,0.314,0.585,0.5053,14,6A,15,14-6A-015,,TYC,E,3459,26,7,57,281,138,8,2,16,81,40,URBAN PRINCIPAL ARTERIAL,7067,10,105,135,135,194,194,,4,1420002,7033719
2019,N-7,N,074+0.690,080+0.641,74.436,119.7931,5.901,C000007,N,C000007N,074+0.690,080+0.641,74.436,80.337,119.7931,32,3,5,32-3-005,,TYC,E,17063,53,300,29,762,197,3,18,2,45,12,URBAN PRINCIPAL ARTERIAL,7019,19,111,308,308,442,442,,4,4120013,3220004
2019,S-215,W,000+0.000,004+0.030,0.0,0.0,4.007,C000215,W,C000215W,000+0.000,004+0.030,0.0,4.007,0.0,51,1,5,51-1-005,,TYC,A,434,2,0,3,52,40,5,0,7,120,92,RURAL MAJOR COLLECTOR,5023,10,159,27,27,40,40,,2,5110006,7062562
2019,S-489,E,016+0.187,018+0.099,16.159,26.0054,1.907,C000489,E,C000489E,016+0.187,018+0.099,16.159,18.066,26.0054,9,2,14,09-2-014,,TYC,A,100,2,0,0,8,7,20,0,0,80,70,RURAL MAJOR COLLECTOR,5318,10,150,4,4,6,6,,2,7041022,930005
2019,I-90,E,174+0.371,184+0.909,173.471,279.1745,10.154,C000090,E,C000090E,174+0.371,184+0.909,173.471,183.625,279.1745,39,3,3,39-3-003,,TYC,E,8120,58,450,79,2045,1798,7,55,10,252,221,RURAL INTERSTATE,1028,10,114,1055,1055,1543,1543,,4,3910004,3910007
2019,U-1216,S,000+0.000,000+0.506,0.0,0.0,0.506,C000345,S,C000345S,000+0.000,000+0.506,0.0,0.506,0.0,16,3A,19,16-3A-019,,TYC,E,3960,14,4,5,39,14,4,1,1,10,4,URBAN COLLECTOR,5203,33,119,16,16,20,20,,2,1620015,7047638
2019,S-245,W,000+0.000,000+0.050,0.0,0.0,0.05,C000245,W,C000245W,000+0.000,000+0.050,0.0,0.05,0.0,17,4,14,17-4-014,,TYC,A,228,2,7,0,39,21,9,31,0,171,92,RURAL MAJOR COLLECTOR,5080,10,162,14,14,20,20,,2,1720006,1730001
2019,S-275,S,001+0.055,001+0.365,1.055,1.6979,0.31,C000275,S,C000275S,001+0.055,001+0.365,1.055,1.365,1.6979,39,3,18,39-3-018,,TYC,E,4740,13,0,18,139,60,3,0,4,29,13,RURAL MAJOR COLLECTOR,5121,10,126,68,68,95,95,,2,7031033,3930002
2019,U-5810,N,000+0.256,000+0.724,0.256,0.412,0.468,C005810,N,C005810N,000+0.256,000+0.724,0.256,0.724,0.412,25,7C,92,25-7C-092,,TYC,E,6268,22,6,9,97,25,4,1,1,15,4,URBAN MINOR ARTERIAL,8080,10,112,29,29,39,39,,2,7145987,2520003
2019,N-50,N,085+0.849,086+0.366,86.089,138.5468,0.508,C000050,N,C000050N,085+0.849,086+0.366,86.089,86.597,138.5468,16,3A,26,16-3A-026,,TYC,A,25032,67,31,68,689,310,3,1,3,28,12,URBAN PRINCIPAL ARTERIAL,7038,20,102,319,319,456,456,,4,1620015,7021619
2019,L-47-1035,N,000+0.743,001+0.565,0.743,1.1957,0.822,C002068,N,C002068N,000+0.743,001+0.565,0.743,1.565,1.1957,47,1C,110,47-1C-110,,TYC,E,5586,0,0,0,0,0,0,0,0,0,0,URBAN COLLECTOR,0,10,114,0,0,0,0,,2,7042338,7022075
2019,N-57,E,081+0.293,081+0.707,80.931,130.2458,0.414,C000057,E,C000057E,081+0.293,081+0.707,80.931,81.345,130.2458,14,6A,64,14-6A-064,,TYC,E,4911,24,37,10,85,19,5,8,2,17,4,URBAN PRINCIPAL ARTERIAL,7042,10,113,36,36,51,51,,2,1440002,7025355
2019,L-56-2389,N,000+0.504,000+0.931,0.504,0.8111,0.427,C001251,N,C001251N,000+0.504,000+0.931,0.504,0.931,0.8111,56,4A,293,56-4A-293,,TYC,E,9563,0,0,0,0,0,0,0,0,0,0,URBAN COLLECTOR,0,10,114,0,0,0,0,,2,5640132,7029464
2019,U-7413,N,000+0.450,000+0.684,0.45,0.7242,0.234,C007413,N,C007413N,000+0.450,000+0.684,0.45,0.684,0.7242,34,2A,56,34-2A-056,,TYC,A,18,0,2,1,6,1,0,111,56,333,56,URBAN COLLECTOR,9092,10,176,2,2,2,2,,2,7146018,3440041
2019,U-1008,E,001+0.412,001+0.996,1.412,2.2724,0.584,C001008,E,C001008E,001+0.412,001+0.996,1.412,1.996,2.2724,56,4A,62,56-4A-062,,TYC,E,10159,45,11,170,310,57,4,1,17,31,6,URBAN PRINCIPAL ARTERIAL,7057,10,109,149,149,198,198,,4,7089686,5640020
2019,U-6714,E,000+0.000,000+0.439,0.0,0.0,0.439,C006714,E,C006714E,000+0.000,000+0.439,0.0,0.439,0.0,15,7C,21,15-7C-021,,TYC,A,5599,5,0,23,57,12,1,0,4,10,2,URBAN MINOR ARTERIAL,8091,10,117,33,33,42,42,,2,1540006,1540036
2019,L-8-1500,N,000+0.000,000+0.149,0.0,0.0,0.149,C000303,N,C000303N,000+0.000,000+0.149,0.0,0.149,0.0,8,2,13,08-2-013,,TYC,A,777,2,0,7,21,11,3,0,9,27,14,URBAN COLLECTOR,9119,10,109,12,12,17,17,,2,7028657,7145778
2019,S-467,E,006+0.656,015+0.198,6.647,10.6973,8.526,C000467,E,C000467E,006+0.656,015+0.198,6.647,15.173,10.6973,28,5,7,28-5-007,,TYC,A,27,0,0,0,2,1,0,0,0,74,37,RURAL MAJOR COLLECTOR,5298,10,271,1,1,1,1,,2,2830011,7051758
2019,N-16,N,001+0.611,001+0.977,1.622,2.6104,0.366,C000016,N,C000016N,001+0.611,001+0.977,1.622,1.988,2.6104,56,4A,12,56-4A-012,,TYC,E,41309,154,86,176,1529,752,4,2,4,37,18,URBAN PRINCIPAL ARTERIAL,7029,10,98,705,705,1018,1018,,6,5620013,5620014
2019,U-5234,E,000+0.000,000+0.410,0.0,0.0,0.41,C005234,E,C005234E,000+0.000,000+0.410,0.0,0.41,0.0,7,2A,256,07-2A-256,,TYC,A,3080,0,6,18,107,34,0,2,6,35,11,URBAN MINOR ARTERIAL,8063,10,116,42,42,58,58,Y,2,740042,740141
2019,N-1,E,138+0.232,140+0.360,138.477,222.8571,2.174,C000001,E,C000001E,138+0.232,140+0.360,138.477,140.651,222.8571,15,4A,2,15-4A-002,A-060,TYC,A,7971,21,478,23,342,129,3,60,3,43,16,RECREATIONAL,3086,14,169,113,113,154,154,,2,1520020,7044096
2019,L-2-2337,N,000+0.000,000+0.553,0.0,0.0,0.553,C004048,N,C004048N,000+0.000,000+0.553,0.0,0.553,0.0,2,1,25,02-1-025,,TYC,E,125,0,0,0,0,0,0,0,0,0,0,URBAN COLLECTOR,9186,10,114,0,0,0,0,,2,7032385,7024052
2019,N-4,N,054+0.279,054+0.677,55.249,88.9146,0.398,C000004,N,C000004N,054+0.279,054+0.677,55.249,55.647,88.9146,56,4B,39,56-4B-039,,TYC,A,12037,36,17,41,643,260,3,1,3,53,22,URBAN PRINCIPAL ARTERIAL,7013,10,101,281,281,405,405,,2,5610002,5620003
2019,P-32,N,057+0.530,063+0.682,57.423,92.4134,6.136,C000032,N,C000032N,057+0.530,063+0.682,57.423,63.559,92.4134,10,2,8,10-2-008,,TYC,A,79,1,3,0,6,6,13,38,0,76,76,RURAL MINOR ARTERIAL,4051,10,236,4,4,6,6,,2,7041355,7041357
2019,U-1029,W,001+0.800,001+0.939,1.8,2.8968,0.139,C001029,W,C001029W,001+0.800,001+0.939,1.8,1.939,2.8968,56,4A,251,56-4A-251,,TYC,E,14953,116,72,0,209,41,8,5,0,14,3,URBAN PRINCIPAL ARTERIAL,7063,10,123,69,69,97,97,Y,4,5640103,5640018
2019,U-6903,E,000+0.000,000+0.410,0.0,0.0,0.41,C006903,E,C006903E,000+0.000,000+0.410,0.0,0.41,0.0,56,4B,29,56-4B-029,,TYC,A,2642,5,2,5,65,42,2,1,2,25,16,URBAN COLLECTOR,9069,35,113,35,35,49,49,,2,5620003,7033551
2019,S-236,N,016+0.313,021+0.790,16.371,26.3466,5.501,C000236,N,C000236N,016+0.313,021+0.790,16.371,21.872,26.3466,14,4,10,14-4-010,,TYC,E,352,3,0,5,38,24,9,0,14,108,68,RURAL MAJOR COLLECTOR,5061,10,147,16,16,22,22,,2,7042782,7042767
2019,X-49563,N,000+0.000,000+0.092,0.0,0.0,0.092,C000563,N,C000563N,000+0.000,000+0.092,0.0,0.092,0.0,34,2,8,34-2-008,,TYC,E,193,1,0,0,7,4,5,0,0,36,21,RURAL MAJOR COLLECTOR,5451,31,174,3,3,5,5,,2,4910001,7061855
2019,L-32-2260,N,000+0.131,000+0.264,0.131,0.2108,0.133,C005945,N,C005945N,000+0.131,000+0.264,0.131,0.264,0.2108,32,3A,265,32-3A-265,,TYC,A,5910,0,0,0,0,0,0,0,0,0,0,URBAN COLLECTOR,0,10,114,0,0,0,0,,2,7034746,7042576
2019,P-96,E,000+0.712,000+0.948,0.712,1.1459,0.236,C000096,E,C000096E,000+0.712,000+0.948,0.712,0.948,1.1459,20,1,13,20-1-013,,TYC,A,1343,10,102,8,115,59,7,76,6,86,44,RURAL MINOR ARTERIAL,4104,10,120,43,43,63,63,,2,7031200,2020009
2019,L-56-2395,N,000+0.000,000+0.771,0.0,0.0,0.771,C001330,N,C001330N,000+0.000,000+0.771,0.0,0.771,0.0,56,4A,174,56-4A-174,,TYC,A,3047,0,0,0,0,0,0,0,0,0,0,URBAN COLLECTOR,0,10,114,0,0,0,0,,2,7029682,7021339
2019,S-396,E,011+0.730,016+0.912,11.727,18.8728,5.181,C000396,E,C000396E,011+0.730,016+0.912,11.727,16.908,18.8728,3,4,7,03-4-007,,TYC,A,11,1,0,0,10,4,91,0,0,909,364,RURAL MAJOR COLLECTOR,5239,10,252,3,3,5,5,,2,7038080,330017
2019,P-72,N,016+0.351,021+0.055,16.27,26.184,4.708,C000072,N,C000072N,016+0.351,021+0.055,16.27,20.978,26.184,5,3,6,05-3-006,,TYC,E,1944,30,12,19,170,128,15,6,10,87,66,RURAL MINOR ARTERIAL,4088,13,131,90,90,132,132,,2,7039019,2345
2019,P-13,N,075+0.650,077+0.081,75.468,121.454,1.574,C000013,N,C000013N,075+0.650,077+0.081,75.468,77.042,121.454,29,2,2,29-2-002,,TYC,A,2114,13,77,11,217,167,6,36,5,103,79,RURAL MINOR ARTERIAL,4014,24,108,113,113,165,165,,2,2920008,2920009
2019,U-5205,N,002+0.547,002+0.915,2.544,4.0942,0.368,C005205,N,C005205N,002+0.547,002+0.915,2.544,2.912,4.0942,7,2A,56,07-2A-056,,TYC,A,6773,6,14,62,592,294,1,2,9,87,43,URBAN MINOR ARTERIAL,8142,10,105,280,280,402,402,,2,740020,740021
2019,N-1,E,590+0.899,592+0.670,590.367,950.1036,1.755,C000001,E,C000001E,590+0.899,592+0.670,590.367,592.122,950.1036,43,3,16,43-3-016,,TYC,A,4266,14,28,9,169,124,3,7,2,40,29,RURAL PRINCIPAL ARTERIAL,3019,10,124,81,81,122,122,,2,7145753,7058840
2019,L-43-1017,N,000+0.000,000+0.385,0.0,0.0,0.385,C003156,N,C003156N,000+0.000,000+0.385,0.0,0.385,0.0,43,5,20,43-5-020,,TYC,E,73,0,0,0,0,0,0,0,0,0,0,URBAN COLLECTOR,0,10,114,0,0,0,0,,2,7031498,7023160
2019,N-37,E,042+0.363,050+0.696,42.312,68.0946,8.305,C000037,E,C000037E,042+0.363,050+0.696,42.312,50.617,68.0946,44,8,10,44-8-010,,TYC,E,2667,62,27,14,556,507,23,10,5,208,190,RURAL PRINCIPAL ARTERIAL,3062,10,116,277,277,414,414,,2,7059685,7059682
2019,U-8009,E,001+0.191,001+0.441,1.191,1.9167,0.25,C008009,E,C008009E,001+0.191,001+0.441,1.191,1.441,1.9167,9,2A,78,09-2A-078,,TYC,A,2764,8,2,2,31,7,3,1,1,11,3,URBAN COLLECTOR,9104,35,118,14,14,19,19,,2,5640899,220000
2019,U-12001,N,000+0.000,000+0.128,0.0,0.0,0.128,C000487,N,C000487N,000+0.000,000+0.128,0.0,0.128,0.0,15,4A,17,15-4A-017,,TYC,A,11145,57,36,56,338,59,5,3,5,30,5,URBAN MINOR ARTERIAL,5314,15,98,146,146,198,198,,2,1520049,7145893
2019,I-90,E,109+1.207,113+0.887,109.364,176.0043,4.155,C000090,E,C000090E,109+1.207,113+0.887,109.364,113.519,176.0043,32,3B,12,32-3B-012,,TYC,E,12697,114,668,94,2526,1858,9,53,7,199,146,URBAN INTERSTATE,1024,17,136,1201,1201,1785,1785,,4,3210016,3210017
2019,S-335,S,001+0.897,005+0.855,0.0,0.0,3.92,C000335,S,C000335S,001+0.897,005+0.855,1.899,5.819,3.0561,11,5A,29,11-5A-029,,TYC,A,260,10,0,0,14,6,38,0,0,54,23,RURAL MAJOR COLLECTOR,5193,10,133,4,4,6,6,,2,7047635,7041743
2019,S-241,N,001+0.275,003+0.037,1.276,2.0535,1.753,C000241,N,C000241N,001+0.275,003+0.037,1.276,3.029,2.0535,3,4,12,03-4-012,,TYC,A,466,0,9,0,59,37,0,19,0,127,79,RURAL MAJOR COLLECTOR,5074,10,142,8,8,9,9,,2,7032412,7088768
2019,S-272,W,001+0.218,002+0.024,1.218,1.9602,0.806,C000272,W,C000272W,001+0.218,002+0.024,1.218,2.024,1.9602,39,3,31,39-3-031,,TYC,A,807,7,3,12,131,42,9,4,15,162,52,RURAL MAJOR COLLECTOR,5118,10,121,54,54,78,78,,2,7056326,3930004
2019,N-20,N,053+0.214,055+0.827,52.83,85.0216,2.625,C000020,N,C000020N,053+0.214,055+0.827,52.83,55.455,85.0216,42,4A,54,42-4A-054,,TYC,E,5725,13,13,48,820,429,2,2,8,143,75,URBAN PRINCIPAL ARTERIAL,4031,32,104,298,298,440,440,,2,7089870,7058571
2019,U-5805,S,002+0.393,002+0.859,2.393,3.8512,0.466,C005805,S,C005805S,002+0.393,002+0.859,2.393,2.859,3.8512,25,7C,33,25-7C-033,,TYC,E,1354,0,3,4,14,4,0,2,3,10,3,URBAN COLLECTOR,9042,10,122,5,5,6,6,,2,2540015,7032905
2019,N-8,E,013+0.042,021+0.165,12.907,20.7718,8.188,C000008,E,C000008E,013+0.042,021+0.165,12.907,21.095,20.7718,39,3,8,39-3-008,,TYC,E,3180,31,46,18,275,200,10,14,6,86,63,RURAL PRINCIPAL ARTERIAL,3037,10,108,125,125,186,186,,2,3920001,7056578
2019,P-13,N,007+0.206,008+0.619,7.165,11.5309,1.406,C000013,N,C000013N,007+0.206,008+0.619,7.165,8.571,11.5309,29,6,1,29-6-001,,TYC,E,1147,9,45,4,191,169,8,39,3,167,147,RECREATIONAL,4121,27,151,103,103,154,154,,2,7052681,2920001
2019,N-49,N,022+0.252,027+0.049,21.9,35.2446,4.814,C000049,N,C000049N,022+0.252,027+0.049,21.9,26.714,35.2446,29,3,5,29-3-005,,TYC,A,2089,13,76,3,191,148,6,36,1,91,71,RURAL PRINCIPAL ARTERIAL,4072,11,115,91,91,134,134,,2,7052371,7036104
2019,N-131,E,000+0.650,001+0.533,0.65,1.0461,0.883,C008128,E,C008128E,000+0.650,001+0.533,0.65,1.533,1.0461,32,3A,10,32-3A-010,,TYC,E,18133,24,14,92,550,144,1,1,5,30,8,URBAN PRINCIPAL ARTERIAL,7111,10,103,247,247,346,346,,4,7026203,3240101
2019,L-16-701,N,001+0.094,001+0.941,0.0,0.0,0.847,C001218,N,C001218N,001+0.094,001+0.941,1.094,1.941,1.7606,16,3B,96,16-3B-096,,TYC,E,7747,18,8,16,166,32,2,1,2,21,4,URBAN COLLECTOR,9137,35,94,68,68,94,94,,2,1630045,6959
2019,U-7409,E,000+0.000,000+0.175,0.0,0.0,0.175,C007409,E,C007409E,000+0.000,000+0.175,0.0,0.175,0.0,34,2A,40,34-2A-040,,TYC,E,2342,0,4,10,80,12,0,2,4,34,5,URBAN MINOR ARTERIAL,8117,10,96,26,26,36,36,,2,3420014,7146013
2019,U-1006,E,004+0.333,004+0.700,4.333,6.9733,0.367,C001006,E,C001006E,004+0.333,004+0.700,4.333,4.7,6.9733,56,4A,77,56-4A-077,,TYC,E,14843,12,19,36,47,10,1,1,2,3,1,URBAN PRINCIPAL ARTERIAL,7056,10,108,29,29,36,36,,4,5640027,7145914
2019,L-32-2461,N,000+0.000,000+0.129,0.0,0.0,0.129,C006613,N,C006613N,000+0.000,000+0.129,0.0,0.129,0.0,32,3A,61,32-3A-061,,TYC,E,3079,0,0,0,0,0,0,0,0,0,0,URBAN COLLECTOR,0,10,114,0,0,0,0,,2,7034934,7043129
2019,N-205,E,019+0.963,020+0.173,0.234,0.3766,0.228,C000205,E,C000205E,019+0.963,020+0.173,19.886,20.114,32.0034,16,3,15,16-3-015,,TYC,E,7376,35,0,3,344,121,5,0,0,47,16,URBAN PRINCIPAL ARTERIAL,5010,10,112,139,139,203,203,,2,7028535,1630007
2019,S-288,S,012+0.909,016+0.150,12.919,20.7911,3.257,C000288,S,C000288S,012+0.909,016+0.150,12.919,16.176,20.7911,16,3,11,16-3-011,,TYC,E,516,10,2,8,23,11,19,4,16,45,21,RURAL MAJOR COLLECTOR,5138,10,152,11,11,15,15,,2,7045592,4240014
2019,S-447,S,032+0.317,043+0.723,32.248,51.8981,11.293,C000447,S,C000447S,032+0.317,043+0.723,32.248,43.541,51.8981,44,7,4,44-7-004,,TYC,E,78,0,0,1,13,3,0,0,13,167,38,RURAL MAJOR COLLECTOR,5280,10,211,3,3,5,5,,2,4430005,4430001
2019,I-15,N,200+0.089,209+0.110,199.535,321.1205,9.038,C000015,N,C000015N,200+0.089,209+0.110,199.535,208.573,321.1205,25,7A,1,25-7A-001,,TYC,A,4596,28,108,32,815,648,6,23,7,177,141,RURAL INTERSTATE,1011,13,124,384,384,553,553,,4,2510005,2510006
2019,U-5221,N,000+0.000,000+0.866,0.0,0.0,0.866,C005221,N,C005221N,000+0.000,000+0.866,0.0,0.866,0.0,7,2A,129,07-2A-129,,TYC,A,953,0,6,6,26,4,0,6,6,27,4,URBAN COLLECTOR,9022,10,127,4,4,4,4,,2,740024,7075212
2019,N-1,E,032+0.901,034+0.511,33.029,53.155,1.607,C000001,E,C000001E,032+0.901,034+0.511,33.029,34.636,53.155,27,3A,14,27-3A-014,,TYC,A,7513,29,88,19,212,110,4,12,3,28,15,RURAL PRINCIPAL ARTERIAL,3029,10,106,80,80,115,115,,4,2720414,7051417
2019,L-7-2512,N,000+0.000,000+0.252,0.0,0.0,0.252,C003591,N,C003591N,000+0.000,000+0.252,0.0,0.252,0.0,7,2A,247,07-2A-247,,TYC,E,4343,0,0,0,0,0,0,0,0,0,0,URBAN COLLECTOR,0,10,114,0,0,0,0,,2,7023595,7145828
2019,N-29,N,087+0.129,087+0.628,18.113,29.15,0.499,C000029,N,C000029N,087+0.129,087+0.628,86.743,87.242,139.5993,47,1C,15,47-1C-015,,TYC,A,14596,5,73,89,181,38,0,5,6,12,3,URBAN PRINCIPAL ARTERIAL,7037,10,101,101,101,134,134,,4,7145809,4720010
2019,U-1026,E,001+0.497,001+0.902,1.497,2.4092,0.405,C001026,E,C001026E,001+0.497,001+0.902,1.497,1.902,2.4092,56,4A,195,56-4A-195,,TYC,A,2173,30,14,68,357,74,14,6,31,164,34,URBAN MINOR ARTERIAL,8018,24,105,150,150,209,209,,2,7029294,7029690
2019,U-6728,N,000+0.501,001+0.555,0.501,0.8063,1.054,C006728,N,C006728N,000+0.501,001+0.555,0.501,1.555,0.8063,15,7B,63,15-7B-063,,TYC,A,6628,11,4,32,111,7,2,1,5,17,1,URBAN MINOR ARTERIAL,8099,10,112,51,51,66,66,,2,7033321,1540013
2019,S-228,E,026+0.993,031+0.227,27.141,43.6792,3.514,C000228,E,C000228E,026+0.993,031+0.227,27.141,30.655,43.6792,8,5,14,08-5-014,,TYC,E,253,2,5,4,26,11,8,20,16,103,43,RURAL MAJOR COLLECTOR,5046,15,152,9,9,13,13,,2,7040438,7040434
2019,U-8132,W,012+0.081,012+0.190,0.0,0.0,0.109,C000533,E,C000533E,012+0.081,012+0.190,12.081,12.19,19.4425,32,3A,271,32-3A-271,,TYC,A,1354,2,2,4,166,14,1,1,3,123,10,URBAN MINOR ARTERIAL,5348,10,129,18,18,22,22,,2,3230011,4710015
2019,P-91,E,001+0.831,002+0.481,1.384,2.2273,0.657,C000091,E,C000091E,001+0.831,002+0.481,1.384,2.041,2.2273,49,3A,11,49-3A-011,,TYC,A,2337,15,155,19,169,122,6,66,8,72,52,RURAL MINOR ARTERIAL,4143,10,129,83,83,123,123,,2,4920000,7061778
2019,S-379,E,014+0.016,017+0.970,14.057,22.6225,3.951,C000379,E,C000379E,014+0.016,017+0.970,14.057,18.008,22.6225,8,4,6,08-4-006,,TYC,A,30,0,0,0,7,6,0,0,0,233,200,RURAL MAJOR COLLECTOR,5228,10,200,4,4,6,6,,2,7040292,830004
2019,N-62,S,010+0.347,018+0.735,9.607,15.461,8.398,C000062,S,C000062S,010+0.347,018+0.735,9.607,18.005,15.461,42,2,4,42-2-004,,TYC,A,1017,16,21,10,180,120,16,21,10,177,118,RURAL PRINCIPAL ARTERIAL,3079,10,126,80,80,120,120,,2,7058247,7058300
2019,U-5202,E,000+0.000,000+0.275,0.0,0.0,0.275,C005202,E,C005202E,000+0.000,000+0.275,0.0,0.275,0.0,7,2A,38,07-2A-038,,TYC,E,2875,0,6,68,146,21,0,2,24,51,7,URBAN COLLECTOR,9018,10,110,52,52,66,66,,4,740008,720020
2019,N-1,E,471+0.816,473+0.329,470.948,757.9173,1.546,C000001,E,C000001E,471+0.816,473+0.329,470.948,472.494,757.9173,36,3,15,36-3-015,,TYC,E,3047,21,78,7,218,112,7,26,2,72,37,RURAL PRINCIPAL ARTERIAL,3097,13,100,95,95,140,140,,2,3620007,7055367
2019,N-57,E,010+0.428,021+0.287,10.527,16.9416,10.88,C000057,E,C000057E,010+0.428,021+0.287,10.527,21.407,16.9416,23,1,1,23-1-001,,TYC,E,2155,12,37,19,504,353,6,17,9,234,164,RURAL PRINCIPAL ARTERIAL,3067,10,133,202,202,305,305,,2,2320001,2320002
2019,L-1-7347,N,000+0.000,000+0.124,0.0,0.0,0.124,C002769,N,C002769N,000+0.000,000+0.124,0.0,0.124,0.0,1,4A,13,01-4A-013,,TYC,E,4266,0,0,0,0,0,0,0,0,0,0,URBAN COLLECTOR,0,10,114,0,0,0,0,,2,120281,7043051
2019,P-59,N,004+0.674,014+0.613,4.147,6.6739,9.859,C000059,N,C000059N,004+0.674,014+0.613,4.147,14.006,6.6739,34,1,1,34-1-001,,TYC,A,1423,3,3,20,72,46,2,2,14,51,32,RURAL MINOR ARTERIAL,4080,15,114,31,31,41,41,,2,7054525,7054691
2019,L-4-518,N,000+0.000,001+0.227,0.0,0.0,1.227,C007733,N,C007733N,000+0.000,001+0.227,0.0,1.227,0.0,4,1,16,04-1-016,,TYC,E,442,0,0,0,0,0,0,0,0,0,0,URBAN COLLECTOR,0,10,114,0,0,0,0,,2,3020009,7069041
2019,S-421,E,009+0.793,016+0.781,9.869,15.8826,6.898,C000421,E,C000421E,009+0.793,016+0.781,9.869,16.767,15.8826,5,1,7,05-1-007,,TYC,E,670,4,0,8,97,56,6,0,12,145,84,RURAL MAJOR COLLECTOR,5258,16,137,40,40,58,58,,2,7038765,7038735
2019,P-87,E,000+0.000,006+0.911,0.0,0.0,6.906,C000087,E,C000087E,000+0.000,006+0.911,0.0,6.906,0.0,29,6,4,29-6-004,,TYC,A,547,24,25,7,74,37,44,46,13,135,68,RECREATIONAL,4134,10,144,23,23,36,36,,2,2920001,7045766
2019,U-6734,N,002+0.652,003+0.831,2.669,4.2953,1.177,C000317,N,C000317N,002+0.652,003+0.831,2.669,3.846,4.2953,15,7B,23,15-7B-023,,TYC,A,5648,10,6,16,185,92,2,1,3,33,16,URBAN MINOR ARTERIAL,5170,15,112,77,77,108,108,,2,1530009,7043537
2019,S-254,W,044+0.529,049+0.783,44.596,71.7703,5.27,C000254,W,C000254W,044+0.529,049+0.783,44.596,49.866,71.7703,11,1,5,11-1-005,,TYC,A,72,0,0,0,13,11,0,0,0,181,153,RURAL MAJOR COLLECTOR,5097,16,207,7,7,11,11,,2,6720,7058385
