CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C018206,A,000+0.745,NOT IN CITY LIMITS,GLACIER,AUGUST,2023,MON,321981.52823,490749.18823,48.605962765857598,-113.272162346557,0.745
C018206,A,003+0.424,NOT IN CITY LIMITS,GLACIER,JULY,2023,MON,326151.40640,491003.32386,48.610038127475498,-113.215834273223,3.424
C018206,A,004+0.610,NOT IN CITY LIMITS,GLACIER,DECEMBER,2023,WED,327928.96051,490435.83114,48.605695191850401,-113.191387938351,4.61
