CORRIDOR,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,TOTAL_CRASHES,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC
C000010A,07-2-001,016+0.163,019+0.834,N-10,19,3.652,2203.0,8045.356000000001,,CHOUTEAU,15TH ST,US-87,NI-NHS,3.8,579.7368421052632,2117.198947368421
C000010A,07-2-001,008+0.546,016+0.163,N-10,27,7.588,2203.0,16716.364,,CASCADE,15TH ST,US-87,NI-NHS,5.4,407.96296296296293,3095.622962962963
C000010A,07-2A-021,000+0.000,000+0.608,N-10,113,0.608,5652.0,3436.4159999999997,,CASCADE,15TH ST,US-87,NI-NHS,22.6,250.08849557522123,152.05380530973449
C000010A,07-2A-023,000+0.836,000+0.915,N-10,13,0.078,6137.25,478.7055,,CASCADE,15TH ST,US-87,NI-NHS,2.6,2360.480769230769,184.1175
C000010A,07-2A-023,000+0.684,000+0.836,N-10,18,0.153,6137.25,938.99925,,CASCADE,15TH ST,US-87,NI-NHS,3.6,1704.7916666666663,260.833125
C000010A,07-2A-023,000+0.608,000+0.684,N-10,6,0.076,6137.25,466.431,,CASCADE,15TH ST,US-87,NI-NHS,1.2,5114.375,388.6925
C000010A,07-2A-025,000+0.915,001+0.368,N-10,36,0.452,6070.6,2743.9112000000005,,CASCADE,15TH ST,US-87,NI-NHS,7.2,843.1388888888889,381.09877777777785
C000010A,07-2A-027,001+0.368,001+0.519,N-10,4,0.151,6155.75,929.51825,,CASCADE,15TH ST,US-87,NI-NHS,0.8,7694.6875,1161.8978125
C000010A,07-2A-028,001+0.655,001+0.751,N-10,12,0.096,10703.5,1027.536,,CASCADE,15TH ST,US-87,NI-NHS,2.4,4459.791666666667,428.14
C000010A,07-2A-029,001+0.751,001+0.991,N-10,20,0.241,13594.25,3276.21425,,CASCADE,15TH ST,US-87,NI-NHS,4.0,3398.5625,819.0535625
C000010A,07-2A-030,002+0.265,002+0.360,N-10,7,0.095,7786.0,739.67,,CASCADE,15TH ST,US-87,NI-NHS,1.4,5561.428571428572,528.3357142857143
C000010A,07-2A-033,004+0.401,008+0.546,N-10,15,4.098,4945.5,20266.659,,CASCADE,15TH ST,US-87,NI-NHS,3.0,1648.5,6755.553
C000010A,07-2A-033,003+0.134,003+0.492,N-10,3,0.359,4945.5,1775.4344999999998,,CASCADE,15TH ST,US-87,NI-NHS,0.6,8242.5,2959.0575
C000010A,07-2A-033,003+0.492,004+0.401,N-10,3,0.53,4945.5,2621.115,,CASCADE,15TH ST,US-87,NI-NHS,0.6,8242.5,4368.525000000001
C000010A,07-2A-033,002+0.863,002+0.984,N-10,20,0.122,4945.5,603.351,,CASCADE,15TH ST,US-87,NI-NHS,4.0,1236.375,150.83775
C000010A,07-2A-033,002+0.984,003+0.134,N-10,1,0.15,4945.5,741.8249999999999,,CASCADE,15TH ST,US-87,NI-NHS,0.2,24727.5,3709.124999999999
C000010A,07-2A-213,001+0.991,002+0.265,N-10,15,0.276,11752.0,3243.552,,CASCADE,15TH ST,US-87,NI-NHS,3.0,3917.3333333333335,1081.184
C000010A,07-2A-215,002+0.360,002+0.863,N-10,17,0.502,6058.5,3041.367,,CASCADE,15TH ST,US-87,NI-NHS,3.4,1781.9117647058824,894.519705882353
C000010A,08-2-001,089+0.052,089+0.929,N-10,11,0.877,1625.25,1425.34425,,HILL,15TH ST,US-87,NI-NHS,2.2,738.7499999999999,647.88375
C000010A,08-2-001,081+0.582,089+0.052,N-10,18,7.444,1625.25,12098.361,,CHOUTEAU,15TH ST,US-87,NI-NHS,3.6,451.4583333333333,3360.6558333333332
C000010A,08-2-002,056+0.345,072+0.435,N-10,20,16.064,1436.25,23071.92,,CHOUTEAU,15TH ST,US-87,NI-NHS,4.0,359.0625,5767.9800000000005
C000010A,08-2-003,051+0.440,052+0.218,N-10,2,0.768,1452.5,1115.52,,CHOUTEAU,15TH ST,US-87,NI-NHS,0.4,3631.25,2788.7999999999997
C000010A,08-2-003,055+0.086,056+0.345,N-10,4,1.256,1452.5,1824.34,,CHOUTEAU,15TH ST,US-87,NI-NHS,0.8,1815.625,2280.4249999999997
C000010A,08-2-003,052+0.218,055+0.086,N-10,9,2.788,1452.5,4049.57,,CHOUTEAU,15TH ST,US-87,NI-NHS,1.8,806.9444444444445,2249.761111111111
C000010A,08-2-009,079+0.685,081+0.582,N-10,5,1.897,1703.25,3231.06525,,CHOUTEAU,15TH ST,US-87,NI-NHS,1.0,1703.25,3231.06525
C000010A,08-2-010,079+0.233,079+0.685,N-10,1,0.451,1713.5,772.7885,,CHOUTEAU,15TH ST,US-87,NI-NHS,0.2,8567.5,3863.9425
C000010A,08-2-011,078+0.935,079+0.233,N-10,3,0.297,1738.75,516.4087499999999,,CHOUTEAU,15TH ST,US-87,NI-NHS,0.6,2897.916666666667,860.68125
C000010A,08-2-012,072+0.435,078+0.935,N-10,15,6.292,1507.25,9483.617,,CHOUTEAU,15TH ST,US-87,NI-NHS,3.0,502.4166666666667,3161.2056666666667
C000010A,08-4-002,019+0.834,026+0.833,N-10,20,7.008,2505.5,17558.544,,CHOUTEAU,15TH ST,US-87,NI-NHS,4.0,626.375,4389.636
C000010A,08-5-002,040+0.598,040+0.716,N-10,3,0.118,2041.75,240.9265,,CHOUTEAU,15TH ST,US-87,NI-NHS,0.6,3402.916666666667,401.5441666666666
C000010A,08-5-002,039+0.098,040+0.598,N-10,5,1.464,2041.75,2989.122,,CHOUTEAU,15TH ST,US-87,NI-NHS,1.0,2041.75,2989.122
C000010A,08-5-003,043+0.153,051+0.440,N-10,51,8.283,1758.6,14566.483799999998,,CHOUTEAU,15TH ST,US-87,NI-NHS,10.2,172.41176470588235,1428.0866470588237
