CORRIDOR,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,TOTAL_CRASHES,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC
C000010A,08-5-004,040+0.857,043+0.153,N-10,9,2.365,1455.5,3442.2575,,CHOUTEAU,15TH ST,US-87,NI-NHS,1.8,808.6111111111111,1912.365277777778
C000010A,08-5-004,040+0.716,040+0.857,N-10,0,0.142,1455.5,206.681,,CHOUTEAU,15TH ST,US-87,NI-NHS,0.0,,
C000010A,21-4-004,089+0.929,091+0.499,N-10,3,1.184,1807.5,2140.08,,HILL,15TH ST,US-87,NI-NHS,0.6,3012.5,3566.8
C000010A,21-4-005,091+0.499,101+0.733,N-10,24,10.194,1804.75,18397.6215,,HILL,15TH ST,US-87,NI-NHS,4.8,375.98958333333337,3832.8378125
C000010A,21-4-005,101+0.733,106+0.762,N-10,23,5.06,1804.75,9132.035,,HILL,15TH ST,US-87,NI-NHS,4.6,392.3369565217392,1985.225
C000010A,21-4A-004,110+0.807,111+0.325,N-10,3,0.494,2518.3333333333335,1244.0566666666666,,HILL,15TH ST,US-87,NI-NHS,0.6,4197.222222222223,2073.427777777778
C000010A,21-4A-004,109+0.715,110+0.807,N-10,10,1.159,2514.0,2913.726,,HILL,15TH ST,US-87,NI-NHS,2.0,1257.0,1456.863
C000010A,21-4A-016,106+0.762,109+0.715,N-10,19,2.92,2849.5,8320.539999999999,,HILL,15TH ST,US-87,NI-NHS,3.8,749.8684210526316,2189.615789473684
C000010A,398783Y,001+0.519,001+0.655,N-10,5,0.135,6173.25,833.3887500000001,,CASCADE,15TH ST,US-87,NI-NHS,1.0,6173.25,833.3887500000001
C000010A,W-115,026+0.833,039+0.098,N-10,48,12.275,2326.75,28560.85625,,CHOUTEAU,15TH ST,US-87,NI-NHS,9.6,242.36979166666669,2975.0891927083335
