CORRIDOR,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,TOTAL_CRASHES,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC
C000086A,16-2-001,009+0.534,015+0.780,P-86,35,6.263,1272.25,7968.10175,,GALLATIN,ROUSE AVE,MT-86,Primary,7.0,181.75,1138.30025
C000086A,16-3-005,004+0.309,009+0.534,P-86,38,5.211,2224.25,11590.56675,,GALLATIN,ROUSE AVE,MT-86,Primary,7.6,292.6644736842105,1525.074572368421
C000086A,16-3B-013,000+0.000,000+0.075,P-86,0,0.075,6701.75,502.63125,,GALLATIN,ROUSE AVE,MT-86,Primary,0.0,,
C000086A,16-3B-014,000+0.075,000+0.431,P-86,0,0.356,8587.75,3057.239,,GALLATIN,ROUSE AVE,MT-86,Primary,0.0,,
C000086A,16-3B-016,000+0.431,000+0.640,P-86,0,0.209,8915.5,1863.3395,,GALLATIN,ROUSE AVE,MT-86,Primary,0.0,,
C000086A,16-3B-017,000+0.640,001+0.021,P-86,3,0.43,11744.0,5049.92,,GALLATIN,ROUSE AVE,MT-86,Primary,0.6,19573.333333333336,8416.533333333335
C000086A,16-3B-018,001+0.384,004+0.309,P-86,19,2.851,8422.5,24012.5475,,GALLATIN,ROUSE AVE,MT-86,Primary,3.8,2216.447368421053,6319.0914473684215
C000086A,16-3B-105,001+0.021,001+0.384,P-86,1,0.363,9989.0,3626.007,,GALLATIN,ROUSE AVE,MT-86,Primary,0.2,49945.0,18130.035
