OBJECTID,ROUTE ID,BEGIN MILE,END MILE,BEGIN REFERENCE POINT,END REFERENCE POINT,DEPARTMENTAL ROUTE,ROUTE NAME,SIGNED ROUTE,SYSTEM,FUNCTIONAL CLASS,ROUTE CATEGORY,STATE MAINTAINED,MAINTENANCE SECTION,STATE RESPONSIBLE,SURFACE TYPE,SURFACE WIDTH,THROUGH LANES,SPEED LIMIT,DIVIDED,ONE WAY,COINCIDENT,SEASONAL,CITY,URBAN AREA,MPO,RESERVATION,NATIONAL PARK,COUNTY,MAINTENANCE DIVISION,FINANCIAL DISTRICT,ADMINISTRATIVE DISTRICT,JUNCTION DESCRIPTION,DESCRIPTION,RECORD LENGTH (MI),CENTERLINE MILEAGE,Shape__Length
6279,C000092A,4.983,5.3425,004+0.9403,005+0.3276,N-92A,RESERVE ST,BR I-90/US-93,NI-NHS,3-Principal Arterial - Other,Road,Yes,1101,Yes,Concrete,75,4,45,Yes,,,,Missoula,Missoula,Missoula MPO Planning,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,AADT CHANGE,0.359500000000001,0.359500000000001,847.941510724795
6280,C000092A,5.3425,5.3722,005+0.3276,005+0.3573,N-92A,RESERVE ST,BR I-90/US-93,NI-NHS,3-Principal Arterial - Other,Road,Yes,1101,Yes,Concrete,75,4,45,Yes,,,,Missoula,Missoula,Missoula MPO Planning,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,JCT I-90 ON RAMP RESERVE INTERCHANGE,JCT I-90 ON RAMP RESERVE INTERCHANGE,0.0297000000000001,0.0297000000000001,70.0112361875715
6282,C000092D,0,2.0139,000+0.0000,002+0.0139,N-92D,,,NI-NHS,3-Principal Arterial - Other,Road,,,,,,,,Yes,,,,Missoula,Missoula,Missoula MPO Planning,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,ENT N-92D/BEGIN DIVIDED ROADWAY,2.0139,0,4748.42749063496
6283,C000092D,2.0139,2.0204,002+0.0139,002+0.0204,N-92D,,,NI-NHS,3-Principal Arterial - Other,Road,,,,,,,,Yes,,,,,Missoula,Missoula MPO Planning,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,LV MISSOULA CITY LIMITS,0.00649999999999995,0,15.3385870352764
6284,C000092D,2.0204,2.2123,002+0.0204,002+0.2123,N-92D,,,NI-NHS,3-Principal Arterial - Other,Road,,,,,,,,Yes,,,,Missoula,Missoula,Missoula MPO Planning,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,ENT MISSOULA CITY LIMITS,0.1919,0,452.613491366749
6286,C000092D,3.3997,4.2489,003+0.3997,004+0.2489,N-92D,,,NI-NHS,3-Principal Arterial - Other,Road,,,,,,,,Yes,,,,Missoula,Missoula,Missoula MPO Planning,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,ENT N-92D/ENT MISSOULA CO/ENT MISSOULA URBAN AREA/ENT MISSOULA CITY LIMITS/ENT MISSOULA MPO PLANNING AREA/BEGIN DIVIDED ROADWAY/ENT MISSOULA MAINT DIV/ENT MISSOULA FINANCIAL DIST/ENT MISSOULA ADMINISTRATIVE DIST,0.8492,0,2003.84961768861
6288,C000092D,4.5576,4.9913,004+0.5576,004+0.9913,N-92D,,,NI-NHS,3-Principal Arterial - Other,Road,,,,,,,,Yes,,,,Missoula,Missoula,Missoula MPO Planning,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,ENT N-92D/ENT MISSOULA CO/ENT MISSOULA URBAN AREA/ENT MISSOULA CITY LIMITS/ENT MISSOULA MPO PLANNING AREA/BEGIN DIVIDED ROADWAY/ENT MISSOULA MAINT DIV/ENT MISSOULA FINANCIAL DIST/ENT MISSOULA ADMINISTRATIVE DIST,0.4337,0,1023.14178753324
6289,C000092D,4.9913,5.3844,004+0.9913,005+0.3844,N-92D,,,NI-NHS,3-Principal Arterial - Other,Road,,,,,,,,Yes,,,,Missoula,Missoula,Missoula MPO Planning,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,,0.3931,0,927.150228127445
6291,C000093A,0,0.2627,000+0.0000,000+0.2627,N-93A,,US-12,NI-NHS,3-Principal Arterial - Other,Road,Yes,1107,Yes,Asphalt,30,2,60,,,,,,,,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,ENT N-93A/ENT US-12,0.2627,0.2627,615.697271063682
6292,C000093A,0.2627,5.946,000+0.2627,005+0.9111,N-93A,,US-12,NI-NHS,3-Principal Arterial - Other,Road,Yes,1107,Yes,Asphalt,28,2,60,,,,,,,,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,5.6833,5.6833,13314.7990108012
6293,C000093A,5.946,16.1203,005+0.9111,016+0.1264,N-93A,,US-12,NI-NHS,3-Principal Arterial - Other,Road,Yes,1107,Yes,Asphalt,28,2,60,,,,,,,,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,AADT CHANGE,10.1743,10.1743,23883.9040710207
6294,C000093A,16.1203,16.2108,016+0.1264,016+0.2169,N-93A,,US-12,NI-NHS,3-Principal Arterial - Other,Road,Yes,1107,Yes,Asphalt,28,2,60,,,,,,,,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,AADT CHANGE,0.0904999999999987,0.0904999999999987,211.944710475406
6295,C000093A,16.2108,20.1093,016+0.2169,020+0.0680,N-93A,,US-12,NI-NHS,3-Principal Arterial - Other,Road,Yes,1107,Yes,Asphalt,30,2,60,,,,,,,,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,3.8985,3.8985,9146.17812667898
6296,C000093A,20.1093,22.5368,020+0.0680,022+0.5243,N-93A,,US-12,NI-NHS,3-Principal Arterial - Other,Road,Yes,1107,Yes,Asphalt,30,2,70,,,,,,,,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,BEGIN 70 MPH SPEED LIMIT,2.4275,2.4275,5697.29674199597
6297,C000093A,22.5368,29.0907,022+0.5243,029+0.1473,N-93A,,US-12,NI-NHS,3-Principal Arterial - Other,Road,Yes,1107,Yes,Asphalt,30,2,70,,,,,,,,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,AADT CHANGE,6.5539,6.5539,15380.2531471493
6298,C000093A,29.0907,30.8625,029+0.1473,030+0.9252,N-93A,,US-12,NI-NHS,3-Principal Arterial - Other,Road,Yes,1107,Yes,Asphalt,30,2,70,,,,,,,Missoula MPO Planning,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,ENT MISSOULA MPO PLANNING AREA,1.7718,1.7718,4159.44430120655
6299,C000093A,30.8625,31.8251,030+0.9252,031+0.8973,N-93A,LOLO CREEK RD,US-12,NI-NHS,3-Principal Arterial - Other,Road,Yes,1107,Yes,Asphalt,30,2,70,,,,,,,Missoula MPO Planning,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,ENT LOLO CREEK RD/AADT CHANGE,0.962599999999998,0.962599999999998,2258.48639174568
6300,C000093A,31.8251,32.2429,031+0.8973,032+0.3220,N-93A,LOLO CREEK RD,US-12,NI-NHS,3-Principal Arterial - Other,Road,Yes,1107,Yes,Asphalt,30,2,45,,,,,,,Missoula MPO Planning,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,BEGIN 45 MPH SPEED LIMIT,0.4178,0.4178,980.043145711312
6301,C000093A,32.2429,32.5519,032+0.3220,032+0.6310,N-93A,LOLO CREEK RD,US-12,NI-NHS,3-Principal Arterial - Other,Road,Yes,1107,Yes,Asphalt,30,2,35,,,,,,,Missoula MPO Planning,,,MISSOULA,MISSOULA,MISSOULA,MISSOULA,,BEGIN 35 MPH SPEED LIMIT,0.309000000000005,0.309000000000005,724.943677000807
6303,C000094A,0,0.8963,000+0.0000,000+0.8963,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,5103,Yes,Asphalt,38,2,65,Yes,,,,,Billings,Billings MPO Planning,,,YELLOWSTONE,BILLINGS,BILLINGS,BILLINGS,JCT I-90 PINE HILL INTERCHANGE,ENT I-94A/ENT I-94/BEGIN DIVIDED ROADWAY/,0.8963,0.8963,2070.65094930592
6304,C000094A,0.8963,1.5194,000+0.8963,001+0.5811,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,5103,Yes,Asphalt,38,2,80,Yes,,,,,Billings,Billings MPO Planning,,,YELLOWSTONE,BILLINGS,BILLINGS,BILLINGS,,BEGIN 80 MPH SPEED LIMIT,0.6231,0.6231,1432.71111489544
6305,C000094A,1.5194,5.8236,001+0.5811,005+0.8823,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,5103,Yes,Asphalt,38,2,80,Yes,,,,,,,,,YELLOWSTONE,BILLINGS,BILLINGS,BILLINGS,,LV BILLINGS URBAN AREA/LV BILLINGS MPO PLANNING AREA,4.3042,4.3042,9928.65701172496
6306,C000094A,5.8236,14.4211,005+0.8823,014+0.5273,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,5103,Yes,Asphalt,38,2,80,Yes,,,,,,,,,YELLOWSTONE,BILLINGS,BILLINGS,BILLINGS,"JCT OFF RAMP HUNTLEY INTERCHANGE, EXIT 6","AADT CHANGE/JCT OFF RAMP HUNTLEY INTERCHANGE, EXIT 6",8.5975,8.5975,19792.938553485
6307,C000094A,14.4211,14.507,014+0.5273,014+0.6133,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,5104,Yes,Asphalt,38,2,80,Yes,,,,,,,,,YELLOWSTONE,BILLINGS,BILLINGS,BILLINGS,,LV MAINT SECT 5103/ENT MAINT SECT 5104,0.0859000000000005,0.0859000000000005,198.669417700949
6308,C000094A,14.507,22.9454,014+0.6133,023+0.0595,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,5104,Yes,Asphalt,38,2,80,Yes,,,,,,,,,YELLOWSTONE,BILLINGS,BILLINGS,BILLINGS,"JCT OFF RAMP BALLANTINE INTERCHANGE, EXIT 14","AADT CHANGE/JCT OFF RAMP BALLANTINE INTERCHANGE, EXIT 14",8.4384,8.4384,19511.8203065598
6309,C000094A,22.9454,35.7204,023+0.0595,035+0.8004,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,5104,Yes,Asphalt,38,2,80,Yes,,,,,,,,,YELLOWSTONE,BILLINGS,BILLINGS,BILLINGS,"JCT OFF RAMP POMPEYS PILLAR INTERCHANGE, EXIT 23","AADT CHANGE/JCT OFF RAMP POMPEYS PILLAR INTERCHANGE, EXIT 23",12.775,12.775,29445.1751325284
6310,C000094A,35.7204,46.8871,035+0.8004,046+0.9258,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,5104,Yes,Asphalt,38,2,80,Yes,,,,,,,,,YELLOWSTONE,BILLINGS,BILLINGS,BILLINGS,"JCT OFF RAMP WACO INTERCHANGE, EXIT 36","JCT OFF RAMP WACO INTERCHANGE, EXIT 36",11.1667,11.1667,25753.4810141717
6311,C000094A,46.8871,49.2782,046+0.9258,049+0.3199,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,5104,Yes,Asphalt,38,2,80,Yes,,,,,,,,,YELLOWSTONE,BILLINGS,BILLINGS,BILLINGS,"JCT OFF RAMP CUSTER INTERCHANGE, EXIT 47","AADT CHANGE/JCT OFF RAMP CUSTER INTERCHANGE, EXIT 47",2.3911,2.3911,5539.45957085739
6312,C000094A,49.2782,51.6759,049+0.3199,052+0.1508,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,5104,Yes,Asphalt,38,2,80,Yes,,,,,,,,,YELLOWSTONE,BILLINGS,BILLINGS,BILLINGS,"JCT OFF RAMP MONT 47 INTERCHANGE, EXIT 49","AADT CHANGE/JCT OFF RAMP MONT 47 INTERCHANGE, EXIT 49",2.3977,2.3977,5552.06779744779
6313,C000094A,51.6759,52.3756,052+0.1508,052+0.8504,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,5104,Yes,Asphalt,38,2,80,Yes,,,,,,,,,TREASURE,BILLINGS,BILLINGS,BILLINGS,,LV YELLOWSTONE CO/ENT TREASURE CO,0.6997,0.6997,1624.30704963236
6314,C000094A,52.3756,62.1117,052+0.8504,062+0.5488,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,5104,Yes,Asphalt,38,2,80,Yes,,,,,,,,,TREASURE,BILLINGS,BILLINGS,BILLINGS,"JCT OFF RAMP BIGHORN INTERCHANGE, EXIT 53","AADT CHANGE/JCT OFF RAMP BIGHORN INTERCHANGE, EXIT 53",9.7361,9.7361,22466.3168813871
6315,C000094A,62.1117,62.506,062+0.5488,062+0.9431,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,5104,Yes,Asphalt,36,2,80,Yes,,,,,,,,,TREASURE,BILLINGS,BILLINGS,BILLINGS,,SURFACE WIDTH CHANGE,0.394300000000001,0.394300000000001,915.229101126825
6316,C000094A,62.506,66.3094,062+0.9431,066+0.7365,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,5104,Yes,Asphalt,36,2,80,Yes,,,,,,,,,TREASURE,BILLINGS,BILLINGS,BILLINGS,"JCT OFF RAMP RANCH ACCESS INTERCHANGE, EXIT 63","JCT OFF RAMP RANCH ACCESS INTERCHANGE, EXIT 63",3.8034,3.8034,8847.78507523397
6317,C000094A,66.3094,67.3122,066+0.7365,067+0.7417,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,5104,Yes,Asphalt,38,2,80,Yes,,,,,,,,,TREASURE,BILLINGS,BILLINGS,BILLINGS,,SURFACE WIDTH CHANGE,1.00280000000001,1.00280000000001,2330.99869101721
6318,C000094A,67.3122,71.4014,067+0.7417,071+0.7975,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,5104,Yes,Asphalt,38,2,80,Yes,,,,,,,,,TREASURE,BILLINGS,BILLINGS,BILLINGS,"JCT OFF RAMP HYSHAM INTERCHANGE, EXIT 67","AADT CHANGE/JCT OFF RAMP HYSHAM INTERCHANGE, EXIT 67",4.08919999999999,4.08919999999999,9481.66122037998
6319,C000094A,71.4014,77.6378,071+0.7975,078+0.0356,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,5104,Yes,Asphalt,38,2,80,Yes,,,,,,,,,TREASURE,BILLINGS,BILLINGS,BILLINGS,"JCT OFF RAMP SARPY CREEK INTERCHANGE, EXIT 72","AADT CHANGE/JCT OFF RAMP SARPY CREEK INTERCHANGE, EXIT 72",6.2364,6.2364,14491.9201013467
6320,C000094A,77.6378,77.9113,078+0.0356,078+0.3092,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,5104,Yes,Asphalt,37,2,80,Yes,,,,,,,,,TREASURE,BILLINGS,BILLINGS,BILLINGS,,SURFACE WIDTH CHANGE,0.273499999999999,0.273499999999999,635.944820862151
6321,C000094A,77.9113,81.6058,078+0.3092,082+0.0044,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,4306,Yes,Asphalt,37,2,80,Yes,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,,LV TREASURE CO/ENT ROSEBUD CO/LV MAINT SECT 5104/ENT MAINT SECT 4306/ENT MILES CITY MAINT DIV/ENT GLENDIVE FINANCIAL DIST/ENT GLENDIVE ADMINISTRATIVE DIST,3.69450000000001,3.69450000000001,8578.42765346638
6322,C000094A,81.6058,86.9806,082+0.0044,087+0.3820,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,4306,Yes,Asphalt,37,2,80,Yes,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,"JCT OFF RAMP RESERVATION CREEK INTERCHANGE, EXIT 82","JCT OFF RAMP RESERVATION CREEK INTERCHANGE, EXIT 82",5.37479999999999,5.37479999999999,12490.7303324794
6323,C000094A,86.9806,93.0132,087+0.3820,093+0.4068,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,4306,Yes,Asphalt,37,2,80,Yes,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,"JCT OFF RAMP COLSTRIP INTERCHANGE, EXIT 87","AADT CHANGE/JCT OFF RAMP COLSTRIP INTERCHANGE, EXIT 87",6.0326,6.0326,13980.7965615141
6324,C000094A,93.0132,93.2177,093+0.4068,093+0.6113,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,4306,Yes,Asphalt,37,2,80,Yes,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,"JCT OFF RAMP W FORSYTH INTERCHANGE, EXIT 93","AADT CHANGE/JCT OFF RAMP W FORSYTH INTERCHANGE, EXIT 93",0.204499999999996,0.204499999999996,475.42853070677
6325,C000094A,93.2177,93.9188,093+0.6113,094+0.3149,I-94A,,I-94/US-12,Interstate,1-Interstate,Road,Yes,4306,Yes,Asphalt,37,2,80,Yes,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,,LV I-94 / ENT I-94/US-12,0.701100000000011,0.701100000000011,1630.34365211288
6326,C000094A,93.9188,94.1009,094+0.3149,094+0.4971,I-94A,,I-94/US-12,Interstate,1-Interstate,Road,Yes,4306,Yes,Asphalt,37,2,80,Yes,,,,Forsyth,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,,ENT FORSYTH CITY LIMITS,0.182099999999991,0.182099999999991,424.135907378398
6327,C000094A,94.1009,94.606,094+0.4971,094+1.0022,I-94A,,I-94/US-12,Interstate,1-Interstate,Road,Yes,4306,Yes,Asphalt,37,2,80,Yes,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,,LV FORSYTH CITY LIMITS,0.505099999999999,0.505099999999999,1176.31035342254
6328,C000094A,94.606,103.325,094+1.0022,103+0.6550,I-94A,,I-94/US-12,Interstate,1-Interstate,Road,Yes,4306,Yes,Asphalt,37,2,80,Yes,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,"JCT OFF RAMP E FORSYTH INTERCHANGE, EXIT 95","AADT CHANGE/JCT OFF RAMP E FORSYTH INTERCHANGE, EXIT 95",8.71900000000001,8.71900000000001,20242.958139996
6329,C000094A,103.325,103.6286,103+0.6550,103+0.9585,I-94A,,I-94/US-12,Interstate,1-Interstate,Road,Yes,4306,Yes,Asphalt,37,2,80,Yes,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,"JCT OFF RAMP W ROSEBUD INTERCHANGE, EXIT 103","AADT CHANGE/JCT OFF RAMP W ROSEBUD INTERCHANGE, EXIT 103",0.303600000000003,0.303600000000003,704.311892623858
6330,C000094A,103.6286,106.234,103+0.9585,106+0.5637,I-94A,,I-94/US-12,Interstate,1-Interstate,Road,Yes,4306,Yes,Asphalt,38,2,80,Yes,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,,SURFACE WIDTH CHANGE,2.60539999999999,2.60539999999999,6044.47259060728
6331,C000094A,106.234,111.6878,106+0.5637,112+0.0061,I-94A,,I-94/US-12,Interstate,1-Interstate,Road,Yes,4306,Yes,Asphalt,38,2,80,Yes,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,"JCT OFF RAMP E ROSEBUD INTERCHANGE, EXIT 106","JCT OFF RAMP E ROSEBUD INTERCHANGE, EXIT 106",5.4538,5.4538,12663.1296366626
6332,C000094A,111.6878,113.9852,112+0.0061,114+0.3062,I-94A,,I-94/US-12,Interstate,1-Interstate,Road,Yes,4301,Yes,Asphalt,38,2,80,Yes,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,,LV MAINT SECT 4306/ENT MAINT SECT 4301,2.29740000000001,2.29740000000001,5336.02895020809
6333,C000094A,113.9852,117.2355,114+0.3062,117+0.4967,I-94A,,I-94/US-12,Interstate,1-Interstate,Road,Yes,4301,Yes,Asphalt,41,2,80,Yes,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,,SURFACE WIDTH CHANGE,3.2503,3.2503,7559.03271847899
6334,C000094A,117.2355,119.8799,117+0.4967,120+0.1557,I-94A,,I-94/US-12,Interstate,1-Interstate,Road,Yes,4301,Yes,Asphalt,41,2,80,Yes,,,,,,,,,ROSEBUD,MILES CITY,GLENDIVE,GLENDIVE,"JCT OFF RAMP HATHAWAY INTERCHANGE, EXIT 117","JCT OFF RAMP HATHAWAY INTERCHANGE, EXIT 117",2.6444,2.6444,6146.93535176115
6335,C000094A,119.8799,125.8049,120+0.1557,126+0.0657,I-94A,,I-94/US-12,Interstate,1-Interstate,Road,Yes,4301,Yes,Asphalt,41,2,80,Yes,,,,,,,,,CUSTER,MILES CITY,GLENDIVE,GLENDIVE,,LV ROSEBUD CO/ENT CUSTER CO,5.925,5.925,13757.0524072427
6336,C000094A,125.8049,128.2716,126+0.0657,128+0.5249,I-94A,,I-94/US-12,Interstate,1-Interstate,Road,Yes,4301,Yes,Asphalt,41,2,80,Yes,,,,,,,,,CUSTER,MILES CITY,GLENDIVE,GLENDIVE,"JCT OFF RAMP MOON CREEK INTERCHANGE, EXIT 126","AADT CHANGE/JCT OFF RAMP MOON CREEK INTERCHANGE, EXIT 126",2.4667,2.4667,5720.21540676438
6337,C000094A,128.2716,128.5976,128+0.5249,128+0.8509,I-94A,,I-94/US-12,Interstate,1-Interstate,Road,Yes,4301,Yes,Asphalt,37,2,80,Yes,,,,,,,,,CUSTER,MILES CITY,GLENDIVE,GLENDIVE,,SURFACE WIDTH CHANGE,0.325999999999993,0.325999999999993,758.097997200219
6338,C000094A,128.5976,135.0185,128+0.8509,135+0.2411,I-94A,,I-94/US-12,Interstate,1-Interstate,Road,Yes,4301,Yes,Asphalt,37,2,80,Yes,,,,,,,,,CUSTER,MILES CITY,GLENDIVE,GLENDIVE,"JCT OFF RAMP RADAR INTERCHANGE, EXIT 128","JCT OFF RAMP RADAR INTERCHANGE, EXIT 128",6.42089999999999,6.42089999999999,14885.5511028002
6339,C000094A,135.0185,137.6882,135+0.2411,137+0.9110,I-94A,,I-94/US-12,Interstate,1-Interstate,Road,Yes,4301,Yes,Asphalt,37,2,80,Yes,,,,,,,,,CUSTER,MILES CITY,GLENDIVE,GLENDIVE,"JCT OFF RAMP W MILES CITY INTERCHANGE, EXIT 135","AADT CHANGE/JCT OFF RAMP W MILES CITY INTERCHANGE, EXIT 135",2.66970000000001,2.66970000000001,6222.85193862779
6340,C000094A,137.6882,137.7698,137+0.9110,137+0.9926,I-94A,,I-94/US-12,Interstate,1-Interstate,Road,Yes,4301,Yes,Asphalt,37,2,80,Yes,,,,,Miles City,,,,CUSTER,MILES CITY,GLENDIVE,GLENDIVE,,ENT MILES CITY URBAN AREA,0.0816000000000088,0.0816000000000088,189.898282051562
6341,C000094A,137.7698,137.8714,137+0.9926,138+0.0956,I-94A,,I-94/US-12,Interstate,1-Interstate,Road,Yes,4301,Yes,Asphalt,37,2,80,Yes,,,,Miles City,Miles City,,,,CUSTER,MILES CITY,GLENDIVE,GLENDIVE,,ENT MILES CITY CITY LIMITS,0.101599999999991,0.101599999999991,237.050495858407
6342,C000094A,137.8714,138.4856,138+0.0956,138+0.7098,I-94A,,I-94/US-12,Interstate,1-Interstate,Road,Yes,4301,Yes,Asphalt,37,2,80,Yes,,,,Miles City,Miles City,,,,CUSTER,MILES CITY,GLENDIVE,GLENDIVE,"JCT OFF RAMP BROADUS INTERCHANGE, EXIT 138","AADT CHANGE/JCT OFF RAMP BROADUS INTERCHANGE, EXIT 138",0.614200000000011,0.614200000000011,1432.01314408843
6343,C000094A,138.4856,138.8198,138+0.7098,139+0.0437,I-94A,,I-94/US-12,Interstate,1-Interstate,Road,Yes,4301,Yes,Asphalt,37,2,80,Yes,,,,,Miles City,,,,CUSTER,MILES CITY,GLENDIVE,GLENDIVE,,LV MILES CITY CITY LIMITS,0.334199999999981,0.334199999999981,779.747732360017
6344,C000094A,138.8198,140.7368,139+0.0437,140+0.9575,I-94A,,I-94/US-12,Interstate,1-Interstate,Road,Yes,4301,Yes,Asphalt,37,2,80,Yes,,,,,,,,,CUSTER,MILES CITY,GLENDIVE,GLENDIVE,,LV MILES CITY URBAN AREA,1.917,1.917,4474.37267665518
6345,C000094A,140.7368,140.9672,140+0.9575,141+0.1585,I-94A,,I-94/US-12,Interstate,1-Interstate,Road,Yes,4301,Yes,Asphalt,37,2,80,Yes,,,,,,,,,CUSTER,MILES CITY,GLENDIVE,GLENDIVE,"JCT OFF RAMP BAKER INTERCHANGE, EXIT 141","AADT CHANGE/JCT OFF RAMP BAKER INTERCHANGE, EXIT 141",0.230400000000003,0.230400000000003,538.62235689878
6346,C000094A,140.9672,141.0123,141+0.1585,141+0.2036,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,4301,Yes,Asphalt,37,2,80,Yes,,,,,,,,,CUSTER,MILES CITY,GLENDIVE,GLENDIVE,,LV I-94/US-12 / ENT I-94,0.0451000000000192,0.0451000000000192,105.429365795532
6347,C000094A,141.0123,143.0114,141+0.2036,143+0.2071,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,4301,Yes,Asphalt,41,2,80,Yes,,,,,,,,,CUSTER,MILES CITY,GLENDIVE,GLENDIVE,,SURFACE WIDTH CHANGE,1.9991,1.9991,4673.16525184452
6348,C000094A,143.0114,148.3385,143+0.2071,148+0.5397,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,4301,Yes,Asphalt,37,2,80,Yes,,,,,,,,,CUSTER,MILES CITY,GLENDIVE,GLENDIVE,,SURFACE WIDTH CHANGE,5.3271,5.3271,12454.4242004201
6349,C000094A,148.3385,153.7052,148+0.5397,153+0.9088,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,4301,Yes,Asphalt,37,2,80,Yes,,,,,,,,,CUSTER,MILES CITY,GLENDIVE,GLENDIVE,"JCT OFF RAMP SHIRLEY INTERCHANGE, EXIT 148","AADT CHANGE/JCT OFF RAMP SHIRLEY INTERCHANGE, EXIT 148",5.36669999999998,5.36669999999998,12484.3466995906
6350,C000094A,153.7052,158.3729,153+0.9088,158+0.9467,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,4301,Yes,Asphalt,38,2,80,Yes,,,,,,,,,CUSTER,MILES CITY,GLENDIVE,GLENDIVE,,SURFACE WIDTH CHANGE,4.6677,4.6677,10922.6071182202
6351,C000094A,158.3729,158.7989,158+0.9467,159+0.2517,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,4305,Yes,Asphalt,38,2,80,Yes,,,,,,,,,CUSTER,MILES CITY,GLENDIVE,GLENDIVE,,LV MAINT SECT 4301/ENT MAINT SECT 4305,0.426000000000016,0.426000000000016,998.638638482851
6352,C000094A,158.7989,162.8035,159+0.2517,163+0.3667,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,4305,Yes,Asphalt,38,2,80,Yes,,,,,,,,,CUSTER,MILES CITY,GLENDIVE,GLENDIVE,"JCT OFF RAMP DIAMOND RING INTERCHANGE, EXIT 159","AADT CHANGE/JCT OFF RAMP DIAMOND RING INTERCHANGE, EXIT 159",4.00460000000001,4.00460000000001,9382.66062197797
6353,C000094A,162.8035,168.1476,163+0.3667,168+0.6914,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,4305,Yes,Asphalt,38,2,80,Yes,,,,,,,,,PRAIRIE,MILES CITY,GLENDIVE,GLENDIVE,,LV CUSTER CO/ENT PRAIRIE CO,5.3441,5.3441,12523.7724839905
6354,C000094A,168.1476,168.9815,168+0.6914,169+0.5320,I-94A,,I-94,Interstate,1-Interstate,Road,Yes,4305,Yes,Asphalt,38,2,80,Yes,,,,,,,,,PRAIRIE,MILES CITY,GLENDIVE,GLENDIVE,"JCT OFF RAMP POWDER RIVER INTERCHANGE, EXIT 169","JCT OFF RAMP POWDER RIVER INTERCHANGE, EXIT 169",0.8339,0.8339,1958.45227496124
