YEAR,DEPT_ID,DEPT_RBD,SEC_LNT_MI,CORR_ID,CORR_RBD,CORRIDOR,CORR_MP,CORR_ENDMP,CORR_MIOFF,CORR_ENDMI,SITE_ID,TYC_CCS,TYC_REMARK,TYC_ACTEST,TYC_AADT,TYC_MC_NUM,TYC_RV_NUM,BUS_NUM,COMM_NUM,LG_TRK_NUM,TYC_MC,TYC_RV,TYC_BUS,TYC_COMM,TYC_LG_TRK,FACTOR_GRP,TYC_VC_GRP,FUT_FACT,TYC_DHV,FLEXESAL_P,FLEXESAL_N,RESAL_P,RESAL_N,ONE_WAY,NUM_LANES,COIN_RT,CNTY_NM,JCT_DESC,LINK_DESC,PCT_DH_SU,PCT_DH_CU,SEGMENT_KEY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,YEARS_WITH_DATA,TOTAL_CRASHES,COUNTY,CRASHES,MILES_DRIVEN,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC,LOCATION,ROUTE_FILE_NAME,SEGMENT_NAME
2023.0,I-94,A,11.167,C000094,A,C000094A,035+0.800,046+0.926,35.72,46.887,56-3-002,,,A,4583.0,29.0,,55.0,1519.0,1357.0,6.0,,12.0,337.0,301.0,RURAL OUTER INTERSTATE,1042.0,10.0,84.0,862.0,862.0,1310.0,1310.0,,2.0,,YELLOWSTONE,"JCT OFF RAMP WACO INTERCHANGE, EXIT 36","JCT OFF RAMP WACO INTERCHANGE, EXIT 36",3.774,18.029,C000094_035+0.800_046+0.926_I-94,,I-94,Interstate,4,93,YELLOWSTONE,93.0,51178.361,18.6,246.39784946236557,2751.524784946236,,I-94,I-94_I-94_I-94_I-94_Start-at-Jct-near-Billings_Forsyth
2023.0,I-94,A,2.391,C000094,A,C000094A,046+0.926,049+0.320,46.887,49.278,56-3-003,,,E,4811.0,29.0,,55.0,1519.0,1357.0,6.0,,11.0,316.0,282.0,RURAL OUTER INTERSTATE,1042.0,10.0,84.0,861.0,861.0,1310.0,1310.0,,2.0,,YELLOWSTONE,"JCT OFF RAMP CUSTER INTERCHANGE, EXIT 47","JCT OFF RAMP CUSTER INTERCHANGE, EXIT 47",3.774,18.029,C000094_046+0.926_049+0.320_I-94,,I-94,Interstate,1,9,YELLOWSTONE,9.0,11503.101,1.8,2672.777777777778,6390.611666666667,,I-94,I-94_I-94_I-94_I-94_Start-at-Jct-near-Billings_Forsyth
2023.0,I-94,A,2.398,C000094,A,C000094A,049+0.320,052+0.151,49.278,51.676,52-2-001,,,E,5226.0,30.0,,12.0,1342.0,1267.0,6.0,,2.0,257.0,242.0,RURAL OUTER INTERSTATE,1043.0,10.0,92.0,751.0,751.0,1127.0,1127.0,,2.0,,YELLOWSTONE,"JCT OFF RAMP MONT 47 INTERCHANGE, EXIT 49","JCT OFF RAMP MONT 47 INTERCHANGE, EXIT 49",2.386,19.089,C000094_049+0.320_052+0.151_I-94,,I-94,Interstate,1,11,YELLOWSTONE,11.0,12531.948,2.2,2375.454545454545,5696.339999999999,,I-94,I-94_I-94_I-94_I-94_Start-at-Jct-near-Billings_Forsyth
2023.0,I-94,A,0.7,C000094,A,C000094A,052+0.151,052+0.850,51.676,52.376,52-2-001,,,E,5011.75,30.0,,12.0,1342.0,1267.0,6.0,,2.0,257.0,242.0,RURAL OUTER INTERSTATE,1043.0,10.0,92.0,751.0,751.0,1127.0,1127.0,,2.0,,TREASURE,,,2.386,19.089,C000094_052+0.151_052+0.850_I-94,,I-94,Interstate,4,8,YELLOWSTONE,8.0,3508.225,1.6,3132.34375,2192.640625,,I-94,I-94_I-94_I-94_I-94_Start-at-Jct-near-Billings_Forsyth
2023.0,I-94,A,10.13,C000094,A,C000094A,052+0.850,062+0.943,52.376,62.506,52-2-002,,,E,5174.0,30.0,,12.0,1342.0,1267.0,6.0,,2.0,259.0,245.0,RURAL OUTER INTERSTATE,1043.0,10.0,92.0,750.0,750.0,1127.0,1127.0,,2.0,,TREASURE,"JCT OFF RAMP BIGHORN INTERCHANGE, EXIT 53","JCT OFF RAMP BIGHORN INTERCHANGE, EXIT 53",2.386,19.089,C000094_052+0.850_062+0.943_I-94,,I-94,Interstate,1,60,TREASURE,60.0,52412.62,12.0,431.1666666666667,4367.718333333333,,I-94,I-94_I-94_I-94_I-94_Start-at-Jct-near-Billings_Forsyth
2023.0,I-94,A,4.806,C000094,A,C000094A,062+0.943,067+0.742,62.506,67.312,52-2-002,,,E,4962.5,30.0,,12.0,1342.0,1267.0,6.0,,2.0,259.0,245.0,RURAL OUTER INTERSTATE,1043.0,10.0,92.0,750.0,750.0,1127.0,1127.0,,2.0,,TREASURE,"JCT OFF RAMP RANCH ACCESS INTERCHANGE, EXIT 63","JCT OFF RAMP RANCH ACCESS INTERCHANGE, EXIT 63",2.386,19.089,C000094_062+0.943_067+0.742_I-94,,I-94,Interstate,4,36,TREASURE,36.0,23849.775,7.2,689.2361111111111,3312.46875,,I-94,I-94_I-94_I-94_I-94_Start-at-Jct-near-Billings_Forsyth
2023.0,I-94,A,4.089,C000094,A,C000094A,067+0.742,071+0.797,67.312,71.401,52-1-001,,,E,5042.0,30.0,,12.0,1342.0,1267.0,6.0,,2.0,266.0,251.0,RURAL OUTER INTERSTATE,1043.0,10.0,92.0,750.0,750.0,1127.0,1127.0,,2.0,,TREASURE,"JCT OFF RAMP HYSHAM INTERCHANGE, EXIT 67","JCT OFF RAMP HYSHAM INTERCHANGE, EXIT 67",2.386,19.089,C000094_067+0.742_071+0.797_I-94,,I-94,Interstate,1,26,TREASURE,26.0,20616.738,5.2,969.6153846153844,3964.757307692308,,I-94,I-94_I-94_I-94_I-94_Start-at-Jct-near-Billings_Forsyth
2023.0,I-94,A,6.51,C000094,A,C000094A,071+0.797,078+0.309,71.401,77.911,44-5-001,,,E,4188.0,30.0,,12.0,1342.0,1267.0,7.0,,3.0,320.0,303.0,RURAL OUTER INTERSTATE,1043.0,10.0,92.0,750.0,750.0,1126.0,1126.0,,2.0,,TREASURE,"JCT OFF RAMP SARPY CREEK INTERCHANGE, EXIT 72","JCT OFF RAMP SARPY CREEK INTERCHANGE, EXIT 72",2.386,19.089,C000094_071+0.797_078+0.309_I-94,,I-94,Interstate,1,41,TREASURE,41.0,27263.879999999997,8.2,510.7317073170732,3324.8634146341465,,I-94,I-94_I-94_I-94_I-94_Start-at-Jct-near-Billings_Forsyth
2023.0,I-94,A,3.694,C000094,A,C000094A,078+0.309,082+0.004,77.911,81.606,44-5-001,,,E,4332.75,30.0,,12.0,1342.0,1267.0,7.0,,3.0,320.0,303.0,RURAL OUTER INTERSTATE,1043.0,10.0,92.0,750.0,750.0,1126.0,1126.0,,2.0,,ROSEBUD,,,2.386,19.089,C000094_078+0.309_082+0.004_I-94,,I-94,Interstate,4,27,ROSEBUD,27.0,16005.1785,5.4,802.3611111111111,2963.9219444444443,,I-94,I-94_I-94_I-94_I-94_Start-at-Jct-near-Billings_Forsyth
2023.0,I-94,A,5.375,C000094,A,C000094A,082+0.004,087+0.382,81.606,86.981,44-5-001,,,E,4332.75,30.0,,12.0,1342.0,1267.0,7.0,,3.0,320.0,303.0,RURAL OUTER INTERSTATE,1043.0,10.0,92.0,750.0,750.0,1126.0,1126.0,,2.0,,ROSEBUD,"JCT OFF RAMP RESERVATION CREEK INTERCHANGE, EXIT 82","JCT OFF RAMP RESERVATION CREEK INTERCHANGE, EXIT 82",2.386,19.089,C000094_082+0.004_087+0.382_I-94,,I-94,Interstate,4,31,ROSEBUD,31.0,23288.53125,6.2,698.8306451612902,3756.214717741936,,I-94,I-94_I-94_I-94_I-94_Start-at-Jct-near-Billings_Forsyth
2023.0,I-94,A,6.033,C000094,A,C000094A,087+0.382,093+0.407,86.981,93.013,44-5-002,,,E,4331.0,37.0,,11.0,1356.0,1238.0,9.0,,3.0,313.0,286.0,RURAL OUTER INTERSTATE,1044.0,10.0,111.0,710.0,710.0,1053.0,1053.0,,2.0,,ROSEBUD,"JCT OFF RAMP COLSTRIP INTERCHANGE, EXIT 87","JCT OFF RAMP COLSTRIP INTERCHANGE, EXIT 87",2.748,19.239,C000094_087+0.382_093+0.407_I-94,,I-94,Interstate,1,49,ROSEBUD,49.0,26128.923000000003,9.8,441.938775510204,2666.2166326530614,,I-94,I-94_I-94_I-94_I-94_Start-at-Jct-near-Billings_Forsyth
2023.0,I-94,A,1.593,C000094,A,C000094A,093+0.407,094+1.002,93.013,94.606,44-5-010,,,E,4170.0,48.0,,39.0,1153.0,1088.0,12.0,,9.0,276.0,261.0,RURAL OUTER INTERSTATE,1045.0,16.0,114.0,705.0,705.0,1076.0,1076.0,,2.0,,ROSEBUD,"JCT OFF RAMP W FORSYTH INTERCHANGE, EXIT 93","JCT OFF RAMP W FORSYTH INTERCHANGE, EXIT 93",1.487,11.71,C000094_093+0.407_094+1.002_I-94,,I-94,Interstate,1,10,ROSEBUD,10.0,6642.8099999999995,2.0,2085.0,3321.4049999999997,,I-94,I-94_I-94_I-94_I-94_Start-at-Jct-near-Billings_Forsyth
2023.0,I-94,A,8.719,C000094,A,C000094A,094+1.002,103+0.655,94.606,103.325,44-5-003,,,E,5498.0,48.0,,39.0,1153.0,1088.0,9.0,,7.0,210.0,198.0,RURAL OUTER INTERSTATE,1045.0,16.0,114.0,706.0,706.0,1077.0,1077.0,,2.0,,ROSEBUD,"JCT OFF RAMP E FORSYTH INTERCHANGE, EXIT 95","JCT OFF RAMP E FORSYTH INTERCHANGE, EXIT 95",1.487,11.71,C000094_094+1.002_103+0.655_I-94,,I-94,Interstate,1,56,ROSEBUD,56.0,47937.062,11.2,490.8928571428572,4280.094821428572,,I-94,I-94_I-94_I-94_I-94_Forsyth_Miles-City
2023.0,I-94,A,2.909,C000094,A,C000094A,103+0.655,106+0.564,103.325,106.234,44-6-001,,,E,5272.0,48.0,,39.0,1153.0,1088.0,9.0,,7.0,219.0,206.0,RURAL OUTER INTERSTATE,1045.0,16.0,114.0,706.0,706.0,1077.0,1077.0,,2.0,,ROSEBUD,"JCT OFF RAMP W ROSEBUD INTERCHANGE, EXIT 103","JCT OFF RAMP W ROSEBUD INTERCHANGE, EXIT 103",1.487,11.71,C000094_103+0.655_106+0.564_I-94,,I-94,Interstate,1,12,ROSEBUD,12.0,15336.248,2.4,2196.666666666667,6390.1033333333335,,I-94,I-94_I-94_I-94_I-94_Forsyth_Miles-City
2023.0,I-94,A,11.002,C000094,A,C000094A,106+0.564,117+0.497,106.234,117.236,44-6-001,,,E,5072.5,48.0,,39.0,1153.0,1088.0,9.0,,7.0,219.0,206.0,RURAL OUTER INTERSTATE,1045.0,16.0,114.0,706.0,706.0,1077.0,1077.0,,2.0,,ROSEBUD,"JCT OFF RAMP E ROSEBUD INTERCHANGE, EXIT 106","JCT OFF RAMP E ROSEBUD INTERCHANGE, EXIT 106",1.487,11.71,C000094_106+0.564_117+0.497_I-94,,I-94,Interstate,4,102,ROSEBUD,102.0,55807.645,20.4,248.65196078431373,2735.66887254902,,I-94,I-94_I-94_I-94_I-94_Forsyth_Miles-City
2023.0,I-94,A,2.644,C000094,A,C000094A,117+0.497,120+0.156,117.236,119.88,44-6-001,,,E,5072.5,48.0,,39.0,1153.0,1088.0,9.0,,7.0,219.0,206.0,RURAL OUTER INTERSTATE,1045.0,16.0,114.0,706.0,706.0,1077.0,1077.0,,2.0,,ROSEBUD,"JCT OFF RAMP HATHAWAY INTERCHANGE, EXIT 117","JCT OFF RAMP HATHAWAY INTERCHANGE, EXIT 117",1.487,11.71,C000094_117+0.497_120+0.156_I-94,,I-94,Interstate,4,33,ROSEBUD,33.0,13411.69,6.6,768.5606060606061,2032.0742424242424,,I-94,I-94_I-94_I-94_I-94_Forsyth_Miles-City
2023.0,I-94,A,5.925,C000094,A,C000094A,120+0.156,126+0.066,119.88,125.805,44-6-001,,,E,5072.5,48.0,,39.0,1153.0,1088.0,9.0,,7.0,219.0,206.0,RURAL OUTER INTERSTATE,1045.0,16.0,114.0,706.0,706.0,1077.0,1077.0,,2.0,,CUSTER,,,1.487,11.71,C000094_120+0.156_126+0.066_I-94,,I-94,Interstate,4,30,CUSTER,30.0,30054.5625,6.0,845.4166666666666,5009.09375,,I-94,I-94_I-94_I-94_I-94_Forsyth_Miles-City
2023.0,I-94,A,2.793,C000094,A,C000094A,126+0.066,128+0.851,125.805,128.598,A-031,Yes,,A,4724.0,48.0,,39.0,1153.0,1088.0,10.0,,8.0,244.0,230.0,RURAL OUTER INTERSTATE,1045.0,16.0,114.0,705.0,705.0,1076.0,1076.0,,2.0,,CUSTER,"JCT OFF RAMP MOON CREEK INTERCHANGE, EXIT 126","JCT OFF RAMP MOON CREEK INTERCHANGE, EXIT 126",1.487,11.71,C000094_126+0.066_128+0.851_I-94,,I-94,Interstate,1,10,CUSTER,10.0,13194.132,2.0,2362.0,6597.066000000001,,I-94,I-94_I-94_I-94_I-94_Forsyth_Miles-City
2023.0,I-94,A,6.421,C000094,A,C000094A,128+0.851,135+0.241,128.598,135.018,A-031,Yes,,A,4704.0,48.0,,39.0,1153.0,1088.0,10.0,,8.0,244.0,230.0,RURAL OUTER INTERSTATE,1045.0,16.0,114.0,705.0,705.0,1076.0,1076.0,,2.0,,CUSTER,"JCT OFF RAMP RADAR INTERCHANGE, EXIT 128","JCT OFF RAMP RADAR INTERCHANGE, EXIT 128",1.487,11.71,C000094_128+0.851_135+0.241_I-94,,I-94,Interstate,4,50,CUSTER,50.0,30204.384,10.0,470.4,3020.4384,,I-94,I-94_I-94_I-94_I-94_Forsyth_Miles-City
2023.0,I-94,A,2.853,C000094,A,C000094A,135+0.241,138+0.096,135.018,137.871,09-2A-001,,,E,4707.0,41.0,,45.0,1176.0,1062.0,9.0,,10.0,250.0,226.0,UI,2019.0,10.0,97.0,677.0,677.0,1034.0,1034.0,,2.0,,CUSTER,"JCT OFF RAMP W MILES CITY INTERCHANGE, EXIT 135","JCT OFF RAMP W MILES CITY INTERCHANGE, EXIT 135",4.072,21.041,C000094_135+0.241_138+0.096_I-94,,I-94,Interstate,1,31,CUSTER,31.0,13429.071000000002,6.2,759.1935483870967,2165.9791935483872,,I-94,I-94_I-94_I-94_I-94_Forsyth_Miles-City
2023.0,I-94,A,2.865,C000094,A,C000094A,138+0.096,140+0.957,137.871,140.737,09-2A-002,,,A,4697.0,41.0,,45.0,1176.0,1062.0,9.0,,10.0,250.0,226.0,UI,2019.0,10.0,97.0,677.0,677.0,1034.0,1034.0,,2.0,,CUSTER,"JCT OFF RAMP BROADUS INTERCHANGE, EXIT 138","JCT OFF RAMP BROADUS INTERCHANGE, EXIT 138",3.146,17.753,C000094_138+0.096_140+0.957_I-94,,I-94,Interstate,1,14,CUSTER,14.0,13456.905,2.8,1677.5,4806.0375,,I-94,I-94_I-94_I-94_I-94_Miles-City_Glendive
2023.0,I-94,A,7.602,C000094,A,C000094A,140+0.957,148+0.540,140.737,148.338,09-2A-003,,,A,4393.0,24.0,,68.0,1410.0,1146.0,5.0,,15.0,321.0,261.0,RURAL OUTER INTERSTATE,1046.0,10.0,103.0,737.0,737.0,1117.0,1117.0,,2.0,,CUSTER,"JCT OFF RAMP BAKER INTERCHANGE, EXIT 141","JCT OFF RAMP BAKER INTERCHANGE, EXIT 141",6.393,23.973,C000094_140+0.957_148+0.540_I-94,,I-94,Interstate,1,51,CUSTER,51.0,33395.586,10.2,430.686274509804,3274.07705882353,,I-94,I-94_I-94_I-94_I-94_Miles-City_Glendive
2023.0,I-94,A,10.46,C000094,A,C000094A,148+0.540,159+0.252,148.338,158.799,09-2-002,,,A,4463.0,22.0,,63.0,1299.0,1057.0,5.0,,14.0,291.0,237.0,RURAL OUTER INTERSTATE,1046.0,10.0,103.0,679.0,679.0,1030.0,1030.0,,2.0,,CUSTER,"JCT OFF RAMP SHIRLEY INTERCHANGE, EXIT 148","JCT OFF RAMP SHIRLEY INTERCHANGE, EXIT 148",6.393,23.973,C000094_148+0.540_159+0.252_I-94,,I-94,Interstate,1,51,CUSTER,51.0,46682.98,10.2,437.5490196078431,4576.76274509804,,I-94,I-94_I-94_I-94_I-94_Miles-City_Glendive
2023.0,I-94,A,4.005,C000094,A,C000094A,159+0.252,163+0.367,158.799,162.804,40-2-001,,,E,4274.0,24.0,,68.0,1410.0,1146.0,6.0,,16.0,330.0,268.0,RURAL OUTER INTERSTATE,1046.0,10.0,103.0,736.0,736.0,1116.0,1116.0,,2.0,,CUSTER,"JCT OFF RAMP DIAMOND RING INTERCHANGE, EXIT 159","JCT OFF RAMP DIAMOND RING INTERCHANGE, EXIT 159",6.393,23.973,C000094_159+0.252_163+0.367_I-94,,I-94,Interstate,1,17,CUSTER,17.0,17117.37,3.4,1257.0588235294117,5034.520588235294,,I-94,I-94_I-94_I-94_I-94_Miles-City_Glendive
2023.0,I-94,A,5.344,C000094,A,C000094A,163+0.367,168+0.691,162.804,168.148,40-2-001,,,E,4234.25,24.0,,68.0,1410.0,1146.0,6.0,,16.0,330.0,268.0,RURAL OUTER INTERSTATE,1046.0,10.0,103.0,736.0,736.0,1116.0,1116.0,,2.0,,PRAIRIE,,,6.393,23.973,C000094_163+0.367_168+0.691_I-94,,I-94,Interstate,4,11,PRAIRIE,11.0,22627.832,2.2,1924.6590909090908,10285.37818181818,,I-94,I-94_I-94_I-94_I-94_Miles-City_Glendive
2023.0,I-94,A,7.518,C000094,A,C000094A,168+0.691,176+0.239,168.148,175.665,40-2-001,,,E,4234.25,24.0,,68.0,1410.0,1146.0,6.0,,16.0,330.0,268.0,RURAL OUTER INTERSTATE,1046.0,10.0,103.0,736.0,736.0,1116.0,1116.0,,2.0,,PRAIRIE,"JCT OFF RAMP POWDER RIVER INTERCHANGE, EXIT 169","JCT OFF RAMP POWDER RIVER INTERCHANGE, EXIT 169",6.393,23.973,C000094_168+0.691_176+0.239_I-94,,I-94,Interstate,4,21,PRAIRIE,21.0,31833.0915,4.2,1008.1547619047618,7579.307499999999,,I-94,I-94_I-94_I-94_I-94_Miles-City_Glendive
2023.0,I-94,A,9.021,C000094,A,C000094A,176+0.239,185+0.253,175.665,184.686,40-2-002,,,E,3878.0,21.0,,39.0,1321.0,1088.0,5.0,,10.0,341.0,281.0,RURAL OUTER INTERSTATE,1047.0,29.0,105.0,730.0,730.0,1120.0,1120.0,,2.0,,PRAIRIE,"JCT OFF RAMP TERRY INTERCHANGE, EXIT 176","JCT OFF RAMP TERRY INTERCHANGE, EXIT 176",6.371,24.931,C000094_176+0.239_185+0.253_I-94,,I-94,Interstate,1,55,PRAIRIE,55.0,34983.438,11.0,352.54545454545456,3180.3125454545457,,I-94,I-94_I-94_I-94_I-94_Miles-City_Glendive
2023.0,I-94,A,5.996,C000094,A,C000094A,185+0.253,191+0.250,184.686,190.683,40-2-003,,,E,4438.0,21.0,,39.0,1321.0,1088.0,5.0,,9.0,298.0,245.0,RURAL OUTER INTERSTATE,1047.0,29.0,105.0,730.0,730.0,1121.0,1121.0,,2.0,,PRAIRIE,"JCT OFF RAMP FALLON INTERCHANGE, EXIT 185","JCT OFF RAMP FALLON INTERCHANGE, EXIT 185",4.867,15.044,C000094_185+0.253_191+0.250_I-94,,I-94,Interstate,1,45,PRAIRIE,45.0,26610.248000000003,9.0,493.1111111111111,2956.6942222222224,,I-94,I-94_I-94_I-94_I-94_Miles-City_Glendive
2023.0,I-94,A,1.123,C000094,A,C000094A,191+0.250,192+0.385,190.683,191.806,40-2-003,,,E,4274.75,21.0,,39.0,1321.0,1088.0,5.0,,9.0,298.0,245.0,RURAL OUTER INTERSTATE,1047.0,29.0,105.0,730.0,730.0,1121.0,1121.0,,2.0,,DAWSON,,,4.867,15.044,C000094_191+0.250_192+0.385_I-94,,I-94,Interstate,4,7,DAWSON,7.0,4800.54425,1.4,3053.3928571428573,3428.9601785714285,,I-94,I-94_I-94_I-94_I-94_Miles-City_Glendive
2023.0,I-94,A,5.981,C000094,A,C000094A,192+0.385,198+0.366,191.806,197.787,W-103,Yes,,A,4317.0,21.0,,39.0,1321.0,1088.0,5.0,,9.0,306.0,252.0,RURAL OUTER INTERSTATE,1047.0,29.0,105.0,717.0,717.0,1076.0,1076.0,,2.0,,DAWSON,"JCT OFF RAMP BAD ROUTE CK INTERCHANGE, EXIT 192","JCT OFF RAMP BAD ROUTE CK INTERCHANGE, EXIT 192",4.867,15.044,C000094_192+0.385_198+0.366_I-94,,I-94,Interstate,1,36,DAWSON,36.0,25819.977,7.2,599.5833333333334,3586.1079166666664,,I-94,I-94_I-94_I-94_I-94_Miles-City_Glendive
2023.0,I-94,A,5.664,C000094,A,C000094A,198+0.366,204+0.024,197.787,203.451,W-103,Yes,,A,4185.5,21.0,,39.0,1321.0,1088.0,5.0,,9.0,306.0,252.0,RURAL OUTER INTERSTATE,1047.0,29.0,105.0,717.0,717.0,1076.0,1076.0,,2.0,,DAWSON,"JCT OFF RAMP CRACKER BOX INTERCHANGE, EXIT 198","JCT OFF RAMP CRACKER BOX INTERCHANGE, EXIT 198",4.867,15.044,C000094_198+0.366_204+0.024_I-94,,I-94,Interstate,4,37,DAWSON,37.0,23706.672,7.4,565.6081081081081,3203.604324324324,,I-94,I-94_I-94_I-94_I-94_Miles-City_Glendive
2023.0,I-94,A,2.252,C000094,A,C000094A,204+0.024,206+0.275,203.451,205.703,11-5A-001,,,A,4221.0,21.0,,39.0,1321.0,1088.0,5.0,,9.0,313.0,258.0,RURAL OUTER INTERSTATE,1047.0,29.0,105.0,730.0,730.0,1120.0,1120.0,,2.0,,DAWSON,"JCT OFF RAMP WHOOPUP CREEK INTERCHANGE, EXIT 204","JCT OFF RAMP WHOOPUP CREEK INTERCHANGE, EXIT 204",4.867,15.044,C000094_204+0.024_206+0.275_I-94,,I-94,Interstate,1,17,DAWSON,17.0,9505.692,3.4,1241.470588235294,2795.791764705882,,I-94,I-94_I-94_I-94_I-94_Miles-City_Glendive
2023.0,I-94,A,3.902,C000094,A,C000094A,206+0.275,210+0.118,205.703,209.605,11-5A-001,,,A,4430.0,21.0,,39.0,1321.0,1088.0,5.0,,9.0,313.0,258.0,RURAL OUTER INTERSTATE,1047.0,29.0,105.0,730.0,730.0,1120.0,1120.0,,2.0,,DAWSON,"JCT OFF RAMP PLEASANT VIEW INTERCHANGE, EXIT 206","JCT OFF RAMP PLEASANT VIEW INTERCHANGE, EXIT 206",4.867,15.044,C000094_206+0.275_210+0.118_I-94,,I-94,Interstate,4,29,DAWSON,29.0,17285.86,5.8,763.7931034482759,2980.320689655173,,I-94,I-94_I-94_I-94_I-94_Miles-City_Glendive
2023.0,I-94,A,1.71,C000094,A,C000094A,210+0.118,211+0.831,209.605,211.314,11-5A-002,,,E,5385.0,21.0,,39.0,1321.0,1088.0,4.0,,7.0,245.0,202.0,UI,1047.0,29.0,105.0,731.0,731.0,1122.0,1122.0,,2.0,,DAWSON,"JCT OFF RAMP W GLENDIVE INTERCHANGE, EXIT 210","JCT OFF RAMP W GLENDIVE INTERCHANGE, EXIT 210",4.867,15.044,C000094_210+0.118_211+0.831_I-94,,I-94,Interstate,1,26,DAWSON,26.0,9208.35,5.2,1035.576923076923,1770.8365384615386,,I-94,I-94_I-94_I-94_I-94_Miles-City_Glendive
2023.0,I-94,A,1.251,C000094,A,C000094A,211+0.831,213+0.087,211.314,212.565,11-5A-003,,,E,6454.75,45.0,,12.0,1331.0,1184.0,7.0,,2.0,197.0,176.0,UI,2017.0,19.0,89.0,716.0,716.0,1091.0,1091.0,,2.0,,DAWSON,JCT ON RAMP CIRCLE INTERCHANGE,JCT ON RAMP CIRCLE INTERCHANGE,2.344,19.141,C000094_211+0.831_213+0.087_I-94,,I-94,Interstate,4,10,DAWSON,10.0,8074.892249999999,2.0,3227.375,4037.446124999999,,I-94,I-94_I-94_I-94_I-94_Miles-City_Glendive
2023.0,I-94,A,2.036,C000094,A,C000094A,213+0.087,215+0.118,212.565,214.602,11-5A-004,,,E,5962.0,45.0,,12.0,1331.0,1184.0,8.0,,2.0,223.0,199.0,UI,2017.0,19.0,89.0,715.0,715.0,1090.0,1090.0,,2.0,,DAWSON,"JCT OFF RAMP SIDNEY INTERCHANGE, EXIT 213","JCT OFF RAMP SIDNEY INTERCHANGE, EXIT 213",2.344,19.141,C000094_213+0.087_215+0.118_I-94,,I-94,Interstate,1,19,DAWSON,19.0,12138.632,3.8,1568.9473684210527,3194.376842105263,,I-94,I-94_I-94_I-94_I-94_Glendive_North-Dakota-Border
2023.0,I-94,A,8.878,C000094,A,C000094A,215+0.118,224+0.004,214.602,223.48,11-5A-005,,,E,4218.0,23.0,,30.0,836.0,737.0,5.0,,7.0,198.0,175.0,RURAL OUTER INTERSTATE,1048.0,10.0,101.0,478.0,478.0,736.0,736.0,,2.0,,DAWSON,"JCT OFF RAMP E GLENDIVE INTERCHANGE, EXIT 215","JCT OFF RAMP E GLENDIVE INTERCHANGE, EXIT 215",3.687,31.106,C000094_215+0.118_224+0.004_I-94,,I-94,Interstate,1,39,DAWSON,39.0,37447.404,7.8,540.7692307692308,4800.949230769231,,I-94,I-94_I-94_I-94_I-94_Glendive_North-Dakota-Border
2023.0,I-94,A,7.135,C000094,A,C000094A,224+0.004,231+0.143,223.48,230.615,11-5-001,,,E,4376.0,23.0,,30.0,836.0,737.0,5.0,,7.0,191.0,168.0,RURAL OUTER INTERSTATE,1048.0,10.0,101.0,479.0,479.0,736.0,736.0,,2.0,,DAWSON,"JCT OFF RAMP GRIFFITH INTERCHANGE, EXIT 224","JCT OFF RAMP GRIFFITH INTERCHANGE, EXIT 224",6.753,20.519,C000094_224+0.004_231+0.143_I-94,,I-94,Interstate,1,37,DAWSON,37.0,31222.76,7.4,591.3513513513514,4219.291891891891,,I-94,I-94_I-94_I-94_I-94_Glendive_North-Dakota-Border
2023.0,I-94,A,3.763,C000094,A,C000094A,231+0.143,234+1.061,230.615,234.377,11-5-001,,,E,3980.5,23.0,,30.0,836.0,737.0,5.0,,7.0,191.0,168.0,RURAL OUTER INTERSTATE,1048.0,10.0,101.0,479.0,479.0,736.0,736.0,,2.0,,DAWSON,"JCT OFF RAMP HODGES ROAD INTERCHANGE, EXIT 231","JCT OFF RAMP HODGES ROAD INTERCHANGE, EXIT 231",6.753,20.519,C000094_231+0.143_234+1.061_I-94,,I-94,Interstate,4,17,DAWSON,17.0,14978.6215,3.4,1170.735294117647,4405.476911764706,,I-94,I-94_I-94_I-94_I-94_Glendive_North-Dakota-Border
2023.0,I-94,A,1.03,C000094,A,C000094A,234+1.061,236+0.016,234.377,235.407,11-5-001,,,E,3980.5,23.0,,30.0,836.0,737.0,5.0,,7.0,191.0,168.0,RURAL OUTER INTERSTATE,1048.0,10.0,101.0,479.0,479.0,736.0,736.0,,2.0,,WIBAUX,,,6.753,20.519,C000094_234+1.061_236+0.016_I-94,,I-94,Interstate,4,1,WIBAUX,1.0,4099.915,0.2,19902.5,20499.574999999997,,I-94,I-94_I-94_I-94_I-94_Glendive_North-Dakota-Border
2023.0,I-94,A,5.666,C000094,A,C000094A,236+0.016,241+0.616,235.407,241.073,55-1-001,,,E,3873.0,23.0,,30.0,836.0,737.0,6.0,,8.0,216.0,190.0,RURAL OUTER INTERSTATE,1048.0,10.0,101.0,478.0,478.0,736.0,736.0,,2.0,,WIBAUX,"JCT OFF RAMP ROCHLITZ INTERCHANGE, EXIT 236","JCT OFF RAMP ROCHLITZ INTERCHANGE, EXIT 236",3.687,31.106,C000094_236+0.016_241+0.616_I-94,,I-94,Interstate,1,22,WIBAUX,22.0,21944.418,4.4,880.2272727272726,4987.367727272727,,I-94,I-94_I-94_I-94_I-94_Glendive_North-Dakota-Border
