YEAR,DEPT_ID,DEPT_RBD,SEC_LNT_MI,CORR_ID,CORR_RBD,CORRIDOR,CORR_MP,CORR_ENDMP,CORR_MIOFF,CORR_ENDMI,SITE_ID,TYC_CCS,TYC_REMARK,TYC_ACTEST,TYC_AADT,TYC_MC_NUM,TYC_RV_NUM,BUS_NUM,COMM_NUM,LG_TRK_NUM,TYC_MC,TYC_RV,TYC_BUS,TYC_COMM,TYC_LG_TRK,FACTOR_GRP,TYC_VC_GRP,FUT_FACT,TYC_DHV,FLEXESAL_P,FLEXESAL_N,RESAL_P,RESAL_N,ONE_WAY,NUM_LANES,COIN_RT,CNTY_NM,JCT_DESC,LINK_DESC,PCT_DH_SU,PCT_DH_CU,SEGMENT_KEY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,YEARS_WITH_DATA,TOTAL_CRASHES,COUNTY,CRASHES,MILES_DRIVEN,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC,LOCATION,ROUTE_FILE_NAME,SEGMENT_NAME
2023.0,I-15,A,3.668,C000015,A,C000015A,055+0.794,059+0.464,55.783,59.451,01-4-006,,,E,4340.75,14.0,,29.0,1306.0,1076.0,3.0,,6.0,292.0,240.0,RURAL OUTER INTERSTATE,1002.0,14.0,142.0,724.0,724.0,1112.0,1112.0,,2.0,,BEAVERHEAD,"JCT OFF RAMP BARRETTS INTERCHANGE, EXIT 56","JCT OFF RAMP BARRETTS INTERCHANGE, EXIT 56",6.745,15.002,C000015_055+0.794_059+0.464_I-15,,I-15,Interstate,4,29,BEAVERHEAD,29.0,15921.871,5.8,748.4051724137931,2745.150172413794,,I-15,I-15_I-15_I-15_I-15_Idaho-Border_Dillon
2023.0,I-15,A,2.692,C000015,A,C000015A,059+0.464,062+0.153,59.451,62.143,01-4-005,,,E,5725.0,38.0,,7.0,1493.0,1340.0,7.0,,1.0,261.0,234.0,RURAL OUTER INTERSTATE,1004.0,18.0,89.0,783.0,783.0,1168.0,1168.0,,2.0,,BEAVERHEAD,"JCT OFF RAMP JACKSON INTERCHANGE, EXIT 59","JCT OFF RAMP JACKSON INTERCHANGE, EXIT 59",1.354,16.634,C000015_059+0.464_062+0.153_I-15,,I-15,Interstate,1,30,BEAVERHEAD,30.0,15411.7,6.0,954.1666666666666,2568.616666666667,,I-15,I-15_I-15_I-15_I-15_Idaho-Border_Dillon
2023.0,I-15,A,1.438,C000015,A,C000015A,062+0.153,063+0.596,62.143,63.582,01-4A-020,,,E,5271.0,38.0,,7.0,1493.0,1340.0,7.0,,1.0,283.0,254.0,RURAL OUTER INTERSTATE,1004.0,18.0,89.0,783.0,783.0,1168.0,1168.0,,2.0,,BEAVERHEAD,"JCT OFF RAMP S DILLON INTERCHANGE, EXIT 62","JCT OFF RAMP S DILLON INTERCHANGE, EXIT 62",1.354,16.634,C000015_062+0.153_063+0.596_I-15,,I-15,Interstate,1,7,BEAVERHEAD,7.0,7579.697999999999,1.4,3765.000000000001,5414.07,,I-15,I-15_I-15_I-15_I-15_Idaho-Border_Dillon
2023.0,I-15,A,11.174,C000015,A,C000015A,063+0.596,074+0.685,63.582,74.756,W-122,Yes,,A,3915.0,32.0,,33.0,1117.0,907.0,8.0,,8.0,285.0,232.0,RURAL OUTER INTERSTATE,1005.0,16.0,128.0,505.0,505.0,758.0,758.0,,2.0,,BEAVERHEAD,"JCT OFF RAMP N DILLON INTERCHANGE, EXIT 63","JCT OFF RAMP N DILLON INTERCHANGE, EXIT 63",4.665,7.911,C000015_063+0.596_074+0.685_I-15,,I-15,Interstate,1,32,BEAVERHEAD,32.0,43746.21,6.4,611.71875,6835.3453125,,I-15,I-15_I-15_I-15_I-15_Dillon_Butte
2023.0,I-15,A,10.313,C000015,A,C000015A,074+0.685,084+0.942,74.756,85.068,29-1-001,,,E,3852.0,32.0,,33.0,1117.0,907.0,8.0,,9.0,290.0,235.0,RURAL OUTER INTERSTATE,1005.0,16.0,128.0,610.0,610.0,931.0,931.0,,2.0,,BEAVERHEAD,"JCT OFF RAMP APEX INTERCHANGE, EXIT 74","JCT OFF RAMP APEX INTERCHANGE, EXIT 74",2.817,17.606,C000015_074+0.685_084+0.942_I-15,,I-15,Interstate,1,54,BEAVERHEAD,54.0,39725.676,10.8,356.66666666666663,3678.303333333333,,I-15,I-15_I-15_I-15_I-15_Dillon_Butte
2023.0,I-15,A,0.682,C000015,A,C000015A,084+0.942,085+0.661,85.068,85.75,29-1-001,,,E,3773.5,32.0,,33.0,1117.0,907.0,8.0,,9.0,290.0,235.0,RURAL OUTER INTERSTATE,1005.0,16.0,128.0,610.0,610.0,931.0,931.0,,2.0,,BEAVERHEAD,"JCT OFF RAMP ROCK CREEK INTERCHANGE, EXIT 85","JCT OFF RAMP ROCK CREEK INTERCHANGE, EXIT 85",2.817,17.606,C000015_084+0.942_085+0.661_I-15,,I-15,Interstate,4,4,BEAVERHEAD,4.0,2573.527,0.8,4716.875,3216.90875,,I-15,I-15_I-15_I-15_I-15_Dillon_Butte
2023.0,I-15,A,7.251,C000015,A,C000015A,085+0.661,092+0.873,85.75,93.001,29-1-001,,,E,3773.5,32.0,,33.0,1117.0,907.0,8.0,,9.0,290.0,235.0,RURAL OUTER INTERSTATE,1005.0,16.0,128.0,610.0,610.0,931.0,931.0,,2.0,,MADISON,,,2.817,17.606,C000015_085+0.661_092+0.873_I-15,,I-15,Interstate,4,38,BEAVERHEAD,38.0,27361.648500000003,7.6,496.5131578947369,3600.2169078947372,,I-15,I-15_I-15_I-15_I-15_Dillon_Butte
2023.0,I-15,A,0.353,C000015,A,C000015A,092+0.873,093+0.225,93.001,93.354,47-2-001,,,A,4708.0,32.0,,33.0,1117.0,907.0,7.0,,7.0,237.0,193.0,RURAL INNER INTERSTATE,1005.0,16.0,128.0,610.0,610.0,932.0,932.0,,2.0,,MADISON,"JCT OFF RAMP MELROSE INTERCHANGE, EXIT 93","JCT OFF RAMP MELROSE INTERCHANGE, EXIT 93",4.665,7.911,C000015_092+0.873_093+0.225_I-15,,I-15,Interstate,1,1,MADISON,1.0,1661.924,0.2,23540.0,8309.619999999999,,I-15,I-15_I-15_I-15_I-15_Dillon_Butte
2023.0,I-15,A,5.738,C000015,A,C000015A,093+0.225,098+0.998,93.354,99.092,47-2-001,,,A,4345.75,32.0,,33.0,1117.0,907.0,7.0,,7.0,237.0,193.0,RURAL INNER INTERSTATE,1005.0,16.0,128.0,610.0,610.0,932.0,932.0,,2.0,,SILVER BOW,,,4.665,7.911,C000015_093+0.225_098+0.998_I-15,,I-15,Interstate,4,33,SILVER BOW,33.0,24935.9135,6.6,658.4469696969697,3778.1687121212126,,I-15,I-15_I-15_I-15_I-15_Dillon_Butte
2023.0,I-15,A,3.251,C000015,A,C000015A,098+0.998,102+0.260,99.092,102.343,47-2-001,,,A,4345.75,32.0,,33.0,1117.0,907.0,7.0,,7.0,237.0,193.0,RURAL INNER INTERSTATE,1005.0,16.0,128.0,610.0,610.0,932.0,932.0,,2.0,,SILVER BOW,"JCT OFF RAMP MOOSE CREEK INTERCHANGE, EXIT 99","JCT OFF RAMP MOOSE CREEK INTERCHANGE, EXIT 99",4.665,7.911,C000015_098+0.998_102+0.260_I-15,,I-15,Interstate,4,24,SILVER BOW,24.0,14128.03325,4.8,905.3645833333334,2943.3402604166668,,I-15,I-15_I-15_I-15_I-15_Dillon_Butte
2023.0,I-15,A,8.753,C000015,A,C000015A,102+0.260,110+0.978,102.343,111.096,47-2-004,,,A,4566.0,32.0,,33.0,1117.0,907.0,7.0,,7.0,245.0,199.0,RURAL INNER INTERSTATE,1005.0,16.0,128.0,610.0,610.0,932.0,932.0,,2.0,,SILVER BOW,"JCT OFF RAMP DIVIDE INTERCHANGE, EXIT 102","JCT OFF RAMP DIVIDE INTERCHANGE, EXIT 102",4.665,7.911,C000015_102+0.260_110+0.978_I-15,,I-15,Interstate,1,34,SILVER BOW,34.0,39966.198,6.8,671.4705882352941,5877.38205882353,,I-15,I-15_I-15_I-15_I-15_Dillon_Butte
2023.0,I-15,A,5.122,C000015,A,C000015A,110+0.978,116+0.090,111.096,116.218,47-2-004,,,A,4634.25,32.0,,33.0,1117.0,907.0,7.0,,7.0,245.0,199.0,RURAL INNER INTERSTATE,1005.0,16.0,128.0,610.0,610.0,932.0,932.0,,2.0,,SILVER BOW,"JCT OFF RAMP FEELY INTERCHANGE, EXIT 111","JCT OFF RAMP FEELY INTERCHANGE, EXIT 111",4.665,7.911,C000015_110+0.978_116+0.090_I-15,,I-15,Interstate,4,33,SILVER BOW,33.0,23736.6285,6.6,702.159090909091,3596.4588636363637,,I-15,I-15_I-15_I-15_I-15_Dillon_Butte
2023.0,I-15,A,3.602,C000015,A,C000015A,116+0.090,119+0.690,116.218,119.82,47-1B-001,,,E,5139.0,32.0,,33.0,1117.0,907.0,6.0,,6.0,217.0,176.0,RURAL INNER INTERSTATE,1005.0,16.0,128.0,611.0,611.0,932.0,932.0,,2.0,,SILVER BOW,"JCT OFF RAMP BUXTON INTERCHANGE, EXIT 116","JCT OFF RAMP BUXTON INTERCHANGE, EXIT 116",4.665,7.911,C000015_116+0.090_119+0.690_I-15,,I-15,Interstate,1,17,SILVER BOW,17.0,18510.678,3.4,1511.470588235294,5444.31705882353,,I-15,I-15_I-15_I-15_I-15_Dillon_Butte
2023.0,I-15,A,1.329,C000015,A,C000015A,119+0.690,121+0.001,119.82,121.149,47-1B-005,,,E,7456.0,32.0,,33.0,1117.0,907.0,4.0,,4.0,150.0,122.0,RURAL INNER INTERSTATE,1005.0,16.0,128.0,613.0,613.0,934.0,934.0,,2.0,,SILVER BOW,"JCT OFF RAMP VICTOR INTERCHANGE, EXIT 119","JCT OFF RAMP VICTOR INTERCHANGE, EXIT 119",4.665,7.911,C000015_119+0.690_121+0.001_I-15,,I-15,Interstate,1,16,SILVER BOW,16.0,9909.024,3.2,2330.0,3096.5699999999997,,I-15,I-15_I-15_I-15_I-15_Dillon_Butte
2023.0,I-15,A,0.394,C000015,A,C000015A,121+0.001,121+0.395,121.149,121.543,47-1B-005,,,E,7090.25,32.0,,33.0,1117.0,907.0,4.0,,4.0,150.0,122.0,RURAL INNER INTERSTATE,1005.0,16.0,128.0,613.0,613.0,934.0,934.0,,1.0,,SILVER BOW,,BEGIN 1 LANE,4.665,7.911,C000015_121+0.001_121+0.395_I-15,,I-15,Interstate,4,12,SILVER BOW,12.0,2793.5585,2.4,2954.2708333333335,1163.9827083333334,,I-15,I-15_I-15_I-15_I-15_Dillon_Butte
2023.0,I-15,A,0.306,C000015,A,C000015A,128+0.991,129+0.292,129.099,129.405,47-1C-006,,,E,10903.5,20.0,,30.0,558.0,508.0,5.0,,7.0,128.0,117.0,UI,1008.0,16.0,91.0,343.0,343.0,519.0,519.0,,1.0,,SILVER BOW,JCT I-90 EAST BUTTE INTERCHANGE,END COINCIDENT RTE/BEGIN 1 LANE/JCT I-90 EAST BUTTE INTERCHANGE,7.395,14.791,C000015_128+0.991_129+0.292_I-15,,I-15,Interstate,4,9,SILVER BOW,9.0,3336.471,1.8,6057.5,1853.595,,I-15,I-15_I-15_I-15_I-15_Butte_Boulder
2023.0,I-15,A,4.362,C000015,A,C000015A,129+0.292,133+0.636,129.405,133.767,47-1C-006,,,E,4352.0,20.0,,30.0,558.0,508.0,5.0,,7.0,128.0,117.0,UI,1008.0,16.0,91.0,343.0,343.0,519.0,519.0,,2.0,,SILVER BOW,,BEGIN 2 LANES,7.395,14.791,C000015_129+0.292_133+0.636_I-15,,I-15,Interstate,1,56,SILVER BOW,56.0,18983.424,11.2,388.5714285714286,1694.9485714285715,,I-15,I-15_I-15_I-15_I-15_Butte_Boulder
2023.0,I-15,A,0.147,C000015,A,C000015A,133+0.636,133+0.783,133.767,133.914,47-1C-006,,,E,4040.5,20.0,,30.0,558.0,508.0,5.0,,7.0,128.0,117.0,UI,1008.0,16.0,91.0,343.0,343.0,519.0,519.0,,2.0,,JEFFERSON,,,7.395,14.791,C000015_133+0.636_133+0.783_I-15,,I-15,Interstate,4,3,JEFFERSON,3.0,593.9535,0.6,6734.166666666667,989.9225,,I-15,I-15_I-15_I-15_I-15_Butte_Boulder
2023.0,I-15,A,4.602,C000015,A,C000015A,133+0.783,138+0.380,133.914,138.516,22-1-001,,,E,3151.0,20.0,,30.0,558.0,508.0,6.0,,10.0,177.0,161.0,RURAL INNER INTERSTATE,1008.0,16.0,91.0,342.0,342.0,518.0,518.0,,2.0,,JEFFERSON,"JCT OFF RAMP WOODVILLE INTERCHANGE, EXIT 134","JCT OFF RAMP WOODVILLE INTERCHANGE, EXIT 134",7.395,14.791,C000015_133+0.783_138+0.380_I-15,,I-15,Interstate,1,20,JEFFERSON,20.0,14500.902000000002,4.0,787.75,3625.225500000001,,I-15,I-15_I-15_I-15_I-15_Butte_Boulder
2023.0,I-15,A,12.583,C000015,A,C000015A,138+0.380,151+0.487,138.516,151.099,22-1-001,,,E,2979.25,20.0,,30.0,558.0,508.0,6.0,,10.0,177.0,161.0,RURAL INNER INTERSTATE,1008.0,16.0,91.0,342.0,342.0,518.0,518.0,,2.0,,JEFFERSON,"JCT OFF RAMP TRASK INTERCHANGE, EXIT 138","JCT OFF RAMP TRASK INTERCHANGE, EXIT 138",7.395,14.791,C000015_138+0.380_151+0.487_I-15,,I-15,Interstate,4,85,JEFFERSON,85.0,37487.90275,17.0,175.25,2205.17075,,I-15,I-15_I-15_I-15_I-15_Butte_Boulder
2023.0,I-15,A,5.147,C000015,A,C000015A,151+0.487,156+0.645,151.099,156.246,22-1-002,,,E,3182.0,20.0,,30.0,558.0,508.0,6.0,,9.0,175.0,160.0,RURAL INNER INTERSTATE,1008.0,16.0,91.0,342.0,342.0,518.0,518.0,,2.0,,JEFFERSON,"JCT OFF RAMP BERNICE INTERCHANGE, EXIT 151","JCT OFF RAMP BERNICE INTERCHANGE, EXIT 151",7.395,14.791,C000015_151+0.487_156+0.645_I-15,,I-15,Interstate,1,56,JEFFERSON,56.0,16377.754,11.2,284.1071428571429,1462.2994642857143,,I-15,I-15_I-15_I-15_I-15_Butte_Boulder
2023.0,I-15,A,3.5,C000015,A,C000015A,156+0.645,160+0.124,156.246,159.746,22-2-006,,,E,3856.0,20.0,,30.0,558.0,508.0,5.0,,8.0,145.0,132.0,RURAL INNER INTERSTATE,1008.0,16.0,91.0,342.0,342.0,519.0,519.0,,2.0,,JEFFERSON,"JCT OFF RAMP BASIN INTERCHANGE, EXIT 156","JCT OFF RAMP BASIN INTERCHANGE, EXIT 156",7.395,14.791,C000015_156+0.645_160+0.124_I-15,,I-15,Interstate,1,37,JEFFERSON,37.0,13496.0,7.4,521.081081081081,1823.7837837837835,,I-15,I-15_I-15_I-15_I-15_Butte_Boulder
2023.0,I-15,A,4.533,C000015,A,C000015A,160+0.124,164+0.659,159.746,164.279,22-2-006,,,E,3639.75,20.0,,30.0,558.0,508.0,5.0,,8.0,145.0,132.0,RURAL INNER INTERSTATE,1008.0,16.0,91.0,342.0,342.0,519.0,519.0,,2.0,,JEFFERSON,"JCT OFF RAMP HIGH ORE INTERCHANGE, EXIT 160","JCT OFF RAMP HIGH ORE INTERCHANGE, EXIT 160",7.395,14.791,C000015_160+0.124_164+0.659_I-15,,I-15,Interstate,4,57,JEFFERSON,57.0,16498.98675,11.4,319.2763157894737,1447.2795394736845,,I-15,I-15_I-15_I-15_I-15_Butte_Boulder
2023.0,I-15,A,11.2,C000015,A,C000015A,164+0.659,175+0.868,164.279,175.478,22-2-007,,,E,5067.0,47.0,,20.0,946.0,729.0,9.0,,4.0,187.0,144.0,RURAL INNER INTERSTATE,1009.0,10.0,102.0,448.0,448.0,667.0,667.0,,2.0,,JEFFERSON,"JCT OFF RAMP BOULDER INTERCHANGE, EXIT 164","JCT OFF RAMP BOULDER INTERCHANGE, EXIT 164",6.262,10.816,C000015_164+0.659_175+0.868_I-15,,I-15,Interstate,1,156,JEFFERSON,156.0,56750.399999999994,31.2,162.40384615384616,1818.923076923077,,I-15,I-15_I-15_I-15_I-15_Boulder_Helena
2023.0,I-15,A,6.029,C000015,A,C000015A,175+0.868,181+0.904,175.478,181.508,22-2-014,,,E,5987.0,47.0,,20.0,946.0,729.0,8.0,,3.0,158.0,122.0,RURAL INNER INTERSTATE,1009.0,10.0,102.0,448.0,448.0,667.0,667.0,,2.0,,JEFFERSON,"JCT OFF RAMP JEFFERSON CITY INTERCHANGE, EXIT 176","JCT OFF RAMP JEFFERSON CITY INTERCHANGE, EXIT 176",3.648,12.106,C000015_175+0.868_181+0.904_I-15,,I-15,Interstate,1,116,JEFFERSON,116.0,36095.623,23.2,258.0603448275862,1555.8458189655173,,I-15,I-15_I-15_I-15_I-15_Boulder_Helena
2023.0,I-15,A,5.527,C000015,A,C000015A,181+0.904,187+0.388,181.508,187.035,22-2-001,,,E,7574.0,47.0,,20.0,946.0,729.0,6.0,,3.0,125.0,96.0,RURAL INNER INTERSTATE,1009.0,10.0,102.0,450.0,450.0,669.0,669.0,,2.0,,JEFFERSON,"JCT OFF RAMP CLANCY INTERCHANGE, EXIT 182","JCT OFF RAMP CLANCY INTERCHANGE, EXIT 182",4.955,11.461,C000015_181+0.904_187+0.388_I-15,,I-15,Interstate,1,165,JEFFERSON,165.0,41861.498,33.0,229.5151515151515,1268.5302424242425,,I-15,I-15_I-15_I-15_I-15_Boulder_Helena
2023.0,I-15,A,2.536,C000015,A,C000015A,187+0.388,189+0.900,187.035,189.571,22-2-026,,,E,11815.0,20.0,,60.0,803.0,704.0,2.0,,5.0,68.0,60.0,UI,2004.0,20.0,108.0,499.0,499.0,758.0,758.0,,2.0,,JEFFERSON,"JCT OFF RAMP MONTANA CITY INTERCHANGE, EXIT 187","JCT OFF RAMP MONTANA CITY INTERCHANGE, EXIT 187",1.929,7.556,C000015_187+0.388_189+0.900_I-15,,I-15,Interstate,1,49,JEFFERSON,49.0,29962.84,9.8,1205.612244897959,3057.4326530612243,,I-15,I-15_I-15_I-15_I-15_Boulder_Helena
2023.0,I-15,A,0.177,C000015,A,C000015A,189+0.900,190+0.095,189.571,189.748,22-2-026,,,E,11346.5,20.0,,60.0,803.0,704.0,2.0,,5.0,68.0,60.0,UI,2004.0,20.0,108.0,499.0,499.0,758.0,758.0,,2.0,,LEWIS AND CLARK,,,1.929,7.556,C000015_189+0.900_190+0.095_I-15,,I-15,Interstate,4,1,LEWIS AND CLARK,1.0,2008.3305,0.2,56732.5,10041.652499999998,,I-15,I-15_I-15_I-15_I-15_Boulder_Helena
2023.0,I-15,A,1.607,C000015,A,C000015A,190+0.095,191+0.732,189.748,191.355,A-003,Yes,,A,15629.0,20.0,,60.0,803.0,704.0,1.0,,4.0,51.0,45.0,UI,2004.0,20.0,108.0,503.0,503.0,761.0,761.0,,2.0,,LEWIS AND CLARK,"JCT OFF RAMP SOUTH HELENA INTERCHANGE, EXIT 190","JCT OFF RAMP SOUTH HELENA INTERCHANGE, EXIT 190",1.191,4.586,C000015_190+0.095_191+0.732_I-15,,I-15,Interstate,1,17,LEWIS AND CLARK,17.0,25115.803,3.4,4596.764705882353,7387.000882352941,,I-15,I-15_I-15_I-15_I-15_Boulder_Helena
2023.0,I-15,A,1.299,C000015,A,C000015A,191+0.732,193+0.036,191.355,192.654,25-7C-002,,,A,29620.0,175.0,,39.0,1730.0,1130.0,6.0,,1.0,58.0,38.0,UI,2005.0,29.0,102.0,715.0,715.0,1069.0,1069.0,,2.0,,LEWIS AND CLARK,"JCT OFF RAMP CAPITOL INTERCHANGE, EXIT 192","JCT OFF RAMP CAPITOL INTERCHANGE, EXIT 192",1.566,2.218,C000015_191+0.732_193+0.036_I-15,,I-15,Interstate,1,30,LEWIS AND CLARK,30.0,38476.38,6.0,4936.666666666667,6412.73,,I-15,I-15_I-15_I-15_I-15_Helena_Great-Falls
