YEAR,DEPT_ID,DEPT_RBD,SEC_LNT_MI,CORR_ID,CORR_RBD,CORRIDOR,CORR_MP,CORR_ENDMP,CORR_MIOFF,CORR_ENDMI,SITE_ID,TYC_CCS,TYC_REMARK,TYC_ACTEST,TYC_AADT,TYC_MC_NUM,TYC_RV_NUM,BUS_NUM,COMM_NUM,LG_TRK_NUM,TYC_MC,TYC_RV,TYC_BUS,TYC_COMM,TYC_LG_TRK,FACTOR_GRP,TYC_VC_GRP,FUT_FACT,TYC_DHV,FLEXESAL_P,FLEXESAL_N,RESAL_P,RESAL_N,ONE_WAY,NUM_LANES,COIN_RT,CNTY_NM,JCT_DESC,LINK_DESC,PCT_DH_SU,PCT_DH_CU,SEGMENT_KEY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,YEARS_WITH_DATA,TOTAL_CRASHES,COUNTY,CRASHES,MILES_DRIVEN,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC,LOCATION,ROUTE_FILE_NAME
2023.0,P-78,A,10.779,C000078,A,C000078A,032+0.768,043+0.641,32.646,43.425,48-2-005,,,A,2536.25,34.0,,22.0,182.0,130.0,14.0,,9.0,77.0,55.0,RMA_RMC_345,4091.0,14.0,101.0,80.0,80.0,123.0,123.0,,2.0,,STILLWATER,JCT S-420 IN ABSAROKEE,JCT S-420 IN ABSAROKEE,5.15,3.433,C000078_032+0.768_043+0.641_P-78,3RD ST,MT-78,Primary,4,104,STILLWATER,104.0,27338.23875,20.8,121.93509615384616,1314.3384014423077,,MT-78
2023.0,P-78,A,2.336,C000078,A,C000078A,043+0.641,045+1.123,43.425,45.761,48-2-006,,,A,3270.5,34.0,,22.0,182.0,130.0,11.0,,7.0,58.0,41.0,RMA_RMC_345,4091.0,14.0,101.0,81.0,81.0,123.0,123.0,,2.0,,STILLWATER,,,5.15,3.433,C000078_043+0.641_045+1.123_P-78,3RD ST,MT-78,Primary,4,24,STILLWATER,24.0,7639.888,4.8,681.3541666666667,1591.6433333333334,,MT-78
2023.0,P-78,A,0.487,C000078,A,C000078A,045+1.123,046+0.462,45.761,46.248,48-2-015,,,E,4876.75,34.0,,22.0,182.0,130.0,7.0,,4.0,36.0,26.0,RMA_RMC_345,4091.0,14.0,101.0,83.0,83.0,125.0,125.0,,2.0,,STILLWATER,JCT S-421,JCT S-421,5.15,3.433,C000078_045+1.123_046+0.462_P-78,3RD ST,MT-78,Primary,4,2,STILLWATER,2.0,2374.97725,0.4,12191.875,5937.443125,,MT-78
2023.0,P-78,A,0.262,C000078,A,C000078A,046+0.462,046+0.724,46.248,46.51,48-2-016,,,E,5421.0,34.0,,22.0,182.0,130.0,6.0,,4.0,34.0,25.0,RMA_RMC_345,4091.0,14.0,101.0,83.0,83.0,125.0,125.0,,2.0,,STILLWATER,,,5.15,3.433,C000078_046+0.462_046+0.724_P-78,3RD ST,MT-78,Primary,4,6,STILLWATER,6.0,1420.302,1.2,4517.5,1183.5850000000005,,MT-78
2023.0,P-78,A,0.217,C000078,A,C000078A,046+0.724,047+0.041,46.51,46.728,48-2-017,,,E,4587.25,34.0,,22.0,182.0,130.0,8.0,,5.0,42.0,30.0,RMA_RMC_345,4091.0,14.0,101.0,82.0,82.0,125.0,125.0,,2.0,,STILLWATER,JCT S-306,JCT S-306,5.15,3.433,C000078_046+0.724_047+0.041_P-78,3RD ST,MT-78,Primary,4,4,STILLWATER,4.0,995.43325,0.8,5734.0625,1244.2915625,,MT-78
2023.0,P-78,A,0.287,C000078,A,C000078A,047+0.041,047+0.328,46.728,47.015,48-2-018,,,E,3980.5,34.0,,22.0,182.0,130.0,9.0,,6.0,49.0,35.0,RMA_RMC_345,4091.0,14.0,101.0,82.0,82.0,124.0,124.0,,2.0,,STILLWATER,,,5.15,3.433,C000078_047+0.041_047+0.328_P-78,3RD ST,MT-78,Primary,4,3,STILLWATER,3.0,1142.4035,0.6,6634.166666666667,1904.0058333333332,,MT-78
2023.0,P-78,A,0.448,C000078,A,C000078A,047+0.328,047+0.776,47.015,47.464,48-2-019,,,E,5881.5,34.0,,22.0,182.0,130.0,6.0,,4.0,33.0,24.0,RMA_RMC_345,4091.0,14.0,101.0,84.0,84.0,126.0,126.0,,2.0,,STILLWATER,,,5.15,3.433,C000078_047+0.328_047+0.776_P-78,3RD ST,MT-78,Primary,4,9,STILLWATER,9.0,2634.9120000000003,1.8,3267.5,1463.84,,MT-78
