CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C228999,A,000+0.094,NOT IN CITY LIMITS,POWELL,FEBRUARY,2019,THU,345595.29215,258045.92465,,,0.094
C228999,A,000+0.367,NOT IN CITY LIMITS,POWELL,NOVEMBER,2019,SUN,346021.18842,257944.36262,,,0.367
C228999,A,000+0.558,NOT IN CITY LIMITS,POWELL,OCTOBER,2019,SAT,346314.26555,257959.72314,,,0.558
