CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C325901,A,000+0.369,NOT IN CITY LIMITS,GALLATIN,MARCH,2019,SUN,471236.13500,168969.99800,,,0.369
C325901,A,000+0.688,NOT IN CITY LIMITS,GALLATIN,FEBRUARY,2019,FRI,470827.69528,169276.36404,,,0.688
C325901,A,000+0.702,NOT IN CITY LIMITS,GALLATIN,MARCH,2019,SAT,470808.23378,169288.89115,,,0.702
C325901,A,000+0.703,NOT IN CITY LIMITS,GALLATIN,MARCH,2019,SAT,470806.78130,169288.96034,,,0.703
C325901,A,000+0.708,NOT IN CITY LIMITS,GALLATIN,FEBRUARY,2019,MON,470801.32049,169294.98673,,,0.708
C325901,A,000+0.723,NOT IN CITY LIMITS,GALLATIN,MARCH,2019,SAT,470778.14973,169300.53386,,,0.723
C325901,A,000+0.728,NOT IN CITY LIMITS,GALLATIN,APRIL,2019,TUE,470772.43224,169306.15040,45.7612798636593,-111.162467830181,0.728
C325901,A,000+0.730,BELGRADE,GALLATIN,OCTOBER,2019,MON,470768.57361,169307.68205,45.761110000000002,-111.1619,0.73
C325901,A,000+0.734,NOT IN CITY LIMITS,GALLATIN,FEBRUARY,2019,THU,470764.20526,169311.37903,,,0.734
C325901,A,000+0.735,BELGRADE,GALLATIN,MARCH,2019,SAT,470761.89500,169311.04000,45.7611721049585,-111.162051033885,0.735
