CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C008103,A,000+0.000,MISSOULA,MISSOULA,FEBRUARY,2019,MON,254097.82300,297440.38500,46.8364738736274,-114.039582168858,0.0
C008103,A,000+0.010,MISSOULA,MISSOULA,SEPTEMBER,2019,THU,254096.15900,297424.05300,46.8364738736274,-114.039582168858,0.01
C008103,A,000+0.012,MISSOULA,MISSOULA,JUNE,2019,SAT,254096.83300,297420.97200,46.8364738736274,-114.039582168858,0.012
C008103,A,000+0.013,MISSOULA,MISSOULA,JANUARY,2019,THU,254096.47400,297419.49600,46.8364738736274,-114.039582168858,0.013
C008103,A,000+0.015,MISSOULA,MISSOULA,NOVEMBER,2019,FRI,254096.40100,297416.80400,46.8364738736274,-114.039582168858,0.015
C008103,A,000+0.159,MISSOULA,MISSOULA,DECEMBER,2019,FRI,254081.44700,297185.05200,46.8342009885215,-114.039470969057,0.159
